vars,sitename,X,Y
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161836_Profile_812,115.942100,-32.029700
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161837_Floating_846,115.901182,-32.027504
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161837_Integrated_847,115.901182,-32.027504
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161837_Profile_848,115.901182,-32.027504
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161838_Floating_897,115.872233,-32.030813
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161838_Integrated_898,115.872233,-32.030813
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161838_Profile_899,115.872233,-32.030813
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161892_Integrated_932,115.927744,-32.019964
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6161892_Profile_933,115.927744,-32.019964
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162994_Floating_959,115.921002,-32.021468
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162994_Integrated_960,115.921002,-32.021468
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162994_Profile_961,115.921002,-32.021468
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162995_Floating_997,115.915643,-32.022513
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162995_Integrated_998,115.915643,-32.022513
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6162995_Profile_999,115.915643,-32.022513
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163105_Floating_1044,115.926700,-32.022600
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163105_Integrated_1045,115.926700,-32.022600
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163105_Profile_1046,115.926700,-32.022600
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163119_Floating_1088,115.949901,-32.033900
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163119_Integrated_1089,115.949901,-32.033900
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163119_Profile_1090,115.949901,-32.033900
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163124_Integrated_1123,115.933131,-32.022888
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163124_Profile_1124,115.933131,-32.022888
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163126_Integrated_1149,115.944245,-32.029756
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163126_Profile_1150,115.944245,-32.029756
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163132_Integrated_1170,115.937828,-32.026049
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163132_Profile_1171,115.937828,-32.026049
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163179_Floating_1195,115.853516,-32.016780
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163179_Integrated_1196,115.853516,-32.016780
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163179_Profile_1197,115.853516,-32.016780
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163346_Integrated_1224,115.915559,-32.022423
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6163346_Profile_1225,115.915559,-32.022423
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6165318_Integrated_1256,115.853225,-32.017219
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6165318_Profile_1257,115.853225,-32.017219
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6167188_Integrated_1276,115.901366,-32.022782
WQ_DIAG_PHY_TCHLA,DWER_CANEST_6167188_Profile_1277,115.901366,-32.022782
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6141432_Integrated_1447,115.702500,-32.274500
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142828_Integrated_1480,115.763847,-32.151321
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142828_Profile_1481,115.763847,-32.151321
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142829_Integrated_1498,115.761111,-32.144304
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142829_Profile_1499,115.761111,-32.144304
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142830_Integrated_1516,115.762558,-32.140024
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142830_Profile_1517,115.762558,-32.140024
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142831_Integrated_1557,115.755587,-32.145133
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142831_Profile_1558,115.755587,-32.145133
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142832_Integrated_1575,115.750286,-32.145072
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142832_Profile_1576,115.750286,-32.145072
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142833_Integrated_1593,115.739685,-32.144985
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142833_Profile_1594,115.739685,-32.144985
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142834_Integrated_1610,115.758037,-32.150507
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142834_Profile_1611,115.758037,-32.150507
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142835_Integrated_1625,115.763951,-32.155463
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142835_Profile_1626,115.763951,-32.155463
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142836_Integrated_1640,115.763103,-32.159352
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142836_Profile_1641,115.763103,-32.159352
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142837_Integrated_1655,115.762013,-32.163896
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142837_Profile_1656,115.762013,-32.163896
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142838_Integrated_1669,115.742861,-32.180080
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142839_Integrated_1670,115.756493,-32.172872
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142840_Integrated_1671,115.767558,-32.172664
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142841_Integrated_1672,115.747006,-32.163171
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142842_Integrated_1674,115.755220,-32.153402
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142842_Profile_1675,115.755220,-32.153402
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142843_Integrated_1688,115.752674,-32.155803
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142843_Profile_1689,115.752674,-32.155803
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142970_Integrated_1702,115.693841,-32.154551
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142971_Integrated_1734,115.720158,-32.152366
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142972_Integrated_1775,115.756724,-32.146480
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142973_Integrated_1813,115.762483,-32.170703
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142974_Integrated_1853,115.719833,-32.197565
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142975_Integrated_1893,115.759566,-32.209851
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142976_Integrated_1930,115.751412,-32.238934
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142977_Integrated_1966,115.740864,-32.256500
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142978_Integrated_2002,115.714178,-32.262401
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142979_Integrated_2036,115.684285,-32.254165
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142980_Integrated_2064,115.697969,-32.229518
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142980_Profile_2065,115.697969,-32.229518
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142981_Integrated_2104,115.684831,-32.198595
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142982_Integrated_2115,115.682120,-32.157758
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142983_Integrated_2126,115.712531,-32.248232
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142984_Integrated_2161,115.739090,-32.182803
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142985_Integrated_2195,115.708785,-32.308838
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142986_Fixed_2234,115.722167,-32.336946
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142986_Floating_2235,115.722167,-32.336946
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142986_Integrated_2236,115.722167,-32.336946
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142987_Integrated_2287,115.740167,-32.254698
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142988_Integrated_2318,115.696612,-32.215297
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142988_Profile_2319,115.696612,-32.215297
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142989_Integrated_2360,115.684831,-32.198595
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142989_Profile_2361,115.684831,-32.198595
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6142990_Integrated_2400,115.652974,-32.139401
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6144401_Fixed_2425,115.728321,-32.250809
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6144401_Floating_2426,115.728321,-32.250809
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6144401_Integrated_2427,115.728321,-32.250809
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6144466_Integrated_2457,115.765882,-32.197784
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6147030_Integrated_2488,115.702740,-32.156587
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6147030_Profile_2489,115.702740,-32.156587
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6147031_Integrated_2508,115.728332,-32.250787
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6147034_Integrated_2527,115.714189,-32.262388
WQ_DIAG_PHY_TCHLA,DWER_CSMWQ_6147035_Integrated_2544,115.740665,-32.200106
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131321_Integrated_2577,115.677035,-32.683243
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131321_Profile_2578,115.677035,-32.683243
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131322_Integrated_2594,115.694901,-32.730063
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131322_Profile_2595,115.694901,-32.730063
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131323_Integrated_2611,115.660907,-32.633273
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6131323_Profile_2612,115.660907,-32.633273
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140029_Integrated_2628,115.671387,-32.603628
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140029_Profile_2629,115.671387,-32.603628
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140030_Integrated_2645,115.754871,-32.575745
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140030_Profile_2646,115.754871,-32.575745
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140031_Integrated_2662,115.713254,-32.591805
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6140031_Profile_2663,115.713254,-32.591805
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142624_Integrated_2722,115.787282,-32.581407
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142624_Profile_2723,115.787282,-32.581407
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142625_Integrated_2739,115.827008,-32.585905
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142625_Profile_2740,115.827008,-32.585905
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142627_Integrated_2757,115.767970,-32.543329
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142627_Profile_2758,115.767970,-32.543329
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142628_Integrated_2774,115.786308,-32.510069
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142628_Profile_2775,115.786308,-32.510069
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142629_Integrated_2791,115.808025,-32.471222
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142629_Profile_2792,115.808025,-32.471222
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142855_Integrated_2815,115.834139,-32.585856
WQ_DIAG_PHY_TCHLA,DWER_PHESTREACH_6142855_Profile_2816,115.834139,-32.585856
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160118_Integrated_2968,115.992278,-31.878075
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160118_Profile_2969,115.992278,-31.878075
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160119_Integrated_2994,115.998983,-31.868417
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160119_Profile_2995,115.998983,-31.868417
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160258_Integrated_3025,115.784129,-32.017126
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160258_Profile_3026,115.784129,-32.017126
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160259_Integrated_3054,115.808950,-32.007069
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160259_Profile_3055,115.808950,-32.007069
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160262_Integrated_3083,115.848780,-31.963657
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160262_Profile_3084,115.848780,-31.963657
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160263_Floating_3112,115.885341,-31.954845
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160263_Integrated_3113,115.885341,-31.954845
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160263_Profile_3114,115.885341,-31.954845
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160764_Integrated_3144,115.908173,-31.939807
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160764_Profile_3145,115.908173,-31.939807
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160930_Integrated_3172,115.979641,-31.887654
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6160930_Profile_3173,115.979641,-31.887654
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161086_Floating_3199,116.009083,-31.864404
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161086_Integrated_3200,116.009083,-31.864404
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161086_Profile_3201,116.009083,-31.864404
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161821_Floating_3245,115.961026,-31.912582
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161821_Integrated_3246,115.961026,-31.912582
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161821_Profile_3247,115.961026,-31.912582
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161854_Floating_3294,115.989546,-31.887859
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161854_Integrated_3295,115.989546,-31.887859
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161854_Profile_3296,115.989546,-31.887859
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161869_Integrated_3338,115.835349,-31.994892
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161869_Profile_3339,115.835349,-31.994892
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161870_Floating_3359,115.913400,-31.951372
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161870_Integrated_3360,115.913400,-31.951372
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161870_Profile_3361,115.913400,-31.951372
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161878_Integrated_3391,115.940132,-31.921404
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161878_Profile_3392,115.940132,-31.921404
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161879_Floating_3422,115.959250,-31.898440
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161879_Integrated_3423,115.959250,-31.898440
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6161879_Profile_3424,115.959250,-31.898440
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6162045_Integrated_3468,115.963213,-31.904373
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6162045_Profile_3469,115.963213,-31.904373
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6163485_Integrated_3509,115.950949,-31.922684
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6163500_Profile_3529,115.995600,-31.856300
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6167114_Integrated_3579,115.971332,-31.894387
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6167114_Profile_3580,115.971332,-31.894387
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6167160_Integrated_3602,115.844250,-31.998889
WQ_DIAG_PHY_TCHLA,DWER_SWANEST_6167160_Profile_3603,115.844250,-31.998889
WQ_DIAG_TOT_TN,DWER_CANEST_6161836_Floating_834,115.942100,-32.029700
WQ_DIAG_TOT_TN,DWER_CANEST_6161836_Integrated_835,115.942100,-32.029700
WQ_DIAG_TOT_TN,DWER_CANEST_6161836_Profile_836,115.942100,-32.029700
WQ_DIAG_TOT_TN,DWER_CANEST_6161837_Floating_881,115.901182,-32.027504
WQ_DIAG_TOT_TN,DWER_CANEST_6161837_Integrated_882,115.901182,-32.027504
WQ_DIAG_TOT_TN,DWER_CANEST_6161837_Profile_883,115.901182,-32.027504
WQ_DIAG_TOT_TN,DWER_CANEST_6161838_Floating_921,115.872233,-32.030813
WQ_DIAG_TOT_TN,DWER_CANEST_6161838_Integrated_922,115.872233,-32.030813
WQ_DIAG_TOT_TN,DWER_CANEST_6161838_Profile_923,115.872233,-32.030813
WQ_DIAG_TOT_TN,DWER_CANEST_6161892_Integrated_950,115.927744,-32.019964
WQ_DIAG_TOT_TN,DWER_CANEST_6161892_Profile_951,115.927744,-32.019964
WQ_DIAG_TOT_TN,DWER_CANEST_6162994_Floating_986,115.921002,-32.021468
WQ_DIAG_TOT_TN,DWER_CANEST_6162994_Integrated_987,115.921002,-32.021468
WQ_DIAG_TOT_TN,DWER_CANEST_6162994_Profile_988,115.921002,-32.021468
WQ_DIAG_TOT_TN,DWER_CANEST_6162995_Floating_1029,115.915643,-32.022513
WQ_DIAG_TOT_TN,DWER_CANEST_6162995_Profile_1030,115.915643,-32.022513
WQ_DIAG_TOT_TN,DWER_CANEST_6163105_Fixed_1074,115.926700,-32.022600
WQ_DIAG_TOT_TN,DWER_CANEST_6163105_Floating_1075,115.926700,-32.022600
WQ_DIAG_TOT_TN,DWER_CANEST_6163105_Integrated_1076,115.926700,-32.022600
WQ_DIAG_TOT_TN,DWER_CANEST_6163105_Profile_1077,115.926700,-32.022600
WQ_DIAG_TOT_TN,DWER_CANEST_6163119_Floating_1112,115.949901,-32.033900
WQ_DIAG_TOT_TN,DWER_CANEST_6163119_Integrated_1113,115.949901,-32.033900
WQ_DIAG_TOT_TN,DWER_CANEST_6163119_Profile_1114,115.949901,-32.033900
WQ_DIAG_TOT_TN,DWER_CANEST_6163124_Integrated_1141,115.933131,-32.022888
WQ_DIAG_TOT_TN,DWER_CANEST_6163124_Profile_1142,115.933131,-32.022888
WQ_DIAG_TOT_TN,DWER_CANEST_6163126_Integrated_1162,115.944245,-32.029756
WQ_DIAG_TOT_TN,DWER_CANEST_6163126_Profile_1163,115.944245,-32.029756
WQ_DIAG_TOT_TN,DWER_CANEST_6163132_Integrated_1188,115.937828,-32.026049
WQ_DIAG_TOT_TN,DWER_CANEST_6163132_Profile_1189,115.937828,-32.026049
WQ_DIAG_TOT_TN,DWER_CANEST_6163179_Floating_1216,115.853516,-32.016780
WQ_DIAG_TOT_TN,DWER_CANEST_6163179_Profile_1217,115.853516,-32.016780
WQ_DIAG_TOT_TN,DWER_CANEST_6163346_Integrated_1241,115.915559,-32.022423
WQ_DIAG_TOT_TN,DWER_CANEST_6163346_Profile_1242,115.915559,-32.022423
WQ_DIAG_TOT_TN,DWER_CANEST_6165318_Profile_1270,115.853225,-32.017219
WQ_DIAG_TOT_TN,DWER_CANEST_6167188_Profile_1295,115.901366,-32.022782
WQ_DIAG_TOT_TN,DWER_CSMWQ_6141432_Integrated_1469,115.702500,-32.274500
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142828_Integrated_1492,115.763847,-32.151321
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142828_Profile_1493,115.763847,-32.151321
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142829_Integrated_1510,115.761111,-32.144304
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142829_Profile_1511,115.761111,-32.144304
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142830_Integrated_1546,115.762558,-32.140024
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142830_Profile_1547,115.762558,-32.140024
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142831_Integrated_1569,115.755587,-32.145133
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142831_Profile_1570,115.755587,-32.145133
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142832_Integrated_1587,115.750286,-32.145072
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142832_Profile_1588,115.750286,-32.145072
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142833_Integrated_1605,115.739685,-32.144985
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142833_Profile_1606,115.739685,-32.144985
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142834_Integrated_1621,115.758037,-32.150507
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142835_Integrated_1636,115.763951,-32.155463
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142836_Integrated_1651,115.763103,-32.159352
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142837_Integrated_1666,115.762013,-32.163896
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142842_Integrated_1685,115.755220,-32.153402
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142843_Integrated_1699,115.752674,-32.155803
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142970_Integrated_1727,115.693841,-32.154551
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142971_Integrated_1763,115.720158,-32.152366
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142972_Integrated_1803,115.756724,-32.146480
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142973_Integrated_1841,115.762483,-32.170703
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142974_Integrated_1884,115.719833,-32.197565
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142975_Integrated_1920,115.759566,-32.209851
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142976_Integrated_1957,115.751412,-32.238934
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142977_Integrated_1992,115.740864,-32.256500
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142978_Integrated_2028,115.714178,-32.262401
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142979_Integrated_2058,115.684285,-32.254165
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142980_Integrated_2093,115.697969,-32.229518
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142980_Profile_2094,115.697969,-32.229518
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142981_Integrated_2112,115.684831,-32.198595
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142982_Integrated_2123,115.682120,-32.157758
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142983_Integrated_2152,115.712531,-32.248232
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142984_Integrated_2186,115.739090,-32.182803
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142985_Integrated_2221,115.708785,-32.308838
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142986_Fixed_2270,115.722167,-32.336946
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142986_Floating_2271,115.722167,-32.336946
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142986_Integrated_2272,115.722167,-32.336946
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142986_Profile_2273,115.722167,-32.336946
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142987_Integrated_2310,115.740167,-32.254698
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142988_Integrated_2348,115.696612,-32.215297
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142988_Profile_2349,115.696612,-32.215297
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142989_Integrated_2389,115.684831,-32.198595
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142989_Profile_2390,115.684831,-32.198595
WQ_DIAG_TOT_TN,DWER_CSMWQ_6142990_Integrated_2420,115.652974,-32.139401
WQ_DIAG_TOT_TN,DWER_CSMWQ_6144401_Fixed_2446,115.728321,-32.250809
WQ_DIAG_TOT_TN,DWER_CSMWQ_6144401_Floating_2447,115.728321,-32.250809
WQ_DIAG_TOT_TN,DWER_CSMWQ_6144401_Integrated_2448,115.728321,-32.250809
WQ_DIAG_TOT_TN,DWER_CSMWQ_6144466_Integrated_2479,115.765882,-32.197784
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147030_Integrated_2500,115.702740,-32.156587
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147030_Profile_2501,115.702740,-32.156587
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147031_Integrated_2520,115.728332,-32.250787
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147031_Profile_2521,115.728332,-32.250787
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147034_Integrated_2538,115.714189,-32.262388
WQ_DIAG_TOT_TN,DWER_CSMWQ_6147035_Integrated_2554,115.740665,-32.200106
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6131321_Profile_2589,115.677035,-32.683243
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6131322_Profile_2606,115.694901,-32.730063
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6131323_Profile_2623,115.660907,-32.633273
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6140029_Profile_2640,115.671387,-32.603628
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6140030_Profile_2657,115.754871,-32.575745
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6140031_Profile_2674,115.713254,-32.591805
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6140953_Profile_2683,115.821421,-32.592114
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6141499_Profile_2696,115.837734,-32.341158
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142623_Profile_2715,115.882040,-32.585137
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142624_Profile_2734,115.787282,-32.581407
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142625_Profile_2752,115.827008,-32.585905
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142627_Profile_2769,115.767970,-32.543329
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142628_Profile_2786,115.786308,-32.510069
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142629_Profile_2808,115.808025,-32.471222
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6142855_Profile_2827,115.834139,-32.585856
WQ_DIAG_TOT_TN,DWER_PHESTREACH_6143035_Profile_2842,115.831000,-32.399000
