vars,sitename,X,Y
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_29_Floating_82,115.449997,-31.969999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_33_Floating_83,115.449997,-32.049999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_34_Floating_84,115.449997,-32.070000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_35_Floating_85,115.449997,-32.090000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_36_Floating_86,115.449997,-32.110001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_37_Floating_87,115.449997,-32.130001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_38_Floating_88,115.449997,-32.150002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_39_Floating_89,115.449997,-32.169998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_40_Floating_90,115.449997,-32.189999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_41_Floating_91,115.449997,-32.209999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_42_Floating_92,115.449997,-32.230000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_43_Floating_93,115.449997,-32.250000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_44_Floating_94,115.449997,-32.270000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_45_Floating_95,115.449997,-32.290001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_46_Floating_96,115.449997,-32.310001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_47_Floating_97,115.449997,-32.330002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_48_Floating_98,115.449997,-32.349998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_49_Floating_99,115.449997,-32.369999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_50_Floating_100,115.449997,-32.389999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_51_Floating_101,115.449997,-32.410000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_52_Floating_102,115.449997,-32.430000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_53_Floating_103,115.449997,-32.450001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_54_Floating_104,115.449997,-32.470001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_55_Floating_105,115.449997,-32.490002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_56_Floating_106,115.449997,-32.509998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_57_Floating_107,115.449997,-32.529999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_58_Floating_108,115.449997,-32.549999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_59_Floating_109,115.449997,-32.570000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_60_Floating_110,115.449997,-32.590000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_61_Floating_111,115.449997,-32.610001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_10_62_Floating_112,115.449997,-32.630001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_16_Floating_113,115.470001,-31.709999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_17_Floating_114,115.470001,-31.730000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_18_Floating_115,115.470001,-31.750000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_19_Floating_116,115.470001,-31.770000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_20_Floating_117,115.470001,-31.790001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_21_Floating_118,115.470001,-31.809999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_22_Floating_119,115.470001,-31.830000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_23_Floating_120,115.470001,-31.850000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_24_Floating_121,115.470001,-31.870001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_25_Floating_122,115.470001,-31.889999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_26_Floating_123,115.470001,-31.910000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_27_Floating_124,115.470001,-31.930000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_28_Floating_125,115.470001,-31.950001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_29_Floating_126,115.470001,-31.969999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_33_Floating_127,115.470001,-32.049999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_34_Floating_128,115.470001,-32.070000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_35_Floating_129,115.470001,-32.090000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_36_Floating_130,115.470001,-32.110001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_37_Floating_131,115.470001,-32.130001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_38_Floating_132,115.470001,-32.150002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_39_Floating_133,115.470001,-32.169998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_40_Floating_134,115.470001,-32.189999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_41_Floating_135,115.470001,-32.209999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_42_Floating_136,115.470001,-32.230000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_43_Floating_137,115.470001,-32.250000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_44_Floating_138,115.470001,-32.270000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_45_Floating_139,115.470001,-32.290001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_46_Floating_140,115.470001,-32.310001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_47_Floating_141,115.470001,-32.330002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_48_Floating_142,115.470001,-32.349998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_49_Floating_143,115.470001,-32.369999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_50_Floating_144,115.470001,-32.389999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_51_Floating_145,115.470001,-32.410000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_52_Floating_146,115.470001,-32.430000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_53_Floating_147,115.470001,-32.450001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_54_Floating_148,115.470001,-32.470001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_55_Floating_149,115.470001,-32.490002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_56_Floating_150,115.470001,-32.509998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_57_Floating_151,115.470001,-32.529999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_58_Floating_152,115.470001,-32.549999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_59_Floating_153,115.470001,-32.570000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_60_Floating_154,115.470001,-32.590000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_61_Floating_155,115.470001,-32.610001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_62_Floating_156,115.470001,-32.630001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_11_63_Floating_157,115.470001,-32.650002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_16_Floating_158,115.489998,-31.709999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_17_Floating_159,115.489998,-31.730000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_18_Floating_160,115.489998,-31.750000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_19_Floating_161,115.489998,-31.770000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_20_Floating_162,115.489998,-31.790001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_21_Floating_163,115.489998,-31.809999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_22_Floating_164,115.489998,-31.830000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_23_Floating_165,115.489998,-31.850000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_24_Floating_166,115.489998,-31.870001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_25_Floating_167,115.489998,-31.889999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_26_Floating_168,115.489998,-31.910000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_27_Floating_169,115.489998,-31.930000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_28_Floating_170,115.489998,-31.950001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_33_Floating_171,115.489998,-32.049999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_34_Floating_172,115.489998,-32.070000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_35_Floating_173,115.489998,-32.090000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_36_Floating_174,115.489998,-32.110001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_37_Floating_175,115.489998,-32.130001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_38_Floating_176,115.489998,-32.150002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_39_Floating_177,115.489998,-32.169998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_40_Floating_178,115.489998,-32.189999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_41_Floating_179,115.489998,-32.209999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_42_Floating_180,115.489998,-32.230000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_43_Floating_181,115.489998,-32.250000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_44_Floating_182,115.489998,-32.270000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_45_Floating_183,115.489998,-32.290001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_46_Floating_184,115.489998,-32.310001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_47_Floating_185,115.489998,-32.330002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_48_Floating_186,115.489998,-32.349998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_49_Floating_187,115.489998,-32.369999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_50_Floating_188,115.489998,-32.389999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_51_Floating_189,115.489998,-32.410000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_52_Floating_190,115.489998,-32.430000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_53_Floating_191,115.489998,-32.450001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_54_Floating_192,115.489998,-32.470001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_55_Floating_193,115.489998,-32.490002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_56_Floating_194,115.489998,-32.509998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_57_Floating_195,115.489998,-32.529999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_58_Floating_196,115.489998,-32.549999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_59_Floating_197,115.489998,-32.570000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_60_Floating_198,115.489998,-32.590000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_61_Floating_199,115.489998,-32.610001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_62_Floating_200,115.489998,-32.630001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_12_63_Floating_201,115.489998,-32.650002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_16_Floating_202,115.510002,-31.709999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_17_Floating_203,115.510002,-31.730000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_18_Floating_204,115.510002,-31.750000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_19_Floating_205,115.510002,-31.770000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_20_Floating_206,115.510002,-31.790001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_21_Floating_207,115.510002,-31.809999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_22_Floating_208,115.510002,-31.830000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_23_Floating_209,115.510002,-31.850000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_24_Floating_210,115.510002,-31.870001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_25_Floating_211,115.510002,-31.889999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_26_Floating_212,115.510002,-31.910000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_27_Floating_213,115.510002,-31.930000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_28_Floating_214,115.510002,-31.950001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_33_Floating_215,115.510002,-32.049999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_34_Floating_216,115.510002,-32.070000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_35_Floating_217,115.510002,-32.090000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_36_Floating_218,115.510002,-32.110001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_37_Floating_219,115.510002,-32.130001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_38_Floating_220,115.510002,-32.150002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_39_Floating_221,115.510002,-32.169998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_40_Floating_222,115.510002,-32.189999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_41_Floating_223,115.510002,-32.209999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_42_Floating_224,115.510002,-32.230000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_43_Floating_225,115.510002,-32.250000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_44_Floating_226,115.510002,-32.270000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_45_Floating_227,115.510002,-32.290001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_46_Floating_228,115.510002,-32.310001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_47_Floating_229,115.510002,-32.330002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_48_Floating_230,115.510002,-32.349998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_49_Floating_231,115.510002,-32.369999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_50_Floating_232,115.510002,-32.389999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_51_Floating_233,115.510002,-32.410000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_52_Floating_234,115.510002,-32.430000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_53_Floating_235,115.510002,-32.450001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_54_Floating_236,115.510002,-32.470001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_55_Floating_237,115.510002,-32.490002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_56_Floating_238,115.510002,-32.509998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_57_Floating_239,115.510002,-32.529999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_58_Floating_240,115.510002,-32.549999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_59_Floating_241,115.510002,-32.570000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_60_Floating_242,115.510002,-32.590000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_61_Floating_243,115.510002,-32.610001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_62_Floating_244,115.510002,-32.630001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_13_63_Floating_245,115.510002,-32.650002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_16_Floating_246,115.529999,-31.709999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_17_Floating_247,115.529999,-31.730000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_18_Floating_248,115.529999,-31.750000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_19_Floating_249,115.529999,-31.770000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_20_Floating_250,115.529999,-31.790001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_21_Floating_251,115.529999,-31.809999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_22_Floating_252,115.529999,-31.830000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_23_Floating_253,115.529999,-31.850000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_24_Floating_254,115.529999,-31.870001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_25_Floating_255,115.529999,-31.889999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_26_Floating_256,115.529999,-31.910000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_27_Floating_257,115.529999,-31.930000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_28_Floating_258,115.529999,-31.950001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_33_Floating_259,115.529999,-32.049999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_34_Floating_260,115.529999,-32.070000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_35_Floating_261,115.529999,-32.090000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_36_Floating_262,115.529999,-32.110001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_37_Floating_263,115.529999,-32.130001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_38_Floating_264,115.529999,-32.150002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_39_Floating_265,115.529999,-32.169998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_40_Floating_266,115.529999,-32.189999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_41_Floating_267,115.529999,-32.209999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_42_Floating_268,115.529999,-32.230000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_43_Floating_269,115.529999,-32.250000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_44_Floating_270,115.529999,-32.270000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_45_Floating_271,115.529999,-32.290001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_46_Floating_272,115.529999,-32.310001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_47_Floating_273,115.529999,-32.330002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_48_Floating_274,115.529999,-32.349998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_49_Floating_275,115.529999,-32.369999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_50_Floating_276,115.529999,-32.389999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_51_Floating_277,115.529999,-32.410000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_52_Floating_278,115.529999,-32.430000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_53_Floating_279,115.529999,-32.450001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_54_Floating_280,115.529999,-32.470001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_55_Floating_281,115.529999,-32.490002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_56_Floating_282,115.529999,-32.509998
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_57_Floating_283,115.529999,-32.529999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_58_Floating_284,115.529999,-32.549999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_59_Floating_285,115.529999,-32.570000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_60_Floating_286,115.529999,-32.590000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_61_Floating_287,115.529999,-32.610001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_62_Floating_288,115.529999,-32.630001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_14_63_Floating_289,115.529999,-32.650002
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_16_Floating_290,115.550003,-31.709999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_17_Floating_291,115.550003,-31.730000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_18_Floating_292,115.550003,-31.750000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_19_Floating_293,115.550003,-31.770000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_20_Floating_294,115.550003,-31.790001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_21_Floating_295,115.550003,-31.809999
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_22_Floating_296,115.550003,-31.830000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_23_Floating_297,115.550003,-31.850000
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_24_Floating_298,115.550003,-31.870001
TEMP,IMOS_SRS_L3S_IMOS_SRS_L3S_CS_Outer_15_25_Floating_299,115.550003,-31.889999
