Date,salinity,temperature,current velocity,bottom stress,PAR,PAR fraction,extinction coefficient,significant wave height,wave direction,wave period,
Units:,PSU,degree C,m/s,N/m2,W/m2,%,/m,m,degrees,s,
2023-01-01 00:00:00,36.1541,21.7470,0.0595,0.0066,0.0000,4.2673,0.2693,0.0420,48.3048,2.2674
2023-01-01 04:00:00,36.1545,21.6399,0.0567,0.7323,0.0000,4.1265,0.2700,0.3547,240.5278,13.7782
2023-01-01 08:00:00,36.1567,21.5897,0.0447,0.0021,5.5540,3.8019,0.2737,0.4239,226.9603,13.7917
2023-01-01 12:00:00,36.1567,21.6089,0.0349,0.3988,17.5761,3.6273,0.2768,0.4769,222.0417,13.7394
2023-01-01 16:00:00,36.1761,21.9220,0.0681,0.0605,15.0218,3.6925,0.2807,0.3596,255.0953,13.7362
2023-01-01 20:00:00,36.1822,21.9103,0.0658,0.0618,0.9836,3.9496,0.2797,0.2887,293.2679,13.7024
2023-01-02 00:00:00,36.1856,21.8026,0.0571,0.9113,0.0000,3.8455,0.2832,0.2510,298.7605,13.7250
2023-01-02 04:00:00,36.1845,21.6987,0.0425,0.0043,0.0000,3.7201,0.2814,0.2225,299.2213,13.7488
2023-01-02 08:00:00,36.1843,21.6295,0.0420,0.0193,5.1394,3.4328,0.2840,0.3817,228.5933,13.7195
2023-01-02 12:00:00,36.1859,21.6578,0.0150,0.1660,15.6670,3.2360,0.2869,0.3325,249.7710,13.7181
2023-01-02 16:00:00,36.1841,21.6632,0.0511,0.0274,13.8034,3.3776,0.2897,0.3186,300.5674,13.2957
2023-01-02 20:00:00,36.1740,21.9697,0.0583,0.0605,0.9656,3.8158,0.2857,0.2549,300.0201,13.4060
2023-01-03 00:00:00,36.1670,21.8561,0.0497,0.5027,0.0000,4.0989,0.2807,0.2805,336.7254,13.4360
2023-01-03 04:00:00,36.1649,21.7362,0.0406,0.5373,0.0000,3.9002,0.2799,0.1988,301.9055,13.1448
2023-01-03 08:00:00,36.1631,21.6628,0.0361,0.0506,5.3048,3.6265,0.2807,0.1766,294.4389,12.8983
