Date,Salinity Surface,Salinity Bottom,Salinity Mean,Temperature Surface,Temperature Bottom,Temperature Mean
08-01-2022 15:00:00,34.6797,35.3027,35.1143,7.2979,25.8252,18.4322
08-01-2022 18:00:00,34.6797,35.2998,35.1107,7.2607,25.6641,18.3856
08-01-2022 21:00:00,34.6797,35.3037,35.1134,7.2422,25.7012,18.4323
09-01-2022 00:00:00,34.6787,35.3057,35.1115,7.2256,25.6670,18.3636
09-01-2022 03:00:00,34.6787,35.3066,35.1102,7.1973,25.6562,18.3219
09-01-2022 06:00:00,34.6787,35.3076,35.1091,7.1748,25.7051,18.3167
09-01-2022 09:00:00,34.6787,35.3096,35.1119,7.1602,25.7227,18.3854
09-01-2022 12:00:00,34.6787,35.3105,35.1121,7.1777,25.6602,18.3987
09-01-2022 15:00:00,34.6777,35.3057,35.1090,7.1895,25.5527,18.3261
09-01-2022 18:00:00,34.6777,35.3066,35.1043,7.1680,25.5137,18.2638
09-01-2022 21:00:00,34.6777,35.3115,35.1026,7.1367,25.5400,18.3120
10-01-2022 00:00:00,34.6777,35.3115,35.1003,7.1367,25.4951,18.2975
10-01-2022 03:00:00,34.6777,35.3135,35.0998,7.1016,25.5420,18.2450
10-01-2022 06:00:00,34.6777,35.3154,35.1007,7.0645,25.6621,18.2129
10-01-2022 09:00:00,34.6777,35.3154,35.1037,7.0479,25.6973,18.2982
10-01-2022 12:00:00,34.6777,35.3135,35.1053,7.0869,25.6719,18.3370
10-01-2022 15:00:00,34.6777,35.3135,35.1054,7.0859,25.6768,18.3337
10-01-2022 18:00:00,34.6777,35.3174,35.1066,7.0771,25.7197,18.3090
10-01-2022 21:00:00,34.6768,35.3193,35.1050,7.0762,25.7432,18.3396
11-01-2022 00:00:00,34.6768,35.3184,35.1053,7.0791,25.7090,18.3710
11-01-2022 03:00:00,34.6768,35.3203,35.1043,7.0742,25.8057,18.3495
11-01-2022 06:00:00,34.6768,35.3213,35.1052,7.0566,26.0234,18.3226
11-01-2022 09:00:00,34.6768,35.3203,35.1064,7.0205,26.1855,18.3949
11-01-2022 12:00:00,34.6768,35.3145,35.1084,7.0371,26.0186,18.4875
11-01-2022 15:00:00,34.6758,35.3105,35.1082,7.0703,25.9609,18.5087
11-01-2022 18:00:00,34.6758,35.3066,35.1075,7.0947,25.8848,18.5030
11-01-2022 21:00:00,34.6748,35.3037,35.1043,7.0820,25.8877,18.5023
12-01-2022 00:00:00,34.6758,35.3018,35.1009,7.0527,25.8857,18.5363
12-01-2022 03:00:00,34.6758,35.3037,35.0985,7.0312,25.9629,18.5380
12-01-2022 06:00:00,34.6758,35.3057,35.0964,7.0010,26.1055,18.4770
12-01-2022 09:00:00,34.6758,35.3057,35.0930,6.9902,26.1670,18.4691
12-01-2022 12:00:00,34.6748,35.3037,35.0933,7.0107,26.1221,18.5510
12-01-2022 15:00:00,34.6748,35.3008,35.0926,7.0137,25.9502,18.5723
12-01-2022 18:00:00,34.6748,35.2969,35.0903,6.9775,25.8633,18.5067
12-01-2022 21:00:00,34.6748,35.2939,35.0875,6.9717,25.7783,18.5297
13-01-2022 00:00:00,34.6748,35.2930,35.0860,6.9248,25.7422,18.5245
13-01-2022 03:00:00,34.6748,35.2949,35.0860,6.8867,25.7793,18.5260
13-01-2022 06:00:00,34.6748,35.2979,35.0789,6.9014,25.8887,18.4214
13-01-2022 09:00:00,34.6748,35.2988,35.0762,6.9014,25.9004,18.3983
13-01-2022 12:00:00,34.6748,35.2998,35.0792,6.9033,25.8604,18.4476
13-01-2022 15:00:00,34.6738,35.3008,35.0870,6.9238,25.7852,18.5648
13-01-2022 18:00:00,34.6738,35.3027,35.0883,6.8896,25.7275,18.5461
13-01-2022 21:00:00,34.6738,35.3037,35.0906,6.8340,25.6650,18.4797
14-01-2022 00:00:00,34.6738,35.3047,35.0945,6.7959,25.6064,18.4515
14-01-2022 03:00:00,34.6738,35.3066,35.0989,6.7959,25.6309,18.4376
14-01-2022 06:00:00,34.6738,35.3076,35.1020,6.8223,25.7148,18.4322
14-01-2022 09:00:00,34.6738,35.3066,35.1066,6.8086,25.7207,18.4041
14-01-2022 12:00:00,34.6738,35.3066,35.1127,6.7930,25.6826,18.4472
14-01-2022 15:00:00,34.6729,35.3086,35.1187,6.8320,25.6309,18.5379
14-01-2022 18:00:00,34.6729,35.3125,35.1214,6.8936,25.5986,18.5670
14-01-2022 21:00:00,34.6729,35.3135,35.1228,6.8408,25.5498,18.5155
15-01-2022 00:00:00,34.6729,35.3145,35.1245,6.8115,25.5391,18.4644
15-01-2022 03:00:00,34.6729,35.3135,35.1264,6.8379,25.5791,18.4597
15-01-2022 06:00:00,34.6719,35.3145,35.1278,6.8838,25.6553,18.4572
15-01-2022 09:00:00,34.6719,35.3154,35.1301,6.9180,25.6699,18.4760
15-01-2022 12:00:00,34.6719,35.3164,35.1332,6.9443,25.6377,18.4939
15-01-2022 15:00:00,34.6709,35.3184,35.1358,7.0000,25.6133,18.5672
15-01-2022 18:00:00,34.6709,35.3174,35.1371,7.0996,25.5674,18.5946
15-01-2022 21:00:00,34.6709,35.3184,35.1332,7.0605,25.5342,18.5163
16-01-2022 00:00:00,34.6709,35.3193,35.1310,6.9971,25.5234,18.4312
16-01-2022 03:00:00,34.6709,35.3184,35.1296,6.9893,25.5459,18.4268
16-01-2022 06:00:00,34.6709,35.3193,35.1269,7.0234,25.6182,18.4280
16-01-2022 09:00:00,34.6709,35.3193,35.1261,7.0703,25.6523,18.4298
16-01-2022 12:00:00,34.6709,35.3184,35.1257,7.0488,25.6201,18.4109
16-01-2022 15:00:00,34.6709,35.3164,35.1243,7.0430,25.5723,18.3904
16-01-2022 18:00:00,34.6699,35.3154,35.1232,7.0547,25.5254,18.4002
16-01-2022 21:00:00,34.6709,35.3096,35.1211,7.0479,25.4482,18.3674
17-01-2022 00:00:00,34.6709,35.3115,35.1203,7.0244,25.4502,18.3224
17-01-2022 03:00:00,34.6709,35.3135,35.1196,7.0430,25.4922,18.3128
17-01-2022 06:00:00,34.6699,35.3115,35.1189,7.0947,25.5547,18.3415
17-01-2022 09:00:00,34.6689,35.3105,35.1193,7.1240,25.5713,18.3550
17-01-2022 12:00:00,34.6689,35.3115,35.1189,7.1143,25.5469,18.3397
17-01-2022 15:00:00,34.6699,35.3115,35.1191,7.0967,25.5166,18.3170
17-01-2022 18:00:00,34.6699,35.3096,35.1180,7.0723,25.4717,18.3314
17-01-2022 21:00:00,34.6699,35.3086,35.1179,7.0820,25.4482,18.3636
18-01-2022 00:00:00,34.6699,35.3086,35.1177,7.1006,25.4551,18.3352
18-01-2022 03:00:00,34.6689,35.3086,35.1161,7.1162,25.5693,18.3130
18-01-2022 06:00:00,34.6680,35.3105,35.1148,7.1699,25.7822,18.3521
18-01-2022 09:00:00,34.6660,35.3125,35.1152,7.2363,25.9141,18.3921
18-01-2022 12:00:00,34.6650,35.3105,35.1155,7.2783,25.8691,18.4098
18-01-2022 15:00:00,34.6660,35.2920,35.1149,7.2383,25.7393,18.3945
18-01-2022 18:00:00,34.6670,35.2676,35.1142,7.1924,25.6846,18.4120
18-01-2022 21:00:00,34.6660,35.2627,35.1139,7.2207,25.6387,18.4620
19-01-2022 00:00:00,34.6621,35.2646,35.1138,7.2773,25.6494,18.4848
19-01-2022 03:00:00,34.6602,35.2676,35.1129,7.2959,25.8018,18.4759
19-01-2022 06:00:00,34.6562,35.2676,35.1139,7.3135,26.0430,18.5185
19-01-2022 09:00:00,34.6533,35.2695,35.1165,7.3379,26.1963,18.5622
19-01-2022 12:00:00,34.6504,35.2705,35.1196,7.3467,26.2041,18.5967
19-01-2022 15:00:00,34.6475,35.2725,35.1227,7.3301,26.1348,18.5989
19-01-2022 18:00:00,34.6445,35.2734,35.1252,7.3330,26.0723,18.6177
19-01-2022 21:00:00,34.6406,35.2734,35.1270,7.3447,26.0137,18.6493
20-01-2022 00:00:00,34.6377,35.2725,35.1271,7.3525,25.9658,18.6528
20-01-2022 03:00:00,34.6367,35.2725,35.1273,7.3252,26.0859,18.6298
20-01-2022 06:00:00,34.6367,35.2725,35.1269,7.3154,26.3086,18.6587
20-01-2022 09:00:00,34.6357,35.2744,35.1289,7.3027,26.4824,18.7082
20-01-2022 12:00:00,34.6338,35.2773,35.1313,7.3174,26.4844,18.7450
20-01-2022 15:00:00,34.6309,35.2783,35.1323,7.3301,26.4023,18.7511
20-01-2022 18:00:00,34.6299,35.2793,35.1342,7.3252,26.3359,18.7390
20-01-2022 21:00:00,34.6289,35.2822,35.1376,7.3232,26.2402,18.7707
21-01-2022 00:00:00,34.6270,35.2842,35.1393,7.3525,26.1934,18.7925
21-01-2022 03:00:00,34.6289,35.2881,35.1375,7.3145,26.3320,18.7608
21-01-2022 06:00:00,34.6309,35.2949,35.1363,7.2725,26.5635,18.7618
21-01-2022 09:00:00,34.6318,35.2988,35.1350,7.2617,26.7021,18.7719
21-01-2022 12:00:00,34.6309,35.2871,35.1309,7.3066,26.5596,18.7921
21-01-2022 15:00:00,34.6299,35.2617,35.1276,7.3271,26.3096,18.7939
21-01-2022 18:00:00,34.6318,35.2578,35.1277,7.2949,26.2344,18.7886
21-01-2022 21:00:00,34.6338,35.2598,35.1257,7.2666,26.1992,18.7975
22-01-2022 00:00:00,34.6348,35.2646,35.1251,7.3125,26.2080,18.8232
22-01-2022 03:00:00,34.6377,35.2686,35.1205,7.3555,26.3545,18.8090
22-01-2022 06:00:00,34.6406,35.2695,35.1155,7.3428,26.5918,18.7758
22-01-2022 09:00:00,34.6416,35.2627,35.1107,7.3135,26.7363,18.7595
22-01-2022 12:00:00,34.6436,35.2559,35.1066,7.3730,26.7393,18.7889
22-01-2022 15:00:00,34.6465,35.2490,35.0998,7.4326,26.7012,18.7852
22-01-2022 18:00:00,34.6484,35.2432,35.0946,7.4326,26.5156,18.7544
22-01-2022 21:00:00,34.6504,35.2441,35.0914,7.4023,26.4365,18.7429
23-01-2022 00:00:00,34.6533,35.2383,35.0900,7.4453,26.3262,18.7989
23-01-2022 03:00:00,34.6572,35.2412,35.0874,7.4971,26.4043,18.8034
23-01-2022 06:00:00,34.6621,35.2412,35.0863,7.4990,26.6504,18.7941
23-01-2022 09:00:00,34.6650,35.2393,35.0841,7.4951,26.8438,18.7743
23-01-2022 12:00:00,34.6680,35.2334,35.0842,7.5400,26.8887,18.8120
23-01-2022 15:00:00,34.6709,35.2324,35.0860,7.6016,26.8213,18.8678
23-01-2022 18:00:00,34.6729,35.2266,35.0878,7.5967,26.6514,18.8608
23-01-2022 21:00:00,34.6748,35.2197,35.0857,7.5977,26.5186,18.8550
24-01-2022 00:00:00,34.6768,35.2129,35.0862,7.6367,26.4053,18.8607
24-01-2022 03:00:00,34.6777,35.2109,35.0898,7.6670,26.4043,18.8887
24-01-2022 06:00:00,34.6768,35.2129,35.0936,7.6357,26.5166,18.9004
24-01-2022 09:00:00,34.6758,35.2119,35.0912,7.6064,26.5352,18.8679
24-01-2022 12:00:00,34.6758,35.2100,35.0900,7.5977,26.4883,18.8391
24-01-2022 15:00:00,34.6768,35.2090,35.0934,7.6299,26.4639,18.8899
24-01-2022 18:00:00,34.6768,35.2080,35.0989,7.6318,26.4346,18.9355
24-01-2022 21:00:00,34.6777,35.2090,35.0991,7.6416,26.4023,18.9113
25-01-2022 00:00:00,34.6787,35.2109,35.0981,7.6670,26.3574,18.8723
25-01-2022 03:00:00,34.6807,35.2100,35.1035,7.7129,26.3936,18.9252
25-01-2022 06:00:00,34.6787,35.2119,35.1102,7.6846,26.5293,18.9837
25-01-2022 09:00:00,34.6768,35.2109,35.1116,7.6406,26.5537,18.9934
25-01-2022 12:00:00,34.6777,35.2061,35.1084,7.6758,26.5254,18.9723
25-01-2022 15:00:00,34.6797,35.2031,35.1098,7.7119,26.4805,18.9879
25-01-2022 18:00:00,34.6787,35.2031,35.1158,7.6973,26.4492,19.0372
25-01-2022 21:00:00,34.6758,35.2051,35.1202,7.6533,26.4131,19.0541
26-01-2022 00:00:00,34.6729,35.2051,35.1193,7.6318,26.3545,18.9932
26-01-2022 03:00:00,34.6738,35.2070,35.1208,7.6592,26.4141,18.9887
26-01-2022 06:00:00,34.6738,35.2090,35.1273,7.6494,26.6016,19.0583
26-01-2022 09:00:00,34.6699,35.2090,35.1323,7.5986,26.6807,19.1026
26-01-2022 12:00:00,34.6680,35.2061,35.1309,7.6006,26.6162,19.0670
26-01-2022 15:00:00,34.6729,35.2061,35.1314,7.6680,26.5859,19.0625
26-01-2022 18:00:00,34.6719,35.2080,35.1363,7.6631,26.5693,19.1038
26-01-2022 21:00:00,34.6660,35.2100,35.1411,7.5771,26.5459,19.1454
27-01-2022 00:00:00,34.6631,35.2090,35.1408,7.5469,26.5225,19.0916
27-01-2022 03:00:00,34.6641,35.2109,35.1405,7.5723,26.5762,19.0623
27-01-2022 06:00:00,34.6611,35.2119,35.1432,7.5273,26.6816,19.0740
27-01-2022 09:00:00,34.6543,35.2109,35.1457,7.4199,26.6826,19.1102
27-01-2022 12:00:00,34.6533,35.2041,35.1440,7.4199,26.5947,19.0860
27-01-2022 15:00:00,34.6572,35.2002,35.1416,7.4727,26.5400,19.0717
27-01-2022 18:00:00,34.6562,35.1992,35.1423,7.4502,26.5215,19.0897
27-01-2022 21:00:00,34.6504,35.1973,35.1452,7.3555,26.4961,19.1319
28-01-2022 00:00:00,34.6484,35.1943,35.1461,7.3486,26.4717,19.0962
28-01-2022 03:00:00,34.6514,35.1943,35.1426,7.3818,26.5273,19.0304
28-01-2022 06:00:00,34.6514,35.1963,35.1420,7.3760,26.6963,19.0278
28-01-2022 09:00:00,34.6436,35.1973,35.1452,7.2412,26.7412,19.0365
28-01-2022 12:00:00,34.6416,35.2002,35.1455,7.2002,26.5850,19.0325
28-01-2022 15:00:00,34.6436,35.2031,35.1443,7.2432,26.4922,19.0143
28-01-2022 18:00:00,34.6455,35.2012,35.1435,7.2715,26.4414,19.0160
28-01-2022 21:00:00,34.6416,35.2090,35.1483,7.2080,26.3857,19.0363
29-01-2022 00:00:00,34.6406,35.2158,35.1540,7.1943,26.3320,19.0405
29-01-2022 03:00:00,34.6416,35.2217,35.1566,7.2256,26.3574,18.9888
29-01-2022 06:00:00,34.6445,35.2256,35.1568,7.2676,26.5000,18.9710
29-01-2022 09:00:00,34.6406,35.2266,35.1568,7.1914,26.4941,18.9422
29-01-2022 12:00:00,34.6367,35.2363,35.1588,7.0986,26.3818,18.9224
29-01-2022 15:00:00,34.6377,35.2344,35.1588,7.1094,26.2812,18.9021
29-01-2022 18:00:00,34.6396,35.2363,35.1589,7.1641,26.2598,18.9196
29-01-2022 21:00:00,34.6387,35.2402,35.1605,7.1465,26.2441,18.9120
30-01-2022 00:00:00,34.6367,35.2412,35.1628,7.0938,26.2305,18.9045
30-01-2022 03:00:00,34.6367,35.2393,35.1622,7.0859,26.3320,18.8541
30-01-2022 06:00:00,34.6377,35.2451,35.1621,7.1123,26.4482,18.8192
30-01-2022 09:00:00,34.6377,35.2656,35.1647,7.1006,26.4688,18.7836
30-01-2022 12:00:00,34.6348,35.2832,35.1684,6.9795,26.3467,18.7291
30-01-2022 15:00:00,34.6348,35.2842,35.1680,6.9336,26.2686,18.7089
30-01-2022 18:00:00,34.6348,35.2881,35.1703,6.9746,26.2344,18.7296
30-01-2022 21:00:00,34.6357,35.3008,35.1739,6.9922,26.2041,18.7195
31-01-2022 00:00:00,34.6348,35.3135,35.1785,6.9150,26.1621,18.6788
31-01-2022 03:00:00,34.6348,35.3203,35.1794,6.8906,26.2178,18.6594
31-01-2022 06:00:00,34.6348,35.3213,35.1792,6.9014,26.3613,18.6116
31-01-2022 09:00:00,34.6348,35.3271,35.1793,6.9326,26.4033,18.5743
31-01-2022 12:00:00,34.6348,35.3525,35.1816,6.8770,26.3506,18.5161
31-01-2022 15:00:00,34.6338,35.3691,35.1832,6.8096,26.2812,18.4983
31-01-2022 18:00:00,34.6338,35.3584,35.1794,6.7969,26.2725,18.4621
31-01-2022 21:00:00,34.6338,35.3320,35.1763,6.8438,26.2754,18.4693
01-02-2022 00:00:00,34.6348,35.3154,35.1776,6.8516,26.2695,18.4498
01-02-2022 03:00:00,34.6348,35.3105,35.1808,6.8027,26.3193,18.4433
01-02-2022 06:00:00,34.6338,35.3164,35.1817,6.7920,26.4600,18.3759
01-02-2022 09:00:00,34.6348,35.3408,35.1834,6.8691,26.4990,18.3355
01-02-2022 12:00:00,34.6357,35.3740,35.1865,6.8926,26.3623,18.2899
01-02-2022 15:00:00,34.6348,35.3887,35.1896,6.7842,26.2715,18.2939
01-02-2022 18:00:00,34.6348,35.3789,35.1878,6.7363,26.2676,18.2677
01-02-2022 21:00:00,34.6348,35.3486,35.1827,6.7861,26.3037,18.2529
02-02-2022 00:00:00,34.6348,35.3408,35.1848,6.8203,26.2979,18.2658
02-02-2022 03:00:00,34.6348,35.3604,35.1889,6.7598,26.3633,18.2707
02-02-2022 06:00:00,34.6348,35.3926,35.1914,6.7422,26.4756,18.2461
02-02-2022 09:00:00,34.6357,35.4111,35.1908,6.8652,26.4512,18.2061
02-02-2022 12:00:00,34.6406,35.4189,35.1910,7.0117,26.3799,18.1882
02-02-2022 15:00:00,34.6367,35.4229,35.1900,6.8516,26.3066,18.1682
02-02-2022 18:00:00,34.6357,35.4248,35.1889,6.7139,26.2705,18.1309
02-02-2022 21:00:00,34.6357,35.4229,35.1870,6.7422,26.2578,18.1145
03-02-2022 00:00:00,34.6377,35.4170,35.1869,6.8467,26.2715,18.1489
03-02-2022 03:00:00,34.6367,35.4180,35.1871,6.7666,26.3682,18.1959
03-02-2022 06:00:00,34.6377,35.4238,35.1892,6.7451,26.5254,18.2438
03-02-2022 09:00:00,34.6406,35.4297,35.1883,6.9014,26.5869,18.2237
03-02-2022 12:00:00,34.6533,35.4346,35.1873,7.1738,26.5156,18.2257
03-02-2022 15:00:00,34.6475,35.4365,35.1835,7.0596,26.4141,18.1729
03-02-2022 18:00:00,34.6387,35.4365,35.1811,6.7979,26.3438,18.1610
03-02-2022 21:00:00,34.6377,35.4365,35.1777,6.7676,26.3281,18.1248
04-02-2022 00:00:00,34.6416,35.4346,35.1747,6.8916,26.3477,18.1207
04-02-2022 03:00:00,34.6406,35.4180,35.1722,6.8379,26.5117,18.1734
04-02-2022 06:00:00,34.6416,35.4004,35.1719,6.8135,26.7578,18.2575
04-02-2022 09:00:00,34.6465,35.4082,35.1713,6.9404,26.8945,18.2560
04-02-2022 12:00:00,34.6572,35.4307,35.1689,7.1621,26.7920,18.1664
04-02-2022 15:00:00,34.6523,35.4375,35.1675,7.0840,26.5684,18.1553
04-02-2022 18:00:00,34.6436,35.4385,35.1678,6.8760,26.4961,18.1916
04-02-2022 21:00:00,34.6426,35.4395,35.1682,6.8506,26.4619,18.1935
05-02-2022 00:00:00,34.6465,35.4395,35.1675,6.9482,26.4541,18.1671
05-02-2022 03:00:00,34.6465,35.4404,35.1697,6.9277,26.5791,18.2168
05-02-2022 06:00:00,34.6484,35.4414,35.1756,6.9326,26.8125,18.3321
05-02-2022 09:00:00,34.6523,35.4424,35.1763,7.0273,26.9873,18.3560
05-02-2022 12:00:00,34.6611,35.4443,35.1735,7.2002,26.9521,18.2692
05-02-2022 15:00:00,34.6611,35.4424,35.1746,7.2041,26.7705,18.3069
05-02-2022 18:00:00,34.6533,35.4424,35.1768,7.0459,26.7295,18.3809
05-02-2022 21:00:00,34.6494,35.4414,35.1722,6.9688,26.7070,18.3623
06-02-2022 00:00:00,34.6523,35.4395,35.1654,7.0361,26.7061,18.2880
06-02-2022 03:00:00,34.6523,35.4375,35.1645,7.0391,26.8018,18.2925
06-02-2022 06:00:00,34.6514,35.4355,35.1681,6.9980,26.9775,18.4389
06-02-2022 09:00:00,34.6514,35.4287,35.1675,6.9980,27.0010,18.4710
06-02-2022 12:00:00,34.6572,35.4150,35.1629,7.1289,26.8633,18.4033
06-02-2022 15:00:00,34.6602,35.4004,35.1627,7.1807,26.7227,18.3958
06-02-2022 18:00:00,34.6553,35.3887,35.1690,7.0703,26.6543,18.4977
06-02-2022 21:00:00,34.6533,35.3701,35.1676,7.0107,26.6045,18.5054
07-02-2022 00:00:00,34.6553,35.3535,35.1625,7.0469,26.5469,18.4300
07-02-2022 03:00:00,34.6562,35.3398,35.1641,7.0742,26.5234,18.4203
07-02-2022 06:00:00,34.6562,35.3281,35.1716,7.0586,26.5791,18.5407
07-02-2022 09:00:00,34.6562,35.3135,35.1729,7.0137,26.5967,18.5962
07-02-2022 12:00:00,34.6582,35.3018,35.1694,7.0703,26.5469,18.5689
07-02-2022 15:00:00,34.6602,35.2998,35.1705,7.1592,26.5059,18.5569
07-02-2022 18:00:00,34.6602,35.2988,35.1766,7.1309,26.4668,18.6637
07-02-2022 21:00:00,34.6582,35.2979,35.1795,7.0293,26.4492,18.6828
08-02-2022 00:00:00,34.6582,35.2930,35.1766,7.0068,26.4043,18.6180
08-02-2022 03:00:00,34.6582,35.2920,35.1765,7.0361,26.4375,18.5797
08-02-2022 06:00:00,34.6582,35.2979,35.1834,7.0225,26.6006,18.7284
08-02-2022 09:00:00,34.6582,35.2969,35.1847,6.9561,26.6992,18.7858
08-02-2022 12:00:00,34.6582,35.2930,35.1823,6.9473,26.6826,18.7696
08-02-2022 15:00:00,34.6582,35.2949,35.1830,7.0254,26.6797,18.7783
08-02-2022 18:00:00,34.6582,35.2969,35.1903,7.0537,26.6689,18.9275
08-02-2022 21:00:00,34.6572,35.2949,35.1924,6.9688,26.6367,18.9546
09-02-2022 00:00:00,34.6572,35.2861,35.1902,6.9277,26.5693,18.8381
09-02-2022 03:00:00,34.6572,35.2842,35.1902,6.9209,26.6182,18.8071
09-02-2022 06:00:00,34.6572,35.2852,35.1950,6.8730,26.8076,18.9339
09-02-2022 09:00:00,34.6572,35.2832,35.1940,6.8311,26.8662,18.9805
09-02-2022 12:00:00,34.6582,35.2754,35.1895,6.8242,26.8115,18.8962
09-02-2022 15:00:00,34.6582,35.2744,35.1868,6.7900,26.7930,18.8842
09-02-2022 18:00:00,34.6592,35.2793,35.1916,6.7412,26.7959,18.9894
09-02-2022 21:00:00,34.6602,35.2754,35.1920,6.7197,26.7588,19.0198
10-02-2022 00:00:00,34.6611,35.2686,35.1868,6.6963,26.7227,18.9063
10-02-2022 03:00:00,34.6621,35.2646,35.1816,6.6553,26.7900,18.8432
10-02-2022 06:00:00,34.6631,35.2627,35.1828,6.6318,27.0332,18.9148
