Date,Salinity Surface,Salinity Bottom,Salinity Mean,Temperature Surface,Temperature Bottom,Temperature Mean
01-01-2035 00:00:00,35.7158,35.4727,35.6416,23.2627,21.2207,22.7467
01-01-2035 03:00:00,35.7285,35.4688,35.6424,23.3613,21.0830,22.7087
01-01-2035 06:00:00,35.7334,35.4668,35.6488,23.5879,21.0020,22.7613
01-01-2035 09:00:00,35.7129,35.4658,35.6521,23.4062,20.9375,22.7891
01-01-2035 12:00:00,35.6992,35.4639,35.6495,23.2080,20.8652,22.7124
01-01-2035 15:00:00,35.7041,35.4629,35.6444,23.1143,20.7939,22.5796
01-01-2035 18:00:00,35.7178,35.4639,35.6404,23.0791,20.7705,22.4764
01-01-2035 21:00:00,35.7207,35.4629,35.6403,23.0244,20.7236,22.4245
02-01-2035 00:00:00,35.7246,35.4609,35.6441,23.0137,20.6777,22.4148
02-01-2035 03:00:00,35.7354,35.4590,35.6498,23.2246,20.6299,22.4589
02-01-2035 06:00:00,35.7432,35.4590,35.6615,23.8350,20.6387,22.5836
02-01-2035 09:00:00,35.7354,35.4629,35.6727,23.6436,20.7070,22.7162
02-01-2035 12:00:00,35.7246,35.4717,35.6784,23.4424,20.8271,22.7863
02-01-2035 15:00:00,35.7285,35.4824,35.6750,23.2314,20.9521,22.6996
02-01-2035 18:00:00,35.7402,35.4863,35.6615,23.1709,21.0078,22.5398
02-01-2035 21:00:00,35.7480,35.4873,35.6578,23.1221,21.0117,22.4682
03-01-2035 00:00:00,35.7480,35.4883,35.6582,23.0801,21.0234,22.4384
03-01-2035 03:00:00,35.7510,35.4912,35.6665,23.4404,21.0488,22.4882
03-01-2035 06:00:00,35.7539,35.4951,35.6868,24.0117,21.0850,22.6407
03-01-2035 09:00:00,35.7549,35.5049,35.7026,23.5557,21.1494,22.7529
03-01-2035 12:00:00,35.7607,35.5137,35.7102,23.3711,21.1943,22.7664
03-01-2035 15:00:00,35.7754,35.5215,35.7099,23.2959,21.2139,22.6875
03-01-2035 18:00:00,35.8008,35.5342,35.7187,23.2568,21.2725,22.6467
03-01-2035 21:00:00,35.8213,35.5381,35.7271,23.2246,21.2500,22.5926
04-01-2035 00:00:00,35.8350,35.5400,35.7290,23.1777,21.2207,22.4976
04-01-2035 03:00:00,35.8350,35.5420,35.7375,23.4814,21.1943,22.4944
04-01-2035 06:00:00,35.8262,35.5518,35.7417,23.7627,21.2324,22.4978
04-01-2035 09:00:00,35.8398,35.5664,35.7350,23.5801,21.3057,22.4393
