Date,Salinity Surface,Salinity Bottom,Salinity Mean,Temperature Surface,Temperature Bottom,Temperature Mean
01-01-2022 00:00:00,35.1719,35.0068,34.9907,26.0215,0.7783,10.4130
01-01-2022 03:00:00,35.1719,35.0078,34.9957,26.1074,0.7783,10.4380
01-01-2022 06:00:00,35.1729,35.0078,34.9982,26.2568,0.7783,10.4852
01-01-2022 09:00:00,35.1748,35.0078,34.9983,26.3428,0.7783,10.4805
01-01-2022 12:00:00,35.1768,35.0078,34.9995,26.3213,0.7783,10.4685
01-01-2022 15:00:00,35.1768,35.0078,35.0011,26.2852,0.7793,10.4870
01-01-2022 18:00:00,35.1699,35.0078,35.0017,26.2715,0.7793,10.5107
01-01-2022 21:00:00,35.1650,35.0078,35.0001,26.2422,0.7793,10.4948
02-01-2022 00:00:00,35.1602,35.0078,35.0003,26.2256,0.7793,10.4963
02-01-2022 03:00:00,35.1582,35.0078,35.0027,26.2949,0.7793,10.5192
02-01-2022 06:00:00,35.1572,35.0078,35.0024,26.4609,0.7793,10.5623
02-01-2022 09:00:00,35.1562,35.0088,35.0014,26.5664,0.7793,10.5637
02-01-2022 12:00:00,35.1572,35.0098,35.0018,26.5225,0.7793,10.5734
02-01-2022 15:00:00,35.1562,35.0098,35.0037,26.4502,0.7793,10.5721
02-01-2022 18:00:00,35.1514,35.0098,35.0050,26.3828,0.7793,10.6184
02-01-2022 21:00:00,35.1465,35.0098,35.0044,26.3213,0.7793,10.6114
03-01-2022 00:00:00,35.1504,35.0098,35.0030,26.2979,0.7793,10.6092
03-01-2022 03:00:00,35.1416,35.0107,35.0034,26.3320,0.7793,10.6583
03-01-2022 06:00:00,35.1289,35.0117,35.0055,26.4873,0.7793,10.6842
03-01-2022 09:00:00,35.1221,35.0127,35.0050,26.5664,0.7793,10.7007
03-01-2022 12:00:00,35.1221,35.0137,35.0037,26.5381,0.7793,10.6783
03-01-2022 15:00:00,35.1211,35.0127,35.0038,26.4697,0.7793,10.6926
03-01-2022 18:00:00,35.1162,35.0117,35.0000,26.3779,0.7793,10.6915
03-01-2022 21:00:00,35.1270,35.0107,34.9953,26.3184,0.7793,10.6963
04-01-2022 00:00:00,35.1270,35.0117,34.9923,26.2822,0.7793,10.6679
04-01-2022 03:00:00,35.1240,35.0127,34.9923,26.2920,0.7793,10.7101
04-01-2022 06:00:00,35.1182,35.0137,34.9940,26.3535,0.7793,10.7282
04-01-2022 09:00:00,35.1172,35.0146,34.9954,26.3818,0.7793,10.7354
04-01-2022 12:00:00,35.1201,35.0146,34.9953,26.3145,0.7793,10.7063
04-01-2022 15:00:00,35.1270,35.0146,34.9955,26.2324,0.7793,10.7178
