Date,Salinity Surface,Salinity Bottom,Salinity Mean,Temperature Surface,Temperature Bottom,Temperature Mean
01-01-2022 00:00:00,35.2764,35.2891,35.2782,25.2266,24.4697,24.9365
01-01-2022 03:00:00,35.2754,35.2910,35.2776,25.3096,24.4727,24.9587
01-01-2022 06:00:00,35.2773,35.2920,35.2782,25.4443,24.4980,25.0016
01-01-2022 09:00:00,35.2793,35.2900,35.2782,25.4609,24.5557,25.0505
01-01-2022 12:00:00,35.2793,35.2881,35.2773,25.3760,24.5811,25.0492
01-01-2022 15:00:00,35.2783,35.2852,35.2761,25.3174,24.5625,25.0266
01-01-2022 18:00:00,35.2773,35.2803,35.2745,25.2939,24.5420,25.0089
01-01-2022 21:00:00,35.2773,35.2764,35.2730,25.2871,24.5439,25.0177
02-01-2022 00:00:00,35.2764,35.2734,35.2710,25.2920,24.5449,25.0021
02-01-2022 03:00:00,35.2773,35.2695,35.2688,25.3994,24.4932,25.0105
02-01-2022 06:00:00,35.2783,35.2646,35.2660,25.5918,24.4746,25.0421
02-01-2022 09:00:00,35.2764,35.2607,35.2642,25.5801,24.4873,25.0716
02-01-2022 12:00:00,35.2754,35.2578,35.2634,25.4902,24.5146,25.0827
02-01-2022 15:00:00,35.2734,35.2539,35.2623,25.4297,24.5117,25.0696
02-01-2022 18:00:00,35.2715,35.2510,35.2601,25.4053,24.4697,25.0516
02-01-2022 21:00:00,35.2695,35.2480,35.2579,25.3906,24.4648,25.0525
03-01-2022 00:00:00,35.2676,35.2471,35.2568,25.3877,24.4863,25.0479
03-01-2022 03:00:00,35.2695,35.2451,35.2567,25.4941,24.4775,25.0645
03-01-2022 06:00:00,35.2715,35.2441,35.2566,25.6172,24.4473,25.0891
03-01-2022 09:00:00,35.2715,35.2422,35.2557,25.6318,24.4502,25.1089
03-01-2022 12:00:00,35.2686,35.2412,35.2548,25.5840,24.4902,25.1455
03-01-2022 15:00:00,35.2656,35.2402,35.2529,25.5527,24.5273,25.1589
03-01-2022 18:00:00,35.2646,35.2383,35.2513,25.5156,24.4990,25.1328
03-01-2022 21:00:00,35.2646,35.2363,35.2509,25.4727,24.4648,25.1154
04-01-2022 00:00:00,35.2666,35.2344,35.2512,25.4395,24.4902,25.1305
