Date,SAL,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,CHLA,ZEROS,ONES
01/01/1980 00:00:00,35.6000,0.3196,226.7212,0.1143,0.2353,0.1015,0.0101,4.9726,4.9726,0.7506,0.7506,0.0469,0.0469,0.5307,0,1
01/02/1980 00:00:00,35.7000,0.3085,224.2752,0.0672,0.1983,0.0716,0.0072,4.4753,4.4753,0.6755,0.6755,0.0422,0.0422,0.5602,0,1
01/03/1980 00:00:00,35.7000,0.3282,222.6502,0.0668,0.1667,0.0813,0.0081,4.6543,4.6543,0.7025,0.7025,0.0439,0.0439,0.6314,0,1
01/04/1980 00:00:00,35.7000,0.5262,220.4509,0.1068,0.2480,0.1069,0.0107,3.5803,3.5803,0.5404,0.5404,0.0338,0.0338,0.7753,0,1
01/05/1980 00:00:00,35.6000,0.4953,221.5791,0.1296,0.2757,0.1005,0.0100,6.4720,6.4720,0.9769,0.9769,0.0611,0.0611,0.8527,0,1
01/06/1980 00:00:00,35.5000,0.5819,226.2003,0.1429,0.3460,0.0973,0.0097,4.3475,4.3475,0.6562,0.6562,0.0410,0.0410,0.7730,0,1
01/07/1980 00:00:00,35.4000,0.6729,229.4674,0.1033,0.2196,0.0956,0.0096,7.8318,7.8318,1.1822,1.1822,0.0739,0.0739,0.7917,0,1
01/08/1980 00:00:00,35.3000,0.6729,233.1201,0.0831,0.1237,0.0980,0.0098,6.2655,6.2655,0.9457,0.9457,0.0591,0.0591,0.7591,0,1
01/09/1980 00:00:00,35.0000,0.5696,234.6376,0.0554,0.1138,0.0897,0.0090,7.1605,7.1605,1.0808,1.0808,0.0676,0.0676,0.9753,0,1
01/10/1980 00:00:00,35.0000,0.5535,235.1720,0.0622,0.0947,0.0958,0.0096,6.6235,6.6235,0.9998,0.9998,0.0625,0.0625,0.5622,0,1
01/11/1980 00:00:00,35.2000,0.4246,234.1601,0.0408,0.0949,0.0862,0.0086,4.8822,4.8822,0.7369,0.7369,0.0461,0.0461,0.5092,0,1
01/12/1980 00:00:00,35.4000,0.3512,229.6719,0.0580,0.1086,0.0909,0.0091,5.1715,5.1715,0.7806,0.7806,0.0488,0.0488,0.4548,0,1
01/01/1981 00:00:00,35.6000,0.3196,226.7212,0.1143,0.2353,0.1015,0.0101,4.9726,4.9726,0.7506,0.7506,0.0469,0.0469,0.5307,0,1
01/02/1981 00:00:00,35.7000,0.3085,224.2752,0.0672,0.1983,0.0716,0.0072,4.4753,4.4753,0.6755,0.6755,0.0422,0.0422,0.5602,0,1
01/03/1981 00:00:00,35.7000,0.3282,222.6502,0.0668,0.1667,0.0813,0.0081,4.6543,4.6543,0.7025,0.7025,0.0439,0.0439,0.6314,0,1
01/04/1981 00:00:00,35.7000,0.5262,220.4509,0.1068,0.2480,0.1069,0.0107,3.5803,3.5803,0.5404,0.5404,0.0338,0.0338,0.7753,0,1
01/05/1981 00:00:00,35.6000,0.4953,221.5791,0.1296,0.2757,0.1005,0.0100,6.4720,6.4720,0.9769,0.9769,0.0611,0.0611,0.8527,0,1
01/06/1981 00:00:00,35.5000,0.5819,226.2003,0.1429,0.3460,0.0973,0.0097,4.3475,4.3475,0.6562,0.6562,0.0410,0.0410,0.7730,0,1
01/07/1981 00:00:00,35.4000,0.6729,229.4674,0.1033,0.2196,0.0956,0.0096,7.8318,7.8318,1.1822,1.1822,0.0739,0.0739,0.7917,0,1
01/08/1981 00:00:00,35.3000,0.6729,233.1201,0.0831,0.1237,0.0980,0.0098,6.2655,6.2655,0.9457,0.9457,0.0591,0.0591,0.7591,0,1
01/09/1981 00:00:00,35.0000,0.5696,234.6376,0.0554,0.1138,0.0897,0.0090,7.1605,7.1605,1.0808,1.0808,0.0676,0.0676,0.9753,0,1
01/10/1981 00:00:00,35.0000,0.5535,235.1720,0.0622,0.0947,0.0958,0.0096,6.6235,6.6235,0.9998,0.9998,0.0625,0.0625,0.5622,0,1
01/11/1981 00:00:00,35.2000,0.4246,234.1601,0.0408,0.0949,0.0862,0.0086,4.8822,4.8822,0.7369,0.7369,0.0461,0.0461,0.5092,0,1
01/12/1981 00:00:00,35.4000,0.3512,229.6719,0.0580,0.1086,0.0909,0.0091,5.1715,5.1715,0.7806,0.7806,0.0488,0.0488,0.4548,0,1
01/01/1982 00:00:00,35.6000,0.3196,226.7212,0.1143,0.2353,0.1015,0.0101,4.9726,4.9726,0.7506,0.7506,0.0469,0.0469,0.5307,0,1
01/02/1982 00:00:00,35.7000,0.3085,224.2752,0.0672,0.1983,0.0716,0.0072,4.4753,4.4753,0.6755,0.6755,0.0422,0.0422,0.5602,0,1
01/03/1982 00:00:00,35.7000,0.3282,222.6502,0.0668,0.1667,0.0813,0.0081,4.6543,4.6543,0.7025,0.7025,0.0439,0.0439,0.6314,0,1
01/04/1982 00:00:00,35.7000,0.5262,220.4509,0.1068,0.2480,0.1069,0.0107,3.5803,3.5803,0.5404,0.5404,0.0338,0.0338,0.7753,0,1
