Date,SAL,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,CHLA,ZEROS,ONES
01/01/1980 00:00:00,36.6755,0.8223,223.7280,0.0408,0.0841,0.0949,0.0095,74.1939,14.8388,11.1991,2.2398,0.6999,0.1400,1.5523,0,1
01/02/1980 00:00:00,36.8309,0.7128,221.4003,0.0240,0.0708,0.0670,0.0067,74.5910,14.9182,11.2590,2.2518,0.7037,0.1407,1.6385,0,1
01/03/1980 00:00:00,36.9367,0.7564,221.0906,0.0239,0.0596,0.0761,0.0076,76.3497,15.2699,11.5245,2.3049,0.7203,0.1441,1.8466,0,1
01/04/1980 00:00:00,36.3514,0.9436,223.2258,0.0382,0.0886,0.1000,0.0100,78.3154,15.6631,11.8212,2.3642,0.7388,0.1478,2.2674,0,1
01/05/1980 00:00:00,35.9841,1.4472,226.1130,0.0463,0.0985,0.0940,0.0094,81.6182,16.3236,12.3197,2.4639,0.7700,0.1540,2.4940,0,1
01/06/1980 00:00:00,35.5332,1.6596,232.4933,0.0510,0.1236,0.0910,0.0091,87.0143,17.4029,13.1342,2.6268,0.8209,0.1642,2.2609,0,1
01/07/1980 00:00:00,35.3039,2.0716,236.6552,0.0369,0.0785,0.0894,0.0089,90.6150,18.1230,13.6777,2.7355,0.8549,0.1710,2.3154,0,1
01/08/1980 00:00:00,34.9062,2.1613,240.8624,0.0297,0.0442,0.0917,0.0092,94.7952,18.9590,14.3087,2.8617,0.8943,0.1789,2.2203,0,1
01/09/1980 00:00:00,34.7572,2.0074,241.2515,0.0198,0.0407,0.0839,0.0084,96.4412,19.2882,14.5572,2.9114,0.9098,0.1820,2.8526,0,1
01/10/1980 00:00:00,34.9753,1.8823,240.4135,0.0222,0.0338,0.0896,0.0090,96.5007,19.3001,14.5661,2.9132,0.9104,0.1821,1.6442,0,1
01/11/1980 00:00:00,35.3015,1.4081,235.9911,0.0146,0.0339,0.0807,0.0081,94.3390,18.8678,14.2398,2.8480,0.8900,0.1780,1.4894,0,1
01/12/1980 00:00:00,36.1022,1.0061,228.5151,0.0207,0.0388,0.0851,0.0085,89.4801,17.8960,13.5064,2.7013,0.8442,0.1688,1.3303,0,1
01/01/1981 00:00:00,36.6755,0.8223,223.7280,0.0408,0.0841,0.0949,0.0095,86.0303,17.2061,12.9857,2.5971,0.8116,0.1623,1.5523,0,1
01/02/1981 00:00:00,36.8309,0.7128,221.4003,0.0240,0.0708,0.0670,0.0067,81.8502,16.3700,12.3547,2.4709,0.7722,0.1544,1.6385,0,1
01/03/1981 00:00:00,36.9367,0.7564,221.0906,0.0239,0.0596,0.0761,0.0076,80.2042,16.0408,12.1063,2.4213,0.7566,0.1513,1.8466,0,1
01/04/1981 00:00:00,36.3514,0.9436,223.2258,0.0382,0.0886,0.1000,0.0100,80.1447,16.0289,12.0973,2.4195,0.7561,0.1512,2.2674,0,1
01/05/1981 00:00:00,35.9841,1.4472,226.1130,0.0463,0.0985,0.0940,0.0094,82.3064,16.4613,12.4236,2.4847,0.7765,0.1553,2.4940,0,1
