Date,SAL,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,CHLA,ZEROS,ONES
01/01/1980 00:00:00,36.6755,1.2819,224.0699,0.0217,0.0448,0.0956,0.0096,81.8937,16.3787,12.3613,2.4723,0.7726,0.1545,1.7645,0,1
01/02/1980 00:00:00,36.8309,1.1168,221.2147,0.0128,0.0377,0.0674,0.0067,77.0135,15.4027,11.6247,2.3249,0.7265,0.1453,1.8625,0,1
01/03/1980 00:00:00,36.9367,1.1322,219.9119,0.0127,0.0317,0.0766,0.0077,84.1611,16.8322,12.7036,2.5407,0.7940,0.1588,2.0991,0,1
01/04/1980 00:00:00,36.3514,1.1836,219.9297,0.0203,0.0472,0.1006,0.0101,82.7574,16.5515,12.4917,2.4983,0.7807,0.1561,2.5774,0,1
01/05/1980 00:00:00,35.9841,1.3432,221.9129,0.0247,0.0525,0.0946,0.0095,91.0594,18.2119,13.7448,2.7490,0.8591,0.1718,2.8349,0,1
01/06/1980 00:00:00,35.5332,1.4320,226.1483,0.0272,0.0658,0.0917,0.0092,96.2572,19.2514,14.5294,2.9059,0.9081,0.1816,2.5701,0,1
01/07/1980 00:00:00,35.3039,1.8280,229.3005,0.0196,0.0418,0.0900,0.0090,103.5340,20.7068,15.6278,3.1256,0.9767,0.1953,2.6320,0,1
01/08/1980 00:00:00,34.9062,1.9389,233.4071,0.0158,0.0235,0.0923,0.0092,112.3702,22.4740,16.9615,3.3923,1.0601,0.2120,2.5238,0,1
01/09/1980 00:00:00,34.7572,2.0655,234.5502,0.0105,0.0217,0.0845,0.0084,107.7540,21.5508,16.2648,3.2530,1.0165,0.2033,3.2426,0,1
01/10/1980 00:00:00,34.9753,1.7826,235.6392,0.0118,0.0180,0.0902,0.0090,110.1467,22.0293,16.6259,3.3252,1.0391,0.2078,1.8690,0,1
01/11/1980 00:00:00,35.3015,1.6558,234.1627,0.0078,0.0181,0.0812,0.0081,101.8447,20.3689,15.3728,3.0746,0.9608,0.1922,1.6930,0,1
01/12/1980 00:00:00,36.1022,1.4101,227.7251,0.0110,0.0207,0.0856,0.0086,96.6469,19.3294,14.5882,2.9176,0.9118,0.1824,1.5121,0,1
01/01/1981 00:00:00,36.6755,1.2819,224.0699,0.0217,0.0448,0.0956,0.0096,89.3701,17.8740,13.4898,2.6980,0.8431,0.1686,1.7645,0,1
01/02/1981 00:00:00,36.8309,1.1168,221.2147,0.0128,0.0377,0.0674,0.0067,80.5339,16.1068,12.1561,2.4312,0.7598,0.1520,1.8625,0,1
01/03/1981 00:00:00,36.9367,1.1322,219.9119,0.0127,0.0317,0.0766,0.0077,85.1500,17.0300,12.8528,2.5706,0.8033,0.1607,2.0991,0,1
01/04/1981 00:00:00,36.3514,1.1836,219.9297,0.0203,0.0472,0.1006,0.0101,82.7574,16.5515,12.4917,2.4983,0.7807,0.1561,2.5774,0,1
01/05/1981 00:00:00,35.9841,1.3432,221.9129,0.0247,0.0525,0.0946,0.0095,91.0594,18.2119,13.7448,2.7490,0.8591,0.1718,2.8349,0,1
01/06/1981 00:00:00,35.5332,1.4320,226.1483,0.0272,0.0658,0.0917,0.0092,96.2572,19.2514,14.5294,2.9059,0.9081,0.1816,2.5701,0,1
01/07/1981 00:00:00,35.3039,1.8280,229.3005,0.0196,0.0418,0.0900,0.0090,103.5340,20.7068,15.6278,3.1256,0.9767,0.1953,2.6320,0,1
01/08/1981 00:00:00,34.9062,1.9389,233.4071,0.0158,0.0235,0.0923,0.0092,112.3702,22.4740,16.9615,3.3923,1.0601,0.2120,2.5238,0,1
01/09/1981 00:00:00,34.7572,2.0655,234.5502,0.0105,0.0217,0.0845,0.0084,107.7540,21.5508,16.2648,3.2530,1.0165,0.2033,3.2426,0,1
01/10/1981 00:00:00,34.9753,1.7826,235.6392,0.0118,0.0180,0.0902,0.0090,110.1467,22.0293,16.6259,3.3252,1.0391,0.2078,1.8690,0,1
01/11/1981 00:00:00,35.3015,1.6558,234.1627,0.0078,0.0181,0.0812,0.0081,101.8447,20.3689,15.3728,3.0746,0.9608,0.1922,1.6930,0,1
01/12/1981 00:00:00,36.1022,1.4101,227.7251,0.0110,0.0207,0.0856,0.0086,96.6469,19.3294,14.5882,2.9176,0.9118,0.1824,1.5121,0,1
01/01/1982 00:00:00,36.6755,1.2819,224.0699,0.0217,0.0448,0.0956,0.0096,89.3701,17.8740,13.4898,2.6980,0.8431,0.1686,1.7645,0,1
01/02/1982 00:00:00,36.8309,1.1168,221.2147,0.0128,0.0377,0.0674,0.0067,80.5339,16.1068,12.1561,2.4312,0.7598,0.1520,1.8625,0,1
01/03/1982 00:00:00,36.9367,1.1322,219.9119,0.0127,0.0317,0.0766,0.0077,85.1500,17.0300,12.8528,2.5706,0.8033,0.1607,2.0991,0,1
01/04/1982 00:00:00,36.3514,1.1836,219.9297,0.0203,0.0472,0.1006,0.0101,82.7574,16.5515,12.4917,2.4983,0.7807,0.1561,2.5774,0,1
01/05/1982 00:00:00,35.9841,1.3432,221.9129,0.0247,0.0525,0.0946,0.0095,91.0594,18.2119,13.7448,2.7490,0.8591,0.1718,2.8349,0,1
