Date,salinity,oxygen,ammonium,nitrate,phosphate,POC settling,PHY setting,DOC,DON,DOP
Unit,PSU,mmol/m3,mmol/m3,mmol/m3,mmol/m3,mmol/m2/d,mmol/m2/d,mmol/m3,mmol/m3,mmol/m3
2022-11-02 04:00:00,36.0035,237.0021,0.1516,0.0738,0.0601,-0.7004,-0.1715,115.9069,6.3076,0.3505
2022-11-02 08:00:00,36.0062,235.4341,0.1605,0.0760,0.0606,-0.7030,-0.1668,115.7456,6.3106,0.3507
2022-11-02 12:00:00,36.0089,234.1770,0.1692,0.0783,0.0611,-0.7045,-0.1626,115.5779,6.3100,0.3506
2022-11-02 16:00:00,36.0109,233.2270,0.1777,0.0806,0.0616,-0.7054,-0.1585,115.4043,6.3069,0.3504
2022-11-02 20:00:00,36.0116,231.4328,0.1867,0.0818,0.0618,-0.7063,-0.1589,115.2251,6.3026,0.3502
2022-11-03 00:00:00,36.0118,228.7777,0.1960,0.0820,0.0616,-0.7070,-0.1624,115.0388,6.2974,0.3498
2022-11-03 04:00:00,36.0126,229.1290,0.2034,0.0867,0.0627,-0.7074,-0.1531,114.8686,6.2916,0.3495
2022-11-03 08:00:00,36.0214,229.0599,0.2098,0.0917,0.0638,-0.7078,-0.1421,114.7077,6.2895,0.3494
2022-11-03 12:00:00,36.0241,228.1498,0.2181,0.0945,0.0643,-0.7084,-0.1386,114.5345,6.2850,0.3491
2022-11-03 16:00:00,36.0286,226.7762,0.2258,0.0973,0.0648,-0.7090,-0.1356,114.3702,6.2811,0.3489
2022-11-03 20:00:00,36.0296,225.0656,0.2333,0.0988,0.0649,-0.7098,-0.1360,114.1966,6.2767,0.3486
2022-11-04 00:00:00,36.0296,223.3533,0.2406,0.0998,0.0650,-0.7106,-0.1378,114.0196,6.2718,0.3483
2022-11-04 04:00:00,36.0291,220.7799,0.2491,0.1011,0.0647,-0.7114,-0.1418,113.8422,6.2675,0.3481
2022-11-04 08:00:00,36.0299,219.1169,0.2560,0.1023,0.0650,-0.7118,-0.1421,113.6608,6.2629,0.3478
2022-11-04 12:00:00,36.0391,222.7950,0.2584,0.1100,0.0671,-0.7114,-0.1208,113.5077,6.2599,0.3476
2022-11-04 16:00:00,36.0407,222.0073,0.2650,0.1138,0.0676,-0.7119,-0.1182,113.3378,6.2556,0.3473
2022-11-04 20:00:00,36.0442,220.0173,0.2680,0.1119,0.0677,-0.7124,-0.1202,113.1655,6.2519,0.3471
2022-11-05 00:00:00,36.0496,218.0802,0.2688,0.1072,0.0677,-0.7126,-0.1218,112.9982,6.2471,0.3469
2022-11-05 04:00:00,36.0539,218.8828,0.2774,0.1173,0.0687,-0.7132,-0.1149,112.8471,6.2433,0.3466
2022-11-05 08:00:00,36.0579,218.4854,0.2851,0.1232,0.0693,-0.7138,-0.1114,112.6922,6.2387,0.3464
2022-11-05 12:00:00,36.0620,217.9737,0.2916,0.1277,0.0699,-0.7144,-0.1082,112.5366,6.2342,0.3462
2022-11-05 16:00:00,36.0656,217.3806,0.2967,0.1311,0.0703,-0.7148,-0.1062,112.3761,6.2303,0.3459
2022-11-05 20:00:00,36.0664,215.1415,0.3010,0.1312,0.0701,-0.7154,-0.1109,112.2081,6.2263,0.3457
2022-11-06 00:00:00,36.0685,213.7442,0.3035,0.1307,0.0703,-0.7158,-0.1122,112.0291,6.2227,0.3454
2022-11-06 04:00:00,36.0782,215.5825,0.3067,0.1393,0.0715,-0.7161,-0.1041,111.8976,6.2189,0.3453
2022-11-06 08:00:00,36.0830,215.0034,0.3122,0.1437,0.0720,-0.7165,-0.1014,111.7417,6.2149,0.3451
2022-11-06 12:00:00,36.0876,214.4824,0.3175,0.1473,0.0725,-0.7168,-0.0986,111.5837,6.2113,0.3449
2022-11-06 16:00:00,36.0917,213.9460,0.3210,0.1502,0.0729,-0.7172,-0.0969,111.4241,6.2078,0.3447
2022-11-06 20:00:00,36.0928,212.6457,0.3236,0.1518,0.0729,-0.7177,-0.0998,111.2613,6.2041,0.3444
2022-11-07 00:00:00,36.0920,210.6093,0.3285,0.1542,0.0727,-0.7185,-0.1052,111.0941,6.1995,0.3442
2022-11-07 04:00:00,36.1064,212.8507,0.3276,0.1701,0.0741,-0.7187,-0.0967,110.9669,6.1980,0.3441
2022-11-07 08:00:00,36.1144,212.5807,0.3324,0.1879,0.0747,-0.7196,-0.0940,110.8274,6.1957,0.3441
2022-11-07 12:00:00,36.1270,211.1980,0.3352,0.2196,0.0750,-0.7209,-0.0947,110.7137,6.1946,0.3441
2022-11-07 16:00:00,36.1431,208.3708,0.3345,0.2593,0.0748,-0.7225,-0.1008,110.6398,6.1950,0.3443
2022-11-07 20:00:00,36.1465,206.7120,0.3354,0.2711,0.0748,-0.7233,-0.1057,110.5139,6.1929,0.3442
2022-11-08 00:00:00,36.1459,206.9816,0.3360,0.2747,0.0753,-0.7240,-0.1060,110.3675,6.1900,0.3440
2022-11-08 04:00:00,36.1460,206.3657,0.3388,0.2741,0.0755,-0.7245,-0.1075,110.2086,6.1872,0.3438
2022-11-08 08:00:00,36.1457,205.9537,0.3418,0.2727,0.0760,-0.7249,-0.1063,110.0337,6.1804,0.3435
2022-11-08 12:00:00,36.1521,205.0664,0.3405,0.2520,0.0762,-0.7237,-0.1052,109.8767,6.1753,0.3431
2022-11-08 16:00:00,36.1645,204.5454,0.3415,0.2388,0.0762,-0.7222,-0.1032,109.7580,6.1879,0.3429
2022-11-08 20:00:00,36.1715,202.6749,0.3395,0.2253,0.0757,-0.7215,-0.1087,109.6381,6.2022,0.3428
2022-11-09 00:00:00,36.1699,200.9957,0.3414,0.2263,0.0758,-0.7225,-0.1147,109.4637,6.1708,0.3424
