Date,salinity,oxygen,ammonium,nitrate,phosphate,POC settling,PHY setting
Unit,PSU,mmol/m3,mmol/m3,mmol/m3,mmol/m3,mmol/m2/d,mmol/m2/d
2022-01-01 04:00:00,36.0030,236.7766,0.1884,0.0569,0.0626,-0.6946,0.0990
2022-01-01 08:00:00,36.0065,234.7924,0.2361,0.0476,0.0656,-0.6907,0.0990
2022-01-01 12:00:00,36.0105,232.5348,0.2871,0.0078,0.0696,-0.6856,0.0948
2022-01-01 16:00:00,36.0225,228.9919,0.3187,0.0171,0.0712,-0.6753,0.0987
2022-01-01 20:00:00,36.0313,225.3181,0.3393,0.0254,0.0720,-0.6656,0.1017
2022-01-02 00:00:00,36.0351,222.8844,0.3681,0.0130,0.0739,-0.6577,0.0995
2022-01-02 04:00:00,36.0367,221.2466,0.4061,0.0035,0.0769,-0.6574,0.0970
2022-01-02 08:00:00,36.0395,219.5970,0.4545,0.0018,0.0805,-0.6481,0.0942
2022-01-02 12:00:00,36.2126,218.6889,0.5739,0.0046,0.0853,-0.6364,0.0806
2022-01-02 16:00:00,36.1825,216.9447,0.5878,0.0021,0.0880,-0.6322,0.0766
2022-01-02 20:00:00,36.0555,214.2800,0.5209,0.0035,0.0862,-0.6273,0.0882
2022-01-03 00:00:00,36.0594,213.3378,0.5383,0.0039,0.0872,-0.6211,0.0888
2022-01-03 04:00:00,36.1622,211.3730,0.6879,0.0022,0.0964,-0.6135,0.0696
2022-01-03 08:00:00,36.3163,208.3101,0.8337,0.0027,0.1006,-0.6041,0.0616
2022-01-03 12:00:00,36.3741,207.9442,0.8574,0.0030,0.1014,-0.5969,0.0655
2022-01-03 16:00:00,36.2975,205.9310,0.8158,0.0002,0.1047,-0.5951,0.0498
2022-01-03 20:00:00,36.0811,205.1589,0.6625,0.0050,0.0987,-0.5928,0.0773
2022-01-04 00:00:00,36.0954,205.4280,0.7234,0.0117,0.1016,-0.5903,0.0809
2022-01-04 04:00:00,36.3205,202.8781,0.9563,0.0095,0.1127,-0.5768,0.0531
2022-01-04 08:00:00,36.3935,199.1387,1.0157,0.0058,0.1140,-0.5701,0.0494
2022-01-04 12:00:00,36.4854,198.4940,1.0321,0.0146,0.1140,-0.5625,0.0532
2022-01-04 16:00:00,36.5243,197.5529,1.0385,0.0050,0.1160,-0.5575,0.0480
2022-01-04 20:00:00,36.5233,196.4192,1.0496,0.0116,0.1191,-0.5540,0.0416
2022-01-05 00:00:00,36.4338,196.4453,1.0499,0.0103,0.1214,-0.5570,0.0414
2022-01-05 04:00:00,36.5082,191.5945,1.1318,0.0000,0.1285,-0.5476,0.0270
2022-01-05 08:00:00,36.6312,189.8259,1.2174,0.0043,0.1291,-0.5334,0.0312
2022-01-05 12:00:00,36.6302,192.2954,1.1592,0.0060,0.1284,-0.5372,0.0355
2022-01-05 16:00:00,36.6109,192.2694,1.1321,0.0077,0.1307,-0.5369,0.0269
2022-01-05 20:00:00,36.4767,191.0254,1.0728,0.0016,0.1328,-0.5376,0.0154
2022-01-06 00:00:00,36.3289,192.1719,1.0337,0.0000,0.1327,-0.5400,0.0227
2022-01-06 04:00:00,36.4598,189.3604,1.1691,0.0001,0.1398,-0.5323,0.0146
2022-01-06 08:00:00,36.5163,186.4209,1.2207,0.0105,0.1399,-0.5279,0.0156
2022-01-06 12:00:00,36.5373,185.2368,1.2066,0.0108,0.1395,-0.5224,0.0109
2022-01-06 16:00:00,36.3134,187.4553,0.9371,0.0011,0.1334,-0.5255,0.0014
2022-01-06 20:00:00,36.1652,191.4554,0.8539,0.0092,0.1298,-0.5215,0.0273
2022-01-07 00:00:00,36.1512,195.0756,0.9376,0.1017,0.1313,-0.5215,0.0439
2022-01-07 04:00:00,36.2547,187.9014,1.0339,0.0195,0.1396,-0.5146,0.0169
2022-01-07 08:00:00,36.5309,183.6483,1.2110,0.0503,0.1435,-0.4985,0.0116
2022-01-07 12:00:00,36.6321,184.7772,1.2321,0.0778,0.1436,-0.4910,0.0133
2022-01-07 16:00:00,36.6916,183.8354,1.2179,0.0669,0.1439,-0.4839,0.0044
2022-01-07 20:00:00,36.6841,181.9359,1.2204,0.0071,0.1485,-0.4815,-0.0087
2022-01-08 00:00:00,36.6022,182.7503,1.2781,0.0184,0.1513,-0.4823,-0.0077
2022-01-08 04:00:00,36.6388,177.6193,1.3240,0.0008,0.1554,-0.4785,-0.0175
2022-01-08 08:00:00,36.7131,174.4989,1.3657,0.0053,0.1579,-0.4701,-0.0207
2022-01-08 12:00:00,36.7216,174.9167,1.3227,0.0143,0.1589,-0.4664,-0.0281
2022-01-08 16:00:00,36.2417,193.7267,0.9944,0.1558,0.1448,-0.4892,0.0084
2022-01-08 20:00:00,36.2542,194.6098,0.8700,0.1059,0.1426,-0.4861,-0.0101
2022-01-09 00:00:00,36.2399,195.5580,0.8812,0.1002,0.1451,-0.4845,-0.0066
2022-01-09 04:00:00,36.2271,195.7913,0.9517,0.1298,0.1483,-0.4827,0.0039
2022-01-09 08:00:00,36.2414,195.5304,1.0207,0.1602,0.1504,-0.4794,0.0096
2022-01-09 12:00:00,36.2716,195.3242,0.9568,0.1309,0.1492,-0.4754,-0.0050
2022-01-09 16:00:00,36.2922,197.3179,0.8610,0.1077,0.1464,-0.4647,-0.0218
2022-01-09 20:00:00,36.2737,198.6098,0.8003,0.1043,0.1444,-0.4586,-0.0251
2022-01-10 00:00:00,36.2321,198.3944,0.8564,0.1238,0.1491,-0.4707,-0.0183
2022-01-10 04:00:00,36.2234,197.8003,0.9115,0.1294,0.1529,-0.4709,-0.0139
2022-01-10 08:00:00,36.2384,197.4259,0.9237,0.1187,0.1544,-0.4640,-0.0148
2022-01-10 12:00:00,36.2684,194.9923,0.8821,0.0666,0.1547,-0.4610,-0.0306
2022-01-10 16:00:00,36.5544,190.9537,0.8194,0.0302,0.1519,-0.4412,-0.0544
2022-01-10 20:00:00,36.3051,194.0927,0.7405,0.0073,0.1529,-0.4488,-0.0646
2022-01-11 00:00:00,36.3180,192.0005,0.7895,0.0011,0.1577,-0.4462,-0.0727
2022-01-11 04:00:00,36.5918,187.0741,0.8974,0.0227,0.1578,-0.4360,-0.0650
2022-01-11 08:00:00,36.5809,188.6547,1.0074,0.1030,0.1595,-0.4533,-0.0630
2022-01-11 12:00:00,36.5880,191.3403,0.9800,0.1089,0.1596,-0.4563,-0.0684
2022-01-11 16:00:00,36.6005,190.6914,0.9045,0.0487,0.1601,-0.4569,-0.0873
2022-01-11 20:00:00,36.5136,191.0482,0.8297,0.0392,0.1589,-0.4573,-0.1014
2022-01-12 00:00:00,36.4942,189.1068,0.8802,0.0000,0.1646,-0.4577,-0.1104
2022-01-12 04:00:00,36.5832,185.7497,0.9692,0.0001,0.1697,-0.4558,-0.1097
2022-01-12 08:00:00,36.5955,186.2367,0.9657,0.0288,0.1674,-0.4639,-0.1067
2022-01-12 12:00:00,36.6019,185.1350,0.9123,0.0094,0.1656,-0.4684,-0.1213
2022-01-12 16:00:00,36.5725,186.5250,0.8236,0.0097,0.1638,-0.4709,-0.1386
2022-01-12 20:00:00,36.4922,187.1520,0.7505,0.0023,0.1647,-0.4691,-0.1525
2022-01-13 00:00:00,36.4701,185.7995,0.8108,0.0038,0.1689,-0.4706,-0.1554
2022-01-13 04:00:00,36.4687,185.1211,0.8593,0.0031,0.1713,-0.4705,-0.1530
2022-01-13 08:00:00,36.4513,183.8510,0.8818,0.0008,0.1746,-0.4702,-0.1566
2022-01-13 12:00:00,36.4458,183.7963,0.7934,0.0044,0.1721,-0.4698,-0.1664
2022-01-13 16:00:00,36.3598,182.8652,0.5273,0.0000,0.1676,-0.4559,-0.1926
2022-01-13 20:00:00,36.3104,185.3614,0.4581,0.0005,0.1599,-0.4486,-0.1920
2022-01-14 00:00:00,36.2656,195.0236,0.5789,0.0236,0.1532,-0.4663,-0.1783
2022-01-14 04:00:00,36.2659,194.5848,0.6168,0.0043,0.1566,-0.4722,-0.1781
2022-01-14 08:00:00,36.2616,193.8078,0.6377,0.0008,0.1592,-0.4731,-0.1782
2022-01-14 12:00:00,36.3430,188.6842,0.6262,0.0001,0.1632,-0.4681,-0.1979
2022-01-14 16:00:00,36.2940,194.7448,0.4623,0.0063,0.1565,-0.4505,-0.2041
2022-01-14 20:00:00,36.3103,197.8272,0.4457,0.0226,0.1564,-0.4542,-0.2125
2022-01-15 00:00:00,36.3093,196.3913,0.4921,0.0099,0.1570,-0.4577,-0.2139
2022-01-15 04:00:00,36.3208,195.1948,0.5309,0.0042,0.1582,-0.4546,-0.2112
2022-01-15 08:00:00,36.4118,190.5987,0.6335,0.0018,0.1610,-0.4550,-0.2141
2022-01-15 12:00:00,36.6914,183.4640,0.6678,0.0009,0.1652,-0.4439,-0.2235
2022-01-15 16:00:00,36.3132,194.6477,0.4062,0.0019,0.1611,-0.4617,-0.2369
2022-01-15 20:00:00,36.3357,198.0181,0.3874,0.0105,0.1585,-0.4559,-0.2438
2022-01-16 00:00:00,36.3347,197.2860,0.4280,0.0059,0.1590,-0.4633,-0.2440
2022-01-16 04:00:00,36.3482,197.0807,0.4687,0.0050,0.1602,-0.4602,-0.2377
2022-01-16 08:00:00,36.3444,196.2607,0.4926,0.0012,0.1628,-0.4618,-0.2353
2022-01-16 12:00:00,36.5960,189.8462,0.5350,0.0007,0.1651,-0.4527,-0.2471
2022-01-16 16:00:00,36.3524,196.8705,0.3761,0.0038,0.1626,-0.4539,-0.2619
2022-01-16 20:00:00,36.3584,199.2328,0.3637,0.0062,0.1621,-0.4565,-0.2674
2022-01-17 00:00:00,36.3534,196.9735,0.4073,0.0029,0.1624,-0.4693,-0.2684
2022-01-17 04:00:00,36.4097,193.0629,0.4881,0.0008,0.1667,-0.4693,-0.2709
2022-01-17 08:00:00,36.7159,189.2099,0.6194,0.0058,0.1679,-0.4493,-0.2587
2022-01-17 12:00:00,36.8009,189.6905,0.6466,0.0061,0.1691,-0.4515,-0.2612
2022-01-17 16:00:00,36.8176,189.7966,0.6151,0.0040,0.1699,-0.4485,-0.2714
2022-01-17 20:00:00,36.7309,189.3909,0.5322,0.0015,0.1701,-0.4521,-0.2852
2022-01-18 00:00:00,36.7086,187.9913,0.6151,0.0000,0.1764,-0.4536,-0.2878
2022-01-18 04:00:00,36.7630,186.2166,0.7577,0.0084,0.1762,-0.4582,-0.2706
2022-01-18 08:00:00,36.7226,190.2415,0.7748,0.0115,0.1744,-0.4909,-0.2818
2022-01-18 12:00:00,36.7007,192.6700,0.7377,0.0050,0.1746,-0.5007,-0.2862
2022-01-18 16:00:00,36.7136,190.8371,0.6990,0.0035,0.1757,-0.5049,-0.2923
2022-01-18 20:00:00,36.6695,190.2112,0.6836,0.0016,0.1773,-0.5077,-0.2997
2022-01-19 00:00:00,36.6281,190.5397,0.7016,0.0000,0.1809,-0.5062,-0.3051
2022-01-19 04:00:00,36.6679,185.6339,0.7796,0.0010,0.1857,-0.5057,-0.2992
2022-01-19 08:00:00,36.6419,185.1023,0.7853,0.0012,0.1869,-0.5133,-0.2988
2022-01-19 12:00:00,36.6307,184.2878,0.7409,0.0023,0.1875,-0.5223,-0.3118
2022-01-19 16:00:00,36.6470,186.1739,0.6850,0.0032,0.1875,-0.5270,-0.3253
2022-01-19 20:00:00,36.6512,186.9336,0.6625,0.0014,0.1879,-0.5281,-0.3306
2022-01-20 00:00:00,36.5732,189.7527,0.5966,0.0004,0.1861,-0.5291,-0.3417
2022-01-20 04:00:00,36.5829,186.1151,0.6674,0.0005,0.1937,-0.5265,-0.3407
2022-01-20 08:00:00,36.5500,187.7875,0.6460,0.0003,0.1922,-0.5257,-0.3381
2022-01-20 12:00:00,36.5416,186.7655,0.5752,0.0011,0.1919,-0.5227,-0.3476
2022-01-20 16:00:00,36.5548,184.8756,0.5283,0.0040,0.1902,-0.5243,-0.3564
