Date,salinity,oxygen,ammonium,nitrate,phosphate,POC settling,PHY setting
Unit,PSU,mmol/m3,mmol/m3,mmol/m3,mmol/m3,mmol/m2/d,mmol/m2/d
2013-01-01 04:00:00,35.9998,236.5612,0.1948,0.0213,0.0636,-0.6949,0.0933
2013-01-01 08:00:00,36.0000,232.0534,0.2599,0.0001,0.0703,-0.6911,0.0775
2013-01-01 12:00:00,36.0009,227.7295,0.3131,0.0002,0.0750,-0.6857,0.0732
2013-01-01 16:00:00,36.0011,224.5506,0.3600,0.0010,0.0791,-0.6801,0.0693
2013-01-01 20:00:00,36.0035,223.8003,0.3799,0.0208,0.0777,-0.6737,0.0882
2013-01-02 00:00:00,36.0061,223.0283,0.3983,0.0364,0.0765,-0.6673,0.1040
2013-01-02 04:00:00,36.0075,221.3435,0.4323,0.0348,0.0788,-0.6615,0.1051
2013-01-02 08:00:00,36.0102,219.3614,0.4669,0.0246,0.0815,-0.6556,0.1048
2013-01-02 12:00:00,36.0107,217.3698,0.4653,0.0029,0.0827,-0.6507,0.0973
2013-01-02 16:00:00,36.0103,215.0824,0.4748,0.0006,0.0850,-0.6459,0.0872
2013-01-02 20:00:00,36.0173,212.4088,0.5349,0.0008,0.0913,-0.6374,0.0867
2013-01-03 00:00:00,36.0226,211.1835,0.5666,0.0049,0.0917,-0.6317,0.0932
2013-01-03 04:00:00,36.0249,210.2420,0.6048,0.0035,0.0943,-0.6262,0.0924
2013-01-03 08:00:00,36.0293,208.9641,0.6228,0.0061,0.0962,-0.6203,0.0907
2013-01-03 12:00:00,36.0310,207.7544,0.6389,0.0054,0.0986,-0.6139,0.0866
2013-01-03 16:00:00,36.0341,205.9137,0.6370,0.0055,0.0996,-0.6034,0.0823
2013-01-03 20:00:00,36.0365,204.1547,0.6347,0.0025,0.1003,-0.5919,0.0801
2013-01-04 00:00:00,36.0613,203.5753,0.6663,0.0017,0.1004,-0.5861,0.0884
2013-01-04 04:00:00,36.0658,202.3038,0.8168,0.0143,0.1054,-0.5667,0.0846
2013-01-04 08:00:00,36.1711,201.7858,1.3929,0.1185,0.1172,-0.5633,0.0859
2013-01-04 12:00:00,36.3070,200.6626,1.6823,0.1493,0.1227,-0.5607,0.0818
2013-01-04 16:00:00,36.2980,199.7732,1.6458,0.1504,0.1238,-0.5577,0.0768
2013-01-04 20:00:00,36.2359,199.8924,1.4845,0.0976,0.1235,-0.5570,0.0723
2013-01-05 00:00:00,36.1715,202.2433,1.1750,0.1182,0.1219,-0.5671,0.0787
2013-01-05 04:00:00,36.1524,201.4321,1.0498,0.1127,0.1222,-0.5683,0.0758
2013-01-05 08:00:00,36.1716,200.9186,1.1011,0.1174,0.1252,-0.5628,0.0754
2013-01-05 12:00:00,36.2920,198.7893,1.1676,0.0401,0.1302,-0.5580,0.0578
2013-01-05 16:00:00,36.1888,198.7556,1.1303,0.0660,0.1291,-0.5486,0.0583
2013-01-05 20:00:00,36.1609,197.7285,1.0472,0.0255,0.1271,-0.5422,0.0514
2013-01-06 00:00:00,36.1513,196.1327,1.0660,0.0040,0.1311,-0.5388,0.0443
2013-01-06 04:00:00,36.2631,192.0227,1.2609,0.0000,0.1427,-0.5389,0.0266
2013-01-06 08:00:00,36.3202,188.3795,1.3067,0.0001,0.1451,-0.5359,0.0196
2013-01-06 12:00:00,36.3801,188.1671,1.3150,0.0233,0.1439,-0.5297,0.0248
2013-01-06 16:00:00,36.4226,189.6285,1.2876,0.0623,0.1399,-0.5227,0.0342
2013-01-06 20:00:00,36.4735,188.3649,1.2648,0.0175,0.1404,-0.5159,0.0287
2013-01-07 00:00:00,36.5199,185.1027,1.3046,0.0072,0.1433,-0.5100,0.0219
2013-01-07 04:00:00,36.5185,185.7458,1.3441,0.0298,0.1468,-0.5062,0.0236
2013-01-07 08:00:00,36.5137,182.2928,1.3967,0.0000,0.1547,-0.5035,0.0088
2013-01-07 12:00:00,36.5518,179.4506,1.4090,0.0000,0.1567,-0.4981,0.0017
2013-01-07 16:00:00,36.5762,176.5179,1.4145,0.0019,0.1569,-0.4931,-0.0021
2013-01-07 20:00:00,36.5915,172.7839,1.4188,0.0002,0.1570,-0.4884,-0.0083
2013-01-08 00:00:00,36.6009,169.7186,1.4307,0.0001,0.1599,-0.4850,-0.0155
2013-01-08 04:00:00,36.6239,166.4081,1.4509,0.0009,0.1607,-0.4803,-0.0171
2013-01-08 08:00:00,36.6173,166.6120,1.5193,0.0000,0.1711,-0.4785,-0.0227
2013-01-08 12:00:00,36.5622,168.8676,1.3700,0.0017,0.1651,-0.4780,-0.0255
2013-01-08 16:00:00,36.5494,168.8339,1.2847,0.0032,0.1639,-0.4754,-0.0361
2013-01-08 20:00:00,36.2344,179.0780,0.9502,0.0243,0.1496,-0.4819,-0.0166
2013-01-09 00:00:00,36.1829,182.4598,1.0252,0.0574,0.1519,-0.4724,0.0071
2013-01-09 04:00:00,36.1889,186.3415,1.0543,0.0818,0.1529,-0.4652,0.0171
2013-01-09 08:00:00,36.1922,186.4329,1.0462,0.0911,0.1531,-0.4613,0.0179
2013-01-09 12:00:00,36.2067,191.1148,1.0405,0.1208,0.1506,-0.4390,0.0134
2013-01-09 16:00:00,36.2521,192.4513,1.1475,0.1563,0.1498,-0.4336,0.0009
2013-01-09 20:00:00,36.3451,193.0197,1.5578,0.2200,0.1562,-0.4405,-0.0033
2013-01-10 00:00:00,36.3498,194.2482,1.6701,0.2501,0.1581,-0.4400,0.0078
2013-01-10 04:00:00,36.3041,193.9938,1.4286,0.2406,0.1578,-0.4546,0.0171
2013-01-10 08:00:00,36.2482,192.4174,1.3445,0.2235,0.1579,-0.4537,0.0200
2013-01-10 12:00:00,36.2609,192.5186,1.3276,0.1803,0.1595,-0.4499,0.0061
2013-01-10 16:00:00,36.1950,197.0641,1.2087,0.2309,0.1503,-0.4337,0.0165
2013-01-10 20:00:00,36.1930,197.6053,1.1950,0.1987,0.1489,-0.4267,0.0120
2013-01-11 00:00:00,36.2103,196.9801,1.2593,0.1826,0.1495,-0.4157,0.0120
2013-01-11 04:00:00,36.2333,197.3996,1.2691,0.2109,0.1480,-0.4073,0.0194
2013-01-11 08:00:00,36.2257,195.8396,1.2233,0.1747,0.1461,-0.4038,0.0179
2013-01-11 12:00:00,36.2367,194.8667,1.1631,0.1578,0.1469,-0.4054,0.0057
2013-01-11 16:00:00,36.2338,199.3171,1.1233,0.1969,0.1452,-0.3961,-0.0017
2013-01-11 20:00:00,36.2296,199.8746,1.0965,0.1848,0.1456,-0.3960,-0.0126
2013-01-12 00:00:00,36.2344,198.0101,1.1519,0.1921,0.1501,-0.4022,-0.0183
2013-01-12 04:00:00,36.2593,197.8946,1.1606,0.1967,0.1436,-0.3785,-0.0090
2013-01-12 08:00:00,36.3154,197.7101,1.2311,0.1674,0.1425,-0.3624,-0.0077
2013-01-12 12:00:00,36.3868,195.7453,1.1833,0.0978,0.1407,-0.3522,-0.0198
2013-01-12 16:00:00,36.3969,194.8085,1.1563,0.0029,0.1395,-0.3379,-0.0327
2013-01-12 20:00:00,36.2219,197.2311,1.0083,0.0836,0.1302,-0.3302,-0.0216
2013-01-13 00:00:00,36.3058,192.6549,1.1140,0.0000,0.1378,-0.3246,-0.0341
2013-01-13 04:00:00,36.4284,189.4377,1.2433,0.0003,0.1328,-0.2965,-0.0267
2013-01-13 08:00:00,36.4414,189.5079,1.1823,0.0203,0.1322,-0.3001,-0.0232
2013-01-13 12:00:00,36.4678,187.9396,1.1388,0.0073,0.1371,-0.3073,-0.0333
2013-01-13 16:00:00,36.5573,186.6375,1.0787,0.0104,0.1408,-0.3199,-0.0398
2013-01-13 20:00:00,36.6199,185.2592,1.0803,0.0048,0.1442,-0.3217,-0.0432
2013-01-14 00:00:00,36.6341,183.4197,1.1143,0.0024,0.1486,-0.3198,-0.0477
2013-01-14 04:00:00,36.6412,181.0199,1.1522,0.0065,0.1528,-0.3185,-0.0528
2013-01-14 08:00:00,36.6364,179.9574,1.1631,0.0045,0.1544,-0.3169,-0.0551
2013-01-14 12:00:00,36.6247,178.5975,1.1147,0.0001,0.1577,-0.3159,-0.0710
2013-01-14 16:00:00,36.4036,188.0860,0.9143,0.0493,0.1457,-0.3176,-0.0635
2013-01-14 20:00:00,36.2351,192.5920,0.7112,0.0074,0.1384,-0.3202,-0.0613
2013-01-15 00:00:00,36.2206,191.0554,0.7398,0.0005,0.1429,-0.3208,-0.0660
2013-01-15 04:00:00,36.4532,181.4066,0.9721,0.0000,0.1545,-0.3142,-0.0800
2013-01-15 08:00:00,36.5196,177.0801,1.0225,0.0000,0.1564,-0.3114,-0.0821
2013-01-15 12:00:00,36.6418,176.8534,0.9993,0.0006,0.1503,-0.3019,-0.0799
2013-01-15 16:00:00,36.6706,178.8963,0.9181,0.0056,0.1488,-0.2987,-0.0882
2013-01-15 20:00:00,36.6339,183.8209,0.8649,0.0194,0.1449,-0.2982,-0.0817
2013-01-16 00:00:00,36.6468,180.9266,0.8983,0.0000,0.1493,-0.2977,-0.0877
2013-01-16 04:00:00,36.6793,179.0922,0.9600,0.0000,0.1540,-0.2955,-0.0888
2013-01-16 08:00:00,36.6950,173.9068,1.0080,0.0003,0.1588,-0.2956,-0.0961
2013-01-16 12:00:00,36.0989,195.8878,0.6639,0.0311,0.1410,-0.2883,-0.0631
2013-01-16 16:00:00,35.9058,200.1593,0.5382,0.0191,0.1358,-0.2883,-0.0730
2013-01-16 20:00:00,35.8921,200.3544,0.5160,0.0130,0.1350,-0.2854,-0.0756
2013-01-17 00:00:00,35.8941,201.0769,0.5418,0.0083,0.1352,-0.2799,-0.0696
2013-01-17 04:00:00,35.9066,201.7740,0.5788,0.0066,0.1341,-0.2708,-0.0608
2013-01-17 08:00:00,35.9282,202.5419,0.5837,0.0072,0.1344,-0.2687,-0.0582
2013-01-17 12:00:00,35.9613,202.9072,0.5477,0.0038,0.1339,-0.2675,-0.0673
2013-01-17 16:00:00,35.9844,202.2376,0.5687,0.0090,0.1341,-0.2649,-0.0810
2013-01-17 20:00:00,36.1205,203.4297,0.6453,0.0428,0.1377,-0.2754,-0.0923
2013-01-18 00:00:00,36.1501,203.1300,0.7471,0.0461,0.1394,-0.2738,-0.0878
2013-01-18 04:00:00,36.1914,201.1987,0.7362,0.0479,0.1420,-0.2787,-0.0847
2013-01-18 08:00:00,36.2486,200.6041,0.7703,0.0733,0.1445,-0.2855,-0.0809
2013-01-18 12:00:00,36.3413,200.1532,0.7558,0.0479,0.1441,-0.2856,-0.0899
2013-01-18 16:00:00,36.2860,201.2190,0.6917,0.0392,0.1408,-0.2799,-0.1004
2013-01-18 20:00:00,36.2002,204.9334,0.6197,0.0819,0.1336,-0.2698,-0.0945
2013-01-19 00:00:00,36.1474,204.6968,0.6586,0.0593,0.1304,-0.2572,-0.0743
