Date,salinity,oxygen,ammonium,nitrate,phosphate,POC settling,PHY setting
2015-01-10 08:00:00,36.1221,200.9137,1.2318,0.2935,0.1428,-0.3983,0.0527
2015-01-10 12:00:00,36.1216,200.0609,1.2401,0.2891,0.1444,-0.3960,0.0497
2015-01-10 16:00:00,36.1247,199.5611,1.2350,0.2871,0.1465,-0.3983,0.0480
2015-01-10 20:00:00,36.1206,199.9051,1.2148,0.2817,0.1453,-0.3889,0.0464
2015-01-11 00:00:00,36.1156,197.9409,1.2360,0.2657,0.1461,-0.3808,0.0409
2015-01-11 04:00:00,36.1385,200.4691,1.2367,0.3308,0.1495,-0.3903,0.0482
2015-01-11 08:00:00,36.1430,200.3067,1.2535,0.3417,0.1514,-0.3888,0.0477
2015-01-11 12:00:00,36.1436,198.7439,1.2737,0.3397,0.1534,-0.3872,0.0443
2015-01-11 16:00:00,36.1396,196.5406,1.3082,0.3407,0.1558,-0.3847,0.0416
2015-01-11 20:00:00,36.1477,196.7074,1.3065,0.3381,0.1568,-0.3832,0.0398
2015-01-12 00:00:00,36.1190,195.2501,1.2950,0.3012,0.1525,-0.3650,0.0329
2015-01-12 04:00:00,35.9606,205.8734,1.0396,0.1683,0.1157,-0.2575,0.0361
2015-01-12 08:00:00,35.9364,203.8040,1.0475,0.1203,0.1132,-0.2422,0.0304
2015-01-12 12:00:00,35.9233,201.9254,1.0674,0.0961,0.1122,-0.2315,0.0266
2015-01-12 16:00:00,35.9429,199.2769,1.1191,0.1087,0.1180,-0.2420,0.0228
2015-01-12 20:00:00,35.9771,197.8056,1.1662,0.1808,0.1276,-0.2665,0.0239
2015-01-13 00:00:00,35.9920,198.1783,1.1742,0.2151,0.1327,-0.2789,0.0250
2015-01-13 04:00:00,35.9723,196.4548,1.1805,0.1732,0.1306,-0.2678,0.0193
2015-01-13 08:00:00,35.9540,189.6911,1.2443,0.0911,0.1303,-0.2528,0.0103
2015-01-13 12:00:00,35.9611,188.9677,1.2508,0.1003,0.1327,-0.2547,0.0089
2015-01-13 16:00:00,36.0179,188.4492,1.2859,0.1858,0.1432,-0.2845,0.0080
2015-01-13 20:00:00,36.0876,190.1864,1.2823,0.2858,0.1542,-0.3195,0.0128
2015-01-14 00:00:00,35.9966,190.9710,1.2402,0.1929,0.1401,-0.2736,0.0088
2015-01-14 04:00:00,35.9785,190.0889,1.2414,0.1628,0.1380,-0.2613,0.0065
2015-01-14 08:00:00,35.9985,185.8549,1.3025,0.1619,0.1440,-0.2705,0.0009
2015-01-14 12:00:00,36.0290,180.3051,1.3720,0.1644,0.1523,-0.2845,-0.0063
2015-01-14 16:00:00,36.0643,178.3660,1.3976,0.1910,0.1590,-0.2995,-0.0094
2015-01-14 20:00:00,36.0996,182.1977,1.3613,0.2469,0.1621,-0.3115,-0.0049
2015-01-15 00:00:00,36.0637,185.4906,1.3043,0.2211,0.1552,-0.2919,-0.0047
2015-01-15 04:00:00,35.9994,191.7654,1.2031,0.1882,0.1421,-0.2546,0.0038
2015-01-15 08:00:00,36.0034,189.4408,1.2355,0.1917,0.1454,-0.2571,0.0022
2015-01-15 12:00:00,36.0075,185.3225,1.2897,0.1724,0.1491,-0.2594,-0.0034
2015-01-15 16:00:00,35.9908,187.1292,1.2373,0.1269,0.1434,-0.2431,-0.0039
2015-01-15 20:00:00,36.1122,198.5604,1.1230,0.3199,0.1542,-0.2944,0.0005
2015-01-16 00:00:00,36.1391,201.7052,1.1104,0.3642,0.1562,-0.2975,0.0053
2015-01-16 04:00:00,36.1435,201.9912,1.1212,0.3714,0.1574,-0.2965,0.0057
2015-01-16 08:00:00,36.1478,201.5099,1.1347,0.3729,0.1584,-0.2953,0.0046
2015-01-16 12:00:00,36.1464,199.1245,1.1597,0.3441,0.1592,-0.2927,-0.0020
2015-01-16 16:00:00,36.1705,197.3598,1.1657,0.3370,0.1627,-0.3016,-0.0107
2015-01-16 20:00:00,36.1670,197.7912,1.1697,0.3625,0.1644,-0.3018,-0.0094
2015-01-17 00:00:00,36.0502,202.2801,1.0395,0.2225,0.1304,-0.2442,0.0048
2015-01-17 04:00:00,36.0167,203.7469,0.9957,0.1631,0.1150,-0.2181,0.0104
2015-01-17 08:00:00,36.0581,199.0430,1.0771,0.1953,0.1306,-0.2397,0.0012
2015-01-17 12:00:00,36.0660,194.8504,1.1315,0.1754,0.1357,-0.2435,-0.0060
2015-01-17 16:00:00,36.0278,193.4226,1.1288,0.1169,0.1273,-0.2257,-0.0077
2015-01-17 20:00:00,36.0550,195.7915,1.1279,0.2319,0.1395,-0.2444,-0.0077
2015-01-18 00:00:00,36.0609,195.5558,1.1276,0.2478,0.1435,-0.2501,-0.0111
2015-01-18 04:00:00,36.0496,192.5901,1.1700,0.2171,0.1427,-0.2440,-0.0131
2015-01-18 08:00:00,36.0441,190.5699,1.1956,0.1918,0.1412,-0.2389,-0.0152
2015-01-18 12:00:00,36.0402,187.6541,1.2263,0.1578,0.1394,-0.2337,-0.0180
2015-01-18 16:00:00,36.0024,195.6579,1.1103,0.1536,0.1185,-0.2065,-0.0022
2015-01-18 20:00:00,36.0309,197.7702,1.0895,0.2346,0.1292,-0.2223,-0.0032
2015-01-19 00:00:00,36.0072,191.7880,1.1557,0.1505,0.1267,-0.2120,-0.0088
2015-01-19 04:00:00,35.9893,188.2371,1.1957,0.1015,0.1245,-0.2037,-0.0029
2015-01-19 08:00:00,35.9748,189.7659,1.1794,0.1073,0.1205,-0.1954,0.0033
2015-01-19 12:00:00,35.9696,189.0312,1.1896,0.1088,0.1211,-0.1932,0.0053
2015-01-19 16:00:00,36.0095,181.4288,1.2802,0.1132,0.1370,-0.2118,-0.0059
2015-01-19 20:00:00,35.9589,183.9960,1.2406,0.0611,0.1233,-0.1893,0.0099
2015-01-20 00:00:00,35.9401,183.6268,1.2427,0.0460,0.1189,-0.1806,0.0161
2015-01-20 04:00:00,35.9489,183.1481,1.2531,0.0680,0.1221,-0.1841,0.0139
2015-01-20 08:00:00,35.9331,181.4295,1.2771,0.0482,0.1198,-0.1770,0.0194
2015-01-20 12:00:00,35.9390,177.7572,1.3233,0.0396,0.1249,-0.1797,0.0185
2015-01-20 16:00:00,35.9891,171.3662,1.4004,0.0576,0.1411,-0.2018,0.0049
2015-01-20 20:00:00,35.9518,175.1797,1.3621,0.0878,0.1311,-0.1856,0.0154
2015-01-21 00:00:00,35.9381,171.4789,1.4070,0.0617,0.1297,-0.1795,0.0202
2015-01-21 04:00:00,35.9274,168.7833,1.4400,0.0379,0.1280,-0.1738,0.0243
2015-01-21 08:00:00,35.9103,172.8955,1.3915,0.0726,0.1225,-0.1656,0.0297
2015-01-21 12:00:00,35.9061,187.9553,1.1969,0.1840,0.1155,-0.1677,0.0263
2015-01-21 16:00:00,35.8774,194.3357,1.1124,0.1944,0.1093,-0.1621,0.0249
2015-01-21 20:00:00,35.9071,195.5812,1.0873,0.2312,0.1157,-0.1725,0.0128
2015-01-22 00:00:00,35.9441,193.2266,1.0904,0.2167,0.1238,-0.1851,-0.0011
2015-01-22 04:00:00,35.9858,193.2561,1.0871,0.2383,0.1298,-0.1973,-0.0111
2015-01-22 08:00:00,36.0619,202.0652,0.9967,0.3538,0.1339,-0.2119,-0.0087
2015-01-22 12:00:00,36.0559,200.4758,1.0099,0.3317,0.1349,-0.2111,-0.0131
2015-01-22 16:00:00,36.0482,202.4702,0.9657,0.3223,0.1333,-0.2086,-0.0143
2015-01-22 20:00:00,36.0294,203.0112,0.9543,0.3030,0.1323,-0.2049,-0.0152
2015-01-23 00:00:00,36.0270,203.6082,0.9609,0.3019,0.1333,-0.2037,-0.0147
2015-01-23 04:00:00,36.0275,203.9501,0.9665,0.3078,0.1339,-0.2029,-0.0133
2015-01-23 08:00:00,36.0235,203.9945,0.9692,0.3073,0.1342,-0.2011,-0.0120
2015-01-23 12:00:00,36.0290,201.6472,0.9849,0.2786,0.1363,-0.2040,-0.0170
2015-01-23 16:00:00,36.0816,201.4390,1.0194,0.3294,0.1397,-0.2122,-0.0192
2015-01-23 20:00:00,36.1117,200.6626,1.0380,0.3407,0.1428,-0.2156,-0.0249
2015-01-24 00:00:00,36.0640,204.0816,0.9695,0.3068,0.1352,-0.2032,-0.0171
2015-01-24 04:00:00,36.0530,204.8685,0.9716,0.3054,0.1331,-0.1994,-0.0132
2015-01-24 08:00:00,36.0478,205.1936,0.9751,0.3046,0.1310,-0.1962,-0.0101
2015-01-24 12:00:00,36.0797,204.4711,1.0061,0.3363,0.1342,-0.2020,-0.0136
2015-01-24 16:00:00,36.0961,203.4355,1.0139,0.3476,0.1385,-0.2066,-0.0199
2015-01-24 20:00:00,36.0753,206.1112,0.9638,0.3290,0.1323,-0.1989,-0.0155
2015-01-25 00:00:00,36.0839,206.3360,0.9800,0.3385,0.1331,-0.1989,-0.0148
2015-01-25 04:00:00,36.0874,205.6367,1.0002,0.3435,0.1339,-0.1992,-0.0149
2015-01-25 08:00:00,36.0761,205.5565,1.0037,0.3318,0.1308,-0.1952,-0.0119
2015-01-25 12:00:00,36.0605,205.4237,0.9964,0.3066,0.1257,-0.1891,-0.0086
2015-01-25 16:00:00,36.0537,204.0422,1.0085,0.2952,0.1263,-0.1884,-0.0098
2015-01-25 20:00:00,36.0827,202.0881,1.0331,0.3504,0.1414,-0.2041,-0.0218
2015-01-26 00:00:00,36.0736,201.8455,1.0262,0.3135,0.1364,-0.1974,-0.0211
2015-01-26 04:00:00,36.0058,204.9219,0.9802,0.2511,0.1146,-0.1747,-0.0012
2015-01-26 08:00:00,36.0478,205.0052,1.0049,0.3059,0.1245,-0.1839,-0.0056
2015-01-26 12:00:00,36.0653,203.3458,1.0295,0.3168,0.1298,-0.1883,-0.0103
2015-01-26 16:00:00,36.0620,198.6914,1.0801,0.2758,0.1323,-0.1883,-0.0146
2015-01-26 20:00:00,36.0490,201.4611,1.0334,0.3047,0.1310,-0.1878,-0.0119
2015-01-27 00:00:00,36.0434,200.2227,1.0410,0.2903,0.1317,-0.1876,-0.0150
2015-01-27 04:00:00,36.0364,203.1870,1.0005,0.2761,0.1216,-0.1774,-0.0055
2015-01-27 08:00:00,36.0583,202.3104,1.0410,0.3072,0.1231,-0.1765,-0.0029
2015-01-27 12:00:00,36.0646,200.4644,1.0743,0.3089,0.1257,-0.1778,-0.0035
2015-01-27 16:00:00,36.0633,197.0833,1.1110,0.2822,0.1285,-0.1785,-0.0034
2015-01-27 20:00:00,36.0612,197.2464,1.0920,0.2906,0.1314,-0.1815,-0.0070
2015-01-28 00:00:00,36.0638,201.3305,1.0299,0.3175,0.1287,-0.1800,-0.0084
2015-01-28 04:00:00,36.0569,200.6199,1.0358,0.2888,0.1246,-0.1743,-0.0029
2015-01-28 08:00:00,36.0537,197.9728,1.0720,0.2726,0.1249,-0.1720,0.0023
2015-01-28 12:00:00,36.0589,196.9837,1.0878,0.2899,0.1285,-0.1749,-0.0004
2015-01-28 16:00:00,36.0634,196.0421,1.0895,0.3168,0.1332,-0.1799,-0.0056
2015-01-28 20:00:00,36.0685,195.1460,1.0978,0.3157,0.1348,-0.1808,-0.0081
2015-01-29 00:00:00,36.0626,191.5037,1.1390,0.2794,0.1358,-0.1793,-0.0041
2015-01-29 04:00:00,36.0512,190.7955,1.1466,0.2670,0.1338,-0.1750,0.0024
2015-01-29 08:00:00,36.0418,189.6745,1.1559,0.2502,0.1321,-0.1714,0.0069
2015-01-29 12:00:00,36.0558,186.3217,1.1912,0.2467,0.1377,-0.1762,0.0017
2015-01-29 16:00:00,36.0377,193.8437,1.0873,0.2674,0.1270,-0.1679,0.0072
2015-01-29 20:00:00,36.0086,196.4936,1.0360,0.2335,0.1194,-0.1593,0.0147
2015-01-30 00:00:00,35.9838,196.4513,1.0207,0.1872,0.1151,-0.1528,0.0216
2015-01-30 04:00:00,35.9827,193.6685,1.0574,0.1704,0.1170,-0.1525,0.0225
2015-01-30 08:00:00,35.9865,192.7917,1.0645,0.1645,0.1184,-0.1527,0.0224
2015-01-30 12:00:00,35.9909,191.2551,1.0648,0.1325,0.1202,-0.1535,0.0204
2015-01-30 16:00:00,36.0057,186.5867,1.1057,0.0977,0.1246,-0.1572,0.0161
2015-01-30 20:00:00,36.0282,185.0149,1.1312,0.1179,0.1293,-0.1625,0.0093
2015-01-31 00:00:00,36.0292,184.1025,1.1476,0.1217,0.1308,-0.1627,0.0096
2015-01-31 04:00:00,35.9975,179.6844,1.2215,0.0892,0.1289,-0.1548,0.0218
2015-01-31 08:00:00,36.0041,184.0071,1.2061,0.1934,0.1317,-0.1583,0.0176
2015-01-31 12:00:00,36.0115,183.1050,1.2249,0.2202,0.1345,-0.1599,0.0165
2015-01-31 16:00:00,36.0199,183.4053,1.2277,0.2613,0.1359,-0.1618,0.0157
2015-01-31 20:00:00,36.0466,187.8423,1.1811,0.3242,0.1368,-0.1659,0.0087
2015-02-01 00:00:00,36.0559,187.0384,1.1942,0.3324,0.1386,-0.1674,0.0067
2015-02-01 04:00:00,36.0454,181.2211,1.2731,0.3073,0.1422,-0.1653,0.0129
2015-02-01 08:00:00,36.0638,178.5585,1.3421,0.3449,0.1487,-0.1682,0.0125
2015-02-01 12:00:00,36.0748,175.5463,1.4131,0.3730,0.1550,-0.1710,0.0117
2015-02-01 16:00:00,36.0701,175.5236,1.3889,0.3617,0.1539,-0.1712,0.0099
2015-02-01 20:00:00,36.0726,175.3623,1.3273,0.2865,0.1499,-0.1705,0.0061
2015-02-02 00:00:00,36.0733,173.1783,1.3530,0.2718,0.1514,-0.1704,0.0072
2015-02-02 04:00:00,36.0735,169.8246,1.4251,0.2830,0.1559,-0.1705,0.0097
2015-02-02 08:00:00,36.0901,168.7901,1.5130,0.3680,0.1643,-0.1743,0.0089
2015-02-02 12:00:00,36.0960,169.5129,1.5108,0.3979,0.1660,-0.1763,0.0063
2015-02-02 16:00:00,36.1068,173.4899,1.3552,0.3231,0.1575,-0.1758,-0.0002
2015-02-02 20:00:00,36.0793,183.3187,1.1798,0.3185,0.1469,-0.1701,0.0016
2015-02-03 00:00:00,36.0719,180.7683,1.2415,0.3330,0.1505,-0.1693,0.0047
2015-02-03 04:00:00,36.1022,173.0648,1.4391,0.4294,0.1650,-0.1752,0.0063
2015-02-03 08:00:00,36.0966,172.5656,1.4471,0.4357,0.1658,-0.1738,0.0086
2015-02-03 12:00:00,36.0951,171.9973,1.4598,0.4584,0.1678,-0.1737,0.0101
2015-02-03 16:00:00,36.0951,169.7805,1.4792,0.4345,0.1689,-0.1738,0.0096
2015-02-03 20:00:00,36.0679,170.7947,1.4310,0.3646,0.1640,-0.1700,0.0109
2015-02-04 00:00:00,36.0351,170.7006,1.4054,0.3087,0.1599,-0.1659,0.0126
2015-02-04 04:00:00,36.0783,162.3301,1.5546,0.3437,0.1717,-0.1714,0.0120
2015-02-04 08:00:00,36.0976,157.2094,1.6363,0.3655,0.1781,-0.1741,0.0121
2015-02-04 12:00:00,36.0654,163.7724,1.5190,0.3526,0.1702,-0.1697,0.0133
2015-02-04 16:00:00,36.0883,157.4828,1.6197,0.3664,0.1776,-0.1727,0.0134
2015-02-04 20:00:00,36.0891,155.2070,1.6393,0.3555,0.1790,-0.1727,0.0137
2015-02-05 00:00:00,35.9221,175.5793,1.3242,0.2290,0.1481,-0.1519,0.0217
2015-02-05 04:00:00,35.9069,173.5537,1.3518,0.2099,0.1486,-0.1498,0.0241
2015-02-05 08:00:00,36.0632,158.4947,1.6204,0.4066,0.1785,-0.1694,0.0179
2015-02-05 12:00:00,36.0841,154.9092,1.6755,0.4425,0.1838,-0.1722,0.0172
2015-02-05 16:00:00,35.9809,162.0389,1.5223,0.2946,0.1648,-0.1593,0.0221
2015-02-05 20:00:00,35.9383,173.6337,1.3516,0.3306,0.1544,-0.1546,0.0228
2015-02-06 00:00:00,35.8226,190.3707,1.1226,0.2978,0.1338,-0.1403,0.0274
2015-02-06 04:00:00,35.7893,195.1485,1.0599,0.2956,0.1276,-0.1359,0.0269
2015-02-06 08:00:00,35.7474,194.4506,1.0758,0.2718,0.1253,-0.1317,0.0292
2015-02-06 12:00:00,35.7426,192.6384,1.0956,0.2510,0.1260,-0.1311,0.0303
2015-02-06 16:00:00,35.9141,188.4387,1.0794,0.2992,0.1395,-0.1534,0.0067
2015-02-06 20:00:00,36.0340,194.4509,0.9656,0.3458,0.1427,-0.1672,-0.0160
2015-02-07 00:00:00,36.0493,202.7082,0.8825,0.4002,0.1395,-0.1679,-0.0149
2015-02-07 04:00:00,36.0467,202.6363,0.8857,0.4010,0.1400,-0.1676,-0.0131
2015-02-07 08:00:00,36.0532,201.9372,0.8907,0.3987,0.1412,-0.1684,-0.0132
2015-02-07 12:00:00,36.0553,199.7719,0.9070,0.3761,0.1426,-0.1689,-0.0159
2015-02-07 16:00:00,36.0796,198.6890,0.9421,0.4093,0.1457,-0.1727,-0.0199
2015-02-07 20:00:00,36.0805,198.1914,0.9709,0.4116,0.1465,-0.1732,-0.0221
2015-02-08 00:00:00,36.0758,197.7001,0.9677,0.3783,0.1457,-0.1709,-0.0237
2015-02-08 04:00:00,36.0499,200.3916,0.9380,0.3867,0.1433,-0.1674,-0.0160
2015-02-08 08:00:00,36.0393,199.1637,0.9633,0.3899,0.1446,-0.1677,-0.0161
2015-02-08 12:00:00,36.0469,197.4107,0.9859,0.3889,0.1471,-0.1699,-0.0192
2015-02-08 16:00:00,36.0538,198.5325,0.9564,0.3899,0.1459,-0.1696,-0.0192
2015-02-08 20:00:00,36.0564,198.8564,0.9483,0.3991,0.1464,-0.1706,-0.0196
2015-02-09 00:00:00,36.0645,196.9034,0.9744,0.4037,0.1489,-0.1722,-0.0219
2015-02-09 04:00:00,36.0690,193.8063,1.0150,0.3725,0.1503,-0.1718,-0.0226
2015-02-09 08:00:00,36.0725,191.7913,1.0385,0.3628,0.1516,-0.1720,-0.0216
2015-02-09 12:00:00,36.0788,188.9466,1.0662,0.3523,0.1539,-0.1739,-0.0214
2015-02-09 16:00:00,36.1156,190.0210,1.0990,0.3965,0.1542,-0.1750,-0.0221
2015-02-09 20:00:00,36.1190,191.2066,1.0923,0.4110,0.1525,-0.1744,-0.0216
2015-02-10 00:00:00,36.1076,189.4591,1.1299,0.3863,0.1483,-0.1684,-0.0111
2015-02-10 04:00:00,36.0376,190.1560,1.1137,0.3809,0.1427,-0.1599,0.0005
2015-02-10 08:00:00,36.0156,188.8309,1.1236,0.3782,0.1444,-0.1590,0.0027
2015-02-10 12:00:00,36.0161,183.6950,1.1838,0.3283,0.1456,-0.1581,0.0047
2015-02-10 16:00:00,36.0241,189.3885,1.1060,0.3488,0.1356,-0.1564,0.0024
2015-02-10 20:00:00,36.0251,195.1969,1.0214,0.3905,0.1361,-0.1598,-0.0076
2015-02-11 00:00:00,36.0412,201.8252,0.9396,0.4415,0.1366,-0.1623,-0.0085
2015-02-11 04:00:00,36.0410,201.6373,0.9483,0.4435,0.1364,-0.1620,-0.0074
2015-02-11 08:00:00,36.0415,201.2387,0.9586,0.4483,0.1369,-0.1622,-0.0067
2015-02-11 12:00:00,36.0412,199.4821,0.9797,0.4391,0.1379,-0.1622,-0.0082
2015-02-11 16:00:00,36.0484,196.8638,1.0155,0.4312,0.1405,-0.1632,-0.0099
2015-02-11 20:00:00,36.0591,197.0563,1.0111,0.4435,0.1419,-0.1647,-0.0118
2015-02-12 00:00:00,36.0674,195.1196,1.0400,0.4307,0.1437,-0.1653,-0.0121
2015-02-12 04:00:00,36.0578,193.0642,1.0707,0.4055,0.1424,-0.1629,-0.0083
2015-02-12 08:00:00,36.0048,194.2090,1.0465,0.3578,0.1301,-0.1540,0.0019
2015-02-12 12:00:00,35.9927,192.2749,1.0623,0.3291,0.1286,-0.1524,0.0049
2015-02-12 16:00:00,35.9807,187.5171,1.1121,0.2498,0.1279,-0.1512,0.0082
2015-02-12 20:00:00,35.9455,190.0141,1.0701,0.2157,0.1180,-0.1464,0.0156
2015-02-13 00:00:00,35.9408,190.7209,1.0661,0.2189,0.1177,-0.1463,0.0166
2015-02-13 04:00:00,35.9322,189.6312,1.0817,0.1982,0.1168,-0.1449,0.0185
2015-02-13 08:00:00,35.9318,186.0597,1.1257,0.1731,0.1193,-0.1449,0.0196
2015-02-13 12:00:00,35.9173,180.8978,1.1788,0.1140,0.1202,-0.1442,0.0221
2015-02-13 16:00:00,35.9409,183.0346,1.1605,0.2043,0.1268,-0.1491,0.0166
2015-02-13 20:00:00,35.9772,185.4464,1.1358,0.2940,0.1322,-0.1538,0.0113
2015-02-14 00:00:00,36.0268,199.8262,0.9900,0.4888,0.1318,-0.1571,0.0054
2015-02-14 04:00:00,36.0310,200.5757,0.9888,0.5081,0.1332,-0.1580,0.0054
2015-02-14 08:00:00,36.0369,200.9813,0.9937,0.5165,0.1354,-0.1593,0.0041
2015-02-14 12:00:00,36.0381,200.5648,0.9982,0.5060,0.1361,-0.1598,0.0028
2015-02-14 16:00:00,36.0310,198.4794,1.0149,0.4751,0.1362,-0.1595,0.0017
2015-02-14 20:00:00,36.0051,200.8725,0.9861,0.4227,0.1278,-0.1545,0.0085
2015-02-15 00:00:00,36.0018,202.1375,0.9818,0.4181,0.1260,-0.1533,0.0110
2015-02-15 04:00:00,36.0084,202.7082,0.9840,0.4297,0.1272,-0.1540,0.0108
2015-02-15 08:00:00,36.0139,202.2998,0.9952,0.4375,0.1287,-0.1545,0.0102
2015-02-15 12:00:00,36.0121,201.1859,1.0064,0.4227,0.1288,-0.1540,0.0109
2015-02-15 16:00:00,36.0430,199.7144,1.0366,0.4431,0.1337,-0.1562,0.0080
2015-02-15 20:00:00,36.0674,199.6057,1.0414,0.4815,0.1370,-0.1583,0.0047
2015-02-16 00:00:00,36.0333,202.8826,0.9922,0.4519,0.1299,-0.1546,0.0091
2015-02-16 04:00:00,35.9907,201.2525,0.9774,0.3080,0.1119,-0.1450,0.0203
2015-02-16 08:00:00,35.9920,200.3150,0.9951,0.3100,0.1145,-0.1457,0.0201
2015-02-16 12:00:00,36.0091,200.0660,1.0195,0.3775,0.1223,-0.1493,0.0172
2015-02-16 16:00:00,36.0082,193.6192,1.0866,0.3027,0.1245,-0.1491,0.0185
2015-02-16 20:00:00,35.9990,192.9697,1.0886,0.2885,0.1207,-0.1474,0.0217
