Date,POC settling,PHY setting,DOC,DON,DOP
2022-01-05 12:00:00,-0.5775,0.0609,11.3190,3.5291,0.1611
2022-01-05 16:00:00,-0.5740,0.0470,11.2984,3.5120,0.1606
2022-01-05 20:00:00,-0.5700,0.0523,11.3132,3.4564,0.1597
2022-01-06 00:00:00,-0.5645,0.0495,11.2646,3.4567,0.1595
2022-01-06 04:00:00,-0.5599,0.0463,11.2289,3.4548,0.1593
2022-01-06 08:00:00,-0.5559,0.0430,11.2027,3.4752,0.1596
2022-01-06 12:00:00,-0.5527,0.0370,11.1897,3.5115,0.1601
2022-01-06 16:00:00,-0.5488,0.0364,11.1916,3.4672,0.1590
2022-01-06 20:00:00,-0.5410,0.0484,11.1698,3.4889,0.1592
2022-01-07 00:00:00,-0.5362,0.0663,11.1709,3.5053,0.1595
2022-01-07 04:00:00,-0.5328,0.0658,11.1911,3.5658,0.1603
2022-01-07 08:00:00,-0.5296,0.0601,11.1764,3.6342,0.1610
2022-01-07 12:00:00,-0.5270,0.0438,11.1511,3.5926,0.1606
2022-01-07 16:00:00,-0.5246,0.0370,11.1021,3.6629,0.1604
2022-01-07 20:00:00,-0.5216,0.0275,11.0885,3.8758,0.1616
2022-01-08 00:00:00,-0.5182,0.0283,11.0860,4.0910,0.1632
2022-01-08 04:00:00,-0.5147,0.0249,11.0564,3.7541,0.1613
2022-01-08 08:00:00,-0.5118,0.0283,11.0411,3.6537,0.1608
2022-01-08 12:00:00,-0.5089,0.0326,11.0303,3.7004,0.1608
2022-01-08 16:00:00,-0.5046,0.0318,11.0119,3.7755,0.1611
2022-01-08 20:00:00,-0.5015,0.0273,10.9945,3.7562,0.1609
2022-01-09 00:00:00,-0.4994,0.0242,10.9721,3.7354,0.1605
2022-01-09 04:00:00,-0.4969,0.0226,10.9465,3.6996,0.1604
2022-01-09 08:00:00,-0.4939,0.0231,10.9122,3.6514,0.1599
2022-01-09 12:00:00,-0.4907,0.0178,10.8974,3.6166,0.1592
2022-01-09 16:00:00,-0.4885,0.0155,10.8244,3.6559,0.1591
2022-01-09 20:00:00,-0.4904,0.0099,10.7990,3.6270,0.1586
2022-01-10 00:00:00,-0.5012,-0.0050,10.7498,3.6435,0.1585
2022-01-10 04:00:00,-0.5560,-0.0355,10.7362,3.6336,0.1584
2022-01-10 08:00:00,-0.5178,-0.0085,10.7661,3.5359,0.1574
2022-01-10 12:00:00,-0.5210,-0.0153,10.7576,3.5398,0.1574
2022-01-10 16:00:00,-0.5180,-0.0254,10.7638,3.5049,0.1565
2022-01-10 20:00:00,-0.5312,-0.0353,10.7415,3.5423,0.1571
2022-01-11 00:00:00,-0.5269,-0.0396,10.7261,3.4655,0.1558
2022-01-11 04:00:00,-0.5222,-0.0378,10.7232,3.3892,0.1543
2022-01-11 08:00:00,-0.5380,-0.0480,10.6794,3.3937,0.1539
2022-01-11 12:00:00,-0.5360,-0.0494,10.6579,3.3511,0.1530
2022-01-11 16:00:00,-0.5365,-0.0548,10.6479,3.5046,0.1548
2022-01-11 20:00:00,-0.5399,-0.0614,10.6349,3.4945,0.1547
2022-01-12 00:00:00,-0.5485,-0.0659,10.6195,3.4727,0.1543
2022-01-12 04:00:00,-0.5878,-0.0848,10.6015,3.3955,0.1533
2022-01-12 08:00:00,-0.5986,-0.1015,10.5715,3.3122,0.1519
2022-01-12 12:00:00,-0.6236,-0.1218,10.5756,3.3392,0.1527
2022-01-12 16:00:00,-0.6811,-0.1545,10.5560,3.2987,0.1520
2022-01-12 20:00:00,-0.6828,-0.1600,10.5307,3.2991,0.1516
2022-01-13 00:00:00,-0.6726,-0.1559,10.5215,3.3198,0.1521
2022-01-13 04:00:00,-0.6937,-0.1699,10.5137,3.3424,0.1524
2022-01-13 08:00:00,-0.7099,-0.1761,10.5131,3.4658,0.1543
2022-01-13 12:00:00,-0.7147,-0.1844,10.4941,3.5328,0.1550
2022-01-13 16:00:00,-0.7121,-0.1904,10.4764,3.5027,0.1546
2022-01-13 20:00:00,-0.6682,-0.1769,10.4140,3.2986,0.1507
2022-01-14 00:00:00,-0.5719,-0.1555,10.2749,3.3469,0.1507
2022-01-14 04:00:00,-0.5721,-0.1508,10.3102,3.4458,0.1520
2022-01-14 08:00:00,-0.5799,-0.1516,10.3920,3.5639,0.1535
2022-01-14 12:00:00,-0.6015,-0.1696,10.3842,3.5938,0.1540
2022-01-14 16:00:00,-0.5845,-0.1788,10.3607,3.5826,0.1539
2022-01-14 20:00:00,-0.5892,-0.1960,10.3479,3.5760,0.1537
2022-01-15 00:00:00,-0.5992,-0.1946,10.3352,3.5769,0.1536
2022-01-15 04:00:00,-0.5975,-0.1896,10.3154,3.5656,0.1535
2022-01-15 08:00:00,-0.5967,-0.1860,10.1120,3.2843,0.1492
2022-01-15 12:00:00,-0.5954,-0.1910,10.1697,3.2830,0.1494
2022-01-15 16:00:00,-0.6039,-0.2063,10.2164,3.4307,0.1514
2022-01-15 20:00:00,-0.5985,-0.2220,10.2483,3.5483,0.1531
2022-01-16 00:00:00,-0.5964,-0.2165,10.2831,3.6417,0.1545
2022-01-16 04:00:00,-0.5990,-0.2114,10.2754,3.6356,0.1544
2022-01-16 08:00:00,-0.6083,-0.2095,10.2399,3.5726,0.1534
2022-01-16 12:00:00,-0.6237,-0.2187,10.2638,3.6829,0.1549
2022-01-16 16:00:00,-0.6251,-0.2427,10.2481,3.6512,0.1544
2022-01-16 20:00:00,-0.6291,-0.2548,10.2315,3.6184,0.1540
2022-01-17 00:00:00,-0.6352,-0.2498,10.2090,3.5845,0.1535
2022-01-17 04:00:00,-0.6428,-0.2454,10.2060,3.6118,0.1539
2022-01-17 08:00:00,-0.6497,-0.2444,10.1955,3.6958,0.1550
2022-01-17 12:00:00,-0.6647,-0.2500,10.1328,3.4952,0.1514
2022-01-17 16:00:00,-0.6613,-0.2542,10.1460,3.6280,0.1533
2022-01-17 20:00:00,-0.6442,-0.2478,10.1426,3.7193,0.1544
2022-01-18 00:00:00,-0.6438,-0.2492,10.1321,3.7731,0.1551
2022-01-18 04:00:00,-0.6804,-0.2541,10.1162,3.8169,0.1555
2022-01-18 08:00:00,-0.6789,-0.2579,10.1048,3.8520,0.1559
2022-01-18 12:00:00,-0.6485,-0.2610,10.0957,3.8143,0.1555
2022-01-18 16:00:00,-0.6379,-0.2633,10.0625,3.7020,0.1539
2022-01-18 20:00:00,-0.6321,-0.2686,10.0472,3.7489,0.1543
2022-01-19 00:00:00,-0.6361,-0.2673,10.0269,3.7389,0.1541
2022-01-19 04:00:00,-0.6308,-0.2671,10.0119,3.7100,0.1537
2022-01-19 08:00:00,-0.6242,-0.2616,9.9787,3.6209,0.1522
2022-01-19 12:00:00,-0.6213,-0.2635,9.9560,3.5678,0.1515
2022-01-19 16:00:00,-0.6125,-0.2768,9.9480,3.5486,0.1514
2022-01-19 20:00:00,-0.6111,-0.2792,9.9496,3.5853,0.1522
2022-01-20 00:00:00,-0.6104,-0.2629,9.9327,3.5578,0.1518
2022-01-20 04:00:00,-0.6056,-0.2588,9.9167,3.5327,0.1514
2022-01-20 08:00:00,-0.6020,-0.2572,9.9035,3.5097,0.1511
2022-01-20 12:00:00,-0.5977,-0.2627,9.8591,3.4671,0.1501
2022-01-20 16:00:00,-0.5927,-0.2759,9.8284,3.5086,0.1504
2022-01-20 20:00:00,-0.5990,-0.2582,9.8044,3.5030,0.1502
2022-01-21 00:00:00,-0.5994,-0.2525,9.7816,3.4828,0.1497
2022-01-21 04:00:00,-0.5979,-0.2482,9.7615,3.4523,0.1491
2022-01-21 08:00:00,-0.5914,-0.2469,9.7461,3.4360,0.1488
2022-01-21 12:00:00,-0.5842,-0.2519,9.6940,3.1005,0.1447
2022-01-21 16:00:00,-0.5799,-0.2522,9.6755,3.1030,0.1445
2022-01-21 20:00:00,-0.5800,-0.2551,9.6775,3.2513,0.1463
2022-01-22 00:00:00,-0.5783,-0.2520,9.6599,3.2189,0.1459
2022-01-22 04:00:00,-0.5763,-0.2485,9.6454,3.2037,0.1457
2022-01-22 08:00:00,-0.5703,-0.2457,9.6452,3.3187,0.1471
2022-01-22 12:00:00,-0.5628,-0.2470,9.6480,3.4025,0.1483
2022-01-22 16:00:00,-0.5626,-0.2452,9.6172,3.2774,0.1467
2022-01-22 20:00:00,-0.5544,-0.2408,9.5766,3.1275,0.1444
2022-01-23 00:00:00,-0.5510,-0.2357,9.5546,3.1790,0.1445
2022-01-23 04:00:00,-0.5502,-0.2341,9.5584,3.1705,0.1448
2022-01-23 08:00:00,-0.5520,-0.2408,9.5493,3.2332,0.1460
2022-01-23 12:00:00,-0.5505,-0.2379,9.4914,3.2302,0.1441
2022-01-23 16:00:00,-0.5486,-0.2388,9.4613,3.2212,0.1433
2022-01-23 20:00:00,-0.5473,-0.2496,9.4364,3.2282,0.1429
2022-01-24 00:00:00,-0.5680,-0.3026,9.4187,3.2361,0.1429
2022-01-24 04:00:00,-0.5764,-0.3133,9.4234,3.2253,0.1433
2022-01-24 08:00:00,-0.5459,-0.3607,9.4375,3.1789,0.1439
2022-01-24 12:00:00,-0.5314,-0.3790,9.4032,3.1928,0.1428
2022-01-24 16:00:00,-0.5314,-0.3939,9.3873,3.1709,0.1425
2022-01-24 20:00:00,-0.5529,-0.4067,9.3780,3.1551,0.1426
2022-01-25 00:00:00,-0.5468,-0.4293,9.3734,3.1300,0.1428
2022-01-25 04:00:00,-0.5359,-0.4147,9.3701,3.1094,0.1429
2022-01-25 08:00:00,-0.5268,-0.4160,9.3592,3.1024,0.1427
2022-01-25 12:00:00,-0.5269,-0.4193,9.3665,3.1629,0.1445
2022-01-25 16:00:00,-0.5280,-0.4214,9.3302,3.1406,0.1430
2022-01-25 20:00:00,-0.5337,-0.4575,9.3142,3.1276,0.1427
2022-01-26 00:00:00,-0.5270,-0.4567,9.3019,3.1274,0.1429
2022-01-26 04:00:00,-0.5281,-0.4489,9.2918,3.1405,0.1433
2022-01-26 08:00:00,-0.5325,-0.4430,9.2813,3.1593,0.1436
2022-01-26 12:00:00,-0.5341,-0.4482,9.2901,3.2513,0.1456
2022-01-26 16:00:00,-0.5282,-0.4498,9.2744,3.2517,0.1453
2022-01-26 20:00:00,-0.5377,-0.4836,9.2483,3.1828,0.1437
2022-01-27 00:00:00,-0.5296,-0.4785,9.2395,3.1921,0.1440
2022-01-27 04:00:00,-0.5273,-0.4616,9.2329,3.2117,0.1444
2022-01-27 08:00:00,-0.5270,-0.4451,9.2234,3.2208,0.1445
2022-01-27 12:00:00,-0.5249,-0.4358,9.2169,3.2345,0.1449
2022-01-27 16:00:00,-0.5477,-0.4859,9.2024,3.2198,0.1444
2022-01-27 20:00:00,-0.5373,-0.4910,9.1919,3.2296,0.1445
2022-01-28 00:00:00,-0.5369,-0.4746,9.1807,3.2349,0.1446
2022-01-28 04:00:00,-0.5359,-0.4633,9.1716,3.2408,0.1447
2022-01-28 08:00:00,-0.5339,-0.4570,9.1639,3.2433,0.1447
2022-01-28 12:00:00,-0.5303,-0.4542,9.1498,3.2256,0.1444
2022-01-28 16:00:00,-0.5292,-0.4591,9.1400,3.2408,0.1446
2022-01-28 20:00:00,-0.5451,-0.4871,9.0828,3.2420,0.1438
2022-01-29 00:00:00,-0.5333,-0.5105,9.0084,3.2411,0.1431
2022-01-29 04:00:00,-0.5342,-0.5034,9.0100,3.2388,0.1432
2022-01-29 08:00:00,-0.5275,-0.4589,9.0029,3.2363,0.1431
2022-01-29 12:00:00,-0.5263,-0.4627,8.9951,3.2477,0.1431
2022-01-29 16:00:00,-0.5246,-0.4662,8.9875,3.2513,0.1431
2022-01-29 20:00:00,-0.5234,-0.4622,8.9747,3.2380,0.1430
2022-01-30 00:00:00,-0.5362,-0.4763,8.9588,3.2348,0.1429
2022-01-30 04:00:00,-0.5415,-0.4913,8.9412,3.2297,0.1427
2022-01-30 08:00:00,-0.5435,-0.4828,8.9105,3.2276,0.1423
2022-01-30 12:00:00,-0.5502,-0.4745,8.8770,3.2435,0.1419
2022-01-30 16:00:00,-0.6227,-0.4803,8.8961,3.2311,0.1423
2022-01-30 20:00:00,-0.6514,-0.5021,8.8847,3.2286,0.1423
2022-01-31 00:00:00,-0.6162,-0.5185,8.8721,3.2274,0.1423
2022-01-31 04:00:00,-0.5508,-0.5410,8.8618,3.2281,0.1423
2022-01-31 08:00:00,-0.5379,-0.5288,8.8615,3.2245,0.1424
2022-01-31 12:00:00,-0.5520,-0.5310,8.8552,3.2224,0.1424
2022-01-31 16:00:00,-0.5721,-0.5341,8.8490,3.2195,0.1422
2022-01-31 20:00:00,-0.5842,-0.5317,8.8403,3.2182,0.1421
2022-02-01 00:00:00,-0.5347,-0.5523,8.8311,3.2230,0.1421
2022-02-01 04:00:00,-0.5401,-0.5475,8.8091,3.2369,0.1419
2022-02-01 08:00:00,-0.5354,-0.5371,8.7966,3.3985,0.1416
2022-02-01 12:00:00,-0.5338,-0.5445,8.7623,3.3493,0.1414
2022-02-01 16:00:00,-0.5363,-0.5500,8.7876,3.4659,0.1411
2022-02-01 20:00:00,-0.5360,-0.5366,8.7726,3.4358,0.1399
2022-02-02 00:00:00,-0.5310,-0.5334,8.7491,3.2807,0.1392
2022-02-02 04:00:00,-0.5284,-0.5656,8.7432,3.2957,0.1394
2022-02-02 08:00:00,-0.5248,-0.5570,8.7363,3.3085,0.1391
2022-02-02 12:00:00,-0.5223,-0.5624,8.7302,3.2932,0.1388
2022-02-02 16:00:00,-0.5229,-0.5491,8.7327,3.4117,0.1404
2022-02-02 20:00:00,-0.5208,-0.5451,8.7281,3.5661,0.1419
2022-02-03 00:00:00,-0.5190,-0.5514,8.6656,3.8006,0.1437
2022-02-03 04:00:00,-0.5161,-0.5440,8.6274,3.7771,0.1430
2022-02-03 08:00:00,-0.5126,-0.5356,8.6211,3.7631,0.1429
2022-02-03 12:00:00,-0.5079,-0.5566,8.6438,3.7106,0.1428
2022-02-03 16:00:00,-0.5062,-0.5530,8.6220,3.7188,0.1427
2022-02-03 20:00:00,-0.5035,-0.5658,8.5941,3.6817,0.1421
2022-02-04 00:00:00,-0.5013,-0.5707,8.5876,3.6436,0.1417
2022-02-04 04:00:00,-0.4994,-0.5517,8.5852,3.5894,0.1410
2022-02-04 08:00:00,-0.4975,-0.5329,8.5886,3.6397,0.1417
2022-02-04 12:00:00,-0.4954,-0.5190,8.6242,3.5813,0.1416
2022-02-04 16:00:00,-0.4930,-0.5209,8.6151,3.6003,0.1417
2022-02-04 20:00:00,-0.4822,-0.5502,8.6147,3.5585,0.1411
2022-02-05 00:00:00,-0.4840,-0.5354,8.5624,3.4408,0.1391
2022-02-05 04:00:00,-0.5182,-0.4878,8.5473,3.4425,0.1391
2022-02-05 08:00:00,-0.5378,-0.4551,8.5378,3.4886,0.1398
2022-02-05 12:00:00,-0.5402,-0.4443,8.5304,3.4987,0.1400
2022-02-05 16:00:00,-0.5296,-0.4556,8.5456,3.4342,0.1393
2022-02-05 20:00:00,-0.5296,-0.4569,8.5143,3.3834,0.1382
2022-02-06 00:00:00,-0.5282,-0.4446,8.5034,3.3791,0.1382
2022-02-06 04:00:00,-0.5158,-0.4461,8.4990,3.3778,0.1383
2022-02-06 08:00:00,-0.5043,-0.4527,8.4978,3.3732,0.1383
2022-02-06 12:00:00,-0.4904,-0.4638,8.4925,3.3721,0.1384
2022-02-06 16:00:00,-0.4977,-0.4571,8.4835,3.3581,0.1382
2022-02-06 20:00:00,-0.5109,-0.4446,8.4626,3.3583,0.1376
2022-02-07 00:00:00,-0.5054,-0.5088,8.4494,3.3489,0.1376
2022-02-07 04:00:00,-0.4818,-0.6205,8.4422,3.3481,0.1376
2022-02-07 08:00:00,-0.4794,-0.6001,8.4380,3.3493,0.1376
2022-02-07 12:00:00,-0.4779,-0.5950,8.4315,3.3454,0.1376
2022-02-07 16:00:00,-0.4757,-0.5893,8.4324,3.3472,0.1378
2022-02-07 20:00:00,-0.4758,-0.5840,8.4181,3.3371,0.1375
2022-02-08 00:00:00,-0.4767,-0.5581,8.4075,3.3253,0.1374
2022-02-08 04:00:00,-0.4778,-0.5414,8.4006,3.3193,0.1374
2022-02-08 08:00:00,-0.4768,-0.5287,8.3942,3.3135,0.1374
2022-02-08 12:00:00,-0.4756,-0.5266,8.3894,3.2883,0.1371
2022-02-08 16:00:00,-0.4746,-0.5273,8.3813,3.2819,0.1363
2022-02-08 20:00:00,-0.4802,-0.5486,8.3726,3.2647,0.1361
2022-02-09 00:00:00,-0.4723,-0.5770,8.3639,3.2436,0.1360
2022-02-09 04:00:00,-0.4759,-0.5931,8.3576,3.2145,0.1357
2022-02-09 08:00:00,-0.4737,-0.5810,8.3509,3.1951,0.1354
2022-02-09 12:00:00,-0.4722,-0.5735,8.3438,3.1783,0.1351
2022-02-09 16:00:00,-0.4720,-0.5728,8.3436,3.0426,0.1334
2022-02-09 20:00:00,-0.4705,-0.6232,8.3353,3.0156,0.1330
2022-02-10 00:00:00,-0.4703,-0.6150,8.3284,2.9797,0.1325
2022-02-10 04:00:00,-0.4697,-0.6005,8.3230,2.9481,0.1320
2022-02-10 08:00:00,-0.4686,-0.5847,8.3189,2.9614,0.1321
2022-02-10 12:00:00,-0.4679,-0.5595,8.3105,3.0020,0.1327
2022-02-10 16:00:00,-0.4663,-0.5477,8.3008,2.9185,0.1315
2022-02-10 20:00:00,-0.4640,-0.5731,8.2867,2.8858,0.1310
2022-02-11 00:00:00,-0.4637,-0.5727,8.2618,2.8569,0.1306
2022-02-11 04:00:00,-0.4717,-0.6014,8.2519,2.8660,0.1308
2022-02-11 08:00:00,-0.4733,-0.5947,8.2411,2.9385,0.1320
2022-02-11 12:00:00,-0.4690,-0.5596,8.2522,2.9598,0.1325
2022-02-11 16:00:00,-0.4664,-0.5610,8.2510,2.9534,0.1324
2022-02-11 20:00:00,-0.4686,-0.5859,8.2426,2.9477,0.1323
2022-02-12 00:00:00,-0.4670,-0.5859,8.2297,2.9225,0.1318
2022-02-12 04:00:00,-0.4995,-0.5982,8.2187,2.9026,0.1314
2022-02-12 08:00:00,-0.4976,-0.5921,8.2136,2.9463,0.1319
2022-02-12 12:00:00,-0.4857,-0.5643,8.1995,2.9621,0.1324
2022-02-12 16:00:00,-0.4886,-0.5878,8.1654,3.0082,0.1329
2022-02-12 20:00:00,-0.4888,-0.6714,8.1492,3.0560,0.1324
2022-02-13 00:00:00,-0.4694,-0.7241,8.1509,3.0306,0.1321
2022-02-13 04:00:00,-0.4691,-0.6981,8.1422,3.0612,0.1322
2022-02-13 08:00:00,-0.4694,-0.6662,8.0590,3.7586,0.1375
2022-02-13 12:00:00,-0.4703,-0.6455,8.0394,3.7949,0.1379
2022-02-13 16:00:00,-0.4682,-0.6434,8.0129,3.6801,0.1372
2022-02-13 20:00:00,-0.4694,-0.6776,7.9954,3.5841,0.1366
2022-02-14 00:00:00,-0.4719,-0.7046,8.0118,3.7085,0.1372
2022-02-14 04:00:00,-0.4708,-0.6917,8.0184,3.7430,0.1373
2022-02-14 08:00:00,-0.4709,-0.6797,8.0201,3.7152,0.1370
2022-02-14 12:00:00,-0.4716,-0.6697,7.9997,3.7295,0.1372
2022-02-14 16:00:00,-0.4680,-0.6615,7.9676,3.7387,0.1373
2022-02-14 20:00:00,-0.4655,-0.6563,7.9759,3.6312,0.1365
2022-02-15 00:00:00,-0.4615,-0.6534,7.9668,3.5485,0.1358
2022-02-15 04:00:00,-0.4595,-0.6395,7.9572,3.5520,0.1359
2022-02-15 08:00:00,-0.4590,-0.6201,7.9525,3.5711,0.1360
2022-02-15 12:00:00,-0.4573,-0.6222,7.9593,3.4902,0.1351
2022-02-15 16:00:00,-0.4544,-0.6269,7.9409,3.3533,0.1342
2022-02-15 20:00:00,-0.4526,-0.6259,7.9432,3.2287,0.1334
2022-02-16 00:00:00,-0.4514,-0.6029,7.9303,3.2770,0.1337
2022-02-16 04:00:00,-0.4496,-0.5760,7.9161,3.3109,0.1338
2022-02-16 08:00:00,-0.4457,-0.5721,7.8867,3.3815,0.1343
2022-02-16 12:00:00,-0.4425,-0.5838,7.8880,3.3754,0.1342
2022-02-16 16:00:00,-0.4379,-0.6044,7.8894,3.3460,0.1340
2022-02-16 20:00:00,-0.4308,-0.5262,7.8749,3.3130,0.1336
2022-02-17 00:00:00,-0.4293,-0.5120,7.8579,3.3324,0.1336
2022-02-17 04:00:00,-0.4294,-0.5163,7.8439,3.3546,0.1338
2022-02-17 08:00:00,-0.4303,-0.5311,7.8395,3.3647,0.1339
2022-02-17 12:00:00,-0.4301,-0.5425,7.8104,3.3600,0.1330
2022-02-17 16:00:00,-0.4287,-0.5416,7.7788,3.1358,0.1295
2022-02-17 20:00:00,-0.4269,-0.5198,7.8323,3.0979,0.1292
2022-02-18 00:00:00,-0.4242,-0.5068,7.8653,3.0323,0.1283
2022-02-18 04:00:00,-0.4221,-0.4928,7.9099,2.8548,0.1257
2022-02-18 08:00:00,-0.4208,-0.5009,7.8637,3.2422,0.1306
2022-02-18 12:00:00,-0.4196,-0.5104,7.8151,3.3077,0.1317
2022-02-18 16:00:00,-0.4180,-0.5146,7.7660,3.3406,0.1322
2022-02-18 20:00:00,-0.4175,-0.5258,7.7550,3.3032,0.1319
2022-02-19 00:00:00,-0.4140,-0.4789,7.8521,3.0829,0.1290
2022-02-19 04:00:00,-0.4121,-0.4749,7.9381,2.9208,0.1264
2022-02-19 08:00:00,-0.4105,-0.4789,7.8957,3.0231,0.1275
2022-02-19 12:00:00,-0.4105,-0.4992,7.8610,3.1408,0.1286
2022-02-19 16:00:00,-0.4084,-0.4816,7.8456,3.2162,0.1291
2022-02-19 20:00:00,-0.4060,-0.4512,7.8375,3.2516,0.1293
2022-02-20 00:00:00,-0.4039,-0.4373,7.8327,3.2630,0.1293
2022-02-20 04:00:00,-0.4025,-0.4339,7.8294,3.2223,0.1290
2022-02-20 08:00:00,-0.4031,-0.4496,7.8263,3.1944,0.1288
2022-02-20 12:00:00,-0.4029,-0.4570,7.8372,3.1609,0.1283
2022-02-20 16:00:00,-0.4027,-0.4637,7.8385,3.2257,0.1283
2022-02-20 20:00:00,-0.4003,-0.4405,7.8324,3.2441,0.1284
2022-02-21 00:00:00,-0.3985,-0.4273,7.8251,3.2463,0.1284
2022-02-21 04:00:00,-0.3960,-0.4100,7.8187,3.2406,0.1284
2022-02-21 08:00:00,-0.3949,-0.4141,7.8144,3.2379,0.1283
2022-02-21 12:00:00,-0.3954,-0.4318,7.8091,3.2415,0.1283
2022-02-21 16:00:00,-0.3955,-0.4358,7.7950,3.2304,0.1282
2022-02-21 20:00:00,-0.3973,-0.4905,7.7833,3.1888,0.1278
2022-02-22 00:00:00,-0.3965,-0.4654,7.7671,3.1033,0.1268
2022-02-22 04:00:00,-0.3937,-0.4410,7.7440,3.0706,0.1263
2022-02-22 08:00:00,-0.3913,-0.4308,7.7524,3.2615,0.1282
2022-02-22 12:00:00,-0.3941,-0.4476,7.7444,3.3851,0.1288
2022-02-22 16:00:00,-0.4017,-0.4943,7.6881,3.2408,0.1271
2022-02-22 20:00:00,-0.4069,-0.6456,7.6958,3.2706,0.1272
2022-02-23 00:00:00,-0.3993,-0.8628,7.7252,3.0020,0.1254
2022-02-23 04:00:00,-0.3983,-0.8322,7.7210,2.9513,0.1250
2022-02-23 08:00:00,-0.3974,-0.8024,7.8625,2.6821,0.1229
2022-02-23 12:00:00,-0.3974,-0.7676,7.9361,2.5869,0.1217
2022-02-23 16:00:00,-0.4004,-0.7354,7.9289,2.6020,0.1218
2022-02-23 20:00:00,-0.4012,-0.7271,7.8816,2.6483,0.1223
2022-02-24 00:00:00,-0.4001,-0.7165,7.8092,2.7294,0.1231
2022-02-24 04:00:00,-0.3989,-0.6546,7.7339,2.7906,0.1236
2022-02-24 08:00:00,-0.3986,-0.6339,7.7862,2.7369,0.1230
2022-02-24 12:00:00,-0.3986,-0.6524,7.8290,2.7142,0.1224
2022-02-24 16:00:00,-0.3974,-0.6346,7.7326,2.9430,0.1244
2022-02-24 20:00:00,-0.3955,-0.6305,7.7278,2.9283,0.1243
2022-02-25 00:00:00,-0.3972,-0.6594,7.7224,2.9214,0.1243
2022-02-25 04:00:00,-0.3981,-0.6703,7.7028,2.9652,0.1245
2022-02-25 08:00:00,-0.3975,-0.6660,7.6479,2.8349,0.1231
2022-02-25 12:00:00,-0.3982,-0.6709,7.6260,2.8138,0.1227
2022-02-25 16:00:00,-0.4019,-0.6852,7.6144,2.7973,0.1223
2022-02-25 20:00:00,-0.4427,-0.7389,7.6110,2.7430,0.1216
2022-02-26 00:00:00,-0.4443,-0.7631,7.6247,2.7384,0.1216
2022-02-26 04:00:00,-0.4091,-0.8301,7.6196,2.9209,0.1235
2022-02-26 08:00:00,-0.4083,-0.8074,7.6723,2.7970,0.1223
2022-02-26 12:00:00,-0.4104,-0.8032,7.7125,2.7777,0.1220
2022-02-26 16:00:00,-0.4139,-0.8407,7.6605,3.1412,0.1252
2022-02-26 20:00:00,-0.3997,-0.8411,7.6051,3.3175,0.1267
2022-02-27 00:00:00,-0.3951,-0.8091,7.5726,3.4109,0.1275
2022-02-27 04:00:00,-0.3925,-0.7790,7.5439,3.6016,0.1290
2022-02-27 08:00:00,-0.3915,-0.7579,7.8162,2.9868,0.1229
2022-02-27 12:00:00,-0.3961,-0.7706,7.5654,3.5436,0.1284
2022-02-27 16:00:00,-0.4105,-0.8067,7.5140,3.5325,0.1284
2022-02-27 20:00:00,-0.4173,-0.8332,7.5089,3.5827,0.1287
2022-02-28 00:00:00,-0.4150,-0.8265,7.5114,3.6103,0.1288
