Date,salinity,oxygen,ammonium,nitrate,phosphate,POC settling,PHY setting
Unit,PSU,mmol/m3,mmol/m3,mmol/m3,mmol/m3,mmol/m2/d,mmol/m2/d
2013-01-01 04:00:00,36.0000,235.5273,0.2052,0.0475,0.0629,-0.6950,0.0929
2013-01-01 08:00:00,36.0000,234.0636,0.2521,0.0454,0.0657,-0.6918,0.0914
2013-01-01 12:00:00,35.9996,228.6134,0.3253,0.0012,0.0696,-0.6874,0.0795
2013-01-01 16:00:00,35.9991,224.8223,0.3871,0.0021,0.0730,-0.6826,0.0713
2013-01-01 20:00:00,35.9994,222.0298,0.4482,0.0052,0.0765,-0.6778,0.0640
2013-01-02 00:00:00,36.0002,216.5589,0.5289,0.0001,0.0808,-0.6729,0.0526
2013-01-02 04:00:00,36.0003,214.1531,0.5780,0.0003,0.0838,-0.6674,0.0508
2013-01-02 08:00:00,36.0006,212.1566,0.6303,0.0010,0.0870,-0.6624,0.0475
2013-01-02 12:00:00,35.9999,209.8089,0.6715,0.0043,0.0899,-0.6578,0.0409
2013-01-02 16:00:00,35.9999,211.4934,0.6724,0.0045,0.0916,-0.6531,0.0444
2013-01-02 20:00:00,35.9992,208.8871,0.7087,0.0012,0.0943,-0.6484,0.0393
2013-01-03 00:00:00,35.9994,205.8200,0.7665,0.0029,0.0979,-0.6437,0.0343
2013-01-03 04:00:00,35.9991,204.9476,0.8105,0.0012,0.1012,-0.6389,0.0347
2013-01-03 08:00:00,35.9991,205.9989,0.8204,0.0143,0.1026,-0.6336,0.0410
2013-01-03 12:00:00,35.9994,203.1946,0.8389,0.0050,0.1042,-0.6283,0.0383
2013-01-03 16:00:00,36.0182,197.4034,0.8330,0.0065,0.1054,-0.6182,0.0516
2013-01-03 20:00:00,36.0228,201.8058,0.8223,0.0574,0.1059,-0.6121,0.0732
2013-01-04 00:00:00,36.0452,208.4311,0.7994,0.1302,0.1056,-0.6053,0.1018
2013-01-04 04:00:00,36.0481,207.1082,0.8428,0.1391,0.1086,-0.6008,0.0996
2013-01-04 08:00:00,36.0489,205.8757,0.8784,0.1471,0.1112,-0.5969,0.0958
