Date,Depth
Units:,m
2022-01-01 04:00:00,3.6222
2022-01-01 08:00:00,3.8060
2022-01-01 12:00:00,4.0503
2022-01-01 16:00:00,4.3656
2022-01-01 20:00:00,4.5651
2022-01-02 00:00:00,4.3033
2022-01-02 04:00:00,3.8177
2022-01-02 08:00:00,3.6877
2022-01-02 12:00:00,4.0193
2022-01-02 16:00:00,4.3502
2022-01-02 20:00:00,4.5826
2022-01-03 00:00:00,4.4278
2022-01-03 04:00:00,3.9216
2022-01-03 08:00:00,3.7248
2022-01-03 12:00:00,4.0248
2022-01-03 16:00:00,4.3388
2022-01-03 20:00:00,4.5996
2022-01-04 00:00:00,4.5055
2022-01-04 04:00:00,4.0183
2022-01-04 08:00:00,3.7566
2022-01-04 12:00:00,3.9912
2022-01-04 16:00:00,4.2837
2022-01-04 20:00:00,4.5349
2022-01-05 00:00:00,4.5154
2022-01-05 04:00:00,4.1145
2022-01-05 08:00:00,3.8345
2022-01-05 12:00:00,3.9919
2022-01-05 16:00:00,4.2492
2022-01-05 20:00:00,4.4941
2022-01-06 00:00:00,4.5428
2022-01-06 04:00:00,4.2472
2022-01-06 08:00:00,3.9878
2022-01-06 12:00:00,4.0353
2022-01-06 16:00:00,4.2343
2022-01-06 20:00:00,4.4173
2022-01-07 00:00:00,4.4255
2022-01-07 04:00:00,4.2042
2022-01-07 08:00:00,4.0162
2022-01-07 12:00:00,4.0540
2022-01-07 16:00:00,4.2207
2022-01-07 20:00:00,4.3610
2022-01-08 00:00:00,4.3758
2022-01-08 04:00:00,4.2520
2022-01-08 08:00:00,4.1434
2022-01-08 12:00:00,4.1960
2022-01-08 16:00:00,4.2860
2022-01-08 20:00:00,4.2790
2022-01-09 00:00:00,4.2041
2022-01-09 04:00:00,4.0796
2022-01-09 08:00:00,4.0327
2022-01-09 12:00:00,4.1402
2022-01-09 16:00:00,4.2466
2022-01-09 20:00:00,4.2627
2022-01-10 00:00:00,4.1372
2022-01-10 04:00:00,4.0132
2022-01-10 08:00:00,3.9961
2022-01-10 12:00:00,4.1725
2022-01-10 16:00:00,4.2965
2022-01-10 20:00:00,4.2667
2022-01-11 00:00:00,4.1103
2022-01-11 04:00:00,3.9513
2022-01-11 08:00:00,3.9857
2022-01-11 12:00:00,4.2406
2022-01-11 16:00:00,4.3759
2022-01-11 20:00:00,4.3530
2022-01-12 00:00:00,4.1519
2022-01-12 04:00:00,4.0131
2022-01-12 08:00:00,4.0595
2022-01-12 12:00:00,4.3087
2022-01-12 16:00:00,4.4600
2022-01-12 20:00:00,4.4412
2022-01-13 00:00:00,4.1941
2022-01-13 04:00:00,3.9783
2022-01-13 08:00:00,3.9651
2022-01-13 12:00:00,4.2136
2022-01-13 16:00:00,4.4308
2022-01-13 20:00:00,4.4783
2022-01-14 00:00:00,4.1870
2022-01-14 04:00:00,3.9180
2022-01-14 08:00:00,3.8810
2022-01-14 12:00:00,4.1235
2022-01-14 16:00:00,4.3897
2022-01-14 20:00:00,4.4836
2022-01-15 00:00:00,4.1805
2022-01-15 04:00:00,3.8674
2022-01-15 08:00:00,3.8181
2022-01-15 12:00:00,4.0869
2022-01-15 16:00:00,4.3480
2022-01-15 20:00:00,4.4585
2022-01-16 00:00:00,4.1775
2022-01-16 04:00:00,3.8050
2022-01-16 08:00:00,3.7489
2022-01-16 12:00:00,4.0092
2022-01-16 16:00:00,4.2965
2022-01-16 20:00:00,4.4498
2022-01-17 00:00:00,4.1801
2022-01-17 04:00:00,3.7877
2022-01-17 08:00:00,3.7050
2022-01-17 12:00:00,3.9967
2022-01-17 16:00:00,4.2651
2022-01-17 20:00:00,4.4334
2022-01-18 00:00:00,4.2624
2022-01-18 04:00:00,3.8362
2022-01-18 08:00:00,3.7279
2022-01-18 12:00:00,4.0170
2022-01-18 16:00:00,4.2787
2022-01-18 20:00:00,4.4549
2022-01-19 00:00:00,4.3378
2022-01-19 04:00:00,3.9302
2022-01-19 08:00:00,3.8103
2022-01-19 12:00:00,4.0868
2022-01-19 16:00:00,4.2915
2022-01-19 20:00:00,4.4504
2022-01-20 00:00:00,4.4023
2022-01-20 04:00:00,4.0626
2022-01-20 08:00:00,3.9223
2022-01-20 12:00:00,4.1177
2022-01-20 16:00:00,4.2849
2022-01-20 20:00:00,4.4165
2022-01-21 00:00:00,4.4464
2022-01-21 04:00:00,4.1461
2022-01-21 08:00:00,3.9795
2022-01-21 12:00:00,4.1326
2022-01-21 16:00:00,4.2676
2022-01-21 20:00:00,4.3683
2022-01-22 00:00:00,4.4135
2022-01-22 04:00:00,4.2082
2022-01-22 08:00:00,4.0706
2022-01-22 12:00:00,4.1950
2022-01-22 16:00:00,4.2823
2022-01-22 20:00:00,4.3283
2022-01-23 00:00:00,4.3732
2022-01-23 04:00:00,4.2452
2022-01-23 08:00:00,4.1562
2022-01-23 12:00:00,4.2708
2022-01-23 16:00:00,4.3262
2022-01-23 20:00:00,4.2940
2022-01-24 00:00:00,4.2332
2022-01-24 04:00:00,4.1271
2022-01-24 08:00:00,4.0395
2022-01-24 12:00:00,4.1660
2022-01-24 16:00:00,4.2725
2022-01-24 20:00:00,4.2182
2022-01-25 00:00:00,4.0650
2022-01-25 04:00:00,4.0116
2022-01-25 08:00:00,4.0180
2022-01-25 12:00:00,4.2062
2022-01-25 16:00:00,4.3370
2022-01-25 20:00:00,4.2606
2022-01-26 00:00:00,4.0344
2022-01-26 04:00:00,3.9591
2022-01-26 08:00:00,4.0338
2022-01-26 12:00:00,4.2864
2022-01-26 16:00:00,4.4383
2022-01-26 20:00:00,4.3585
2022-01-27 00:00:00,4.0298
2022-01-27 04:00:00,3.9111
2022-01-27 08:00:00,4.0178
2022-01-27 12:00:00,4.3144
2022-01-27 16:00:00,4.4864
2022-01-27 20:00:00,4.4291
2022-01-28 00:00:00,4.0218
2022-01-28 04:00:00,3.8131
2022-01-28 08:00:00,3.9362
2022-01-28 12:00:00,4.2815
2022-01-28 16:00:00,4.5147
2022-01-28 20:00:00,4.5228
2022-01-29 00:00:00,4.1267
2022-01-29 04:00:00,3.8519
2022-01-29 08:00:00,3.9405
2022-01-29 12:00:00,4.3189
2022-01-29 16:00:00,4.5687
2022-01-29 20:00:00,4.6611
2022-01-30 00:00:00,4.3035
2022-01-30 04:00:00,3.9307
2022-01-30 08:00:00,3.9240
2022-01-30 12:00:00,4.2703
2022-01-30 16:00:00,4.5443
2022-01-30 20:00:00,4.7052
2022-01-31 00:00:00,4.4038
2022-01-31 04:00:00,3.9165
2022-01-31 08:00:00,3.8060
2022-01-31 12:00:00,4.1162
2022-01-31 16:00:00,4.3858
2022-01-31 20:00:00,4.5530
2022-02-01 00:00:00,4.3721
2022-02-01 04:00:00,3.8927
2022-02-01 08:00:00,3.7286
2022-02-01 12:00:00,4.0065
2022-02-01 16:00:00,4.2882
2022-02-01 20:00:00,4.5041
2022-02-02 00:00:00,4.4014
2022-02-02 04:00:00,3.9681
2022-02-02 08:00:00,3.7604
2022-02-02 12:00:00,4.0343
2022-02-02 16:00:00,4.2582
2022-02-02 20:00:00,4.4540
2022-02-03 00:00:00,4.4440
2022-02-03 04:00:00,4.0931
2022-02-03 08:00:00,3.9257
2022-02-03 12:00:00,4.1463
2022-02-03 16:00:00,4.3193
2022-02-03 20:00:00,4.4521
2022-02-04 00:00:00,4.4504
2022-02-04 04:00:00,4.2061
2022-02-04 08:00:00,4.0983
2022-02-04 12:00:00,4.2417
2022-02-04 16:00:00,4.3101
2022-02-04 20:00:00,4.3534
2022-02-05 00:00:00,4.3467
2022-02-05 04:00:00,4.1989
2022-02-05 08:00:00,4.1328
2022-02-05 12:00:00,4.2613
2022-02-05 16:00:00,4.3066
2022-02-05 20:00:00,4.3320
2022-02-06 00:00:00,4.3117
2022-02-06 04:00:00,4.2188
