Date,Depth
Units:,m
2022-01-01 04:00:00,6.0243
2022-01-01 08:00:00,6.2285
2022-01-01 12:00:00,6.4685
2022-01-01 16:00:00,6.7811
2022-01-01 20:00:00,6.9832
2022-01-02 00:00:00,6.7243
2022-01-02 04:00:00,6.2398
2022-01-02 08:00:00,6.1053
2022-01-02 12:00:00,6.4402
2022-01-02 16:00:00,6.7668
2022-01-02 20:00:00,6.9994
2022-01-03 00:00:00,6.8494
2022-01-03 04:00:00,6.3438
2022-01-03 08:00:00,6.1417
2022-01-03 12:00:00,6.4451
2022-01-03 16:00:00,6.7558
2022-01-03 20:00:00,7.0150
2022-01-04 00:00:00,6.9275
2022-01-04 04:00:00,6.4393
2022-01-04 08:00:00,6.1767
2022-01-04 12:00:00,6.4124
2022-01-04 16:00:00,6.7013
2022-01-04 20:00:00,6.9524
2022-01-05 00:00:00,6.9387
2022-01-05 04:00:00,6.5364
2022-01-05 08:00:00,6.2554
2022-01-05 12:00:00,6.4133
2022-01-05 16:00:00,6.6661
2022-01-05 20:00:00,6.9126
2022-01-06 00:00:00,6.9647
2022-01-06 04:00:00,6.6657
2022-01-06 08:00:00,6.4079
2022-01-06 12:00:00,6.4548
2022-01-06 16:00:00,6.6521
2022-01-06 20:00:00,6.8305
2022-01-07 00:00:00,6.8455
2022-01-07 04:00:00,6.6221
2022-01-07 08:00:00,6.4359
2022-01-07 12:00:00,6.4751
2022-01-07 16:00:00,6.6397
2022-01-07 20:00:00,6.7807
2022-01-08 00:00:00,6.7961
2022-01-08 04:00:00,6.6696
2022-01-08 08:00:00,6.5637
2022-01-08 12:00:00,6.6152
2022-01-08 16:00:00,6.6980
2022-01-08 20:00:00,6.6843
2022-01-09 00:00:00,6.6170
2022-01-09 04:00:00,6.4946
2022-01-09 08:00:00,6.4501
2022-01-09 12:00:00,6.5558
2022-01-09 16:00:00,6.6600
2022-01-09 20:00:00,6.6763
2022-01-10 00:00:00,6.5550
2022-01-10 04:00:00,6.4353
2022-01-10 08:00:00,6.4177
2022-01-10 12:00:00,6.5947
