Date,stress,current,salinity,Tempeature
Units:,N/m2,m/s,PSU,degrees
2022-01-01 04:00:00,0.0016,0.0188,36.0074,23.8160
2022-01-01 08:00:00,0.0063,0.0378,36.0150,23.6172
2022-01-01 12:00:00,1.0000,0.0214,36.0204,23.8428
2022-01-01 16:00:00,1.0000,0.0523,36.0341,24.0784
2022-01-01 20:00:00,1.0000,0.0397,36.0404,24.0895
2022-01-02 00:00:00,1.0000,0.0260,36.0526,23.8446
2022-01-02 04:00:00,1.0000,0.0476,36.0541,23.6473
2022-01-02 08:00:00,0.9827,0.0203,36.0574,23.5477
2022-01-02 12:00:00,0.8288,0.0316,36.0584,23.7947
2022-01-02 16:00:00,1.0000,0.0343,36.0647,24.3673
2022-01-02 20:00:00,1.0000,0.0261,36.0751,24.3208
2022-01-03 00:00:00,1.0000,0.0278,36.0854,24.1097
2022-01-03 04:00:00,1.0000,0.0435,36.0868,23.9809
2022-01-03 08:00:00,1.0000,0.0283,36.0879,23.9513
2022-01-03 12:00:00,1.0000,0.0436,36.0875,24.1974
2022-01-03 16:00:00,1.0000,0.0443,36.0947,24.6955
2022-01-03 20:00:00,1.0000,0.0261,36.0986,24.7026
2022-01-04 00:00:00,1.0000,0.0323,36.1029,24.5440
2022-01-04 04:00:00,1.0000,0.0444,36.1124,24.3514
2022-01-04 08:00:00,0.9182,0.0265,36.1191,24.2786
2022-01-04 12:00:00,0.7003,0.0199,36.1108,24.4731
2022-01-04 16:00:00,1.0000,0.0446,36.1040,24.6776
2022-01-04 20:00:00,1.0000,0.0403,36.1035,24.7168
2022-01-05 00:00:00,1.0000,0.0337,36.0909,24.4042
2022-01-05 04:00:00,0.9999,0.0210,36.1123,24.2872
2022-01-05 08:00:00,0.7865,0.0110,36.1264,24.0923
2022-01-05 12:00:00,0.5592,0.0182,36.1239,24.3367
2022-01-05 16:00:00,0.6927,0.0499,36.1168,24.6811
2022-01-05 20:00:00,0.7401,0.0292,36.1248,24.9791
2022-01-06 00:00:00,0.7746,0.0170,36.1279,24.8380
2022-01-06 04:00:00,0.6281,0.0324,36.1328,24.8089
2022-01-06 08:00:00,0.5329,0.0190,36.1370,24.7915
2022-01-06 12:00:00,0.6187,0.0368,36.1362,25.0374
2022-01-06 16:00:00,0.7911,0.0598,36.1429,25.4372
2022-01-06 20:00:00,1.0000,0.0296,36.1368,25.3170
2022-01-07 00:00:00,1.0000,0.0239,36.1443,25.1583
2022-01-07 04:00:00,0.7730,0.0269,36.1516,24.9754
2022-01-07 08:00:00,0.5186,0.0030,36.1650,24.7801
2022-01-07 12:00:00,0.3726,0.0142,36.1620,24.9787
2022-01-07 16:00:00,0.7732,0.0296,36.1506,25.2359
2022-01-07 20:00:00,1.0000,0.0089,36.1419,25.2466
2022-01-08 00:00:00,1.0000,0.0073,36.1373,25.0104
2022-01-08 04:00:00,0.9367,0.0144,36.1450,24.8129
2022-01-08 08:00:00,0.7629,0.0134,36.1563,24.7376
2022-01-08 12:00:00,1.0000,0.0498,36.1576,24.9811
2022-01-08 16:00:00,1.0000,0.0779,36.1713,25.5298
2022-01-08 20:00:00,1.0000,0.0847,36.1711,25.2879
2022-01-09 00:00:00,1.0000,0.0012,36.1872,24.9155
2022-01-09 04:00:00,1.0000,0.0091,36.2085,24.4785
2022-01-09 08:00:00,1.0000,0.0042,36.2242,24.1190
2022-01-09 12:00:00,1.0000,0.0277,36.2275,24.4893
2022-01-09 16:00:00,1.0000,0.0439,36.2519,25.0285
2022-01-09 20:00:00,1.0000,0.0349,36.2818,24.9504
2022-01-10 00:00:00,1.0000,0.0311,36.2909,24.6170
2022-01-10 04:00:00,1.0000,0.0227,36.2888,24.3952
2022-01-10 08:00:00,0.8838,0.0222,36.2931,24.1672
2022-01-10 12:00:00,0.6932,0.0411,36.2903,24.3166
2022-01-10 16:00:00,1.0000,0.0550,36.2802,24.6259
2022-01-10 20:00:00,0.9587,0.0189,36.2669,24.5358
2022-01-11 00:00:00,0.7274,0.0278,36.2713,24.3549
2022-01-11 04:00:00,0.5800,0.0129,36.2460,23.9977
2022-01-11 08:00:00,0.3490,0.0278,36.2410,23.6743
2022-01-11 12:00:00,0.3391,0.0466,36.2464,23.8241
2022-01-11 16:00:00,0.5585,0.0228,36.2273,24.1694
2022-01-11 20:00:00,0.7071,0.0407,36.1814,24.0914
2022-01-12 00:00:00,0.4813,0.0143,36.1719,23.8628
2022-01-12 04:00:00,0.4253,0.0303,36.1846,23.8050
2022-01-12 08:00:00,0.3873,0.0231,36.1949,23.7859
2022-01-12 12:00:00,0.4331,0.0286,36.1807,23.9422
2022-01-12 16:00:00,0.5453,0.0247,36.1326,24.4033
2022-01-12 20:00:00,0.7529,0.0148,36.0874,24.2965
2022-01-13 00:00:00,1.0000,0.0202,36.1160,24.2381
2022-01-13 04:00:00,1.0000,0.0227,36.1268,24.0938
2022-01-13 08:00:00,1.0000,0.0217,36.1226,23.9988
2022-01-13 12:00:00,1.0000,0.0202,36.1173,24.2315
2022-01-13 16:00:00,1.0000,0.0359,36.0999,24.4438
2022-01-13 20:00:00,1.0000,0.0269,36.0307,23.9920
2022-01-14 00:00:00,1.0000,0.0043,36.0338,23.7032
2022-01-14 04:00:00,1.0000,0.0384,36.0446,23.5340
2022-01-14 08:00:00,0.7494,0.0173,36.0419,23.4616
2022-01-14 12:00:00,0.9348,0.0238,36.0409,23.6509
2022-01-14 16:00:00,1.0000,0.0409,36.0189,23.8425
2022-01-14 20:00:00,1.0000,0.0286,36.0504,23.9635
2022-01-15 00:00:00,1.0000,0.0096,36.0861,23.8393
2022-01-15 04:00:00,1.0000,0.0285,36.0913,23.5908
2022-01-15 08:00:00,1.0000,0.0165,36.0794,23.4971
2022-01-15 12:00:00,1.0000,0.0240,36.0991,23.8947
2022-01-15 16:00:00,1.0000,0.0474,36.1643,24.4538
2022-01-15 20:00:00,1.0000,0.0375,36.2149,24.5500
2022-01-16 00:00:00,1.0000,0.0191,36.2169,24.1968
2022-01-16 04:00:00,1.0000,0.0325,36.2209,23.8662
2022-01-16 08:00:00,1.0000,0.0081,36.2145,23.7467
2022-01-16 12:00:00,1.0000,0.0140,36.2213,24.0712
2022-01-16 16:00:00,1.0000,0.0517,36.2557,24.4301
2022-01-16 20:00:00,1.0000,0.0430,36.2916,24.4783
2022-01-17 00:00:00,1.0000,0.0245,36.3017,24.2474
2022-01-17 04:00:00,1.0000,0.0133,36.3013,23.9285
2022-01-17 08:00:00,1.0000,0.0233,36.3066,23.7729
2022-01-17 12:00:00,1.0000,0.0277,36.3002,24.0323
2022-01-17 16:00:00,1.0000,0.0168,36.2956,24.3689
2022-01-17 20:00:00,1.0000,0.0242,36.2836,24.4516
2022-01-18 00:00:00,1.0000,0.0148,36.2580,24.1698
2022-01-18 04:00:00,0.9396,0.0356,36.2374,23.8799
2022-01-18 08:00:00,0.7980,0.0398,36.2361,23.8114
2022-01-18 12:00:00,0.6337,0.0235,36.2239,24.0266
2022-01-18 16:00:00,0.5600,0.0572,36.1987,24.2833
2022-01-18 20:00:00,0.5531,0.0305,36.1398,24.2384
2022-01-19 00:00:00,0.4246,0.0386,36.0906,23.8374
2022-01-19 04:00:00,0.3926,0.0424,36.0627,23.6262
