Date,Depth
Units:,m
2022-01-01 04:00:00,4.3070
2022-01-01 08:00:00,4.4696
2022-01-01 12:00:00,4.7151
2022-01-01 16:00:00,5.0268
2022-01-01 20:00:00,5.2262
2022-01-02 00:00:00,4.9624
2022-01-02 04:00:00,4.4807
2022-01-02 08:00:00,4.3567
2022-01-02 12:00:00,4.6843
2022-01-02 16:00:00,5.0141
2022-01-02 20:00:00,5.2459
2022-01-03 00:00:00,5.0880
2022-01-03 04:00:00,4.5846
2022-01-03 08:00:00,4.3937
2022-01-03 12:00:00,4.6900
2022-01-03 16:00:00,5.0043
2022-01-03 20:00:00,5.2655
2022-01-04 00:00:00,5.1675
2022-01-04 04:00:00,4.6828
2022-01-04 08:00:00,4.4250
2022-01-04 12:00:00,4.6571
2022-01-04 16:00:00,4.9516
2022-01-04 20:00:00,5.2032
2022-01-05 00:00:00,5.1785
2022-01-05 04:00:00,4.7795
2022-01-05 08:00:00,4.5021
2022-01-05 12:00:00,4.6586
2022-01-05 16:00:00,4.9169
2022-01-05 20:00:00,5.1608
2022-01-06 00:00:00,5.2069
2022-01-06 04:00:00,4.9132
2022-01-06 08:00:00,4.6538
2022-01-06 12:00:00,4.7030
2022-01-06 16:00:00,4.8992
2022-01-06 20:00:00,5.0826
2022-01-07 00:00:00,5.0909
2022-01-07 04:00:00,4.8711
2022-01-07 08:00:00,4.6835
2022-01-07 12:00:00,4.7210
2022-01-07 16:00:00,4.8875
2022-01-07 20:00:00,5.0273
2022-01-08 00:00:00,5.0409
2022-01-08 04:00:00,4.9176
2022-01-08 08:00:00,4.8098
2022-01-08 12:00:00,4.8624
2022-01-08 16:00:00,4.9481
2022-01-08 20:00:00,4.9392
2022-01-09 00:00:00,4.8686
2022-01-09 04:00:00,4.7448
2022-01-09 08:00:00,4.6974
2022-01-09 12:00:00,4.8022
2022-01-09 16:00:00,4.9072
2022-01-09 20:00:00,4.9236
2022-01-10 00:00:00,4.8023
2022-01-10 04:00:00,4.6784
2022-01-10 08:00:00,4.6630
2022-01-10 12:00:00,4.8364
2022-01-10 16:00:00,4.9579
2022-01-10 20:00:00,4.9278
2022-01-11 00:00:00,4.7754
2022-01-11 04:00:00,4.6159
2022-01-11 08:00:00,4.6527
2022-01-11 12:00:00,4.9053
2022-01-11 16:00:00,5.0423
2022-01-11 20:00:00,5.0160
2022-01-12 00:00:00,4.8172
2022-01-12 04:00:00,4.6775
2022-01-12 08:00:00,4.7269
2022-01-12 12:00:00,4.9735
2022-01-12 16:00:00,5.1252
2022-01-12 20:00:00,5.1038
2022-01-13 00:00:00,4.8585
2022-01-13 04:00:00,4.6417
2022-01-13 08:00:00,4.6332
2022-01-13 12:00:00,4.8789
2022-01-13 16:00:00,5.0961
2022-01-13 20:00:00,5.1409
2022-01-14 00:00:00,4.8513
2022-01-14 04:00:00,4.5818
2022-01-14 08:00:00,4.5488
2022-01-14 12:00:00,4.7890
2022-01-14 16:00:00,5.0529
2022-01-14 20:00:00,5.1458
2022-01-15 00:00:00,4.8437
2022-01-15 04:00:00,4.5302
2022-01-15 08:00:00,4.4857
2022-01-15 12:00:00,4.7517
2022-01-15 16:00:00,5.0103
2022-01-15 20:00:00,5.1196
2022-01-16 00:00:00,4.8383
2022-01-16 04:00:00,4.4676
2022-01-16 08:00:00,4.4153
2022-01-16 12:00:00,4.6717
2022-01-16 16:00:00,4.9557
2022-01-16 20:00:00,5.1089
2022-01-17 00:00:00,4.8419
2022-01-17 04:00:00,4.4500
2022-01-17 08:00:00,4.3724
2022-01-17 12:00:00,4.6591
2022-01-17 16:00:00,4.9264
2022-01-17 20:00:00,5.0952
2022-01-18 00:00:00,4.9227
2022-01-18 04:00:00,4.4991
2022-01-18 08:00:00,4.3950
2022-01-18 12:00:00,4.6810
2022-01-18 16:00:00,4.9458
2022-01-18 20:00:00,5.1216
2022-01-19 00:00:00,5.0005
2022-01-19 04:00:00,4.5946
2022-01-19 08:00:00,4.4775
2022-01-19 12:00:00,4.7504
2022-01-19 16:00:00,4.9590
2022-01-19 20:00:00,5.1172
2022-01-20 00:00:00,5.0647
2022-01-20 04:00:00,4.7276
2022-01-20 08:00:00,4.5889
2022-01-20 12:00:00,4.7827
2022-01-20 16:00:00,4.9522
2022-01-20 20:00:00,5.0841
2022-01-21 00:00:00,5.1089
2022-01-21 04:00:00,4.8116
2022-01-21 08:00:00,4.6462
2022-01-21 12:00:00,4.7981
2022-01-21 16:00:00,4.9348
2022-01-21 20:00:00,5.0361
2022-01-22 00:00:00,5.0772
2022-01-22 04:00:00,4.8739
2022-01-22 08:00:00,4.7367
2022-01-22 12:00:00,4.8603
2022-01-22 16:00:00,4.9500
2022-01-22 20:00:00,4.9956
2022-01-23 00:00:00,5.0381
2022-01-23 04:00:00,4.9112
2022-01-23 08:00:00,4.8217
2022-01-23 12:00:00,4.9357
2022-01-23 16:00:00,4.9945
2022-01-23 20:00:00,4.9610
2022-01-24 00:00:00,4.8985
2022-01-24 04:00:00,4.7937
2022-01-24 08:00:00,4.7058
2022-01-24 12:00:00,4.8324
2022-01-24 16:00:00,4.9354
2022-01-24 20:00:00,4.8834
2022-01-25 00:00:00,4.7328
2022-01-25 04:00:00,4.6765
2022-01-25 08:00:00,4.6826
2022-01-25 12:00:00,4.8698
2022-01-25 16:00:00,4.9991
2022-01-25 20:00:00,4.9209
2022-01-26 00:00:00,4.7008
2022-01-26 04:00:00,4.6235
2022-01-26 08:00:00,4.7011
2022-01-26 12:00:00,4.9508
2022-01-26 16:00:00,5.1015
2022-01-26 20:00:00,5.0192
2022-01-27 00:00:00,4.6953
2022-01-27 04:00:00,4.5747
2022-01-27 08:00:00,4.6863
2022-01-27 12:00:00,4.9789
2022-01-27 16:00:00,5.1484
2022-01-27 20:00:00,5.0894
2022-01-28 00:00:00,4.6878
2022-01-28 04:00:00,4.4757
2022-01-28 08:00:00,4.6043
2022-01-28 12:00:00,4.9456
