Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0931,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0915,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0939,0.6752,4.4234,211.5032
2022-01-01 16:00:00,0.0906,0.8156,3.6685,208.9598
2022-01-01 20:00:00,0.0914,0.7834,5.8425,212.8239
2022-01-02 00:00:00,0.0935,0.6847,8.3774,223.1618
2022-01-02 04:00:00,0.0947,0.4623,10.1955,293.6481
2022-01-02 08:00:00,0.0944,0.3865,11.3638,299.3264
2022-01-02 12:00:00,0.0943,0.4244,11.4590,270.8936
2022-01-02 16:00:00,0.0958,0.6585,11.4120,220.7202
2022-01-02 20:00:00,0.0986,0.7307,11.4102,218.7985
2022-01-03 00:00:00,0.1031,0.5950,11.0745,249.8116
2022-01-03 04:00:00,0.1051,0.4456,10.9791,294.7046
2022-01-03 08:00:00,0.1083,0.4132,11.4186,287.9670
2022-01-03 12:00:00,0.1115,0.5821,11.4723,231.2113
2022-01-03 16:00:00,0.1061,0.6634,11.4480,222.9322
2022-01-03 20:00:00,0.1108,0.7612,10.6142,221.6615
2022-01-04 00:00:00,0.1140,0.4783,9.5072,289.8358
2022-01-04 04:00:00,0.1137,0.4219,10.4546,297.7721
2022-01-04 08:00:00,0.1158,0.3669,11.3214,298.6457
2022-01-04 12:00:00,0.1146,0.3197,11.7183,295.5029
2022-01-04 16:00:00,0.1246,0.7268,11.6622,215.7870
2022-01-04 20:00:00,0.1290,0.5369,12.5355,248.3236
2022-01-05 00:00:00,0.1248,0.5858,12.6071,134.6477
2022-01-05 04:00:00,0.1409,0.4224,13.5866,302.8459
2022-01-05 08:00:00,0.1376,0.3653,13.7840,306.6914
2022-01-05 12:00:00,0.1416,0.2883,13.6950,300.4919
2022-01-05 16:00:00,0.1503,0.5158,13.1292,216.8240
2022-01-05 20:00:00,0.1583,0.4724,12.6389,227.3686
2022-01-06 00:00:00,0.1605,0.4709,12.1579,236.9064
2022-01-06 04:00:00,0.1613,0.2980,9.6393,295.2615
2022-01-06 08:00:00,0.1596,0.2734,9.1563,284.7566
2022-01-06 12:00:00,0.1625,0.4418,9.3101,219.2747
2022-01-06 16:00:00,0.1512,0.5328,5.9341,214.9625
2022-01-06 20:00:00,0.1406,0.8034,4.1644,210.6741
2022-01-07 00:00:00,0.1391,0.4788,8.4759,275.9596
2022-01-07 04:00:00,0.1378,0.4002,8.4453,261.0934
2022-01-07 08:00:00,0.1375,0.2632,8.2889,295.6689
2022-01-07 12:00:00,0.1389,0.2091,9.6463,302.0690
2022-01-07 16:00:00,0.1461,0.5842,13.1877,210.9378
2022-01-07 20:00:00,0.1604,0.6267,12.9533,220.5887
2022-01-08 00:00:00,0.1473,0.5356,11.3497,118.6321
2022-01-08 04:00:00,0.1500,0.4441,12.0932,316.1273
2022-01-08 08:00:00,0.1525,0.3444,12.5568,300.2280
2022-01-08 12:00:00,0.1613,0.6577,12.4442,219.7244
2022-01-08 16:00:00,0.1539,0.9880,11.1606,215.9389
2022-01-08 20:00:00,0.1545,1.1447,5.7473,210.9023
2022-01-09 00:00:00,0.1570,0.9480,9.1605,217.8202
2022-01-09 04:00:00,0.1626,0.8497,9.6182,221.7024
2022-01-09 08:00:00,0.1700,0.6494,10.1941,251.2156
2022-01-09 12:00:00,0.1809,0.7462,10.4123,234.0886
2022-01-09 16:00:00,0.1911,0.8748,10.3877,224.3885
2022-01-09 20:00:00,0.1994,1.0032,7.7727,214.4259
2022-01-10 00:00:00,0.1942,0.6329,9.4211,256.3759
2022-01-10 04:00:00,0.1847,0.4583,10.3247,299.8297
2022-01-10 08:00:00,0.1827,0.4433,11.0002,324.0483
2022-01-10 12:00:00,0.1834,0.3355,11.3359,301.7846
2022-01-10 16:00:00,0.1843,0.5945,11.1703,227.6299
2022-01-10 20:00:00,0.1841,0.5526,11.0405,228.8633
2022-01-11 00:00:00,0.1816,0.3978,10.6376,326.3301
2022-01-11 04:00:00,0.1807,0.5363,10.4166,68.8299
2022-01-11 08:00:00,0.1823,0.4235,10.4278,60.2215
2022-01-11 12:00:00,0.1752,0.2257,10.4866,305.5072
2022-01-11 16:00:00,0.1800,0.4968,9.5153,211.8393
2022-01-11 20:00:00,0.1873,0.5105,10.0467,210.3798
2022-01-12 00:00:00,0.1778,0.2796,10.6316,287.9957
2022-01-12 04:00:00,0.1757,0.2577,10.7632,287.3521
2022-01-12 08:00:00,0.1715,0.2254,10.8103,298.0328
2022-01-12 12:00:00,0.1718,0.3452,10.8825,238.9088
