Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0927,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0911,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0900,0.2323,7.5342,256.5718
2022-01-01 16:00:00,0.0895,0.3433,3.8880,239.5545
2022-01-01 20:00:00,0.0893,0.3133,7.8805,241.7541
2022-01-02 00:00:00,0.0889,0.2221,8.6436,283.7219
2022-01-02 04:00:00,0.0884,0.1874,9.9556,322.4159
2022-01-02 08:00:00,0.0882,0.1657,11.1596,322.9960
2022-01-02 12:00:00,0.0886,0.1496,11.3271,320.8228
2022-01-02 16:00:00,0.0908,0.2594,11.4583,253.0583
2022-01-02 20:00:00,0.0922,0.2737,11.4552,248.1310
2022-01-03 00:00:00,0.0912,0.2077,11.0441,301.4025
2022-01-03 04:00:00,0.0908,0.1868,10.7415,322.3562
2022-01-03 08:00:00,0.0909,0.1662,11.2451,322.2472
2022-01-03 12:00:00,0.0940,0.2350,11.4530,269.8768
2022-01-03 16:00:00,0.0992,0.2565,11.5029,257.1711
2022-01-03 20:00:00,0.1010,0.2753,10.8804,253.8251
2022-01-04 00:00:00,0.1008,0.1903,9.4226,320.3732
2022-01-04 04:00:00,0.1004,0.1803,10.1985,323.5951
2022-01-04 08:00:00,0.1004,0.1570,11.1158,323.2188
2022-01-04 12:00:00,0.1021,0.1344,11.5808,321.6984
2022-01-04 16:00:00,0.1054,0.2661,12.2670,251.2389
2022-01-04 20:00:00,0.1080,0.1694,12.5216,308.6813
2022-01-05 00:00:00,0.1081,0.2317,12.5531,65.4798
2022-01-05 04:00:00,0.1079,0.1782,13.4569,325.6185
2022-01-05 08:00:00,0.1073,0.1495,13.7252,325.1486
2022-01-05 12:00:00,0.1083,0.1216,13.6255,321.7074
2022-01-05 16:00:00,0.1140,0.1899,13.1873,255.7363
2022-01-05 20:00:00,0.1161,0.1594,12.6409,272.2096
2022-01-06 00:00:00,0.1147,0.1618,12.1917,284.3580
2022-01-06 04:00:00,0.1134,0.1252,9.6865,321.8652
2022-01-06 08:00:00,0.1125,0.1076,9.1530,321.9533
2022-01-06 12:00:00,0.1126,0.1562,9.7165,270.4684
2022-01-06 16:00:00,0.1154,0.2270,8.3793,247.7043
2022-01-06 20:00:00,0.1174,0.2903,6.5186,235.7174
2022-01-07 00:00:00,0.1181,0.1797,8.3558,319.2483
2022-01-07 04:00:00,0.1174,0.1394,8.3878,323.9146
2022-01-07 08:00:00,0.1177,0.1029,8.2453,323.6080
2022-01-07 12:00:00,0.1256,0.0872,9.5202,322.2219
2022-01-07 16:00:00,0.1348,0.2118,13.5776,245.5943
2022-01-07 20:00:00,0.1368,0.1973,13.1014,267.7460
2022-01-08 00:00:00,0.1399,0.2199,11.3308,62.1595
2022-01-08 04:00:00,0.1424,0.1708,11.8733,324.5819
2022-01-08 08:00:00,0.1443,0.1495,12.4216,322.6806
2022-01-08 12:00:00,0.1451,0.2602,12.5335,253.9792
2022-01-08 16:00:00,0.1465,0.4272,11.4370,241.1078
2022-01-08 20:00:00,0.1424,0.4540,7.1853,236.7291
2022-01-09 00:00:00,0.1398,0.3490,9.4854,248.9290
2022-01-09 04:00:00,0.1412,0.2911,9.6855,269.4815
2022-01-09 08:00:00,0.1454,0.2333,10.0539,301.4246
2022-01-09 12:00:00,0.1511,0.3436,10.2499,262.0950
2022-01-09 16:00:00,0.1548,0.4137,9.6083,253.8985
2022-01-09 20:00:00,0.1575,0.3943,9.0511,245.7661
2022-01-10 00:00:00,0.1610,0.2196,9.3480,309.6990
2022-01-10 04:00:00,0.1618,0.1901,10.0723,323.8823
2022-01-10 08:00:00,0.1628,0.1884,10.8226,344.4647
2022-01-10 12:00:00,0.1707,0.1461,11.1825,324.6635
2022-01-10 16:00:00,0.1884,0.2954,10.9737,257.7648
2022-01-10 20:00:00,0.1931,0.1972,11.0382,274.9192
2022-01-11 00:00:00,0.1884,0.1412,10.5693,324.1020
2022-01-11 04:00:00,0.1850,0.3600,6.7940,35.9338
2022-01-11 08:00:00,0.1846,0.3373,2.9974,19.9606
2022-01-11 12:00:00,0.2052,0.1159,10.4570,336.1667
2022-01-11 16:00:00,0.2098,0.1311,10.4678,281.8236
2022-01-11 20:00:00,0.2132,0.1440,10.5102,256.2389
2022-01-12 00:00:00,0.1998,0.1003,10.5966,319.8708
2022-01-12 04:00:00,0.1941,0.0989,10.7207,319.7979
2022-01-12 08:00:00,0.1897,0.0939,10.7713,320.1974
2022-01-12 12:00:00,0.1909,0.1553,10.8398,275.2048
2022-01-12 16:00:00,0.1948,0.1750,10.6055,266.8085
2022-01-12 20:00:00,0.1938,0.1903,10.0227,273.2694
2022-01-13 00:00:00,0.1886,0.2401,6.9988,263.8449
2022-01-13 04:00:00,0.1869,0.2445,7.4380,270.4437
2022-01-13 08:00:00,0.1849,0.2045,7.6807,279.6204
2022-01-13 12:00:00,0.1838,0.2487,7.8687,260.7818
2022-01-13 16:00:00,0.1872,0.3000,11.5351,259.6828
2022-01-13 20:00:00,0.1802,0.2933,8.8140,252.6095
2022-01-14 00:00:00,0.1712,0.2215,7.7953,276.2514
2022-01-14 04:00:00,0.1649,0.1762,10.1243,314.1543
2022-01-14 08:00:00,0.1636,0.1396,12.3863,321.8441
2022-01-14 12:00:00,0.1681,0.2396,12.5258,258.2205
2022-01-14 16:00:00,0.1736,0.2790,12.5188,256.8340
2022-01-14 20:00:00,0.1786,0.2819,12.5302,256.0853
2022-01-15 00:00:00,0.1792,0.2151,12.5029,297.5726
2022-01-15 04:00:00,0.1786,0.1984,12.4270,318.5376
2022-01-15 08:00:00,0.1787,0.1850,12.3759,322.6890
2022-01-15 12:00:00,0.1851,0.2727,12.4786,277.9290
2022-01-15 16:00:00,0.1912,0.3340,12.4869,256.1333
2022-01-15 20:00:00,0.1943,0.3175,12.4880,255.7489
2022-01-16 00:00:00,0.1933,0.2344,12.4820,296.9651
2022-01-16 04:00:00,0.1908,0.2104,12.3595,318.0717
2022-01-16 08:00:00,0.1907,0.2007,12.2254,322.7022
2022-01-16 12:00:00,0.1969,0.3041,11.8200,269.7247
2022-01-16 16:00:00,0.2054,0.3989,11.4158,252.0726
2022-01-16 20:00:00,0.2081,0.3946,12.2464,248.9970
2022-01-17 00:00:00,0.2038,0.2987,12.2638,343.2976
2022-01-17 04:00:00,0.1998,0.2454,12.4074,324.9529
2022-01-17 08:00:00,0.1978,0.2180,12.3607,324.6342
2022-01-17 12:00:00,0.2042,0.1866,12.2592,323.0161
2022-01-17 16:00:00,0.2250,0.2492,12.3231,275.3696
2022-01-17 20:00:00,0.2239,0.2079,11.5951,294.3843
2022-01-18 00:00:00,0.2180,0.1767,11.3250,322.4217
2022-01-18 04:00:00,0.2135,0.3616,10.3897,17.2444
2022-01-18 08:00:00,0.2344,0.3324,9.7686,5.6513
2022-01-18 12:00:00,0.2217,0.2194,10.7906,341.1855
2022-01-18 16:00:00,0.2033,0.1652,10.6167,293.6460
2022-01-18 20:00:00,0.2068,0.1107,10.5497,319.2371
2022-01-19 00:00:00,0.2047,0.1039,10.5400,320.8419
2022-01-19 04:00:00,0.2165,0.1912,10.5182,64.5151
2022-01-19 08:00:00,0.2234,0.2867,7.8464,8.4551
2022-01-19 12:00:00,0.2229,0.2545,7.3510,350.1517
2022-01-19 16:00:00,0.2063,0.1868,10.2065,316.3056
2022-01-19 20:00:00,0.2121,0.0856,10.6936,322.7369
2022-01-20 00:00:00,0.2065,0.0910,16.0496,317.4516
2022-01-20 04:00:00,0.2007,0.0967,16.4111,317.8193
2022-01-20 08:00:00,0.1994,0.1361,15.3423,333.7734
2022-01-20 12:00:00,0.2069,0.1754,15.1250,288.6058
2022-01-20 16:00:00,0.2113,0.1804,15.0717,287.2324
2022-01-20 20:00:00,0.2070,0.1742,14.8747,303.6598
2022-01-21 00:00:00,0.2043,0.1709,14.1275,320.6938
2022-01-21 04:00:00,0.2051,0.1790,13.7483,321.5689
2022-01-21 08:00:00,0.2054,0.2454,13.7764,312.7944
2022-01-21 12:00:00,0.2159,0.2097,13.6683,321.2396
2022-01-21 16:00:00,0.2268,0.2075,13.7598,299.0295
2022-01-21 20:00:00,0.2302,0.1698,13.7319,319.5048
2022-01-22 00:00:00,0.2313,0.1656,13.6998,321.6714
2022-01-22 04:00:00,0.2316,0.1561,13.6233,320.4789
2022-01-22 08:00:00,0.2358,0.1486,13.4428,321.1882
2022-01-22 12:00:00,0.2411,0.1386,12.8351,321.8353
2022-01-22 16:00:00,0.2481,0.1925,12.6026,279.8798
2022-01-22 20:00:00,0.2426,0.1344,12.5318,315.4320
2022-01-23 00:00:00,0.2328,0.1279,12.3418,320.5822
2022-01-23 04:00:00,0.2290,0.1230,11.6848,320.6395
2022-01-23 08:00:00,0.2284,0.1162,11.4059,320.6498
2022-01-23 12:00:00,0.2389,0.1143,11.3684,319.8769
2022-01-23 16:00:00,0.2426,0.2805,10.7764,245.0642
2022-01-23 20:00:00,0.2402,0.3018,8.6590,239.8715
2022-01-24 00:00:00,0.2258,0.2387,8.0443,283.0969
2022-01-24 04:00:00,0.2127,0.2319,9.9140,310.0172
2022-01-24 08:00:00,0.2025,0.2155,12.9162,319.9651
2022-01-24 12:00:00,0.2009,0.2043,13.8994,318.4146
2022-01-24 16:00:00,0.1973,0.3932,13.1453,254.4706
2022-01-24 20:00:00,0.1989,0.2037,12.6423,319.7066
2022-01-25 00:00:00,0.1957,0.2082,11.2661,307.5483
2022-01-25 04:00:00,0.1918,0.1856,10.4878,319.4028
2022-01-25 08:00:00,0.1907,0.1481,11.5660,322.9319
2022-01-25 12:00:00,0.1971,0.1221,12.1391,322.0565
2022-01-25 16:00:00,0.2131,0.2941,11.4683,244.9711
2022-01-25 20:00:00,0.2198,0.1578,10.5006,291.3069
2022-01-26 00:00:00,0.2189,0.1360,7.7307,321.6010
2022-01-26 04:00:00,0.2196,0.1337,8.0542,327.8418
2022-01-26 08:00:00,0.2290,0.1075,8.5365,323.7649
2022-01-26 12:00:00,0.2364,0.1697,11.2546,273.4538
2022-01-26 16:00:00,0.2428,0.2884,14.7823,245.5975
2022-01-26 20:00:00,0.2473,0.2902,14.0126,238.3157
2022-01-27 00:00:00,0.2434,0.1740,8.4799,292.1470
2022-01-27 04:00:00,0.2414,0.1369,8.8496,323.0146
2022-01-27 08:00:00,0.2420,0.1244,12.8559,322.0377
2022-01-27 12:00:00,0.2498,0.1997,15.0786,267.6959
2022-01-27 16:00:00,0.2548,0.3392,14.7001,237.6075
2022-01-27 20:00:00,0.2540,0.2692,13.9695,247.1870
2022-01-28 00:00:00,0.2456,0.1818,11.5331,319.3374
2022-01-28 04:00:00,0.2417,0.2939,13.3797,27.6114
2022-01-28 08:00:00,0.2414,0.2029,13.8385,110.5970
2022-01-28 12:00:00,0.2547,0.1372,13.7786,323.1555
2022-01-28 16:00:00,0.2618,0.2558,13.8547,250.6513
2022-01-28 20:00:00,0.2609,0.2386,14.1652,267.9213
2022-01-29 00:00:00,0.2564,0.2052,14.9129,319.9453
2022-01-29 04:00:00,0.2531,0.3725,15.0663,18.7075
2022-01-29 08:00:00,0.2528,0.3714,14.9538,106.2999
2022-01-29 12:00:00,0.2726,0.2668,14.9464,337.6370
2022-01-29 16:00:00,0.2569,0.2316,14.7316,296.2840
2022-01-29 20:00:00,0.2557,0.2117,13.9606,308.9840
2022-01-30 00:00:00,0.2478,0.2041,13.6820,321.6202
2022-01-30 04:00:00,0.2445,0.2149,13.5184,321.3103
2022-01-30 08:00:00,0.2440,0.2109,13.4454,321.6503
2022-01-30 12:00:00,0.2507,0.2453,13.5533,299.4450
2022-01-30 16:00:00,0.2507,0.3294,13.2318,256.7597
2022-01-30 20:00:00,0.2394,0.3163,11.9197,257.8100
2022-01-31 00:00:00,0.2295,0.2558,9.7481,290.7896
2022-01-31 04:00:00,0.2240,0.2174,9.8822,311.3948
2022-01-31 08:00:00,0.2219,0.1825,10.1175,322.2274
2022-01-31 12:00:00,0.2226,0.1670,10.3234,323.1415
2022-01-31 16:00:00,0.2285,0.1535,11.2061,321.5729
2022-01-31 20:00:00,0.2337,0.1620,10.7785,321.4274
2022-02-01 00:00:00,0.2322,0.1742,10.4355,321.7451
2022-02-01 04:00:00,0.2296,0.1372,10.4961,323.8505
2022-02-01 08:00:00,0.2277,0.0933,11.4031,321.8506
2022-02-01 12:00:00,0.2319,0.0731,11.4794,323.0855
2022-02-01 16:00:00,0.2386,0.0844,11.4254,321.1788
2022-02-01 20:00:00,0.2476,0.0826,11.3775,319.0880
2022-02-02 00:00:00,0.2473,0.2089,10.8512,97.9551
2022-02-02 04:00:00,0.2455,0.3870,2.7668,40.6563
2022-02-02 08:00:00,0.2482,0.3963,2.8956,29.8636
2022-02-02 12:00:00,0.2526,0.2131,2.8781,12.1210
2022-02-02 16:00:00,0.2483,0.1334,2.6614,4.9039
2022-02-02 20:00:00,0.2472,0.0802,9.5838,353.7040
2022-02-03 00:00:00,0.2425,0.1877,2.3341,30.8753
2022-02-03 04:00:00,0.2389,0.2945,2.6884,12.2226
