Date,Currnet Speed,Stress,salinity,Tempeature,PAR,PAR fraction
Units:,m/s,N/m2,PSU,degrees,W/m2,%
2022-01-01 04:00:00,0.0189,0.0010,36.0067,23.8171,0.0000,   NaN
2022-01-01 08:00:00,0.0427,0.0050,36.0109,23.7050,0.0000,   NaN
2022-01-01 12:00:00,0.0198,0.1345,36.0106,23.7867,267.9099,0.5531
2022-01-01 16:00:00,0.0698,0.1117,36.0142,24.0439,227.6267,0.5544
2022-01-01 20:00:00,0.0879,0.2213,36.0144,23.9657,13.7305,0.5477
2022-01-02 00:00:00,0.0681,0.4107,36.0166,23.8783,0.0000,   NaN
2022-01-02 04:00:00,0.0443,0.2290,36.0185,23.8073,0.0000,   NaN
2022-01-02 08:00:00,0.0422,0.1706,36.0204,23.7648,85.1470,0.5712
2022-01-02 12:00:00,0.0334,0.2207,36.0198,23.8286,269.0569,0.5614
2022-01-02 16:00:00,0.0523,0.4337,36.0252,24.1105,218.9535,0.5417
2022-01-02 20:00:00,0.0499,0.4829,36.0263,23.9944,12.9807,0.5219
2022-01-03 00:00:00,0.0435,0.3343,36.0282,23.8848,0.0000,   NaN
2022-01-03 04:00:00,0.0287,0.2166,36.0324,23.7985,0.0000,   NaN
2022-01-03 08:00:00,0.0351,0.1958,36.0432,23.7566,71.5217,0.5002
2022-01-03 12:00:00,0.0370,0.3800,36.0352,23.8806,234.3372,0.5021
2022-01-03 16:00:00,0.0434,0.4458,36.0371,24.2032,203.0237,0.5122
2022-01-03 20:00:00,0.0585,0.5117,36.0401,24.0934,11.9426,0.4897
2022-01-04 00:00:00,0.0470,0.2241,36.0432,24.0150,0.0000,   NaN
2022-01-04 04:00:00,0.0492,0.1969,36.0503,23.9378,0.0000,   NaN
2022-01-04 08:00:00,0.0552,0.1561,36.0640,23.9810,67.2459,0.4714
2022-01-04 12:00:00,0.0560,0.1195,36.0494,23.9666,224.3512,0.4778
2022-01-04 16:00:00,0.0371,0.5261,36.0481,23.9579,182.2423,0.4558
2022-01-04 20:00:00,0.0501,0.2720,36.0476,23.9374,10.9316,0.4426
2022-01-05 00:00:00,0.0523,0.3288,36.0504,23.9975,0.0000,   NaN
2022-01-05 04:00:00,0.0299,0.1927,36.0917,24.4632,0.0000,   NaN
2022-01-05 08:00:00,0.0266,0.1612,36.0931,24.2706,57.8633,0.4092
2022-01-05 12:00:00,0.0176,0.1004,36.0786,24.2163,183.5661,0.3909
2022-01-05 16:00:00,0.0820,0.3001,36.0965,24.3451,149.5187,0.3724
2022-01-05 20:00:00,0.0171,0.2336,36.0952,24.3348,8.3068,0.3320
2022-01-06 00:00:00,0.0148,0.2297,36.0971,24.4659,0.0000,   NaN
2022-01-06 04:00:00,0.0280,0.1047,36.0653,24.2312,0.0000,   NaN
2022-01-06 08:00:00,0.0139,0.0960,36.0716,24.3091,55.4582,0.3933
2022-01-06 12:00:00,0.0239,0.2418,36.0837,24.4954,182.9821,0.3892
2022-01-06 16:00:00,0.0131,0.1074,36.1427,24.6545,144.7567,0.3603
2022-01-06 20:00:00,0.0640,0.1214,36.0970,24.8338,10.6497,0.4239
2022-01-07 00:00:00,0.0415,0.2167,36.0985,24.7274,0.0000,   NaN
2022-01-07 04:00:00,0.0334,0.1701,36.1012,24.6251,0.0000,   NaN
2022-01-07 08:00:00,0.0479,0.0820,36.1138,24.6066,60.1716,0.4350
2022-01-07 12:00:00,0.0622,0.0606,36.1020,24.6152,201.8928,0.4324
2022-01-07 16:00:00,0.0211,0.3764,36.1017,24.6097,164.3777,0.4109
2022-01-07 20:00:00,0.0300,0.3752,36.1016,24.6543,9.8599,0.3908
2022-01-08 00:00:00,0.0728,0.2968,36.0994,24.5856,0.0000,   NaN
2022-01-08 04:00:00,0.0540,0.2212,36.0980,24.5483,0.0000,   NaN
2022-01-08 08:00:00,0.0374,0.1339,36.0979,24.5358,54.8126,0.3926
2022-01-08 12:00:00,0.0380,0.4561,36.1045,24.6470,176.7983,0.3734
2022-01-08 16:00:00,0.0817,0.8600,36.1425,25.2687,150.5331,0.3737
2022-01-08 20:00:00,0.1200,0.5024,36.1313,24.9749,9.8390,0.3876
2022-01-09 00:00:00,0.0961,0.7497,36.1319,24.7989,0.0000,   NaN
2022-01-09 04:00:00,0.0860,0.6416,36.1352,24.6456,0.0000,   NaN
2022-01-09 08:00:00,0.0679,0.4070,36.1382,24.5367,55.8673,0.3906
2022-01-09 12:00:00,0.0514,0.5636,36.1395,24.5762,175.9506,0.3640
2022-01-09 16:00:00,0.0918,0.7169,36.1419,24.6001,141.6379,0.3440
2022-01-09 20:00:00,0.0985,0.6547,36.1447,24.5487,8.9090,0.3396
2022-01-10 00:00:00,0.0707,0.3728,36.1473,24.4764,0.0000,   NaN
2022-01-10 04:00:00,0.0597,0.2257,36.1479,24.3511,0.0000,   NaN
2022-01-10 08:00:00,0.0368,0.2157,36.1502,24.2102,48.8630,0.3491
2022-01-10 12:00:00,0.0248,0.1311,36.1451,24.2457,159.9583,0.3394
2022-01-10 16:00:00,0.0178,0.3879,36.1590,24.4408,135.8735,0.3351
2022-01-10 20:00:00,0.0768,0.3213,36.1536,24.4710,8.4861,0.3256
2022-01-11 00:00:00,0.0494,0.1737,36.1515,24.3037,0.0000,   NaN
2022-01-11 04:00:00,0.0389,0.3548,36.1590,24.1548,0.0000,   NaN
2022-01-11 08:00:00,0.0326,0.2386,36.1675,24.0256,45.0556,0.3279
2022-01-11 12:00:00,0.0195,0.0674,36.1636,24.1523,148.1521,0.3244
2022-01-11 16:00:00,0.0235,0.2652,36.1621,24.2120,131.8179,0.3213
2022-01-11 20:00:00,0.0569,0.2620,36.1677,24.5853,8.3888,0.3246
2022-01-12 00:00:00,0.0416,0.0934,36.1658,24.2148,0.0000,   NaN
2022-01-12 04:00:00,0.0317,0.0828,36.1422,23.9593,0.0000,   NaN
2022-01-12 08:00:00,0.0400,0.0677,36.1543,23.9494,45.3194,0.3436
2022-01-12 12:00:00,0.0413,0.1623,36.1299,23.8889,148.0791,0.3183
2022-01-12 16:00:00,0.0612,0.1542,36.1604,24.2489,127.0214,0.3158
2022-01-12 20:00:00,0.0179,0.2064,36.1711,24.5272,7.6207,0.3040
2022-01-13 00:00:00,0.0570,0.2904,36.1813,24.5532,0.0000,   NaN
2022-01-13 04:00:00,0.0586,0.3773,36.1870,24.2823,0.0000,   NaN
2022-01-13 08:00:00,0.0412,0.3037,36.1776,24.1350,42.2640,0.3210
2022-01-13 12:00:00,0.0161,0.3376,36.1249,23.8977,136.7567,0.2945
2022-01-13 16:00:00,0.0526,0.4248,36.2038,24.5928,120.2954,0.3002
2022-01-13 20:00:00,0.0703,0.4039,36.1845,24.3958,7.7010,0.3082
2022-01-14 00:00:00,0.0672,0.3808,36.1677,24.1363,0.0000,   NaN
2022-01-14 04:00:00,0.0410,0.2643,36.1860,24.0608,0.0000,   NaN
