Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0930,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0913,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0910,0.5628,3.0725,226.7668
2022-01-01 16:00:00,0.0900,0.6807,3.1800,220.9730
2022-01-01 20:00:00,0.0900,0.6185,3.3581,222.8420
2022-01-02 00:00:00,0.0970,0.4895,8.0157,235.7618
2022-01-02 04:00:00,0.0992,0.3550,10.1469,302.7633
2022-01-02 08:00:00,0.0943,0.3012,11.3547,311.3199
2022-01-02 12:00:00,0.0910,0.3768,11.4471,266.8708
2022-01-02 16:00:00,0.1027,0.5364,9.7729,230.8483
2022-01-02 20:00:00,0.1010,0.5548,10.9138,228.8498
2022-01-03 00:00:00,0.1043,0.4454,11.1235,259.9188
2022-01-03 04:00:00,0.0997,0.3546,10.9669,302.4164
2022-01-03 08:00:00,0.0992,0.3198,11.4127,300.4957
2022-01-03 12:00:00,0.1042,0.5017,10.3333,238.1306
2022-01-03 16:00:00,0.1231,0.5481,9.2650,232.0647
2022-01-03 20:00:00,0.1282,0.5734,9.3712,231.5502
2022-01-04 00:00:00,0.1244,0.3883,9.5167,290.6850
2022-01-04 04:00:00,0.1179,0.3368,10.4407,305.7841
2022-01-04 08:00:00,0.1056,0.2859,11.3054,312.0166
2022-01-04 12:00:00,0.1208,0.2474,11.6957,311.2404
2022-01-04 16:00:00,0.1353,0.6048,5.8104,227.9375
2022-01-04 20:00:00,0.1365,0.3941,12.5158,261.1441
2022-01-05 00:00:00,0.1158,0.4199,12.6134,333.0827
2022-01-05 04:00:00,0.1176,0.3333,13.5660,316.8749
2022-01-05 08:00:00,0.1167,0.2874,13.7835,323.2253
2022-01-05 12:00:00,0.1201,0.2312,13.7002,313.7840
2022-01-05 16:00:00,0.1298,0.4297,11.5907,229.9894
2022-01-05 20:00:00,0.1358,0.3641,12.5908,238.4452
2022-01-06 00:00:00,0.1400,0.3627,12.1927,246.3770
2022-01-06 04:00:00,0.1349,0.2274,9.7336,308.5508
2022-01-06 08:00:00,0.1285,0.2147,9.1583,291.6450
2022-01-06 12:00:00,0.1322,0.3918,4.6276,231.8399
2022-01-06 16:00:00,0.1326,0.4637,2.9234,226.7774
2022-01-06 20:00:00,0.1323,0.5991,3.2113,222.3356
2022-01-07 00:00:00,0.1393,0.3495,8.4641,287.1487
2022-01-07 04:00:00,0.1257,0.2907,8.4839,277.8520
2022-01-07 08:00:00,0.1228,0.1870,8.2983,307.6953
2022-01-07 12:00:00,0.1281,0.1593,9.5378,311.2859
2022-01-07 16:00:00,0.1310,0.4832,7.4998,225.1663
2022-01-07 20:00:00,0.1468,0.4557,12.7368,235.3344
2022-01-08 00:00:00,0.1377,0.3997,11.3928,350.9787
2022-01-08 04:00:00,0.1357,0.3618,12.0464,342.5639
2022-01-08 08:00:00,0.1357,0.2756,12.5518,311.8315
2022-01-08 12:00:00,0.1473,0.5583,9.7837,230.9006
2022-01-08 16:00:00,0.1623,0.8193,5.1187,224.8404
2022-01-08 20:00:00,0.1716,0.8870,3.7854,221.4636
2022-01-09 00:00:00,0.1719,0.7032,7.7653,226.8318
2022-01-09 04:00:00,0.1687,0.6167,9.3556,232.5918
2022-01-09 08:00:00,0.1716,0.4844,10.1978,260.6255
2022-01-09 12:00:00,0.1829,0.6446,8.3830,237.9662
2022-01-09 16:00:00,0.1896,0.7560,5.2131,230.3481
2022-01-09 20:00:00,0.1960,0.7859,4.1184,224.5482
2022-01-10 00:00:00,0.1944,0.4614,9.4191,267.4318
2022-01-10 04:00:00,0.1632,0.3468,10.3074,308.9713
2022-01-10 08:00:00,0.1505,0.3011,10.9798,318.3544
2022-01-10 12:00:00,0.1453,0.2617,11.3333,313.4102
2022-01-10 16:00:00,0.1519,0.5409,6.7759,232.5187
2022-01-10 20:00:00,0.1591,0.4387,10.5262,236.9838
2022-01-11 00:00:00,0.1532,0.2573,10.6610,307.0166
2022-01-11 04:00:00,0.1515,0.4618,10.1651,56.9256
2022-01-11 08:00:00,0.1470,0.3726,9.2216,47.6825
2022-01-11 12:00:00,0.1466,0.1771,10.4893,318.6856
2022-01-11 16:00:00,0.1519,0.3947,5.6984,229.3689
2022-01-11 20:00:00,0.1585,0.3542,9.4450,227.3787
2022-01-12 00:00:00,0.1544,0.2025,10.6299,299.9212
2022-01-12 04:00:00,0.1512,0.1869,10.7677,309.8774
2022-01-12 08:00:00,0.1543,0.1768,10.8146,309.8791
2022-01-12 12:00:00,0.1609,0.3338,9.7804,237.6462
2022-01-12 16:00:00,0.1649,0.3251,10.0908,240.4232
2022-01-12 20:00:00,0.1706,0.3766,9.7668,245.2579
2022-01-13 00:00:00,0.1738,0.4833,3.8853,235.5092
2022-01-13 04:00:00,0.1784,0.5109,5.1949,237.5998
2022-01-13 08:00:00,0.1783,0.4257,7.2509,239.5634
2022-01-13 12:00:00,0.1834,0.5052,4.4373,234.1854
2022-01-13 16:00:00,0.1910,0.5675,7.7919,234.9955
2022-01-13 20:00:00,0.1954,0.5939,4.0019,229.2550
2022-01-14 00:00:00,0.1962,0.4843,6.9794,231.4323
2022-01-14 04:00:00,0.1798,0.3730,10.2478,270.6901
2022-01-14 08:00:00,0.1736,0.2827,12.4535,298.9284
2022-01-14 12:00:00,0.2103,0.5179,10.4641,232.1340
2022-01-14 16:00:00,0.2147,0.5533,10.5981,233.3359
2022-01-14 20:00:00,0.2243,0.5850,11.4844,232.5703
2022-01-15 00:00:00,0.2270,0.4784,12.5357,252.4740
2022-01-15 04:00:00,0.2465,0.3920,12.5410,298.0148
2022-01-15 08:00:00,0.2608,0.3519,12.5351,306.6669
2022-01-15 12:00:00,0.2350,0.5766,11.9296,244.1304
2022-01-15 16:00:00,0.2563,0.6714,10.1100,233.2502
2022-01-15 20:00:00,0.2785,0.6503,11.3311,232.7952
2022-01-16 00:00:00,0.2675,0.5265,12.5326,249.2943
2022-01-16 04:00:00,0.2813,0.4447,12.4711,286.8142
2022-01-16 08:00:00,0.2120,0.3949,12.3801,302.1988
2022-01-16 12:00:00,0.1809,0.6732,8.7151,236.6410
2022-01-16 16:00:00,0.2266,0.7762,6.6070,230.1878
2022-01-16 20:00:00,0.2606,0.7894,9.0985,230.6688
2022-01-17 00:00:00,0.2686,0.5614,12.4133,317.8560
2022-01-17 04:00:00,0.1705,0.4597,12.6346,313.8631
2022-01-17 08:00:00,0.1700,0.3971,12.5787,313.5594
2022-01-17 12:00:00,0.1789,0.3383,12.5163,312.0051
2022-01-17 16:00:00,0.1873,0.5296,11.8830,242.0762
2022-01-17 20:00:00,0.1922,0.4398,11.6694,256.7381
