Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0931,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0915,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0934,0.6311,3.6015,214.3040
2022-01-01 16:00:00,0.0903,0.7544,3.3721,211.0931
2022-01-01 20:00:00,0.0900,0.7088,4.1179,213.1124
2022-01-02 00:00:00,0.0925,0.5956,8.0161,220.4135
2022-01-02 04:00:00,0.0936,0.3946,10.1871,289.2840
2022-01-02 08:00:00,0.0931,0.3276,11.3631,296.6471
2022-01-02 12:00:00,0.0916,0.3927,11.4587,259.4123
2022-01-02 16:00:00,0.0936,0.6007,11.1459,220.1405
2022-01-02 20:00:00,0.0969,0.6521,11.1596,217.3030
2022-01-03 00:00:00,0.1018,0.5204,11.0932,242.3044
2022-01-03 04:00:00,0.1058,0.3858,10.9799,289.8779
2022-01-03 08:00:00,0.1148,0.3571,11.4186,283.2489
2022-01-03 12:00:00,0.1085,0.5413,11.3482,228.1876
2022-01-03 16:00:00,0.1023,0.6098,11.1182,221.7044
2022-01-03 20:00:00,0.1063,0.6768,10.0640,220.2761
2022-01-04 00:00:00,0.1090,0.4141,9.5187,283.7146
2022-01-04 04:00:00,0.1122,0.3665,10.4526,292.8466
2022-01-04 08:00:00,0.1246,0.3118,11.3191,296.8337
2022-01-04 12:00:00,0.1192,0.2700,11.7140,293.8614
2022-01-04 16:00:00,0.1217,0.6716,9.7371,217.1913
2022-01-04 20:00:00,0.1222,0.4640,12.5212,242.8293
2022-01-05 00:00:00,0.1235,0.5197,12.6115,104.8577
2022-01-05 04:00:00,0.1376,0.3695,13.5834,301.3130
2022-01-05 08:00:00,0.1458,0.3253,13.7857,306.9610
2022-01-05 12:00:00,0.1497,0.2477,13.6991,296.6237
2022-01-05 16:00:00,0.1521,0.4797,12.8672,217.4892
2022-01-05 20:00:00,0.1632,0.4235,12.6276,224.8688
2022-01-06 00:00:00,0.1631,0.4212,12.1731,231.4930
2022-01-06 04:00:00,0.1506,0.2555,9.6768,290.1541
2022-01-06 08:00:00,0.1491,0.2374,9.1626,277.6881
2022-01-06 12:00:00,0.1489,0.4207,8.1040,219.4894
2022-01-06 16:00:00,0.1555,0.5068,3.7816,215.6005
2022-01-06 20:00:00,0.1308,0.7173,3.4944,211.7445
2022-01-07 00:00:00,0.1300,0.4065,8.4871,269.5364
2022-01-07 04:00:00,0.1307,0.3443,8.4669,254.2004
2022-01-07 08:00:00,0.1334,0.2152,8.2976,294.2706
2022-01-07 12:00:00,0.1345,0.1737,9.6129,298.0262
2022-01-07 16:00:00,0.1393,0.5480,11.6010,212.9984
2022-01-07 20:00:00,0.1434,0.5546,12.8539,220.3819
2022-01-08 00:00:00,0.1441,0.4812,11.3682,81.9958
2022-01-08 04:00:00,0.1463,0.4015,12.0822,326.6139
2022-01-08 08:00:00,0.1470,0.2960,12.5565,296.5701
2022-01-08 12:00:00,0.1530,0.6124,12.0372,219.8037
2022-01-08 16:00:00,0.1520,0.9038,8.7938,216.0516
2022-01-08 20:00:00,0.1469,1.0248,4.2929,211.5226
2022-01-09 00:00:00,0.1480,0.8360,8.1763,215.5950
2022-01-09 04:00:00,0.1481,0.7432,9.3447,218.7936
2022-01-09 08:00:00,0.1495,0.5644,10.2015,242.9917
2022-01-09 12:00:00,0.1583,0.6901,10.1601,230.0571
2022-01-09 16:00:00,0.1653,0.8077,8.9650,222.5348
2022-01-09 20:00:00,0.1672,0.9002,5.5667,214.4969
2022-01-10 00:00:00,0.1693,0.5423,9.4202,248.8204
2022-01-10 04:00:00,0.1650,0.3969,10.3234,296.8775
2022-01-10 08:00:00,0.1682,0.3866,10.9984,327.2344
2022-01-10 12:00:00,0.1690,0.2915,11.3377,299.2369
2022-01-10 16:00:00,0.1681,0.5613,10.5170,224.5808
2022-01-10 20:00:00,0.1735,0.4995,10.9374,225.5120
2022-01-11 00:00:00,0.1723,0.3425,10.6494,326.6289
2022-01-11 04:00:00,0.1753,0.5174,10.3762,73.3649
2022-01-11 08:00:00,0.1784,0.4100,10.2998,61.2880
2022-01-11 12:00:00,0.1746,0.1952,10.4898,304.8340
2022-01-11 16:00:00,0.1731,0.4591,8.1723,214.9403
2022-01-11 20:00:00,0.1720,0.4480,9.4971,212.3434
2022-01-12 00:00:00,0.1633,0.2361,10.6343,278.7570
2022-01-12 04:00:00,0.1667,0.2171,10.7691,283.2746
2022-01-12 08:00:00,0.1696,0.1917,10.8160,294.4253
2022-01-12 12:00:00,0.1755,0.3342,10.8395,231.2203
