Date,Currnet Speed,Stress,salinity,Tempeature,PAR,PAR fraction
Units:,m/s,N/m2,PSU,degrees,W/m2,%
2022-01-01 04:00:00,0.0750,0.0452,36.0064,23.8320,0.0000,   NaN
2022-01-01 08:00:00,0.0093,0.0007,36.0129,23.6624,0.0000,   NaN
2022-01-01 12:00:00,0.0415,0.3792,36.0146,23.6864,258.1577,0.5330
2022-01-01 16:00:00,0.0280,0.3979,36.0252,23.9725,215.1835,0.5239
2022-01-01 20:00:00,0.0296,0.6156,36.0344,23.9713,12.8291,0.5152
2022-01-02 00:00:00,0.0285,0.5825,36.0400,23.8704,0.0000,   NaN
2022-01-02 04:00:00,0.0170,0.5072,36.0431,23.6708,0.0000,   NaN
2022-01-02 08:00:00,0.0188,0.3727,36.0479,23.5299,80.7818,0.5413
2022-01-02 12:00:00,0.0242,0.3485,36.0504,23.5883,254.2167,0.5298
2022-01-02 16:00:00,0.0542,0.5680,36.0493,23.6934,209.3026,0.5168
2022-01-02 20:00:00,0.0368,0.6223,36.0585,23.9485,12.4558,0.5051
2022-01-03 00:00:00,0.0245,0.5325,36.0681,23.9905,0.0000,   NaN
2022-01-03 04:00:00,0.0080,0.4735,36.0698,23.9333,0.0000,   NaN
2022-01-03 08:00:00,0.0081,0.4004,36.0712,23.8783,72.8290,0.5091
2022-01-03 12:00:00,0.0246,0.4946,36.0715,23.9538,232.3470,0.4971
2022-01-03 16:00:00,0.0559,0.5802,36.0714,23.9832,197.9729,0.4984
2022-01-03 20:00:00,0.0395,0.7015,36.0789,24.2004,11.6124,0.4804
2022-01-04 00:00:00,0.0186,0.4965,36.0865,24.2689,0.0000,   NaN
2022-01-04 04:00:00,0.0096,0.4277,36.0883,24.1806,0.0000,   NaN
2022-01-04 08:00:00,0.0123,0.3443,36.0897,24.1227,69.3440,0.4860
2022-01-04 12:00:00,0.0205,0.2651,36.0858,24.2139,220.7500,0.4693
2022-01-04 16:00:00,0.0185,0.6227,36.0806,24.2637,179.5245,0.4482
2022-01-04 20:00:00,0.0459,0.4670,36.0759,24.1769,10.5936,0.4319
2022-01-05 00:00:00,0.0263,0.4612,36.0746,24.2029,0.0000,   NaN
2022-01-05 04:00:00,0.0075,0.3965,36.0760,24.2029,0.0000,   NaN
2022-01-05 08:00:00,0.0140,0.3044,36.0994,24.2875,66.4924,0.4697
2022-01-05 12:00:00,0.0234,0.2105,36.0924,24.2438,214.6484,0.4560
2022-01-05 16:00:00,0.0447,0.3518,36.0934,24.3218,177.3127,0.4404
2022-01-05 20:00:00,0.0394,0.3468,36.0948,24.3525,10.5793,0.4257
2022-01-06 00:00:00,0.0232,0.3421,36.1049,24.5655,0.0000,   NaN
2022-01-06 04:00:00,0.0051,0.2360,36.1154,24.6653,0.0000,   NaN
2022-01-06 08:00:00,0.0100,0.2003,36.1174,24.6382,60.7454,0.4304
2022-01-06 12:00:00,0.0407,0.2969,36.1169,24.6635,201.2023,0.4263
2022-01-06 16:00:00,0.0458,0.3577,36.1237,24.9579,167.6994,0.4163
2022-01-06 20:00:00,0.0401,0.5153,36.1315,25.2864,9.5394,0.3834
2022-01-07 00:00:00,0.0191,0.4642,36.1350,25.2546,0.0000,   NaN
2022-01-07 04:00:00,0.0144,0.3169,36.1361,25.1328,0.0000,   NaN
2022-01-07 08:00:00,0.0236,0.1861,36.1338,24.9880,52.3363,0.3778
2022-01-07 12:00:00,0.0302,0.1381,36.1279,24.8871,178.0686,0.3806
2022-01-07 16:00:00,0.0082,0.4197,36.1284,24.9776,148.7218,0.3706
2022-01-07 20:00:00,0.0372,0.5242,36.1258,24.9951,9.0561,0.3612
2022-01-08 00:00:00,0.0402,0.4286,36.1267,25.0394,0.0000,   NaN
2022-01-08 04:00:00,0.0222,0.3745,36.1240,24.8896,0.0000,   NaN
2022-01-08 08:00:00,0.0076,0.3002,36.1230,24.8283,53.9550,0.3859
2022-01-08 12:00:00,0.0248,0.5558,36.1405,25.0084,180.5016,0.3807
2022-01-08 16:00:00,0.0507,1.0000,36.1555,25.3494,148.0595,0.3670
2022-01-08 20:00:00,0.0426,1.0000,36.1806,25.5131,8.6358,0.3431
2022-01-09 00:00:00,0.0389,0.9353,36.1848,25.2309,0.0000,   NaN
2022-01-09 04:00:00,0.0336,0.8381,36.1919,24.8947,0.0000,   NaN
2022-01-09 08:00:00,0.0292,0.6596,36.2050,24.7603,42.9436,0.3003
2022-01-09 12:00:00,0.0308,0.7646,36.2146,24.8577,150.2442,0.3102
2022-01-09 16:00:00,0.0340,0.9090,36.2227,25.0112,120.6080,0.2925
2022-01-09 20:00:00,0.0297,0.9956,36.2346,24.9449,7.5678,0.2906
2022-01-10 00:00:00,0.0316,0.6404,36.2291,24.6281,0.0000,   NaN
2022-01-10 04:00:00,0.0244,0.4750,36.2187,24.2455,0.0000,   NaN
2022-01-10 08:00:00,0.0287,0.3363,36.2233,24.0515,35.8313,0.2557
2022-01-10 12:00:00,0.0210,0.2683,36.2154,24.0942,119.3749,0.2507
2022-01-10 16:00:00,0.0413,0.5109,36.2119,24.1700,99.6646,0.2496
2022-01-10 20:00:00,0.0358,0.4450,36.2295,24.3466,6.8183,0.2594
2022-01-11 00:00:00,0.0180,0.2805,36.2492,24.3848,0.0000,   NaN
2022-01-11 04:00:00,0.0227,0.2968,36.2360,24.1909,0.0000,   NaN
2022-01-11 08:00:00,0.0278,0.1927,36.2189,23.9230,34.9049,0.2534
2022-01-11 12:00:00,0.0260,0.1377,36.1488,23.6328,103.1747,0.2614
2022-01-11 16:00:00,0.0496,0.3134,36.1523,23.7233,105.6587,0.2576
2022-01-11 20:00:00,0.0596,0.3625,36.1306,23.7178,6.7414,0.2634
2022-01-12 00:00:00,0.0210,0.1856,36.1125,23.7279,0.0000,   NaN
2022-01-12 04:00:00,0.0096,0.1674,36.1609,23.9151,0.0000,   NaN
2022-01-12 08:00:00,0.0170,0.1485,36.0803,23.5360,40.6983,0.3086
2022-01-12 12:00:00,0.0099,0.2132,36.0690,23.4813,138.6101,0.2972
2022-01-12 16:00:00,0.0433,0.2623,36.1814,23.9776,106.0819,0.2629
2022-01-12 20:00:00,0.0286,0.3410,36.2202,24.2314,6.3221,0.2539
2022-01-13 00:00:00,0.0216,0.4446,36.2323,24.4447,0.0000,   NaN
2022-01-13 04:00:00,0.0080,0.5335,36.2494,24.5324,0.0000,   NaN
2022-01-13 08:00:00,0.0061,0.4591,36.2538,24.4740,35.4074,0.2688
2022-01-13 12:00:00,0.0305,0.4886,36.2471,24.5318,120.0423,0.2578
2022-01-13 16:00:00,0.0421,0.6005,36.2462,24.6743,99.1149,0.2470
2022-01-13 20:00:00,0.0302,0.6203,36.2666,24.9325,6.0339,0.2429
2022-01-14 00:00:00,0.0210,0.5387,36.2896,24.9071,0.0000,   NaN
2022-01-14 04:00:00,0.0135,0.4632,36.2768,24.7244,0.0000,   NaN
2022-01-14 08:00:00,0.0132,0.2991,36.2669,24.5893,34.3165,0.2611
2022-01-14 12:00:00,0.0350,0.4698,36.2710,24.6900,117.4200,0.2514
2022-01-14 16:00:00,0.0397,0.5467,36.2598,24.7146,99.6397,0.2429
2022-01-14 20:00:00,0.0237,0.6195,36.2913,24.9734,6.0588,0.2365
2022-01-15 00:00:00,0.0176,0.5784,36.3079,24.8611,0.0000,   NaN
2022-01-15 04:00:00,0.0158,0.5053,36.2879,24.5897,0.0000,   NaN
2022-01-15 08:00:00,0.0160,0.4381,36.2762,24.3919,30.4169,0.2358
2022-01-15 12:00:00,0.0450,0.6354,36.2769,24.4236,107.6977,0.2316
