Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0935,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0913,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0939,0.6113,3.3443,221.1316
2022-01-01 16:00:00,0.0915,0.7334,3.2742,215.8730
2022-01-01 20:00:00,0.0902,0.6797,3.7562,219.5451
2022-01-02 00:00:00,0.0920,0.5612,8.0608,233.9521
2022-01-02 04:00:00,0.0961,0.4160,10.1611,296.8491
2022-01-02 08:00:00,0.1027,0.3569,11.3553,303.0928
2022-01-02 12:00:00,0.1007,0.4177,11.4514,265.4037
2022-01-02 16:00:00,0.1015,0.5912,10.5634,228.0034
2022-01-02 20:00:00,0.1126,0.6238,11.0000,227.5985
2022-01-03 00:00:00,0.1204,0.5138,11.1078,257.9319
2022-01-03 04:00:00,0.1194,0.4131,10.9676,296.8888
2022-01-03 08:00:00,0.1185,0.3771,11.4126,293.1713
2022-01-03 12:00:00,0.1217,0.5467,10.9570,235.5248
2022-01-03 16:00:00,0.1199,0.6022,10.3691,228.9803
2022-01-03 20:00:00,0.1195,0.6441,9.6522,229.8976
2022-01-04 00:00:00,0.1201,0.4437,9.5175,290.0856
2022-01-04 04:00:00,0.1154,0.3944,10.4463,299.3321
2022-01-04 08:00:00,0.1146,0.3394,11.3069,303.4895
2022-01-04 12:00:00,0.1157,0.2936,11.6961,302.2821
2022-01-04 16:00:00,0.1262,0.6595,7.6246,223.4876
2022-01-04 20:00:00,0.1605,0.4547,12.5120,258.9906
2022-01-05 00:00:00,0.1474,0.5137,12.6057,197.2422
2022-01-05 04:00:00,0.1416,0.3954,13.5632,307.1309
2022-01-05 08:00:00,0.1421,0.3461,13.7797,313.7259
2022-01-05 12:00:00,0.1456,0.2763,13.6941,303.2760
2022-01-05 16:00:00,0.1500,0.4711,12.2400,226.0440
2022-01-05 20:00:00,0.1439,0.4130,12.5950,236.0308
2022-01-06 00:00:00,0.1500,0.4119,12.1756,244.9932
2022-01-06 04:00:00,0.1636,0.2687,9.7033,300.9541
2022-01-06 08:00:00,0.1541,0.2503,9.1479,286.6975
2022-01-06 12:00:00,0.1556,0.4212,6.1086,227.2372
2022-01-06 16:00:00,0.1352,0.4960,3.2038,222.1663
2022-01-06 20:00:00,0.1305,0.6647,3.3763,218.7594
2022-01-07 00:00:00,0.1283,0.4078,8.4776,283.0569
2022-01-07 04:00:00,0.1288,0.3411,8.4739,272.5739
2022-01-07 08:00:00,0.1325,0.2221,8.2904,299.8786
2022-01-07 12:00:00,0.1367,0.1894,9.5522,303.2344
2022-01-07 16:00:00,0.1429,0.5287,9.4143,220.3764
2022-01-07 20:00:00,0.1476,0.5206,12.7299,231.9213
2022-01-08 00:00:00,0.1418,0.4779,11.3774,132.1210
2022-01-08 04:00:00,0.1484,0.4274,12.0508,334.4337
2022-01-08 08:00:00,0.1582,0.3282,12.5485,302.3949
2022-01-08 12:00:00,0.1848,0.6080,11.1039,226.9606
2022-01-08 16:00:00,0.1680,0.8888,6.9130,220.8249
2022-01-08 20:00:00,0.1648,0.9839,4.1130,216.6279
2022-01-09 00:00:00,0.1744,0.7996,8.1107,225.0183
2022-01-09 04:00:00,0.1688,0.7072,9.3579,231.3763
2022-01-09 08:00:00,0.1566,0.5591,10.1987,259.1595
2022-01-09 12:00:00,0.1602,0.7014,9.5028,236.0489
2022-01-09 16:00:00,0.1743,0.8142,7.1776,227.0159
2022-01-09 20:00:00,0.1846,0.8709,4.9453,220.6227
2022-01-10 00:00:00,0.1939,0.5334,9.4207,265.1781
2022-01-10 04:00:00,0.1825,0.4096,10.3146,301.2558
2022-01-10 08:00:00,0.1621,0.3799,10.9796,317.7830
2022-01-10 12:00:00,0.1537,0.3185,11.3314,307.8593
2022-01-10 16:00:00,0.1540,0.5724,8.9058,229.2915
2022-01-10 20:00:00,0.1644,0.4901,10.7307,234.8965
2022-01-11 00:00:00,0.1642,0.3234,10.6508,296.4407
2022-01-11 04:00:00,0.1682,0.4987,10.3254,62.9507
2022-01-11 08:00:00,0.1630,0.3888,10.1508,53.4361
2022-01-11 12:00:00,0.1593,0.2105,10.4852,309.5766
2022-01-11 16:00:00,0.1622,0.4406,6.6667,223.7920
2022-01-11 20:00:00,0.1601,0.4051,9.3278,224.2180
2022-01-12 00:00:00,0.1579,0.2392,10.6252,292.4395
2022-01-12 04:00:00,0.1598,0.2242,10.7603,299.5212
2022-01-12 08:00:00,0.1670,0.2102,10.8068,301.2072
2022-01-12 12:00:00,0.1722,0.3519,10.5753,235.2502
2022-01-12 16:00:00,0.1794,0.3410,10.5123,241.3328
2022-01-12 20:00:00,0.1765,0.4057,9.9392,246.1175
2022-01-13 00:00:00,0.1769,0.5226,5.0265,234.1133
2022-01-13 04:00:00,0.1802,0.5637,6.1158,236.1572
2022-01-13 08:00:00,0.1875,0.4778,7.3995,239.0229
2022-01-13 12:00:00,0.1900,0.5457,5.7109,231.8675
2022-01-13 16:00:00,0.1914,0.6071,9.9295,232.8607
2022-01-13 20:00:00,0.1928,0.6483,5.0148,226.5686
2022-01-14 00:00:00,0.1920,0.5517,7.0334,230.1180
2022-01-14 04:00:00,0.2014,0.4319,10.2668,267.7185
2022-01-14 08:00:00,0.2085,0.3318,12.4523,291.5810
2022-01-14 12:00:00,0.2188,0.5589,11.5415,228.7697
2022-01-14 16:00:00,0.2011,0.5950,11.7344,230.6293
2022-01-14 20:00:00,0.1881,0.6453,11.9614,230.5464
2022-01-15 00:00:00,0.1931,0.5520,12.5282,250.1460
2022-01-15 04:00:00,0.1935,0.4584,12.5347,291.2905
2022-01-15 08:00:00,0.2183,0.4149,12.5293,298.6767
2022-01-15 12:00:00,0.2255,0.6298,12.3169,242.1459
2022-01-15 16:00:00,0.2140,0.7322,11.4387,230.5172
2022-01-15 20:00:00,0.1999,0.7225,11.8532,230.7303
2022-01-16 00:00:00,0.2093,0.6084,12.5244,247.1429
2022-01-16 04:00:00,0.1966,0.5183,12.4630,280.9552
2022-01-16 08:00:00,0.1896,0.4647,12.3691,294.3248
2022-01-16 12:00:00,0.1889,0.7353,10.3198,233.0503
2022-01-16 16:00:00,0.2083,0.8482,8.5044,226.7243
2022-01-16 20:00:00,0.2074,0.8879,10.2360,227.7944
2022-01-17 00:00:00,0.2194,0.6502,12.3914,304.8826
2022-01-17 04:00:00,0.2004,0.5361,12.6149,304.7966
2022-01-17 08:00:00,0.1907,0.4730,12.5678,307.0745
2022-01-17 12:00:00,0.1902,0.4009,12.5097,303.3129
2022-01-17 16:00:00,0.1953,0.5854,12.1198,239.6040
2022-01-17 20:00:00,0.1894,0.5044,11.6579,254.5670
2022-01-18 00:00:00,0.1862,0.4289,11.4541,314.4431
2022-01-18 04:00:00,0.2067,0.4922,11.3631,12.1735
2022-01-18 08:00:00,0.2152,0.4155,11.2551,340.1181
2022-01-18 12:00:00,0.2152,0.3185,10.9748,315.0232
2022-01-18 16:00:00,0.2265,0.3612,10.6840,253.5519
2022-01-18 20:00:00,0.2147,0.3289,10.5740,251.0100
2022-01-19 00:00:00,0.2016,0.2448,10.5722,295.8601
2022-01-19 04:00:00,0.2001,0.2374,10.5700,313.9201
2022-01-19 08:00:00,0.2011,0.3081,10.5749,350.6037
2022-01-19 12:00:00,0.2161,0.2998,10.5669,333.5944
2022-01-19 16:00:00,0.2183,0.2172,10.5718,310.5021
2022-01-19 20:00:00,0.2143,0.2621,10.7038,239.9065
2022-01-20 00:00:00,0.2231,0.2713,16.0454,263.4560
2022-01-20 04:00:00,0.2144,0.2368,16.4054,300.7633
2022-01-20 08:00:00,0.2057,0.2565,15.3509,301.4420
2022-01-20 12:00:00,0.2152,0.2970,15.1726,302.6473
2022-01-20 16:00:00,0.2147,0.4733,15.0728,244.8889
2022-01-20 20:00:00,0.2322,0.4254,14.8905,271.2426
2022-01-21 00:00:00,0.2345,0.4083,14.1963,291.8680
2022-01-21 04:00:00,0.2227,0.3972,13.8502,301.9086
2022-01-21 08:00:00,0.2239,0.4295,13.8476,317.2074
2022-01-21 12:00:00,0.2303,0.3970,13.8149,303.8765
2022-01-21 16:00:00,0.2200,0.4618,13.8446,272.0651
2022-01-21 20:00:00,0.2236,0.4385,13.7774,274.3913
2022-01-22 00:00:00,0.2341,0.3769,13.7691,298.8242
2022-01-22 04:00:00,0.2288,0.3513,13.7415,301.8881
2022-01-22 08:00:00,0.2276,0.3343,13.5821,302.6798
2022-01-22 12:00:00,0.2200,0.3133,12.9718,299.3721
2022-01-22 16:00:00,0.2275,0.4300,12.6177,250.4356
2022-01-22 20:00:00,0.2255,0.3672,12.5540,261.9398
2022-01-23 00:00:00,0.2267,0.3002,12.3826,295.2694
2022-01-23 04:00:00,0.2143,0.2761,11.7643,301.6892
2022-01-23 08:00:00,0.2126,0.2582,11.4875,302.6844
2022-01-23 12:00:00,0.2152,0.2539,11.4281,292.4185
2022-01-23 16:00:00,0.2223,0.6378,4.7135,220.8998
2022-01-23 20:00:00,0.2183,0.7392,3.5059,216.4594
2022-01-24 00:00:00,0.2254,0.5745,7.9935,239.8171
2022-01-24 04:00:00,0.2339,0.5426,10.0699,273.4639
2022-01-24 08:00:00,0.2470,0.5487,13.0010,276.7544
2022-01-24 12:00:00,0.2334,0.5184,13.9466,273.4714
2022-01-24 16:00:00,0.2415,0.8666,8.9574,226.4838
2022-01-24 20:00:00,0.2397,0.5524,12.6646,266.9515
2022-01-25 00:00:00,0.2433,0.5348,11.2436,252.1387
2022-01-25 04:00:00,0.2510,0.4533,10.6344,278.7247
2022-01-25 08:00:00,0.2534,0.3780,11.6176,275.6823
2022-01-25 12:00:00,0.2564,0.2784,12.1818,298.9766
2022-01-25 16:00:00,0.2535,0.6784,4.4231,220.3244
2022-01-25 20:00:00,0.2659,0.4273,9.5758,230.2057
2022-01-26 00:00:00,0.2623,0.3173,7.7676,297.8042
2022-01-26 04:00:00,0.2434,0.3142,8.1044,313.1241
2022-01-26 08:00:00,0.2336,0.2288,8.5837,306.6414
2022-01-26 12:00:00,0.2338,0.4612,4.9245,227.8787
2022-01-26 16:00:00,0.2409,0.5845,8.0562,219.9232
2022-01-26 20:00:00,0.2447,0.6793,8.3281,217.0118
2022-01-27 00:00:00,0.2442,0.4621,7.9366,235.6072
2022-01-27 04:00:00,0.2435,0.3046,8.8954,295.7036
2022-01-27 08:00:00,0.2264,0.2771,12.7977,302.7709
2022-01-27 12:00:00,0.2266,0.5606,13.5409,226.7972
2022-01-27 16:00:00,0.2464,0.7466,8.0014,216.1386
2022-01-27 20:00:00,0.2590,0.6324,13.3325,225.6504
2022-01-28 00:00:00,0.2598,0.4382,11.6159,288.5574
2022-01-28 04:00:00,0.2590,0.4878,13.4280,135.1914
2022-01-28 08:00:00,0.2460,0.3872,13.8661,327.4683
2022-01-28 12:00:00,0.2574,0.3127,13.8539,305.7014
2022-01-28 16:00:00,0.2475,0.5962,13.2462,226.9106
