Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0927,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0912,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0902,0.7263,5.2299,236.1035
2022-01-01 16:00:00,0.0896,0.8314,4.9673,238.1580
2022-01-01 20:00:00,0.0900,0.8424,7.3723,242.4272
2022-01-02 00:00:00,0.0908,0.7701,8.5778,253.9206
2022-01-02 04:00:00,0.0915,0.6697,10.1122,273.4046
2022-01-02 08:00:00,0.0916,0.5515,11.3352,277.2852
2022-01-02 12:00:00,0.0913,0.5430,11.4474,269.6970
2022-01-02 16:00:00,0.0916,0.7401,11.4484,246.2809
2022-01-02 20:00:00,0.0926,0.7957,11.4539,247.5403
2022-01-03 00:00:00,0.0957,0.7210,11.1308,263.8292
2022-01-03 04:00:00,0.0990,0.6471,10.9522,274.2453
2022-01-03 08:00:00,0.1003,0.5771,11.3960,272.9460
2022-01-03 12:00:00,0.1003,0.6672,11.4832,253.2646
2022-01-03 16:00:00,0.0967,0.7485,11.4910,248.5923
2022-01-03 20:00:00,0.0994,0.8555,10.8669,247.0243
2022-01-04 00:00:00,0.1014,0.7033,9.4729,270.4987
2022-01-04 04:00:00,0.1036,0.6151,10.4181,275.5391
2022-01-04 08:00:00,0.1068,0.5295,11.3036,277.6603
2022-01-04 12:00:00,0.1079,0.4613,11.7012,276.2305
2022-01-04 16:00:00,0.1105,0.7787,12.0287,241.3239
2022-01-04 20:00:00,0.1134,0.6696,12.5283,260.1419
2022-01-05 00:00:00,0.1099,0.6665,12.6232,277.7644
2022-01-05 04:00:00,0.1103,0.5943,13.5874,280.3347
2022-01-05 08:00:00,0.1109,0.4991,13.7805,282.3980
2022-01-05 12:00:00,0.1127,0.4053,13.6962,280.5724
2022-01-05 16:00:00,0.1148,0.5565,13.1945,245.5841
2022-01-05 20:00:00,0.1169,0.5613,12.6428,248.4095
2022-01-06 00:00:00,0.1186,0.5602,12.2443,257.8539
2022-01-06 04:00:00,0.1203,0.4417,9.7552,275.4658
2022-01-06 08:00:00,0.1217,0.3935,9.1876,271.1337
2022-01-06 12:00:00,0.1228,0.4961,9.5466,244.1757
2022-01-06 16:00:00,0.1237,0.5805,7.8130,244.2312
2022-01-06 20:00:00,0.1326,0.8500,5.7322,238.8102
2022-01-07 00:00:00,0.1324,0.6820,8.4035,267.4109
2022-01-07 04:00:00,0.1353,0.5328,8.4399,265.9838
2022-01-07 08:00:00,0.1400,0.3811,8.2960,273.0579
2022-01-07 12:00:00,0.1371,0.3136,9.5523,275.8447
2022-01-07 16:00:00,0.1374,0.6180,13.4378,238.7868
2022-01-07 20:00:00,0.1406,0.7091,13.0272,245.7590
2022-01-08 00:00:00,0.1359,0.6307,11.4024,278.1240
2022-01-08 04:00:00,0.1353,0.5780,12.0382,279.9258
2022-01-08 08:00:00,0.1352,0.5041,12.5422,276.5517
2022-01-08 12:00:00,0.1364,0.7248,12.5071,245.0958
2022-01-08 16:00:00,0.1402,1.0390,11.8286,243.3113
2022-01-08 20:00:00,0.1501,1.1281,7.7387,240.6099
2022-01-09 00:00:00,0.1708,0.9922,9.4942,248.5262
2022-01-09 04:00:00,0.1789,0.9188,9.7646,251.4262
2022-01-09 08:00:00,0.1729,0.7938,10.1659,262.3968
2022-01-09 12:00:00,0.1664,0.8712,10.3929,252.5859
2022-01-09 16:00:00,0.1725,0.9709,10.5647,249.1126
2022-01-09 20:00:00,0.1731,1.0397,9.0600,244.6823
2022-01-10 00:00:00,0.1798,0.7921,9.3737,264.9756
2022-01-10 04:00:00,0.1940,0.6536,10.2665,275.3750
2022-01-10 08:00:00,0.1967,0.5315,10.9778,277.9986
2022-01-10 12:00:00,0.1951,0.4713,11.3218,278.4337
2022-01-10 16:00:00,0.1933,0.6949,11.1287,250.2608
2022-01-10 20:00:00,0.1890,0.6399,11.0660,252.6048
2022-01-11 00:00:00,0.1908,0.4824,10.6454,275.7161
2022-01-11 04:00:00,0.1972,0.4923,10.4295,303.7329
2022-01-11 08:00:00,0.1982,0.3813,10.4455,105.2820
2022-01-11 12:00:00,0.1899,0.3175,10.4837,281.5534
2022-01-11 16:00:00,0.1888,0.5245,9.8668,234.7804
2022-01-11 20:00:00,0.1858,0.5687,10.1207,235.3915
2022-01-12 00:00:00,0.1801,0.3784,10.6320,272.0649
2022-01-12 04:00:00,0.1769,0.3518,10.7734,275.2650
2022-01-12 08:00:00,0.1695,0.3282,10.8243,277.5333
2022-01-12 12:00:00,0.1707,0.4156,10.8855,256.0554
2022-01-12 16:00:00,0.1828,0.4739,10.6236,259.1794
2022-01-12 20:00:00,0.1886,0.5564,10.0559,260.6264
2022-01-13 00:00:00,0.1892,0.6922,6.7652,254.7602
2022-01-13 04:00:00,0.1896,0.7305,7.4493,254.6270
2022-01-13 08:00:00,0.1901,0.6622,7.6582,256.8495
2022-01-13 12:00:00,0.1911,0.6992,7.8099,251.5608
2022-01-13 16:00:00,0.1928,0.7706,11.6129,253.0647
2022-01-13 20:00:00,0.1939,0.8062,8.7642,249.2668
2022-01-14 00:00:00,0.1940,0.7426,7.7515,251.8419
2022-01-14 04:00:00,0.1949,0.6395,10.2558,266.1430
2022-01-14 08:00:00,0.1961,0.4929,12.4553,274.3371
2022-01-14 12:00:00,0.1963,0.6530,12.5257,246.1793
2022-01-14 16:00:00,0.1957,0.7275,12.5252,250.2413
2022-01-14 20:00:00,0.1975,0.7884,12.5420,250.5771
2022-01-15 00:00:00,0.1997,0.7425,12.5417,259.6615
2022-01-15 04:00:00,0.2081,0.6697,12.5321,273.6036
2022-01-15 08:00:00,0.2124,0.6136,12.5289,276.1057
2022-01-15 12:00:00,0.2078,0.7759,12.5454,256.3719
2022-01-15 16:00:00,0.2062,0.8721,12.5222,251.2006
2022-01-15 20:00:00,0.2114,0.8773,12.5239,250.7589
2022-01-16 00:00:00,0.2219,0.8098,12.5350,257.9979
2022-01-16 04:00:00,0.2282,0.7381,12.4637,269.3872
2022-01-16 08:00:00,0.2282,0.6810,12.3718,274.4624
2022-01-16 12:00:00,0.2264,0.8753,11.8503,249.8803
2022-01-16 16:00:00,0.2219,1.0159,11.4898,247.8008
2022-01-16 20:00:00,0.2291,1.0523,12.2754,249.0061
2022-01-17 00:00:00,0.2315,0.9066,12.4123,272.7116
2022-01-17 04:00:00,0.2334,0.8042,12.6300,276.5260
2022-01-17 08:00:00,0.2337,0.7015,12.5687,278.5396
2022-01-17 12:00:00,0.2333,0.5990,12.5045,278.2100
2022-01-17 16:00:00,0.2303,0.7425,12.3723,255.8439
2022-01-17 20:00:00,0.2314,0.7050,11.6654,260.1013
2022-01-18 00:00:00,0.2327,0.6044,11.4340,276.0830
2022-01-18 04:00:00,0.2276,0.5931,11.3593,286.3435
2022-01-18 08:00:00,0.2279,0.5070,11.2528,282.7951
2022-01-18 12:00:00,0.2232,0.4433,10.9754,281.4827
2022-01-18 16:00:00,0.2117,0.4653,10.6986,263.4904
2022-01-18 20:00:00,0.2202,0.4830,10.5755,253.5896
2022-01-19 00:00:00,0.2198,0.3627,10.5722,276.3607
2022-01-19 04:00:00,0.2093,0.3302,10.5732,278.7079
2022-01-19 08:00:00,0.2075,0.3309,10.5820,281.5005
2022-01-19 12:00:00,0.2071,0.3407,10.5792,285.4257
2022-01-19 16:00:00,0.2118,0.2715,10.5831,282.2147
2022-01-19 20:00:00,0.2064,0.3654,10.7188,248.3890
2022-01-20 00:00:00,0.2046,0.3516,16.0439,271.8546
2022-01-20 04:00:00,0.2024,0.3435,16.4203,280.5475
2022-01-20 08:00:00,0.2035,0.3744,15.3509,280.8303
2022-01-20 12:00:00,0.2041,0.4271,15.1727,280.4561
2022-01-20 16:00:00,0.1946,0.6196,15.0858,260.2088
2022-01-20 20:00:00,0.2008,0.6043,14.9002,265.9070
2022-01-21 00:00:00,0.1965,0.5955,14.1965,273.1675
2022-01-21 04:00:00,0.1905,0.5919,13.8522,278.3008
2022-01-21 08:00:00,0.1857,0.5850,13.8418,278.8354
2022-01-21 12:00:00,0.1733,0.5655,13.8148,279.5630
2022-01-21 16:00:00,0.1724,0.6491,13.8492,268.6754
2022-01-21 20:00:00,0.1714,0.6175,13.7810,269.1306
2022-01-22 00:00:00,0.1710,0.5531,13.7715,277.4651
2022-01-22 04:00:00,0.1637,0.5185,13.7353,279.3629
2022-01-22 08:00:00,0.1594,0.4933,13.5759,279.5823
2022-01-22 12:00:00,0.1550,0.4571,12.9646,279.6463
2022-01-22 16:00:00,0.1544,0.5769,12.6301,263.6758
2022-01-22 20:00:00,0.1587,0.5158,12.5571,263.4373
2022-01-23 00:00:00,0.1587,0.4440,12.3863,275.3446
2022-01-23 04:00:00,0.1567,0.4169,11.7628,278.3638
2022-01-23 08:00:00,0.1513,0.3952,11.4815,278.7613
2022-01-23 12:00:00,0.1516,0.3904,11.4256,275.3719
2022-01-23 16:00:00,0.1529,0.7788,9.2372,243.6753
2022-01-23 20:00:00,0.1538,0.9194,5.6411,236.6249
2022-01-24 00:00:00,0.1558,0.7927,8.1421,256.3915
2022-01-24 04:00:00,0.1634,0.7984,10.0296,266.5185
2022-01-24 08:00:00,0.1685,0.7635,13.0023,269.7278
2022-01-24 12:00:00,0.1650,0.7690,13.9561,263.1783
2022-01-24 16:00:00,0.1617,1.0146,13.2188,246.8085
2022-01-24 20:00:00,0.1714,0.7680,12.6365,267.4732
2022-01-25 00:00:00,0.1954,0.7069,11.2648,266.2774
2022-01-25 04:00:00,0.2110,0.6521,10.6360,271.0867
2022-01-25 08:00:00,0.2119,0.5351,11.6219,271.9500
2022-01-25 12:00:00,0.2070,0.4226,12.2044,278.8096
2022-01-25 16:00:00,0.1875,0.7796,10.5590,238.5353
2022-01-25 20:00:00,0.1919,0.5997,10.2490,252.8567
2022-01-26 00:00:00,0.2080,0.5294,7.7384,272.1587
2022-01-26 04:00:00,0.2268,0.4796,8.0861,274.4598
2022-01-26 08:00:00,0.2315,0.3842,8.6057,275.7869
2022-01-26 12:00:00,0.2294,0.4591,10.6174,250.8164
2022-01-26 16:00:00,0.2124,0.6889,14.9839,240.0292
2022-01-26 20:00:00,0.2100,0.7812,14.1467,239.3622
2022-01-27 00:00:00,0.2144,0.6622,8.4075,254.6112
2022-01-27 04:00:00,0.2302,0.4980,8.9343,273.3300
2022-01-27 08:00:00,0.2342,0.4344,12.8625,278.2816
2022-01-27 12:00:00,0.2367,0.5943,15.0706,246.8870
2022-01-27 16:00:00,0.2239,0.8275,14.6771,237.0248
2022-01-27 20:00:00,0.2279,0.8080,13.9796,244.3955
2022-01-28 00:00:00,0.2420,0.6551,11.6982,272.5620
2022-01-28 04:00:00,0.2543,0.5918,13.4573,281.2887
2022-01-28 08:00:00,0.2559,0.5094,13.8668,282.1568
2022-01-28 12:00:00,0.2490,0.4477,13.8530,280.5800
2022-01-28 16:00:00,0.2348,0.7007,13.8528,245.9913
2022-01-28 20:00:00,0.2379,0.7582,14.1952,253.1714
2022-01-29 00:00:00,0.2459,0.7219,14.9951,274.5495
2022-01-29 04:00:00,0.2520,0.7489,15.1611,283.6002
2022-01-29 08:00:00,0.2534,0.6799,15.1564,280.8415
2022-01-29 12:00:00,0.2478,0.6224,15.0608,280.7643
2022-01-29 16:00:00,0.2415,0.6835,14.8728,268.3633
2022-01-29 20:00:00,0.2395,0.7397,14.0238,265.9684
2022-01-30 00:00:00,0.2390,0.6800,13.8078,276.9754
2022-01-30 04:00:00,0.2386,0.7182,13.6971,277.1687
2022-01-30 08:00:00,0.2379,0.7016,13.6372,277.2335
2022-01-30 12:00:00,0.2378,0.8221,13.6304,259.3085
2022-01-30 16:00:00,0.2372,0.8953,13.2509,251.8192
2022-01-30 20:00:00,0.2372,0.9683,11.9406,248.0056
2022-01-31 00:00:00,0.2361,0.8483,9.8334,260.2574
2022-01-31 04:00:00,0.2333,0.7465,10.0315,267.5309
2022-01-31 08:00:00,0.2276,0.6660,10.2609,269.4916
2022-01-31 12:00:00,0.2261,0.5950,10.4442,273.1369
2022-01-31 16:00:00,0.2210,0.5591,11.2793,273.1294
2022-01-31 20:00:00,0.2080,0.6037,10.8199,272.2852
2022-02-01 00:00:00,0.1990,0.6433,10.5538,272.7277
2022-02-01 04:00:00,0.2020,0.4890,10.6273,276.0627
2022-02-01 08:00:00,0.2129,0.3367,11.4310,278.6324
2022-02-01 12:00:00,0.2213,0.2602,11.4912,280.9285
2022-02-01 16:00:00,0.2242,0.2945,11.4432,279.7372
2022-02-01 20:00:00,0.2319,0.2900,11.3946,278.9845
2022-02-02 00:00:00,0.2387,0.3501,10.9790,282.5753
2022-02-02 04:00:00,0.2455,0.4505,10.0918,74.3923
2022-02-02 08:00:00,0.2429,0.3861,2.5355,71.1351
2022-02-02 12:00:00,0.2269,0.1661,1.6721,55.5354
2022-02-02 16:00:00,0.2182,0.1205,10.4118,119.7811
2022-02-02 20:00:00,0.2170,0.1291,9.9198,292.2066
2022-02-03 00:00:00,0.2135,0.1095,9.2953,242.6372
2022-02-03 04:00:00,0.2085,0.1765,2.5358,25.7549
