Date,Currnet Speed,Stress,salinity,Tempeature,PAR,PAR fraction
Units:,m/s,N/m2,PSU,degrees,W/m2,%
2022-01-01 04:00:00,0.0392,0.0051,36.0044,23.8788,0.0000,   NaN
2022-01-01 08:00:00,0.0562,0.0104,36.0067,23.8037,0.0000,   NaN
2022-01-01 12:00:00,0.0237,0.0469,36.0068,23.8701,272.8549,0.5611
2022-01-01 16:00:00,0.0255,0.0641,36.0099,23.9187,228.2112,0.5538
2022-01-01 20:00:00,0.0264,0.0694,36.1543,23.9271,13.7587,0.5465
2022-01-02 00:00:00,0.0477,0.2940,36.0791,23.8578,0.0000,   NaN
2022-01-02 04:00:00,0.0218,0.1907,36.1093,23.7951,0.0000,   NaN
2022-01-02 08:00:00,0.0405,0.1478,36.0417,23.7808,84.4818,0.5643
2022-01-02 12:00:00,0.0280,0.2049,36.0271,23.8580,270.0626,0.5616
2022-01-02 16:00:00,0.0179,0.3543,36.1599,23.9657,202.6098,0.4995
2022-01-02 20:00:00,0.0274,0.3650,36.0436,24.2134,12.6278,0.5054
2022-01-03 00:00:00,0.0372,0.2558,36.0599,24.0512,0.0000,   NaN
2022-01-03 04:00:00,0.0369,0.1874,36.0489,23.8898,0.0000,   NaN
2022-01-03 08:00:00,0.0387,0.1622,36.0458,23.8539,78.5936,0.5471
2022-01-03 12:00:00,0.0173,0.3325,36.0466,23.9429,238.6281,0.5092
2022-01-03 16:00:00,0.0256,0.3664,36.4585,24.3847,170.4403,0.4284
2022-01-03 20:00:00,0.0168,0.3812,36.4649,24.4559,10.1944,0.4162
2022-01-04 00:00:00,0.0323,0.2001,36.1331,24.3034,0.0000,   NaN
2022-01-04 04:00:00,0.0333,0.1699,36.0916,24.0625,0.0000,   NaN
2022-01-04 08:00:00,0.0442,0.1344,36.0621,23.9879,75.2356,0.5251
2022-01-04 12:00:00,0.0808,0.1086,36.0612,24.0280,229.7451,0.4875
2022-01-04 16:00:00,0.0596,0.3509,36.0550,23.9810,178.3931,0.4444
2022-01-04 20:00:00,0.0545,0.2062,36.0530,23.9573,10.3353,0.4169
2022-01-05 00:00:00,0.0319,0.2279,36.0551,23.9231,0.0000,   NaN
2022-01-05 04:00:00,0.0474,0.1620,36.0556,23.8600,0.0000,   NaN
2022-01-05 08:00:00,0.0514,0.1315,36.0574,23.8335,69.2125,0.4870
2022-01-05 12:00:00,0.0585,0.0916,36.0570,23.8738,221.2163,0.4693
2022-01-05 16:00:00,0.0347,0.2478,36.1992,24.1364,173.0625,0.4297
2022-01-05 20:00:00,0.0189,0.1803,36.6293,24.6133,10.0761,0.4010
2022-01-06 00:00:00,0.0106,0.1778,36.4413,24.4632,0.0000,   NaN
2022-01-06 04:00:00,0.0180,0.0861,36.2594,24.3400,0.0000,   NaN
2022-01-06 08:00:00,0.0143,0.0812,36.1087,24.2054,62.8061,0.4436
2022-01-06 12:00:00,0.0310,0.1338,36.2361,24.3605,200.9025,0.4260
