Date,Currnet Speed,Stress,salinity,Tempeature,PAR,PAR fraction
Units:,m/s,N/m2,PSU,degrees,W/m2,%
2022-01-01 04:00:00,0.0408,0.0056,36.0062,23.8312,0.0000,   NaN
2022-01-01 08:00:00,0.0389,0.0051,36.0097,23.7310,0.0000,   NaN
2022-01-01 12:00:00,0.0225,0.0923,36.0089,23.8546,268.7475,0.5535
2022-01-01 16:00:00,0.0255,0.0907,36.0178,24.1751,227.6500,0.5532
2022-01-01 20:00:00,0.0263,0.1472,36.0225,24.1034,13.8252,0.5503
2022-01-02 00:00:00,0.0314,0.3750,36.0371,23.9240,0.0000,   NaN
2022-01-02 04:00:00,0.0145,0.2521,36.0427,23.7989,0.0000,   NaN
2022-01-02 08:00:00,0.0201,0.1984,36.0402,23.6703,81.0188,0.5420
2022-01-02 12:00:00,0.0254,0.2468,36.0329,23.8244,253.8983,0.5286
2022-01-02 16:00:00,0.0323,0.4252,36.0305,24.3025,209.0399,0.5161
2022-01-02 20:00:00,0.0262,0.4511,36.0372,24.2522,11.7946,0.4731
2022-01-03 00:00:00,0.0184,0.3296,36.0446,24.0484,0.0000,   NaN
2022-01-03 04:00:00,0.0053,0.2450,36.0498,23.9430,0.0000,   NaN
2022-01-03 08:00:00,0.0218,0.2163,36.0422,23.7937,70.4635,0.4914
2022-01-03 12:00:00,0.0335,0.3900,36.0465,23.9402,214.0798,0.4575
2022-01-03 16:00:00,0.0274,0.4393,36.0563,24.3765,181.7012,0.4573
2022-01-03 20:00:00,0.0289,0.4720,36.0601,24.4099,11.0199,0.4509
2022-01-04 00:00:00,0.0190,0.2531,36.0718,24.3275,0.0000,   NaN
2022-01-04 04:00:00,0.0157,0.2239,36.0685,24.1410,0.0000,   NaN
2022-01-04 08:00:00,0.0291,0.1805,36.0524,23.9009,71.8103,0.5020
2022-01-04 12:00:00,0.0905,0.1455,36.0541,24.0951,229.8694,0.4884
2022-01-04 16:00:00,0.0358,0.4887,36.0494,24.0514,177.4630,0.4427
2022-01-04 20:00:00,0.0304,0.2645,36.0492,24.0658,8.3223,0.3363
2022-01-05 00:00:00,0.0257,0.3245,36.1063,24.6810,0.0000,   NaN
2022-01-05 04:00:00,0.0203,0.2179,36.0854,24.2446,0.0000,   NaN
2022-01-05 08:00:00,0.0071,0.1804,36.0831,24.0679,59.8495,0.4219
2022-01-05 12:00:00,0.0231,0.1215,36.0622,24.0683,188.4444,0.4003
2022-01-05 16:00:00,0.0359,0.2922,36.0625,24.1107,153.2878,0.3810
2022-01-05 20:00:00,0.0524,0.2265,36.1002,24.7925,9.7200,0.3876
2022-01-06 00:00:00,0.0029,0.2229,36.0995,24.7322,0.0000,   NaN
2022-01-06 04:00:00,0.0114,0.1146,36.1640,24.5004,0.0000,   NaN
2022-01-06 08:00:00,0.0110,0.1056,36.1749,24.4814,53.4595,0.3781
2022-01-06 12:00:00,0.0388,0.2164,36.2164,24.5383,173.8804,0.3691
2022-01-06 16:00:00,0.0371,0.0483,36.1638,24.9873,169.5454,0.4210
2022-01-06 20:00:00,0.0123,0.0910,36.1472,25.0599,10.7719,0.4276
2022-01-07 00:00:00,0.0262,0.2195,36.1413,24.8824,0.0000,   NaN
2022-01-07 04:00:00,0.0131,0.1690,36.1271,24.7282,0.0000,   NaN
2022-01-07 08:00:00,0.0235,0.0861,36.1255,24.5864,60.9365,0.4393
2022-01-07 12:00:00,0.0824,0.0760,36.1160,24.7779,200.0408,0.4274
2022-01-07 16:00:00,0.0097,0.3553,36.1030,24.6996,161.6120,0.4030
2022-01-07 20:00:00,0.0465,0.3400,36.1789,24.8049,9.6631,0.3823
2022-01-08 00:00:00,0.0815,0.2976,36.1109,24.8007,0.0000,   NaN
2022-01-08 04:00:00,0.0513,0.2478,36.1045,24.6217,0.0000,   NaN
2022-01-08 08:00:00,0.0137,0.1602,36.1027,24.5916,50.8433,0.3632
2022-01-08 12:00:00,0.0375,0.4553,36.1683,24.7212,142.4891,0.3003
2022-01-08 16:00:00,0.0156,0.7724,36.1976,25.3409,136.6963,0.3386
2022-01-08 20:00:00,0.0515,0.4185,36.2757,25.1898,8.8774,0.3490
2022-01-09 00:00:00,0.0399,0.6989,36.3547,24.9995,0.0000,   NaN
2022-01-09 04:00:00,0.0464,0.5941,36.1790,24.6789,0.0000,   NaN
2022-01-09 08:00:00,0.0581,0.4040,36.1441,24.5041,54.0797,0.3770
2022-01-09 12:00:00,0.0284,0.5811,36.1460,24.6523,175.4889,0.3620
2022-01-09 16:00:00,0.0477,0.6831,36.1701,24.8615,135.2666,0.3278
2022-01-09 20:00:00,0.0429,0.5288,36.2508,24.9714,8.0742,0.3072
2022-01-10 00:00:00,0.0345,0.3648,36.2779,24.7945,0.0000,   NaN
2022-01-10 04:00:00,0.0279,0.2392,36.2458,24.4690,0.0000,   NaN
2022-01-10 08:00:00,0.0338,0.2112,36.1648,24.1194,51.4288,0.3664
2022-01-10 12:00:00,0.0310,0.1531,36.1550,24.2664,178.1429,0.3761
2022-01-10 16:00:00,0.0141,0.3985,36.1626,24.5188,150.9780,0.3707
2022-01-10 20:00:00,0.0515,0.3125,36.1700,24.5985,8.9942,0.3486
2022-01-11 00:00:00,0.0399,0.1591,36.1649,24.4067,0.0000,   NaN
2022-01-11 04:00:00,0.0654,0.3375,36.1652,24.2079,0.0000,   NaN
2022-01-11 08:00:00,0.0861,0.2252,36.1703,24.1168,50.4760,0.3645
2022-01-11 12:00:00,0.0532,0.0790,36.1712,24.1519,166.7415,0.3617
2022-01-11 16:00:00,0.0112,0.2307,36.1709,24.1061,143.7470,0.3495
2022-01-11 20:00:00,0.0165,0.2224,36.1833,24.5829,9.1727,0.3542
2022-01-12 00:00:00,0.0444,0.0967,36.1837,24.2789,0.0000,   NaN
2022-01-12 04:00:00,0.0520,0.0896,36.1694,23.9907,0.0000,   NaN
2022-01-12 08:00:00,0.0464,0.0799,36.1597,23.9692,46.6703,0.3529
2022-01-12 12:00:00,0.0283,0.1781,36.1463,24.0023,153.0542,0.3282
2022-01-12 16:00:00,0.0241,0.1656,36.1510,24.0604,123.4721,0.3063
2022-01-12 20:00:00,0.0306,0.2211,36.1835,24.3750,7.8904,0.3142
2022-01-13 00:00:00,0.0311,0.2384,36.2107,24.5236,0.0000,   NaN
2022-01-13 04:00:00,0.0282,0.3515,36.2161,24.3890,0.0000,   NaN
2022-01-13 08:00:00,0.0190,0.2971,36.2137,24.2963,41.5058,0.3144
2022-01-13 12:00:00,0.0406,0.3005,36.2335,24.3328,137.9490,0.2964
2022-01-13 16:00:00,0.0163,0.4380,36.2300,24.6496,115.0127,0.2864
2022-01-13 20:00:00,0.0421,0.3153,36.2446,24.6597,7.0600,0.2820
2022-01-14 00:00:00,0.0231,0.3546,36.2591,24.4693,0.0000,   NaN
2022-01-14 04:00:00,0.0127,0.2648,36.3080,24.4320,0.0000,   NaN
2022-01-14 08:00:00,0.0111,0.1693,36.3483,24.5246,36.9058,0.2804
2022-01-14 12:00:00,0.0415,0.3988,36.3569,24.6027,116.0798,0.2487
2022-01-14 16:00:00,0.0131,0.4270,36.2706,24.5999,110.4466,0.2688
2022-01-14 20:00:00,0.0531,0.4839,36.1889,24.3504,7.5033,0.2904
2022-01-15 00:00:00,0.0374,0.3837,36.2031,24.1924,0.0000,   NaN
2022-01-15 04:00:00,0.0103,0.2921,36.2088,24.0576,0.0000,   NaN
2022-01-15 08:00:00,0.0442,0.2493,36.1920,23.9006,34.7978,0.2692
2022-01-15 12:00:00,0.0273,0.4899,36.2006,24.0338,111.3657,0.2394
2022-01-15 16:00:00,0.0244,0.6133,36.2014,24.3153,100.9743,0.2486
2022-01-15 20:00:00,0.0561,0.5898,36.1800,24.2076,6.7578,0.2702
2022-01-16 00:00:00,0.0420,0.4533,36.2174,24.1063,0.0000,   NaN
2022-01-16 04:00:00,0.0186,0.3637,36.1920,23.8264,0.0000,   NaN
2022-01-16 08:00:00,0.0193,0.3050,36.1629,23.7061,41.3930,0.3196
2022-01-16 12:00:00,0.0460,0.6476,36.1587,23.8577,143.1373,0.3033
2022-01-16 16:00:00,0.0202,0.7715,36.1692,24.1712,107.7255,0.2617
2022-01-16 20:00:00,0.0256,0.8384,36.1790,24.1406,6.7007,0.2573
2022-01-17 00:00:00,0.0433,0.5077,36.2043,23.9789,0.0000,   NaN
2022-01-17 04:00:00,0.0480,0.3856,36.1542,23.5949,0.0000,   NaN
2022-01-17 08:00:00,0.0563,0.3166,36.1472,23.5376,41.0559,0.3199
2022-01-17 12:00:00,0.0285,0.2293,36.1463,23.6375,142.2384,0.3042
2022-01-17 16:00:00,0.0408,0.4217,36.1499,23.7400,113.4530,0.2822
2022-01-17 20:00:00,0.0370,0.3203,36.1605,24.1518,7.0839,0.2892
2022-01-18 00:00:00,0.0336,0.2482,36.1650,23.9768,0.0000,   NaN
2022-01-18 04:00:00,0.0800,0.3361,36.1206,23.5300,0.0000,   NaN
2022-01-18 08:00:00,0.0402,0.2549,36.1098,23.4527,33.8887,0.2752
2022-01-18 12:00:00,0.0154,0.1569,36.1300,23.6927,120.1207,0.2613
2022-01-18 16:00:00,0.0322,0.1871,36.1203,23.6988,94.9241,0.2364
2022-01-18 20:00:00,0.0359,0.1562,36.0812,23.5130,5.7942,0.2452
2022-01-19 00:00:00,0.0481,0.0981,36.1451,24.5697,0.0000,   NaN
2022-01-19 04:00:00,0.0858,0.1063,36.1343,23.8273,0.0000,   NaN
2022-01-19 08:00:00,0.0601,0.1548,36.1084,23.5875,36.7092,0.2984
2022-01-19 12:00:00,0.0176,0.1406,36.1051,23.5738,120.8249,0.2615
2022-01-19 16:00:00,0.0518,0.0823,36.1190,23.7825,103.3372,0.2552
2022-01-19 20:00:00,0.0408,0.1077,36.1651,23.9043,6.0468,0.2498
2022-01-20 00:00:00,0.0699,0.1126,36.2230,24.7455,0.0000,   NaN
2022-01-20 04:00:00,0.0479,0.0909,36.1445,23.9313,0.0000,   NaN
2022-01-20 08:00:00,0.0249,0.1059,36.1265,23.7327,36.4538,0.2920
2022-01-20 12:00:00,0.0280,0.1325,36.1406,23.7881,123.7675,0.2664
2022-01-20 16:00:00,0.0625,0.2881,36.1674,24.0982,104.0546,0.2564
2022-01-20 20:00:00,0.0748,0.2382,36.2288,25.3133,5.2884,0.2209
2022-01-21 00:00:00,0.0330,0.2193,36.2524,24.6491,0.0000,   NaN
2022-01-21 04:00:00,0.0367,0.2184,36.2087,24.0997,0.0000,   NaN
2022-01-21 08:00:00,0.0282,0.2549,36.1627,24.0562,30.8138,0.2511
2022-01-21 12:00:00,0.0266,0.2189,36.1810,24.1283,106.6259,0.2302
2022-01-21 16:00:00,0.0580,0.2793,36.2818,24.3930,97.8990,0.2423
2022-01-21 20:00:00,0.0780,0.2548,36.2797,25.3693,5.5014,0.2348
2022-01-22 00:00:00,0.0289,0.1931,36.2258,24.8764,0.0000,   NaN
2022-01-22 04:00:00,0.0267,0.1761,36.2041,24.5067,0.0000,   NaN
2022-01-22 08:00:00,0.0038,0.1651,36.2893,24.5639,28.4413,0.2372
2022-01-22 12:00:00,0.0296,0.1469,36.2060,24.5410,112.1368,0.2432
2022-01-22 16:00:00,0.0457,0.2488,36.3142,24.8764,92.5936,0.2304
2022-01-22 20:00:00,0.0421,0.1892,36.2552,25.9606,5.3153,0.2326
2022-01-23 00:00:00,0.0299,0.1341,36.2194,24.9502,0.0000,   NaN
2022-01-23 04:00:00,0.0207,0.1191,36.2693,24.6948,0.0000,   NaN
2022-01-23 08:00:00,0.0097,0.1080,36.2413,24.6244,30.9202,0.2606
2022-01-23 12:00:00,0.0392,0.1042,36.2772,24.7899,115.4516,0.2504
2022-01-23 16:00:00,0.0578,0.2869,36.3736,25.2856,95.4989,0.2370
2022-01-23 20:00:00,0.0336,0.1386,36.3064,26.5396,5.5555,0.2469
2022-01-24 00:00:00,0.0428,0.3964,36.3343,25.9822,0.0000,   NaN
2022-01-24 04:00:00,0.0281,0.3779,36.3764,25.8360,0.0000,   NaN
2022-01-24 08:00:00,0.0088,0.3868,36.4056,25.9403,25.4120,0.2144
2022-01-24 12:00:00,0.0811,0.3462,36.1981,24.7900,103.5811,0.2240
2022-01-24 16:00:00,0.0212,0.8112,36.2088,25.0259,83.3988,0.2073
2022-01-24 20:00:00,0.0667,0.3842,36.2486,25.1494,4.8040,0.2153
2022-01-25 00:00:00,0.0499,0.3727,36.3018,25.0873,0.0000,   NaN
2022-01-25 04:00:00,0.0305,0.2838,36.2640,24.5847,0.0000,   NaN
2022-01-25 08:00:00,0.0318,0.2082,36.3041,24.6496,23.8519,0.2070
2022-01-25 12:00:00,0.0223,0.1211,36.3570,24.9914,76.8131,0.1953
2022-01-25 16:00:00,0.0681,0.2752,36.3585,25.2999,76.4266,0.1944
