Date,EXTC,wave height,wave period,wave direction
Units:,/m,m,seconds,degress
2022-01-01 04:00:00,0.0956,0.0000,0.0000,0.0000
2022-01-01 08:00:00,0.0933,0.0000,0.0000,0.0000
2022-01-01 12:00:00,0.0919,0.8322,6.3498,221.8987
2022-01-01 16:00:00,0.0908,1.0139,5.0456,221.5670
2022-01-01 20:00:00,0.0916,1.0799,7.2676,226.2052
2022-01-02 00:00:00,0.0971,1.0711,8.5204,235.5564
2022-01-02 04:00:00,0.1044,0.8860,10.2504,271.0721
2022-01-02 08:00:00,0.1067,0.7541,11.3861,274.6527
2022-01-02 12:00:00,0.1068,0.7251,11.4731,268.5925
2022-01-02 16:00:00,0.1064,0.9423,11.4736,236.0888
2022-01-02 20:00:00,0.1053,1.0817,11.4580,233.0383
2022-01-03 00:00:00,0.1096,1.0137,11.0935,250.5893
2022-01-03 04:00:00,0.1170,0.8605,11.0251,272.0157
2022-01-03 08:00:00,0.1220,0.7760,11.4364,269.6980
2022-01-03 12:00:00,0.1202,0.8460,11.5030,247.5182
2022-01-03 16:00:00,0.1228,0.9479,11.5266,240.6743
2022-01-03 20:00:00,0.1225,1.1305,10.6845,233.7031
2022-01-04 00:00:00,0.1217,0.9316,9.5317,266.5651
2022-01-04 04:00:00,0.1277,0.8173,10.4864,273.9156
2022-01-04 08:00:00,0.1334,0.7266,11.3490,273.4922
2022-01-04 12:00:00,0.1259,0.6537,11.7459,269.8469
2022-01-04 16:00:00,0.1207,0.9746,12.1323,227.3950
2022-01-04 20:00:00,0.1218,0.9326,12.5460,247.3708
2022-01-05 00:00:00,0.1259,0.9469,12.6278,258.1824
2022-01-05 04:00:00,0.1285,0.8130,13.6188,275.4873
2022-01-05 08:00:00,0.1337,0.6966,13.7950,277.4805
2022-01-05 12:00:00,0.1373,0.5810,13.7087,276.5601
2022-01-05 16:00:00,0.1348,0.7114,13.1921,235.0150
2022-01-05 20:00:00,0.1373,0.7304,12.6477,241.8505
2022-01-06 00:00:00,0.1381,0.7689,12.1608,245.7727
2022-01-06 04:00:00,0.1377,0.5896,9.6460,272.8356
2022-01-06 08:00:00,0.1396,0.5224,9.2037,268.1646
2022-01-06 12:00:00,0.1378,0.5961,9.6540,236.6794
2022-01-06 16:00:00,0.1429,0.6986,8.4584,235.6067
2022-01-06 20:00:00,0.1463,1.0976,5.0282,218.8749
2022-01-07 00:00:00,0.1544,0.8941,8.4994,261.3892
2022-01-07 04:00:00,0.1638,0.7096,8.4548,254.4967
2022-01-07 08:00:00,0.1670,0.5044,8.3250,268.2001
2022-01-07 12:00:00,0.1666,0.4214,9.7321,274.8207
2022-01-07 16:00:00,0.1579,0.7606,13.5637,226.6558
2022-01-07 20:00:00,0.1633,0.9445,12.9709,232.0768
2022-01-08 00:00:00,0.1528,0.8813,11.3698,267.5338
2022-01-08 04:00:00,0.1569,0.7879,12.1362,276.7527
