ISOTime,wl,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
11/04/2013 15:00:00,0.154000,36.135276,22.980265,1.000000,0.000000,2.226905,145.096530,90.207765,2.633311,0.983805,0.695050,333.333333,59.333333,15.581302,18.232521,0.910248,3.319646,26.524028,1.674803
11/04/2013 16:00:00,0.084000,36.134553,22.985028,1.000000,0.000000,2.229901,144.911895,90.506339,2.632241,0.983591,0.694856,333.333333,59.333333,15.598425,18.239370,0.908721,3.323866,26.534730,1.673063
11/04/2013 17:00:00,0.024000,36.133829,22.989791,1.000000,0.000000,2.232897,144.727259,90.804913,2.631171,0.983377,0.694663,333.333333,59.333333,15.615547,18.246219,0.907194,3.328087,26.545431,1.671323
11/04/2013 18:00:00,-0.036000,36.133106,22.994554,1.000000,0.000000,2.235893,144.542624,91.103487,2.630101,0.983163,0.694470,333.333333,59.333333,15.632669,18.253068,0.905667,3.332308,26.556133,1.669584
11/04/2013 19:00:00,-0.076000,36.132382,22.999316,1.000000,0.000000,2.238889,144.357989,91.402061,2.629031,0.982949,0.694277,333.333333,59.333333,15.649792,18.259917,0.904140,3.336528,26.566834,1.667844
11/04/2013 20:00:00,-0.086000,36.131659,23.004079,1.000000,0.000000,2.241885,144.173353,91.700635,2.627961,0.982735,0.694083,333.333333,59.333333,15.666914,18.266766,0.902612,3.340749,26.577536,1.666104
11/04/2013 21:00:00,-0.126000,36.130935,23.008842,1.000000,0.000000,2.244881,143.988718,91.999209,2.626891,0.982521,0.693890,333.333333,59.333333,15.684036,18.273615,0.901085,3.344970,26.588237,1.664364
11/04/2013 22:00:00,-0.086000,36.130212,23.013605,1.000000,0.000000,2.247877,143.804083,92.297784,2.625820,0.982307,0.693697,333.333333,59.333333,15.701159,18.280463,0.899558,3.349190,26.598938,1.662624
11/04/2013 23:00:00,-0.046000,36.129488,23.018368,1.000000,0.000000,2.250873,143.619447,92.596358,2.624750,0.982093,0.693503,333.333333,59.333333,15.718281,18.287312,0.898031,3.353411,26.609640,1.660884
12/04/2013 00:00:00,-0.046000,36.128765,23.023131,1.000000,0.000000,2.253870,143.434812,92.894932,2.623680,0.981879,0.693310,333.333333,59.333333,15.735403,18.294161,0.896504,3.357632,26.620341,1.659145
12/04/2013 01:00:00,-0.026000,36.128042,23.027893,1.000000,0.000000,2.256866,143.250177,93.193506,2.622610,0.981665,0.693117,333.333333,59.333333,15.752526,18.301010,0.894976,3.361853,26.631043,1.657405
12/04/2013 02:00:00,-0.026000,36.127318,23.032656,1.000000,0.000000,2.259862,143.065541,93.492080,2.621540,0.981451,0.692923,333.333333,59.333333,15.769648,18.307859,0.893449,3.366073,26.641744,1.655665
12/04/2013 03:00:00,-0.066000,36.126595,23.037419,1.000000,0.000000,2.262858,142.880906,93.790654,2.620470,0.981237,0.692730,333.333333,59.333333,15.786770,18.314708,0.891922,3.370294,26.652446,1.653925
12/04/2013 04:00:00,-0.086000,36.125871,23.042182,1.000000,0.000000,2.265854,142.696271,94.089228,2.619400,0.981023,0.692537,333.333333,59.333333,15.803892,18.321557,0.890395,3.374515,26.663147,1.652185
12/04/2013 05:00:00,-0.076000,36.125148,23.046945,1.000000,0.000000,2.268850,142.511635,94.387802,2.618329,0.980809,0.692343,333.333333,59.333333,15.821015,18.328406,0.888868,3.378735,26.673849,1.650445
12/04/2013 06:00:00,-0.036000,36.124424,23.051708,1.000000,0.000000,2.271846,142.327000,94.686376,2.617259,0.980595,0.692150,333.333333,59.333333,15.838137,18.335255,0.887340,3.382956,26.684550,1.648705
12/04/2013 07:00:00,0.014000,36.123701,23.056470,1.000000,0.000000,2.274842,142.142365,94.984950,2.616189,0.980381,0.691957,333.333333,59.333333,15.855259,18.342104,0.885813,3.387177,26.695251,1.646966
12/04/2013 08:00:00,0.074000,36.122977,23.061233,1.000000,0.000000,2.277838,141.957730,95.283525,2.615119,0.980167,0.691763,333.333333,59.333333,15.872382,18.348953,0.884286,3.391397,26.705953,1.645226
12/04/2013 09:00:00,0.114000,36.122254,23.065996,1.000000,0.000000,2.280834,141.773094,95.582099,2.614049,0.979953,0.691570,333.333333,59.333333,15.889504,18.355802,0.882759,3.395618,26.716654,1.643486
12/04/2013 10:00:00,0.194000,36.121530,23.070759,1.000000,0.000000,2.283831,141.588459,95.880673,2.612979,0.979739,0.691377,333.333333,59.333333,15.906626,18.362651,0.881232,3.399839,26.727356,1.641746
12/04/2013 11:00:00,0.234000,36.120807,23.075522,1.000000,0.000000,2.286827,141.403824,96.179247,2.611909,0.979525,0.691183,333.333333,59.333333,15.923749,18.369499,0.879704,3.404059,26.738057,1.640006
12/04/2013 12:00:00,0.254000,36.120083,23.080285,1.000000,0.000000,2.289823,141.219188,96.477821,2.610838,0.979311,0.690990,333.333333,59.333333,15.940871,18.376348,0.878177,3.408280,26.748759,1.638266
12/04/2013 13:00:00,0.224000,36.119360,23.085047,1.000000,0.000000,2.292819,141.034553,96.776395,2.609768,0.979097,0.690797,333.333333,59.333333,15.957993,18.383197,0.876650,3.412501,26.759460,1.636526
12/04/2013 14:00:00,0.174000,36.118636,23.089810,1.000000,0.000000,2.295815,140.849918,97.074969,2.608698,0.978882,0.690604,333.333333,59.333333,15.975116,18.390046,0.875123,3.416721,26.770162,1.634787
12/04/2013 15:00:00,0.104000,36.117913,23.094573,1.000000,0.000000,2.298811,140.665282,97.373543,2.607628,0.978668,0.690410,333.333333,59.333333,15.992238,18.396895,0.873596,3.420942,26.780863,1.633047
12/04/2013 16:00:00,0.044000,36.117189,23.099336,1.000000,0.000000,2.301807,140.480647,97.672117,2.606558,0.978454,0.690217,333.333333,59.333333,16.009360,18.403744,0.872068,3.425163,26.791564,1.631307
12/04/2013 17:00:00,-0.036000,36.116466,23.104099,1.000000,0.000000,2.304803,140.296012,97.970691,2.605488,0.978240,0.690024,333.333333,59.333333,16.026483,18.410593,0.870541,3.429384,26.802266,1.629567
12/04/2013 18:00:00,-0.096000,36.115743,23.108862,1.000000,0.000000,2.307799,140.111376,98.269265,2.604418,0.978026,0.689830,333.333333,59.333333,16.043605,18.417442,0.869014,3.433604,26.812967,1.627827
12/04/2013 19:00:00,-0.136000,36.115019,23.113624,1.000000,0.000000,2.310795,139.926741,98.567840,2.603347,0.977812,0.689637,333.333333,59.333333,16.060727,18.424291,0.867487,3.437825,26.823669,1.626087
12/04/2013 20:00:00,-0.186000,36.114296,23.118387,1.000000,0.000000,2.313792,139.742106,98.866414,2.602277,0.977598,0.689444,333.333333,59.333333,16.077849,18.431140,0.865960,3.442046,26.834370,1.624348
12/04/2013 21:00:00,-0.206000,36.113572,23.123150,1.000000,0.000000,2.316788,139.557470,99.164988,2.601207,0.977384,0.689250,333.333333,59.333333,16.094972,18.437989,0.864432,3.446266,26.845072,1.622608
12/04/2013 22:00:00,-0.176000,36.112849,23.127913,1.000000,0.000000,2.319784,139.372835,99.463562,2.600137,0.977170,0.689057,333.333333,59.333333,16.112094,18.444838,0.862905,3.450487,26.855773,1.620868
12/04/2013 23:00:00,-0.156000,36.112125,23.132676,1.000000,0.000000,2.322780,139.188200,99.762136,2.599067,0.976956,0.688864,333.333333,59.333333,16.129216,18.451687,0.861378,3.454708,26.866475,1.619128
13/04/2013 00:00:00,-0.126000,36.111402,23.137439,1.000000,0.000000,2.325776,139.003564,100.060710,2.597997,0.976742,0.688670,333.333333,59.333333,16.146339,18.458535,0.859851,3.458928,26.877176,1.617388
13/04/2013 01:00:00,-0.106000,36.110678,23.142202,1.000000,0.000000,2.328772,138.818929,100.359284,2.596927,0.976528,0.688477,333.333333,59.333333,16.163461,18.465384,0.858324,3.463149,26.887877,1.615648
13/04/2013 02:00:00,-0.116000,36.109955,23.146964,1.000000,0.000000,2.331768,138.634294,100.657858,2.595856,0.976314,0.688284,333.333333,59.333333,16.180583,18.472233,0.856796,3.467370,26.898579,1.613908
13/04/2013 03:00:00,-0.136000,36.109231,23.151727,1.000000,0.000000,2.334764,138.449658,100.956432,2.594786,0.976100,0.688090,333.333333,59.333333,16.197706,18.479082,0.855269,3.471590,26.909280,1.612169
13/04/2013 04:00:00,-0.146000,36.108508,23.156490,1.000000,0.000000,2.337760,138.265023,101.255006,2.593716,0.975886,0.687897,333.333333,59.333333,16.214828,18.485931,0.853742,3.475811,26.919982,1.610429
13/04/2013 05:00:00,-0.136000,36.107784,23.161253,1.000000,0.000000,2.340756,138.080388,101.553581,2.592646,0.975672,0.687704,333.333333,59.333333,16.231950,18.492780,0.852215,3.480032,26.930683,1.608689
13/04/2013 06:00:00,-0.096000,36.107061,23.166016,1.000000,0.000000,2.343753,137.895752,101.852155,2.591576,0.975458,0.687510,333.333333,59.333333,16.249073,18.499629,0.850688,3.484252,26.941385,1.606949
13/04/2013 07:00:00,-0.046000,36.106337,23.170779,1.000000,0.000000,2.346749,137.711117,102.150729,2.590506,0.975244,0.687317,333.333333,59.333333,16.266195,18.506478,0.849160,3.488473,26.952086,1.605209
13/04/2013 08:00:00,0.024000,36.105614,23.175541,1.000000,0.000000,2.349745,137.526482,102.449303,2.589436,0.975030,0.687124,333.333333,59.333333,16.283317,18.513327,0.847633,3.492694,26.962788,1.603469
13/04/2013 09:00:00,0.084000,36.104890,23.180304,1.000000,0.000000,2.352741,137.341846,102.747877,2.588365,0.974816,0.686931,333.333333,59.333333,16.300439,18.520176,0.846106,3.496915,26.973489,1.601730
13/04/2013 10:00:00,0.134000,36.104167,23.185067,1.000000,0.000000,2.355737,137.157211,103.046451,2.587295,0.974602,0.686737,333.333333,59.333333,16.317562,18.527025,0.844579,3.501135,26.984190,1.599990
13/04/2013 11:00:00,0.204000,36.103444,23.189830,1.000000,0.000000,2.358733,136.972576,103.345025,2.586225,0.974388,0.686544,333.333333,59.333333,16.334684,18.533874,0.843052,3.505356,26.994892,1.598250
13/04/2013 12:00:00,0.214000,36.102720,23.194593,1.000000,0.000000,2.361729,136.787940,103.643599,2.585155,0.974174,0.686351,333.333333,59.333333,16.351806,18.540723,0.841524,3.509577,27.005593,1.596510
13/04/2013 13:00:00,0.214000,36.101997,23.199356,1.000000,0.000000,2.364725,136.603305,103.942173,2.584085,0.973960,0.686157,333.333333,59.333333,16.368929,18.547571,0.839997,3.513797,27.016295,1.594770
13/04/2013 14:00:00,0.204000,36.101273,23.204118,1.000000,0.000000,2.367721,136.418670,104.240747,2.583015,0.973746,0.685964,333.333333,59.333333,16.386051,18.554420,0.838470,3.518018,27.026996,1.593030
13/04/2013 15:00:00,0.134000,36.100550,23.208881,1.000000,0.000000,2.370717,136.234034,104.539321,2.581945,0.973532,0.685771,333.333333,59.333333,16.403173,18.561269,0.836943,3.522239,27.037698,1.591290
13/04/2013 16:00:00,0.074000,36.099826,23.213644,1.000000,0.000000,2.373714,136.049399,104.837896,2.580874,0.973318,0.685577,333.333333,59.333333,16.420296,18.568118,0.835416,3.526459,27.048399,1.589551
13/04/2013 17:00:00,0.014000,36.099103,23.218407,1.000000,0.000000,2.376710,135.864764,105.136470,2.579804,0.973104,0.685384,333.333333,59.333333,16.437418,18.574967,0.833888,3.530680,27.059101,1.587811
13/04/2013 18:00:00,-0.056000,36.098379,23.223170,1.000000,0.000000,2.379706,135.680128,105.435044,2.578734,0.972890,0.685191,333.333333,59.333333,16.454540,18.581816,0.832361,3.534901,27.069802,1.586071
13/04/2013 19:00:00,-0.096000,36.097656,23.227933,1.000000,0.000000,2.382702,135.495493,105.733618,2.577664,0.972676,0.684997,333.333333,59.333333,16.471663,18.588665,0.830834,3.539121,27.080503,1.584331
13/04/2013 20:00:00,-0.116000,36.096932,23.232695,1.000000,0.000000,2.385698,135.310858,106.032192,2.576594,0.972462,0.684804,333.333333,59.333333,16.488785,18.595514,0.829307,3.543342,27.091205,1.582591
13/04/2013 21:00:00,-0.136000,36.096209,23.237458,1.000000,0.000000,2.388694,135.126222,106.330766,2.575524,0.972248,0.684611,333.333333,59.333333,16.505907,18.602363,0.827780,3.547563,27.101906,1.580851
13/04/2013 22:00:00,-0.136000,36.095485,23.242221,1.000000,0.000000,2.391690,134.941587,106.629340,2.574454,0.972034,0.684417,333.333333,59.333333,16.523030,18.609212,0.826252,3.551783,27.112608,1.579112
13/04/2013 23:00:00,-0.096000,36.094762,23.246984,1.000000,0.000000,2.394686,134.756952,106.927914,2.573383,0.971820,0.684224,333.333333,59.333333,16.540152,18.616061,0.824725,3.556004,27.123309,1.577372
14/04/2013 00:00:00,-0.096000,36.094038,23.251747,1.000000,0.000000,2.397682,134.572316,107.226488,2.572313,0.971606,0.684031,333.333333,59.333333,16.557274,18.622910,0.823198,3.560225,27.134011,1.575632
14/04/2013 01:00:00,-0.076000,36.093315,23.256510,1.000000,0.000000,2.400678,134.387681,107.525062,2.571243,0.971391,0.683837,333.333333,59.333333,16.574396,18.629759,0.821671,3.564446,27.144712,1.573892
14/04/2013 02:00:00,-0.036000,36.092592,23.261272,1.000000,0.000000,2.403675,134.203046,107.823637,2.570173,0.971177,0.683644,333.333333,59.333333,16.591519,18.636607,0.820144,3.568666,27.155414,1.572152
14/04/2013 03:00:00,-0.046000,36.091868,23.266035,1.000000,0.000000,2.406671,134.018410,108.122211,2.569103,0.970963,0.683451,333.333333,59.333333,16.608641,18.643456,0.818616,3.572887,27.166115,1.570412
14/04/2013 04:00:00,-0.026000,36.091145,23.270798,1.000000,0.000000,2.409667,133.833775,108.420785,2.568033,0.970749,0.683258,333.333333,59.333333,16.625763,18.650305,0.817089,3.577108,27.176816,1.568672
14/04/2013 05:00:00,-0.016000,36.090421,23.275561,1.000000,0.000000,2.412663,133.649140,108.719359,2.566963,0.970535,0.683064,333.333333,59.333333,16.642886,18.657154,0.815562,3.581328,27.187518,1.566933
14/04/2013 06:00:00,-0.006000,36.089698,23.280324,1.000000,0.000000,2.415659,133.464504,109.017933,2.565892,0.970321,0.682871,333.333333,59.333333,16.660008,18.664003,0.814035,3.585549,27.198219,1.565193
14/04/2013 07:00:00,0.054000,36.088974,23.285087,1.000000,0.000000,2.418655,133.279869,109.316507,2.564822,0.970107,0.682678,333.333333,59.333333,16.677130,18.670852,0.812508,3.589770,27.208921,1.563453
14/04/2013 08:00:00,0.114000,36.088251,23.289849,1.000000,0.000000,2.421651,133.095234,109.615081,2.563752,0.969893,0.682484,333.333333,59.333333,16.694253,18.677701,0.810980,3.593990,27.219622,1.561713
14/04/2013 09:00:00,0.174000,36.087527,23.294612,1.000000,0.000000,2.424647,132.910599,109.913655,2.562682,0.969679,0.682291,333.333333,59.333333,16.711375,18.684550,0.809453,3.598211,27.230324,1.559973
14/04/2013 10:00:00,0.224000,36.086804,23.299375,1.000000,0.000000,2.427643,132.725963,110.212229,2.561612,0.969465,0.682098,333.333333,59.333333,16.728497,18.691399,0.807926,3.602432,27.241025,1.558233
14/04/2013 11:00:00,0.274000,36.086080,23.304138,1.000000,0.000000,2.430639,132.541328,110.510803,2.560542,0.969251,0.681904,333.333333,59.333333,16.745620,18.698248,0.806399,3.606652,27.251726,1.556493
14/04/2013 12:00:00,0.324000,36.085357,23.308901,1.000000,0.000000,2.433636,132.356693,110.809377,2.559471,0.969037,0.681711,333.333333,59.333333,16.762742,18.705097,0.804872,3.610873,27.262428,1.554754
14/04/2013 13:00:00,0.324000,36.084633,23.313664,1.000000,0.000000,2.436632,132.172057,111.107952,2.558401,0.968823,0.681518,333.333333,59.333333,16.779864,18.711946,0.803344,3.615094,27.273129,1.553014
14/04/2013 14:00:00,0.304000,36.083910,23.318427,1.000000,0.000000,2.439628,131.987422,111.406526,2.557331,0.968609,0.681324,333.333333,59.333333,16.796986,18.718795,0.801817,3.619315,27.283831,1.551274
14/04/2013 15:00:00,0.264000,36.083186,23.323189,1.000000,0.000000,2.442624,131.802787,111.705100,2.556261,0.968395,0.681131,333.333333,59.333333,16.814109,18.725644,0.800290,3.623535,27.294532,1.549534
14/04/2013 16:00:00,0.204000,36.082463,23.327952,1.000000,0.000000,2.445620,131.618151,112.003674,2.555191,0.968181,0.680938,333.333333,59.333333,16.831231,18.732492,0.798763,3.627756,27.305234,1.547794
14/04/2013 17:00:00,0.144000,36.081739,23.332715,1.000000,0.000000,2.448616,131.433516,112.302248,2.554121,0.967967,0.680744,333.333333,59.333333,16.848353,18.739341,0.797236,3.631977,27.315935,1.546054
14/04/2013 18:00:00,0.074000,36.081016,23.337478,1.000000,0.000000,2.451612,131.248881,112.600822,2.553051,0.967753,0.680551,333.333333,59.333333,16.865476,18.746190,0.795708,3.636197,27.326637,1.544315
14/04/2013 19:00:00,0.024000,36.080293,23.342241,1.000000,0.000000,2.454608,131.064245,112.899396,2.551980,0.967539,0.680358,333.333333,59.333333,16.882598,18.753039,0.794181,3.640418,27.337338,1.542575
14/04/2013 20:00:00,-0.026000,36.079569,23.347004,1.000000,0.000000,2.457604,130.879610,113.197970,2.550910,0.967325,0.680164,333.333333,59.333333,16.899720,18.759888,0.792654,3.644639,27.348039,1.540835
14/04/2013 21:00:00,-0.066000,36.078846,23.351766,1.000000,0.000000,2.460600,130.694975,113.496544,2.549840,0.967111,0.679971,333.333333,59.333333,16.916843,18.766737,0.791127,3.648859,27.358741,1.539095
14/04/2013 22:00:00,-0.076000,36.078122,23.356529,1.000000,0.000000,2.463597,130.510339,113.795118,2.548770,0.966897,0.679778,333.333333,59.333333,16.933965,18.773586,0.789600,3.653080,27.369442,1.537355
14/04/2013 23:00:00,-0.106000,36.077399,23.361292,1.000000,0.000000,2.466593,130.325704,114.093693,2.547700,0.966683,0.679584,333.333333,59.333333,16.951087,18.780435,0.788072,3.657301,27.380144,1.535615
15/04/2013 00:00:00,-0.106000,36.076675,23.366055,1.000000,0.000000,2.469589,130.141069,114.392267,2.546630,0.966469,0.679391,333.333333,59.333333,16.968210,18.787284,0.786545,3.661521,27.390845,1.533875
15/04/2013 01:00:00,-0.106000,36.075952,23.370818,1.000000,0.000000,2.472585,129.956433,114.690841,2.545560,0.966255,0.679198,333.333333,59.333333,16.985332,18.794133,0.785018,3.665742,27.401547,1.532136
15/04/2013 02:00:00,-0.086000,36.075228,23.375581,1.000000,0.000000,2.475581,129.771798,114.989415,2.544489,0.966041,0.679005,333.333333,59.333333,17.002454,18.800982,0.783491,3.669963,27.412248,1.530396
15/04/2013 03:00:00,-0.076000,36.074505,23.380343,1.000000,0.000000,2.478577,129.587163,115.287989,2.543419,0.965827,0.678811,333.333333,59.333333,17.019577,18.807831,0.781964,3.674183,27.422950,1.528656
15/04/2013 04:00:00,-0.046000,36.073781,23.385106,1.000000,0.000000,2.481573,129.402527,115.586563,2.542349,0.965613,0.678618,333.333333,59.333333,17.036699,18.814680,0.780436,3.678404,27.433651,1.526916
15/04/2013 05:00:00,-0.036000,36.073058,23.389869,1.000000,0.000000,2.484569,129.217892,115.885137,2.541279,0.965399,0.678425,333.333333,59.333333,17.053821,18.821528,0.778909,3.682625,27.444352,1.525176
15/04/2013 06:00:00,-0.026000,36.072334,23.394632,1.000000,0.000000,2.487565,129.033257,116.183711,2.540209,0.965185,0.678231,333.333333,59.333333,17.070943,18.828377,0.777382,3.686846,27.455054,1.523436
15/04/2013 07:00:00,0.014000,36.071611,23.399395,1.000000,0.000000,2.490561,128.848621,116.482285,2.539139,0.964971,0.678038,333.333333,59.333333,17.088066,18.835226,0.775855,3.691066,27.465755,1.521697
15/04/2013 08:00:00,0.074000,36.070887,23.404158,1.000000,0.000000,2.493558,128.663986,116.780859,2.538069,0.964757,0.677845,333.333333,59.333333,17.105188,18.842075,0.774328,3.695287,27.476457,1.519957
15/04/2013 09:00:00,0.124000,36.070164,23.408920,1.000000,0.000000,2.496554,128.479351,117.079433,2.536998,0.964543,0.677651,333.333333,59.333333,17.122310,18.848924,0.772800,3.699508,27.487158,1.518217
15/04/2013 10:00:00,0.184000,36.068756,23.402721,1.000000,0.000000,2.499550,128.643374,117.378008,2.535928,0.964329,0.677458,333.333333,59.333333,17.139433,18.855773,0.771273,3.699474,27.497860,1.516477
15/04/2013 11:00:00,0.244000,36.067148,23.393308,1.000000,0.000000,2.502546,128.909591,117.676582,2.534858,0.964114,0.677265,333.333333,59.333333,17.156555,18.862622,0.769746,3.698878,27.508561,1.514737
15/04/2013 12:00:00,0.284000,36.065539,23.383896,1.000000,0.000000,2.505542,129.175808,117.975156,2.533788,0.963900,0.677071,333.333333,59.333333,17.173677,18.869471,0.768219,3.698283,27.519263,1.512997
15/04/2013 13:00:00,0.304000,36.063931,23.374483,1.000000,0.000000,2.508538,129.442024,118.273730,2.532718,0.963686,0.676878,333.333333,59.333333,17.190800,18.876320,0.766692,3.697687,27.529964,1.511257
15/04/2013 14:00:00,0.314000,36.062322,23.365071,1.000000,0.000000,2.511534,129.708241,118.572304,2.531648,0.963472,0.676685,333.333333,59.333333,17.207922,18.883169,0.765164,3.697092,27.540665,1.509518
15/04/2013 15:00:00,0.274000,36.060714,23.355658,1.000000,0.000000,2.514530,129.974458,118.870878,2.530578,0.963258,0.676491,333.333333,59.333333,17.225044,18.890018,0.763637,3.696496,27.551367,1.507778
15/04/2013 16:00:00,0.224000,36.059105,23.346246,1.000000,0.000000,2.517526,130.240674,119.169452,2.529507,0.963044,0.676298,333.333333,59.333333,17.242167,18.896867,0.762110,3.695901,27.562068,1.506038
15/04/2013 17:00:00,0.154000,36.057497,23.336833,1.000000,0.000000,2.520522,130.506891,119.468026,2.528437,0.962830,0.676105,333.333333,59.333333,17.259289,18.903716,0.760583,3.695305,27.572770,1.504298
15/04/2013 18:00:00,0.094000,36.055888,23.327421,1.000000,0.000000,2.523519,130.773108,119.766600,2.527367,0.962616,0.675911,333.333333,59.333333,17.276411,18.910564,0.759056,3.694710,27.583471,1.502558
15/04/2013 19:00:00,0.024000,36.054280,23.318008,1.000000,0.000000,2.526515,131.039324,120.065174,2.526297,0.962402,0.675718,333.333333,59.333333,17.293533,18.917413,0.757528,3.694114,27.594173,1.500818
15/04/2013 20:00:00,-0.026000,36.052671,23.308596,1.000000,0.000000,2.529511,131.305541,120.363749,2.525227,0.962188,0.675525,333.333333,59.333333,17.310656,18.924262,0.756001,3.693519,27.604874,1.499079
15/04/2013 21:00:00,-0.066000,36.051063,23.299183,1.000000,0.000000,2.532507,131.571758,120.662323,2.524157,0.961974,0.675332,333.333333,59.333333,17.327778,18.931111,0.754474,3.692923,27.615576,1.497339
15/04/2013 22:00:00,-0.096000,36.049454,23.289771,1.000000,0.000000,2.535503,131.837974,120.960897,2.523087,0.961760,0.675138,333.333333,59.333333,17.344900,18.937960,0.752947,3.692328,27.626277,1.495599
15/04/2013 23:00:00,-0.116000,36.047846,23.280358,1.000000,0.000000,2.538499,132.104191,121.259471,2.522016,0.961546,0.674945,333.333333,59.333333,17.362023,18.944809,0.751420,3.691732,27.636978,1.493859
16/04/2013 00:00:00,-0.136000,36.046238,23.270946,1.000000,0.000000,2.541495,132.370408,121.558045,2.520946,0.961332,0.674752,333.333333,59.333333,17.379145,18.951658,0.749892,3.691136,27.647680,1.492119
16/04/2013 01:00:00,-0.126000,36.044629,23.261533,1.000000,0.000000,2.544491,132.636624,121.856619,2.519876,0.961118,0.674558,333.333333,59.333333,17.396267,18.958507,0.748365,3.690541,27.658381,1.490379
16/04/2013 02:00:00,-0.116000,36.043021,23.252121,1.000000,0.000000,2.547487,132.902841,122.155193,2.518806,0.960904,0.674365,333.333333,59.333333,17.413390,18.965356,0.746838,3.689945,27.669083,1.488639
16/04/2013 03:00:00,-0.106000,36.041412,23.242708,1.000000,0.000000,2.550483,133.169058,122.453767,2.517736,0.960690,0.674172,333.333333,59.333333,17.430512,18.972205,0.745311,3.689350,27.679784,1.486900
16/04/2013 04:00:00,-0.086000,36.039804,23.233295,1.000000,0.000000,2.553480,133.435274,122.752341,2.516666,0.960476,0.673978,333.333333,59.333333,17.447634,18.979054,0.743784,3.688754,27.690486,1.485160
16/04/2013 05:00:00,-0.076000,36.038195,23.223883,1.000000,0.000000,2.556476,133.701491,123.050915,2.515596,0.960262,0.673785,333.333333,59.333333,17.464757,18.985903,0.742256,3.688159,27.701187,1.483420
16/04/2013 06:00:00,-0.046000,36.036587,23.214470,1.000000,0.000000,2.559472,133.967708,123.349490,2.514525,0.960048,0.673592,333.333333,59.333333,17.481879,18.992752,0.740729,3.687563,27.711889,1.481680
16/04/2013 07:00:00,-0.016000,36.034978,23.205058,1.000000,0.000000,2.562468,134.233924,123.648064,2.513455,0.959834,0.673398,333.333333,59.333333,17.499001,18.999600,0.739202,3.686968,27.722590,1.479940
16/04/2013 08:00:00,0.044000,36.033370,23.195645,1.000000,0.000000,2.565464,134.500141,123.946638,2.512385,0.959620,0.673205,333.333333,59.333333,17.516124,19.006449,0.737675,3.686372,27.733291,1.478200
16/04/2013 09:00:00,0.084000,36.031761,23.186233,1.000000,0.000000,2.568460,134.766358,124.245212,2.511315,0.959406,0.673012,333.333333,59.333333,17.533246,19.013298,0.736148,3.685777,27.743993,1.476461
16/04/2013 10:00:00,0.144000,36.030153,23.176820,1.000000,0.000000,2.571456,135.032574,124.543786,2.510245,0.959192,0.672818,333.333333,59.333333,17.550368,19.020147,0.734620,3.685181,27.754694,1.474721
16/04/2013 11:00:00,0.184000,36.028544,23.167408,1.000000,0.000000,2.574452,135.298791,124.842360,2.509175,0.958978,0.672625,333.333333,59.333333,17.567490,19.026996,0.733093,3.684586,27.765396,1.472981
16/04/2013 12:00:00,0.234000,36.026936,23.157995,1.000000,0.000000,2.577448,135.565008,125.140934,2.508105,0.958764,0.672432,333.333333,59.333333,17.584613,19.033845,0.731566,3.683990,27.776097,1.471241
16/04/2013 13:00:00,0.264000,36.025327,23.148583,1.000000,0.000000,2.580444,135.831224,125.439508,2.507034,0.958550,0.672238,333.333333,59.333333,17.601735,19.040694,0.730039,3.683395,27.786799,1.469501
16/04/2013 14:00:00,0.254000,36.023719,23.139170,1.000000,0.000000,2.583441,136.097441,125.738082,2.505964,0.958336,0.672045,333.333333,59.333333,17.618857,19.047543,0.728512,3.682799,27.797500,1.467761
16/04/2013 15:00:00,0.234000,36.022110,23.129758,1.000000,0.000000,2.586437,136.363658,126.036656,2.504894,0.958122,0.671852,333.333333,59.333333,17.635980,19.054392,0.726984,3.682203,27.808202,1.466021
16/04/2013 16:00:00,0.184000,36.020502,23.120345,1.000000,0.000000,2.589433,136.629874,126.335230,2.503824,0.957908,0.671659,333.333333,59.333333,17.653102,19.061241,0.725457,3.681608,27.818903,1.464282
16/04/2013 17:00:00,0.134000,36.018894,23.110933,1.000000,0.000000,2.592429,136.896091,126.633805,2.502754,0.957694,0.671465,333.333333,59.333333,17.670224,19.068090,0.723930,3.681012,27.829604,1.462542
16/04/2013 18:00:00,0.084000,36.017285,23.101520,1.000000,0.000000,2.595425,137.162308,126.932379,2.501684,0.957480,0.671272,333.333333,59.333333,17.687347,19.074939,0.722403,3.680417,27.840306,1.460802
16/04/2013 19:00:00,0.024000,36.015677,23.092108,1.000000,0.000000,2.598421,137.428524,127.230953,2.500614,0.957266,0.671079,333.333333,59.333333,17.704469,19.081788,0.720876,3.679821,27.851007,1.459062
16/04/2013 20:00:00,-0.026000,36.014068,23.082695,1.000000,0.000000,2.601417,137.694741,127.529527,2.499543,0.957052,0.670885,333.333333,59.333333,17.721591,19.088636,0.719348,3.679226,27.861709,1.457322
16/04/2013 21:00:00,-0.066000,36.012460,23.073283,1.000000,0.000000,2.604413,137.960958,127.828101,2.498473,0.956838,0.670692,333.333333,59.333333,17.738714,19.095485,0.717821,3.678630,27.872410,1.455582
16/04/2013 22:00:00,-0.106000,36.010851,23.063870,1.000000,0.000000,2.607409,138.227174,128.126675,2.497403,0.956623,0.670499,333.333333,59.333333,17.755836,19.102334,0.716294,3.678035,27.883112,1.453842
