ISOTime,wl,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
02/01/2013 01:00:00,0.324000,33.388479,25.419815,1.000000,0.000000,5.114281,154.932036,67.709253,0.760552,1.231299,0.226655,407.143281,62.285731,13.671667,17.396625,0.862168,3.177005,23.489976,1.111488
02/01/2013 02:00:00,0.314000,33.392845,25.423081,1.000000,0.000000,5.117258,154.828093,67.804614,0.760516,1.232681,0.227519,406.895166,62.275807,13.692934,17.386772,0.861601,3.176406,23.487849,1.111872
02/01/2013 03:00:00,0.274000,33.397211,25.426348,1.000000,0.000000,5.120235,154.724151,67.899974,0.760481,1.234064,0.228384,406.647052,62.265882,13.714201,17.376918,0.861035,3.175807,23.485723,1.112257
02/01/2013 04:00:00,0.194000,33.401576,25.429615,1.000000,0.000000,5.123213,154.620208,67.995335,0.760446,1.235446,0.229248,406.398938,62.255958,13.735468,17.367064,0.860468,3.175207,23.483596,1.112641
02/01/2013 05:00:00,0.134000,33.405942,25.432882,1.000000,0.000000,5.126190,154.516265,68.090696,0.760410,1.236828,0.230112,406.150823,62.246033,13.756735,17.357211,0.859901,3.174608,23.481469,1.113025
02/01/2013 06:00:00,0.064000,33.410307,25.436148,1.000000,0.000000,5.129167,154.412323,68.186056,0.760375,1.238210,0.230977,405.902709,62.236108,13.778001,17.347357,0.859335,3.174009,23.479343,1.113409
02/01/2013 07:00:00,-0.006000,33.414673,25.439415,1.000000,0.000000,5.132145,154.308380,68.281417,0.760339,1.239593,0.231841,405.654595,62.226184,13.799268,17.337504,0.858768,3.173410,23.477216,1.113793
02/01/2013 08:00:00,-0.066000,33.419039,25.442682,1.000000,0.000000,5.135122,154.204437,68.376778,0.760304,1.240975,0.232706,405.406480,62.216259,13.820535,17.327650,0.858201,3.172811,23.475089,1.114177
02/01/2013 09:00:00,-0.096000,33.423404,25.445949,1.000000,0.000000,5.138100,154.100495,68.472138,0.760268,1.242357,0.233570,405.158366,62.206335,13.841802,17.317796,0.857635,3.172212,23.472963,1.114562
02/01/2013 10:00:00,-0.136000,33.427770,25.449216,1.000000,0.000000,5.141077,153.996552,68.567499,0.760233,1.243739,0.234434,404.910252,62.196410,13.863069,17.307943,0.857068,3.171613,23.470836,1.114946
02/01/2013 11:00:00,-0.116000,33.432135,25.452482,1.000000,0.000000,5.144054,153.892609,68.662860,0.760197,1.245122,0.235299,404.662137,62.186485,13.884336,17.298089,0.856501,3.171014,23.468709,1.115330
02/01/2013 12:00:00,-0.076000,33.436501,25.455749,1.000000,0.000000,5.147032,153.788667,68.758220,0.760162,1.246504,0.236163,404.414023,62.176561,13.905603,17.288236,0.855935,3.170415,23.466583,1.115714
02/01/2013 13:00:00,-0.036000,33.440867,25.459016,1.000000,0.000000,5.150009,153.684724,68.853581,0.760127,1.247886,0.237028,404.165909,62.166636,13.926870,17.278382,0.855368,3.169816,23.464456,1.116098
02/01/2013 14:00:00,0.004000,33.445232,25.462283,1.000000,0.000000,5.152986,153.580782,68.948942,0.760091,1.249269,0.237892,403.917794,62.156712,13.948137,17.268528,0.854801,3.169216,23.462329,1.116482
02/01/2013 15:00:00,0.024000,33.449598,25.465549,1.000000,0.000000,5.155964,153.476839,69.044302,0.760056,1.250651,0.238756,403.669680,62.146787,13.969404,17.258675,0.854235,3.168617,23.460202,1.116867
02/01/2013 16:00:00,0.034000,33.453963,25.468816,1.000000,0.000000,5.158941,153.372896,69.139663,0.760020,1.252033,0.239621,403.421566,62.136863,13.990671,17.248821,0.853668,3.168018,23.458076,1.117251
02/01/2013 17:00:00,0.054000,33.458329,25.472083,1.000000,0.000000,5.161919,153.268954,69.235024,0.759985,1.253415,0.240485,403.173451,62.126938,14.011938,17.238968,0.853101,3.167419,23.455949,1.117635
02/01/2013 18:00:00,0.064000,33.462695,25.475350,1.000000,0.000000,5.164896,153.165011,69.330384,0.759949,1.254798,0.241350,402.925337,62.117013,14.033205,17.229114,0.852535,3.166820,23.453822,1.118019
02/01/2013 19:00:00,0.054000,33.467060,25.478616,1.000000,0.000000,5.167873,153.061068,69.425745,0.759914,1.256180,0.242214,402.677223,62.107089,14.054472,17.219260,0.851968,3.166221,23.451696,1.118403
02/01/2013 20:00:00,0.074000,33.471426,25.481883,1.000000,0.000000,5.170851,152.957126,69.521106,0.759879,1.257562,0.243078,402.429108,62.097164,14.075739,17.209407,0.851401,3.165622,23.449569,1.118788
02/01/2013 21:00:00,0.114000,33.475791,25.485150,1.000000,0.000000,5.173828,152.853183,69.616466,0.759843,1.258944,0.243943,402.180994,62.087240,14.097006,17.199553,0.850835,3.165023,23.447442,1.119172
02/01/2013 22:00:00,0.134000,33.480157,25.488417,1.000000,0.000000,5.176805,152.749240,69.711827,0.759808,1.260327,0.244807,401.932880,62.077315,14.118273,17.189699,0.850268,3.164424,23.445316,1.119556
02/01/2013 23:00:00,0.154000,33.484522,25.491683,1.000000,0.000000,5.179783,152.645298,69.807188,0.759772,1.261709,0.245672,401.684765,62.067391,14.139539,17.179846,0.849701,3.163824,23.443189,1.119940
03/01/2013 00:00:00,0.164000,33.488888,25.494950,1.000000,0.000000,5.182760,152.541355,69.902548,0.759737,1.263091,0.246536,401.436651,62.057466,14.160806,17.169992,0.849135,3.163225,23.441062,1.120324
03/01/2013 01:00:00,0.164000,33.493254,25.498217,1.000000,0.000000,5.185738,152.437412,69.997909,0.759701,1.264473,0.247400,401.188537,62.047541,14.182073,17.160139,0.848568,3.162626,23.438936,1.120708
03/01/2013 02:00:00,0.134000,33.497619,25.501484,1.000000,0.000000,5.188715,152.333470,70.093270,0.759666,1.265856,0.248265,400.940422,62.037617,14.203340,17.150285,0.848001,3.162027,23.436809,1.121093
03/01/2013 03:00:00,0.094000,33.501985,25.504751,1.000000,0.000000,5.191692,152.229527,70.188630,0.759631,1.267238,0.249129,400.692308,62.027692,14.224607,17.140431,0.847435,3.161428,23.434682,1.121477
03/01/2013 04:00:00,0.044000,33.506350,25.508017,1.000000,0.000000,5.194670,152.125585,70.283991,0.759595,1.268620,0.249994,400.444194,62.017768,14.245874,17.130578,0.846868,3.160829,23.432555,1.121861
03/01/2013 05:00:00,-0.006000,33.510716,25.511284,1.000000,0.000000,5.197647,152.021642,70.379352,0.759560,1.270003,0.250858,400.196079,62.007843,14.267141,17.120724,0.846301,3.160230,23.430429,1.122245
03/01/2013 06:00:00,-0.066000,33.515082,25.514551,1.000000,0.000000,5.200624,151.917699,70.474712,0.759524,1.271385,0.251722,399.947965,61.997919,14.288408,17.110871,0.845735,3.159631,23.428302,1.122629
03/01/2013 07:00:00,-0.116000,33.519447,25.517818,1.000000,0.000000,5.203602,151.813757,70.570073,0.759489,1.272767,0.252587,399.699851,61.987994,14.309675,17.101017,0.845168,3.159032,23.426175,1.123013
03/01/2013 08:00:00,-0.156000,33.523813,25.521084,1.000000,0.000000,5.206579,151.709814,70.665434,0.759453,1.274149,0.253451,399.451736,61.978069,14.330942,17.091163,0.844601,3.158433,23.424049,1.123398
03/01/2013 09:00:00,-0.176000,33.528178,25.524351,1.000000,0.000000,5.209557,151.605871,70.760794,0.759418,1.275532,0.254316,399.203622,61.968145,14.352209,17.081310,0.844035,3.157833,23.421922,1.123782
03/01/2013 10:00:00,-0.186000,33.532544,25.527618,1.000000,0.000000,5.212534,151.501929,70.856155,0.759383,1.276914,0.255180,398.955508,61.958220,14.373476,17.071456,0.843468,3.157234,23.419795,1.124166
03/01/2013 11:00:00,-0.156000,33.536910,25.530885,1.000000,0.000000,5.215511,151.397986,70.951516,0.759347,1.278296,0.256044,398.707393,61.948296,14.394743,17.061603,0.842901,3.156635,23.417669,1.124550
03/01/2013 12:00:00,-0.126000,33.541275,25.534151,1.000000,0.000000,5.218489,151.294043,71.046876,0.759312,1.279678,0.256909,398.459279,61.938371,14.416010,17.051749,0.842335,3.156036,23.415542,1.124934
03/01/2013 13:00:00,-0.086000,33.545641,25.537418,1.000000,0.000000,5.221466,151.190101,71.142237,0.759276,1.281061,0.257773,398.211165,61.928447,14.437277,17.041895,0.841768,3.155437,23.413415,1.125319
03/01/2013 14:00:00,-0.046000,33.550006,25.540685,1.000000,0.000000,5.224443,151.086158,71.237598,0.759241,1.282443,0.258638,397.963050,61.918522,14.458544,17.032042,0.841201,3.154838,23.411288,1.125703
03/01/2013 15:00:00,-0.006000,33.554372,25.543952,1.000000,0.000000,5.227421,150.982215,71.332958,0.759205,1.283825,0.259502,397.714936,61.908597,14.479811,17.022188,0.840635,3.154239,23.409162,1.126087
03/01/2013 16:00:00,0.014000,33.558738,25.547219,1.000000,0.000000,5.230398,150.878273,71.428319,0.759170,1.285207,0.260366,397.466822,61.898673,14.501078,17.012334,0.840068,3.153640,23.407035,1.126471
03/01/2013 17:00:00,0.024000,33.563103,25.550485,1.000000,0.000000,5.233376,150.774330,71.523680,0.759134,1.286590,0.261231,397.218707,61.888748,14.522344,17.002481,0.839501,3.153041,23.404908,1.126855
03/01/2013 18:00:00,0.014000,33.567469,25.553752,1.000000,0.000000,5.236353,150.670388,71.619040,0.759099,1.287972,0.262095,396.970593,61.878824,14.543611,16.992627,0.838935,3.152442,23.402782,1.127239
03/01/2013 19:00:00,0.014000,33.571834,25.557019,1.000000,0.000000,5.239330,150.566445,71.714401,0.759064,1.289354,0.262960,396.722479,61.868899,14.564878,16.982774,0.838368,3.151842,23.400655,1.127624
03/01/2013 20:00:00,-0.006000,33.576200,25.560286,1.000000,0.000000,5.242308,150.462502,71.809762,0.759028,1.290737,0.263824,396.474364,61.858975,14.586145,16.972920,0.837801,3.151243,23.398528,1.128008
03/01/2013 21:00:00,0.024000,33.580565,25.563552,1.000000,0.000000,5.245285,150.358560,71.905122,0.758993,1.292119,0.264688,396.226250,61.849050,14.607412,16.963066,0.837235,3.150644,23.396402,1.128392
03/01/2013 22:00:00,0.034000,33.584931,25.566819,1.000000,0.000000,5.248262,150.254617,72.000483,0.758957,1.293501,0.265553,395.978136,61.839125,14.628679,16.953213,0.836668,3.150045,23.394275,1.128776
03/01/2013 23:00:00,0.024000,33.589297,25.570086,1.000000,0.000000,5.251240,150.150674,72.095844,0.758922,1.294883,0.266417,395.730021,61.829201,14.649946,16.943359,0.836101,3.149446,23.392148,1.129160
04/01/2013 00:00:00,0.024000,33.593662,25.573353,1.000000,0.000000,5.254217,150.046732,72.191204,0.758886,1.296266,0.267282,395.481907,61.819276,14.671213,16.933506,0.835535,3.148847,23.390022,1.129544
04/01/2013 01:00:00,0.004000,33.598028,25.576619,1.000000,0.000000,5.257194,149.942789,72.286565,0.758851,1.297648,0.268146,395.233793,61.809352,14.692480,16.923652,0.834968,3.148248,23.387895,1.129929
04/01/2013 02:00:00,-0.026000,33.602393,25.579886,1.000000,0.000000,5.260172,149.838846,72.381926,0.758816,1.299030,0.269010,394.985678,61.799427,14.713747,16.913798,0.834401,3.147649,23.385768,1.130313
04/01/2013 03:00:00,-0.036000,33.606759,25.583153,1.000000,0.000000,5.263149,149.734904,72.477286,0.758780,1.300412,0.269875,394.737564,61.789503,14.735014,16.903945,0.833835,3.147050,23.383641,1.130697
04/01/2013 04:00:00,-0.076000,33.611125,25.586420,1.000000,0.000000,5.266127,149.630961,72.572647,0.758745,1.301795,0.270739,394.489450,61.779578,14.756281,16.894091,0.833268,3.146450,23.381515,1.131081
04/01/2013 05:00:00,-0.136000,33.615490,25.589687,1.000000,0.000000,5.269104,149.527018,72.668008,0.758709,1.303177,0.271604,394.241335,61.769653,14.777548,16.884238,0.832701,3.145851,23.379388,1.131465
04/01/2013 06:00:00,-0.176000,33.619856,25.592953,1.000000,0.000000,5.272081,149.423076,72.763369,0.758674,1.304559,0.272468,393.993221,61.759729,14.798815,16.874384,0.832135,3.145252,23.377261,1.131850
04/01/2013 07:00:00,-0.226000,33.624221,25.596220,1.000000,0.000000,5.275059,149.319133,72.858729,0.758638,1.305941,0.273332,393.745107,61.749804,14.820082,16.864530,0.831568,3.144653,23.375135,1.132234
04/01/2013 08:00:00,-0.266000,33.628587,25.599487,1.000000,0.000000,5.278036,149.215191,72.954090,0.758603,1.307324,0.274197,393.496992,61.739880,14.841349,16.854677,0.831001,3.144054,23.373008,1.132618
04/01/2013 09:00:00,-0.286000,33.632953,25.602754,1.000000,0.000000,5.281013,149.111248,73.049451,0.758568,1.308706,0.275061,393.248878,61.729955,14.862616,16.844823,0.830435,3.143455,23.370881,1.133002
04/01/2013 10:00:00,-0.286000,33.637318,25.606020,1.000000,0.000000,5.283991,149.007305,73.144811,0.758532,1.310088,0.275926,393.000764,61.720031,14.883882,16.834970,0.829868,3.142856,23.368755,1.133386
04/01/2013 11:00:00,-0.246000,33.641684,25.609287,1.000000,0.000000,5.286968,148.903363,73.240172,0.758497,1.311471,0.276790,392.752649,61.710106,14.905149,16.825116,0.829302,3.142257,23.366628,1.133770
04/01/2013 12:00:00,-0.216000,33.646049,25.612554,1.000000,0.000000,5.289946,148.799420,73.335533,0.758461,1.312853,0.277654,392.504535,61.700181,14.926416,16.815262,0.828735,3.141658,23.364501,1.134155
04/01/2013 13:00:00,-0.166000,33.650415,25.615821,1.000000,0.000000,5.292923,148.695477,73.430893,0.758426,1.314235,0.278519,392.256421,61.690257,14.947683,16.805409,0.828168,3.141059,23.362375,1.134539
04/01/2013 14:00:00,-0.126000,33.654781,25.619087,1.000000,0.000000,5.295900,148.591535,73.526254,0.758390,1.315617,0.279383,392.008306,61.680332,14.968950,16.795555,0.827602,3.140459,23.360248,1.134923
04/01/2013 15:00:00,-0.086000,33.659146,25.622354,1.000000,0.000000,5.298878,148.487592,73.621615,0.758355,1.317000,0.280248,391.760192,61.670408,14.990217,16.785701,0.827035,3.139860,23.358121,1.135307
04/01/2013 16:00:00,-0.046000,33.663512,25.625621,1.000000,0.000000,5.301855,148.383649,73.716975,0.758319,1.318382,0.281112,391.512078,61.660483,15.011484,16.775848,0.826468,3.139261,23.355994,1.135691
04/01/2013 17:00:00,-0.036000,33.667877,25.628888,1.000000,0.000000,5.304832,148.279707,73.812336,0.758284,1.319764,0.281976,391.263963,61.650559,15.032751,16.765994,0.825902,3.138662,23.353868,1.136076
04/01/2013 18:00:00,-0.016000,33.672243,25.632155,1.000000,0.000000,5.307810,148.175764,73.907697,0.758249,1.321146,0.282841,391.015849,61.640634,15.054018,16.756141,0.825335,3.138063,23.351741,1.136460
04/01/2013 19:00:00,-0.006000,33.676609,25.635421,1.000000,0.000000,5.310787,148.071821,74.003057,0.758213,1.322529,0.283705,390.767735,61.630709,15.075285,16.746287,0.824768,3.137464,23.349614,1.136844
04/01/2013 20:00:00,-0.026000,33.680974,25.638688,1.000000,0.000000,5.313765,147.967879,74.098418,0.758178,1.323911,0.284570,390.519620,61.620785,15.096552,16.736433,0.824202,3.136865,23.347488,1.137228
04/01/2013 21:00:00,-0.066000,33.685340,25.641955,1.000000,0.000000,5.316742,147.863936,74.193779,0.758142,1.325293,0.285434,390.271506,61.610860,15.117819,16.726580,0.823635,3.136266,23.345361,1.137612
04/01/2013 22:00:00,-0.076000,33.689705,25.645222,1.000000,0.000000,5.319719,147.759993,74.289139,0.758107,1.326675,0.286298,390.023392,61.600936,15.139086,16.716726,0.823068,3.135667,23.343234,1.137996
04/01/2013 23:00:00,-0.116000,33.694071,25.648488,1.000000,0.000000,5.322697,147.656051,74.384500,0.758071,1.328058,0.287163,389.775277,61.591011,15.160353,16.706873,0.822502,3.135068,23.341108,1.138381
05/01/2013 00:00:00,-0.146000,33.698436,25.651755,1.000000,0.000000,5.325674,147.552108,74.479861,0.758036,1.329440,0.288027,389.527163,61.581087,15.181620,16.697019,0.821935,3.134468,23.338981,1.138765
05/01/2013 01:00:00,-0.156000,33.702802,25.655022,1.000000,0.000000,5.328651,147.448166,74.575221,0.758001,1.330822,0.288892,389.279049,61.571162,15.202887,16.687165,0.821368,3.133869,23.336854,1.139149
05/01/2013 02:00:00,-0.186000,33.707168,25.658289,1.000000,0.000000,5.331629,147.344223,74.670582,0.757965,1.332204,0.289756,389.030934,61.561237,15.224154,16.677312,0.820802,3.133270,23.334727,1.139533
05/01/2013 03:00:00,-0.206000,33.711533,25.661555,1.000000,0.000000,5.334606,147.240280,74.765943,0.757930,1.333587,0.290620,388.782820,61.551313,15.245421,16.667458,0.820235,3.132671,23.332601,1.139917
05/01/2013 04:00:00,-0.226000,33.715899,25.664822,1.000000,0.000000,5.337584,147.136338,74.861303,0.757894,1.334969,0.291485,388.534706,61.541388,15.266687,16.657605,0.819668,3.132072,23.330474,1.140301
05/01/2013 05:00:00,-0.246000,33.720264,25.668089,1.000000,0.000000,5.340561,147.032395,74.956664,0.757859,1.336351,0.292349,388.286591,61.531464,15.287954,16.647751,0.819102,3.131473,23.328347,1.140686
05/01/2013 06:00:00,-0.276000,33.724630,25.671356,1.000000,0.000000,5.343538,146.928452,75.052025,0.757823,1.337734,0.293214,388.038477,61.521539,15.309221,16.637897,0.818535,3.130874,23.326221,1.141070
05/01/2013 07:00:00,-0.306000,33.728996,25.674623,1.000000,0.000000,5.346516,146.824510,75.147385,0.757788,1.339116,0.294078,387.790363,61.511615,15.330488,16.628044,0.817968,3.130275,23.324094,1.141454
05/01/2013 08:00:00,-0.326000,33.733361,25.677889,1.000000,0.000000,5.349493,146.720567,75.242746,0.757753,1.340498,0.294942,387.542248,61.501690,15.351755,16.618190,0.817402,3.129676,23.321967,1.141838
05/01/2013 09:00:00,-0.336000,33.737727,25.681156,1.000000,0.000000,5.352470,146.616624,75.338107,0.757717,1.341880,0.295807,387.294134,61.491765,15.373022,16.608337,0.816835,3.129076,23.319841,1.142222
05/01/2013 10:00:00,-0.306000,33.742092,25.684423,1.000000,0.000000,5.355448,146.512682,75.433467,0.757682,1.343263,0.296671,387.046020,61.481841,15.394289,16.598483,0.816268,3.128477,23.317714,1.142607
05/01/2013 11:00:00,-0.266000,33.746458,25.687690,1.000000,0.000000,5.358425,146.408739,75.528828,0.757646,1.344645,0.297536,386.797905,61.471916,15.415556,16.588629,0.815702,3.127878,23.315587,1.142991
05/01/2013 12:00:00,-0.226000,33.750824,25.690956,1.000000,0.000000,5.361403,146.304796,75.624189,0.757611,1.346027,0.298400,386.549791,61.461992,15.436823,16.578776,0.815135,3.127279,23.313461,1.143375
05/01/2013 13:00:00,-0.176000,33.755189,25.694223,1.000000,0.000000,5.364380,146.200854,75.719549,0.757575,1.347409,0.299264,386.301677,61.452067,15.458090,16.568922,0.814568,3.126680,23.311334,1.143759
05/01/2013 14:00:00,-0.116000,33.759555,25.697490,1.000000,0.000000,5.367357,146.096911,75.814910,0.757540,1.348792,0.300129,386.053562,61.442142,15.479357,16.559068,0.814002,3.126081,23.309207,1.144143
05/01/2013 15:00:00,-0.086000,33.763920,25.700757,1.000000,0.000000,5.370335,145.992969,75.910271,0.757505,1.350174,0.300993,385.805448,61.432218,15.500624,16.549215,0.813435,3.125482,23.307080,1.144527
05/01/2013 16:00:00,-0.036000,33.768286,25.704023,1.000000,0.000000,5.373312,145.889026,76.005631,0.757469,1.351556,0.301857,385.557334,61.422293,15.521891,16.539361,0.812868,3.124883,23.304954,1.144912
05/01/2013 17:00:00,0.004000,33.772652,25.707290,1.000000,0.000000,5.376289,145.785083,76.100992,0.757434,1.352938,0.302722,385.309219,61.412369,15.543158,16.529508,0.812302,3.124284,23.302827,1.145296
05/01/2013 18:00:00,0.024000,33.777017,25.710557,1.000000,0.000000,5.379267,145.681141,76.196353,0.757398,1.354321,0.303586,385.061105,61.402444,15.564425,16.519654,0.811735,3.123685,23.300700,1.145680
05/01/2013 19:00:00,0.024000,33.781383,25.713824,1.000000,0.000000,5.382244,145.577198,76.291713,0.757363,1.355703,0.304451,384.812991,61.392520,15.585692,16.509800,0.811168,3.123085,23.298574,1.146064
05/01/2013 20:00:00,0.004000,33.785748,25.717091,1.000000,0.000000,5.385221,145.473255,76.387074,0.757327,1.357085,0.305315,384.564876,61.382595,15.606959,16.499947,0.810602,3.122486,23.296447,1.146448
05/01/2013 21:00:00,-0.026000,33.790114,25.720357,1.000000,0.000000,5.388199,145.369313,76.482435,0.757292,1.358468,0.306179,384.316762,61.372670,15.628225,16.490093,0.810035,3.121887,23.294320,1.146832
05/01/2013 22:00:00,-0.066000,33.794479,25.723624,1.000000,0.000000,5.391176,145.265370,76.577795,0.757256,1.359850,0.307044,384.068648,61.362746,15.649492,16.480240,0.809468,3.121288,23.292194,1.147217
05/01/2013 23:00:00,-0.096000,33.798845,25.726891,1.000000,0.000000,5.394154,145.161427,76.673156,0.757221,1.361232,0.307908,383.820533,61.352821,15.670759,16.470386,0.808902,3.120689,23.290067,1.147601
06/01/2013 00:00:00,-0.136000,33.803211,25.730158,1.000000,0.000000,5.397131,145.057485,76.768517,0.757186,1.362614,0.308773,383.572419,61.342897,15.692026,16.460532,0.808335,3.120090,23.287940,1.147985
06/01/2013 01:00:00,-0.166000,33.807576,25.733424,1.000000,0.000000,5.400108,144.953542,76.863877,0.757150,1.363997,0.309637,383.324305,61.332972,15.713293,16.450679,0.807768,3.119491,23.285814,1.148369
06/01/2013 02:00:00,-0.196000,33.811942,25.736691,1.000000,0.000000,5.403086,144.849599,76.959238,0.757115,1.365379,0.310501,383.076190,61.323048,15.734560,16.440825,0.807202,3.118892,23.283687,1.148753
06/01/2013 03:00:00,-0.226000,33.816307,25.739958,1.000000,0.000000,5.406063,144.745657,77.054599,0.757079,1.366761,0.311366,382.828076,61.313123,15.755827,16.430972,0.806635,3.118293,23.281560,1.149138
06/01/2013 04:00:00,-0.246000,33.820673,25.743225,1.000000,0.000000,5.409040,144.641714,77.149959,0.757044,1.368143,0.312230,382.579962,61.303198,15.777094,16.421118,0.806068,3.117694,23.279433,1.149522
06/01/2013 05:00:00,-0.266000,33.825039,25.746491,1.000000,0.000000,5.412018,144.537772,77.245320,0.757008,1.369526,0.313095,382.331847,61.293274,15.798361,16.411264,0.805502,3.117094,23.277307,1.149906
06/01/2013 06:00:00,-0.276000,33.829404,25.749758,1.000000,0.000000,5.414995,144.433829,77.340681,0.756973,1.370908,0.313959,382.083733,61.283349,15.819628,16.401411,0.804935,3.116495,23.275180,1.150290
