Date,pressure,SW_radiation,LW_ratidation,Air_temperature,WINDU,WINDV,Rain,Relative_humidity
2022-11-01 22:30:00,102311.4297,0.0000,322.2213,17.2576,-2.3967,7.4242,0.0000,78.0905
2022-11-01 23:00:00,102292.8125,0.0000,321.0052,16.9743,-2.7159,7.0539,0.0000,78.3108
2022-11-01 23:30:00,102286.2578,0.0000,319.8289,16.7266,-2.9922,6.7420,0.0000,78.9933
2022-11-02 00:00:00,102289.2188,0.0000,318.5173,16.4110,-3.5812,6.0435,0.0000,80.0349
2022-11-02 00:30:00,102281.4141,0.0000,317.5051,16.1087,-3.8103,5.5597,0.0000,81.1821
2022-11-02 01:00:00,102273.8125,0.0000,316.6204,15.8145,-4.2305,5.0213,0.0000,82.2869
2022-11-02 01:30:00,102272.6953,0.0000,315.9091,15.5626,-4.2061,4.5173,0.0000,83.0261
2022-11-02 02:00:00,102263.1016,0.0000,315.2000,15.4167,-4.1657,4.1410,0.0000,83.3342
2022-11-02 02:30:00,102253.8594,0.0000,314.4389,15.2987,-4.0540,3.6812,0.0000,83.2365
2022-11-02 03:00:00,102308.1797,0.0000,314.2766,15.3122,-4.0556,3.2608,0.0000,82.3177
2022-11-02 03:30:00,102335.1016,0.0000,313.9233,15.2851,-3.9222,2.8268,0.0000,81.5136
2022-11-02 04:00:00,102340.5312,0.0000,313.6387,15.2606,-4.1546,2.3376,0.0000,80.6534
2022-11-02 04:30:00,102376.1875,0.0000,313.2626,15.2181,-4.3092,1.8952,0.0000,80.0199
2022-11-02 05:00:00,102411.9062,0.0000,312.6628,15.0878,-4.3438,1.6249,0.0000,80.1287
2022-11-02 05:30:00,102427.7500,10.4886,311.9466,14.9410,-4.2708,1.4991,0.0000,80.4397
2022-11-02 06:00:00,102436.0859,98.3050,311.5331,14.9666,-4.7787,0.9973,0.0000,80.0498
2022-11-02 06:30:00,102451.1406,207.6635,311.6711,15.1733,-4.5194,0.5819,0.0000,78.9073
2022-11-02 07:00:00,102459.8906,323.1623,313.6501,15.9517,-5.7679,-0.0540,0.0000,75.1528
2022-11-02 07:30:00,102455.1406,438.9716,315.8716,16.6984,-5.9638,-0.7423,0.0000,71.9896
2022-11-02 08:00:00,102455.6172,551.3886,318.1717,17.3949,-6.1846,-1.0791,0.0000,69.3348
2022-11-02 08:30:00,102455.5703,657.4677,320.4997,18.0570,-5.8224,-1.1452,0.0000,67.2420
2022-11-02 09:00:00,102399.6016,754.7548,322.7357,18.5975,-4.8995,-1.1697,0.0000,67.4873
2022-11-02 09:30:00,102367.2422,841.0839,325.0749,18.9034,-3.5284,-1.0767,0.0000,71.9154
2022-11-02 10:00:00,102354.3203,914.4854,327.3985,19.0506,-2.2852,-1.2508,0.0000,74.9501
2022-11-02 10:30:00,102308.9297,973.5245,329.6055,19.2725,-1.6016,-1.5070,0.0000,74.4592
2022-11-02 11:00:00,102264.3203,1017.2341,331.3637,19.5382,-1.0908,-1.6833,0.0000,72.5610
2022-11-02 11:30:00,102242.3125,1044.7672,332.5768,19.9280,-0.1733,-1.3163,0.0000,68.5130
2022-11-02 12:00:00,102231.4844,1055.0916,330.0794,19.2606,2.8491,4.3979,0.0000,73.7086
2022-11-02 12:30:00,102212.3828,1047.5621,327.9254,18.9050,3.6346,5.5674,0.0000,74.4847
2022-11-02 13:00:00,102191.1562,1023.9039,326.5175,18.5541,3.9752,5.8149,0.0000,77.0237
2022-11-02 13:30:00,102186.8516,983.3894,326.2882,18.4377,4.0785,5.5740,0.0000,77.3319
2022-11-02 14:00:00,102169.2891,927.6175,326.2072,18.3336,3.7760,6.0758,0.0000,77.7977
2022-11-02 14:30:00,102145.3203,856.9720,326.4267,18.2344,3.8759,6.6604,0.0000,78.2239
2022-11-02 15:00:00,102158.1719,773.7599,326.4018,18.2607,3.4144,7.1153,0.0000,78.0312
2022-11-02 15:30:00,102137.0781,679.1333,327.2968,18.3629,3.1960,7.9901,0.0000,77.3235
2022-11-02 16:00:00,102114.4219,574.4089,329.0100,18.4735,3.0271,7.9221,0.0000,77.1313
2022-11-02 16:30:00,102114.5781,463.1046,330.2022,18.5996,2.8571,8.1643,0.0000,76.0720
2022-11-02 17:00:00,102111.2109,348.4250,330.9209,18.8353,2.5477,8.2101,0.0000,74.4144
2022-11-02 17:30:00,102105.6250,232.9100,331.3245,18.9242,2.4245,8.1090,0.0000,73.7562
2022-11-02 18:00:00,102104.2188,121.9516,331.2848,18.9810,2.1147,8.1938,0.0000,73.6746
2022-11-02 18:30:00,102118.0391,26.5834,331.1688,18.9904,1.5180,7.9387,0.0000,74.6172
2022-11-02 19:00:00,102129.1953,0.0000,331.4462,19.1322,0.8151,7.5283,0.0000,73.6937
2022-11-02 19:30:00,102129.1953,0.0000,333.0813,19.1426,-0.0411,7.3167,0.0000,72.9716
2022-11-02 20:00:00,102129.9219,0.0000,329.4494,19.0708,-1.1541,6.6004,0.0000,71.5492
2022-11-02 20:30:00,102126.9609,0.0000,328.3922,18.9777,-1.8771,6.3541,0.0000,70.0745
2022-11-02 21:00:00,102064.1797,0.0000,334.9785,18.7430,-2.0996,6.0314,0.0000,70.2984
2022-11-02 21:30:00,102038.2891,0.0000,329.9568,18.5657,-2.3068,5.7644,0.0000,71.0680
2022-11-02 22:00:00,102030.6797,0.0000,326.6515,18.4537,-2.2296,5.7853,0.0000,72.1946
2022-11-02 22:30:00,101984.0469,0.0000,323.7779,18.3805,-2.4388,4.9133,0.0000,71.7637
2022-11-02 23:00:00,101945.7344,0.0000,332.5805,18.5270,-2.5907,3.8632,0.0000,69.1220
2022-11-02 23:30:00,101911.7266,0.0000,340.6184,18.5571,-3.2909,3.0902,0.0000,66.5045
2022-11-03 00:00:00,101879.6250,0.0000,325.2092,18.6137,-3.0426,2.8659,0.0000,65.5088
2022-11-03 00:30:00,101848.8984,0.0000,326.0549,18.7122,-3.1628,2.0951,0.0000,64.1654
2022-11-03 01:00:00,101824.2891,0.0000,328.0353,18.9149,-4.4252,0.7222,0.0000,63.6389
2022-11-03 01:30:00,101814.6641,0.0000,329.9734,18.8950,-6.6079,-1.0029,0.0000,61.8670
2022-11-03 02:00:00,101796.1875,0.0000,325.7920,18.8444,-8.7869,-2.1234,0.0000,63.0768
2022-11-03 02:30:00,101770.2422,0.0000,336.4592,18.6525,-9.7282,-2.6946,0.0000,64.4931
2022-11-03 03:00:00,101810.9609,0.0000,323.2174,18.3718,-9.5454,-3.0742,0.0000,66.3659
2022-11-03 03:30:00,101820.0469,0.0000,324.7595,18.0031,-8.5731,-3.2344,0.0000,68.8100
2022-11-03 04:00:00,101809.0625,0.0000,325.3882,17.8447,-8.8793,-3.6899,0.0000,69.7465
2022-11-03 04:30:00,101832.5781,0.0000,318.0810,17.7100,-8.7908,-3.9328,0.0000,70.4877
2022-11-03 05:00:00,101857.1328,0.0000,318.4370,17.5622,-8.3899,-3.9608,0.0000,71.5068
2022-11-03 05:30:00,101862.8906,12.5288,315.2449,17.5621,-7.9466,-4.0021,0.0000,71.0524
2022-11-03 06:00:00,101866.2266,102.9145,315.3230,17.7464,-7.7053,-4.3516,0.0000,69.4454
2022-11-03 06:30:00,101877.6953,214.1942,316.8078,18.3581,-7.5502,-4.7107,0.0000,65.8429
2022-11-03 07:00:00,101883.4531,331.5169,317.5952,18.9227,-7.5799,-5.2501,0.0000,62.8488
2022-11-03 07:30:00,101873.8438,449.1431,318.2979,19.2943,-6.7928,-4.8239,0.0000,62.5214
2022-11-03 08:00:00,101869.5469,548.4158,320.8305,19.9556,-5.9783,-4.8785,0.0000,60.5392
2022-11-03 08:30:00,101869.7734,668.8279,323.1718,20.4184,-5.3848,-4.6900,0.0000,59.7841
2022-11-03 09:00:00,101822.3516,749.1914,325.4877,20.8088,-4.3219,-4.5119,0.0000,59.5201
2022-11-03 09:30:00,101794.7109,855.1669,328.4673,21.1946,-3.6013,-4.5537,0.0000,58.8140
2022-11-03 10:00:00,101780.3438,908.4940,332.7966,21.4632,-2.9237,-4.2832,0.0000,59.0294
2022-11-03 10:30:00,101741.7031,979.2861,336.6312,21.7349,-2.1716,-3.9899,0.0000,58.3964
2022-11-03 11:00:00,101699.0000,979.8830,342.9270,22.0338,-1.3140,-3.7594,0.0000,56.9258
2022-11-03 11:30:00,101673.0469,835.5877,368.2573,22.3009,-0.6251,-3.9136,0.0000,55.1134
2022-11-03 12:00:00,101652.0859,897.9282,359.3779,21.4955,2.0720,-3.1182,0.0000,59.2520
2022-11-03 12:30:00,101617.1562,1006.6051,344.3996,21.3698,2.6166,-3.0088,0.0000,59.6874
2022-11-03 13:00:00,101586.6250,1033.6177,330.4900,21.4493,2.7859,-2.8889,0.0000,58.8252
2022-11-03 13:30:00,101568.7656,1008.3138,329.7986,21.5618,2.8683,-2.7030,0.0000,58.0062
2022-11-03 14:00:00,101535.9219,951.9885,329.2507,21.6410,2.6164,-2.6174,0.0000,57.3644
2022-11-03 14:30:00,101503.0000,882.2621,329.8787,22.0547,2.9067,-2.3363,0.0000,54.4225
2022-11-03 15:00:00,101502.5547,799.4393,330.8025,22.5628,2.6372,-1.8493,0.0000,51.3761
2022-11-03 15:30:00,101494.6328,702.0529,331.9735,22.5366,2.5162,-2.2342,0.0000,51.4743
2022-11-03 16:00:00,101468.7109,597.4362,331.2448,23.2155,2.1703,-1.4088,0.0000,47.4966
2022-11-03 16:30:00,101458.4766,471.8340,329.3721,23.6062,1.9210,0.5742,0.0000,44.7180
2022-11-03 17:00:00,101467.2266,347.9770,333.3132,21.7136,3.6066,0.8369,0.0000,57.8558
2022-11-03 17:30:00,101475.2578,220.1489,334.8808,20.8263,3.0490,0.9420,0.0000,67.0438
2022-11-03 18:00:00,101474.9141,129.3208,324.4341,20.0229,2.2603,1.5859,0.0000,74.2889
2022-11-03 18:30:00,101475.5781,25.9240,320.5657,19.2686,1.1908,2.6792,0.0000,81.3780
2022-11-03 19:00:00,101473.9453,0.0000,315.2787,19.3359,1.4933,3.2176,0.0000,79.9304
2022-11-03 19:30:00,101483.6250,0.0000,312.9492,19.1664,0.9099,3.2499,0.0000,81.9296
2022-11-03 20:00:00,101513.8359,0.0000,311.6318,18.5813,2.4574,4.2974,0.0000,88.1753
2022-11-03 20:30:00,101536.6641,0.0000,312.3890,18.4906,1.5246,4.0557,0.0000,89.7249
2022-11-03 21:00:00,101507.5625,0.0000,312.5872,18.3018,2.8412,3.1308,0.0000,91.1764
2022-11-03 21:30:00,101478.9453,0.0000,329.5987,18.4818,3.1229,3.6546,0.0000,86.7111
2022-11-03 22:00:00,101477.2031,0.0000,337.0333,18.6615,2.8674,3.6101,0.0000,83.4417
2022-11-03 22:30:00,101452.2578,0.0000,358.8326,18.6406,2.6088,3.3554,0.0000,83.3714
2022-11-03 23:00:00,101424.7969,0.0000,364.7554,18.6219,2.4822,3.5233,0.0000,83.0121
2022-11-03 23:30:00,101423.1406,0.0000,357.4588,18.5864,2.0511,3.5126,0.0000,82.8785
2022-11-04 00:00:00,101414.0547,0.0000,362.9271,18.4835,1.8427,3.3077,0.0000,83.9797
2022-11-04 00:30:00,101404.6250,0.0000,352.2192,18.3792,2.4430,3.1656,0.0000,85.1695
2022-11-04 01:00:00,101405.7578,0.0000,329.9427,18.2681,3.0554,3.1914,0.0000,85.5774
2022-11-04 01:30:00,101418.6094,0.0000,323.6491,18.0728,3.2098,3.1441,0.0000,87.0615
2022-11-04 02:00:00,101420.7656,0.0000,316.6532,17.9274,3.4009,3.0116,0.0000,89.2286
2022-11-04 02:30:00,101427.2891,0.0000,318.5701,17.7431,3.7528,3.6908,0.0000,93.5160
2022-11-04 03:00:00,101500.7734,0.0000,326.5376,17.6868,4.0621,4.5058,0.0006,94.7846
2022-11-04 03:30:00,101531.7500,0.0000,362.5931,17.6480,3.9587,5.2983,0.0059,93.7162
2022-11-04 04:00:00,101531.2500,0.0000,321.3607,17.6254,3.9339,5.7536,0.0010,92.6424
2022-11-04 04:30:00,101570.3672,0.0000,335.6487,17.5456,3.9492,6.0980,0.0020,92.4815
2022-11-04 05:00:00,101609.1016,0.0000,357.9560,17.4280,4.0254,6.4428,0.0006,91.6010
2022-11-04 05:30:00,101620.6719,9.9524,376.2513,17.3253,3.6929,6.7070,0.0000,88.9805
2022-11-04 06:00:00,101639.7266,69.5809,359.2952,17.2147,3.6114,6.4164,0.0000,88.8444
2022-11-04 06:30:00,101671.3203,156.0375,361.5038,17.1057,3.6605,6.3917,0.0000,87.8190
2022-11-04 07:00:00,101704.2344,338.8289,307.7921,17.0593,3.5336,6.3347,0.0000,87.8201
2022-11-04 07:30:00,101733.6641,317.4828,370.8829,17.0595,3.5505,6.5854,0.0000,85.3229
2022-11-04 08:00:00,101760.9609,571.9356,307.8074,17.0664,3.0370,6.3948,0.0000,84.7474
2022-11-04 08:30:00,101788.5391,679.8179,308.2139,17.1039,2.8900,6.3248,0.0000,83.9049
2022-11-04 09:00:00,101769.2266,778.9563,307.8821,17.1422,2.9903,6.2254,0.0000,82.3642
2022-11-04 09:30:00,101769.8203,865.7396,308.6189,17.1581,3.0989,6.3176,0.0000,81.8923
2022-11-04 10:00:00,101783.7891,938.6776,310.0863,17.1345,3.2591,6.2356,0.0000,83.2913
2022-11-04 10:30:00,101769.8359,996.9308,311.4525,17.0798,3.5352,6.2113,0.0000,84.0889
2022-11-04 11:00:00,101758.4219,1040.8038,311.3718,17.1001,3.9378,6.3506,0.0000,82.7627
2022-11-04 11:30:00,101777.3125,1067.6410,311.3726,17.0079,4.2045,6.6456,0.0008,83.2874
2022-11-04 12:00:00,101790.0312,1077.8396,310.9092,16.9381,4.3559,6.8435,0.0011,82.7612
2022-11-04 12:30:00,101784.1250,991.3152,351.5995,16.8498,4.4466,6.9753,0.0001,81.4445
2022-11-04 13:00:00,101777.6875,1049.9695,307.7410,16.7359,4.3390,7.0591,0.0000,82.3874
2022-11-04 13:30:00,101778.1406,1012.0228,305.2816,16.7186,4.3544,7.2559,0.0000,80.1962
2022-11-04 14:00:00,101773.8203,957.2830,303.3890,16.6345,4.2301,7.4281,0.0000,78.8213
2022-11-04 14:30:00,101765.1328,887.3177,301.6342,16.6251,4.3206,7.2315,0.0000,76.3180
2022-11-04 15:00:00,101790.4531,803.7492,299.7622,16.5838,4.1376,7.2298,0.0000,75.4425
2022-11-04 15:30:00,101803.5000,708.3389,298.1257,16.5363,4.0516,7.3411,0.0000,74.8116
2022-11-04 16:00:00,101805.1562,602.9653,296.6951,16.4907,3.8438,7.5129,0.0000,74.0382
2022-11-04 16:30:00,101820.9688,489.0921,296.5581,16.4519,3.5881,7.8414,0.0000,74.6134
2022-11-04 17:00:00,101854.7188,370.1232,296.6439,16.4479,3.5481,8.0365,0.0000,73.9833
2022-11-04 17:30:00,101891.1094,250.3210,296.7793,16.4594,3.4681,8.3096,0.0000,73.8759
2022-11-04 18:00:00,101926.1953,134.2771,298.1289,16.4461,3.2024,8.5806,0.0000,75.0361
2022-11-04 18:30:00,101961.5625,33.0730,297.4385,16.4495,3.0826,8.6224,0.0000,74.6110
2022-11-04 19:00:00,101989.6250,0.0000,298.1683,16.3893,2.8830,8.7416,0.0000,77.0196
2022-11-04 19:30:00,102007.7031,0.0000,295.0286,16.4304,2.6631,8.6147,0.0000,73.3845
2022-11-04 20:00:00,102027.4688,0.0000,294.9024,16.4614,2.3548,8.3184,0.0000,72.1499
2022-11-04 20:30:00,102047.5547,0.0000,296.1105,16.4654,2.2678,8.0994,0.0000,73.6115
2022-11-04 21:00:00,101980.5703,0.0000,296.6112,16.4073,2.2556,8.0425,0.0000,74.3476
2022-11-04 21:30:00,101955.8359,0.0000,296.7980,16.4383,1.9091,8.0000,0.0000,74.8699
2022-11-04 22:00:00,101959.9297,0.0000,296.8392,16.4851,1.2146,8.3870,0.0000,73.6995
2022-11-04 22:30:00,101921.4062,0.0000,297.3312,16.4846,0.6808,8.3717,0.0000,73.4943
2022-11-04 23:00:00,101901.9688,0.0000,292.8561,15.7714,-1.6756,9.5243,0.0000,70.9111
2022-11-04 23:30:00,101912.4922,0.0000,290.3275,15.1397,-1.8583,8.3784,0.0000,72.7339
2022-11-05 00:00:00,101944.2031,0.0000,288.7726,14.6329,-2.0848,7.9189,0.0000,74.7467
2022-11-05 00:30:00,101961.5703,0.0000,287.0847,14.2214,-2.1949,7.7811,0.0000,76.5983
2022-11-05 01:00:00,101981.8984,0.0000,285.7584,13.9332,-2.4192,7.4750,0.0000,78.0970
2022-11-05 01:30:00,102003.8359,0.0000,284.5713,13.7071,-2.5321,6.9655,0.0000,79.2588
2022-11-05 02:00:00,102006.8906,0.0000,283.0788,13.5101,-2.5706,6.4860,0.0000,80.2259
2022-11-05 02:30:00,101992.9922,0.0000,283.1384,13.3253,-2.5832,6.0547,0.0000,81.5632
2022-11-05 03:00:00,102032.1484,0.0000,283.3163,13.2638,-2.7491,5.9784,0.0000,82.9726
2022-11-05 03:30:00,102047.0469,0.0000,283.4390,13.1435,-3.2055,6.1194,0.0000,84.4169
2022-11-05 04:00:00,102039.7578,0.0000,282.8684,12.9259,-3.5035,6.0096,0.0000,85.5630
2022-11-05 04:30:00,102056.2422,0.0000,281.7204,12.7497,-3.8007,5.7281,0.0000,85.7895
2022-11-05 05:00:00,102065.3516,0.0000,280.5821,12.6159,-3.8354,5.5052,0.0000,85.8531
2022-11-05 05:30:00,102061.8516,16.9770,279.3458,12.4826,-3.8534,5.0877,0.0000,85.6148
2022-11-05 06:00:00,102076.3750,112.8895,278.1179,12.2714,-3.8885,4.2294,0.0000,85.5258
2022-11-05 06:30:00,102111.1016,227.5351,277.0897,12.1173,-4.0264,3.3342,0.0000,85.0403
2022-11-05 07:00:00,102133.5234,347.2084,277.6112,12.3210,-3.1396,3.1123,0.0000,83.0974
2022-11-05 07:30:00,102148.5547,466.1868,279.7496,12.8851,-2.6949,2.7527,0.0000,79.6477
2022-11-05 08:00:00,102156.7891,580.6405,282.9625,13.5615,-2.4183,2.7106,0.0000,76.0760
2022-11-05 08:30:00,102147.0938,688.6000,286.8921,14.6817,-2.5378,2.7801,0.0000,69.4226
2022-11-05 09:00:00,102096.1562,787.1191,290.0537,15.3983,-2.1112,2.4646,0.0000,65.4841
2022-11-05 09:30:00,102067.1641,873.9594,293.3685,16.1647,-1.7070,2.4513,0.0000,61.6912
2022-11-05 10:00:00,102051.7188,947.8314,296.3737,16.8101,-0.8890,2.9768,0.0000,59.5839
2022-11-05 10:30:00,101999.6094,1006.5740,299.1963,17.1858,1.2040,3.4102,0.0000,60.1795
2022-11-05 11:00:00,101938.2891,1050.2828,301.0007,17.4347,3.0754,4.6617,0.0000,63.1754
2022-11-05 11:30:00,101906.2344,1077.0563,300.2215,16.9267,4.5224,5.6244,0.0000,66.8632
2022-11-05 12:00:00,101874.5859,1086.3011,302.0938,17.2863,4.7274,6.1277,0.0000,66.1146
2022-11-05 12:30:00,101825.9219,1078.1869,304.0456,17.0885,6.1120,7.0466,0.0000,70.1438
2022-11-05 13:00:00,101794.9141,1053.5393,302.8068,16.7703,5.6320,8.0129,0.0000,73.9450
2022-11-05 13:30:00,101764.3047,1013.3439,303.0573,16.8798,5.8632,8.4438,0.0000,74.4154
2022-11-05 14:00:00,101734.4531,957.3397,303.3065,17.0328,5.9299,9.0833,0.0000,74.3486
2022-11-05 14:30:00,101706.6797,886.6309,303.5341,17.1811,5.9098,9.6013,0.0000,74.2643
2022-11-05 15:00:00,101706.5156,802.3423,303.9229,17.3128,5.5730,9.8880,0.0000,74.7283
2022-11-05 15:30:00,101699.6094,705.6842,305.1983,17.5130,5.3177,9.9931,0.0000,74.4951
2022-11-05 16:00:00,101687.0781,599.2653,306.2411,17.4729,5.1836,10.3342,0.0000,76.5119
2022-11-05 16:30:00,101676.3047,486.2328,306.4007,17.4085,4.9200,10.5001,0.0000,78.8798
2022-11-05 17:00:00,101676.3203,368.5475,307.1226,17.5071,4.3167,10.3623,0.0000,78.8500
2022-11-05 17:30:00,101671.0781,249.9741,307.9018,17.6201,3.6735,10.3469,0.0000,78.2110
2022-11-05 18:00:00,101668.3906,135.4377,308.2460,17.7454,3.1014,10.2322,0.0000,78.1860
2022-11-05 18:30:00,101663.7891,34.8042,308.7412,17.8246,2.7354,10.0999,0.0000,79.2488
2022-11-05 19:00:00,101693.0078,0.0000,310.1826,18.0024,1.3439,9.2492,0.0000,79.0014
2022-11-05 19:30:00,101685.4766,0.0000,310.4075,18.1811,1.1166,8.1724,0.0000,77.8154
2022-11-05 20:00:00,101683.2188,0.0000,311.5129,18.6097,0.1418,8.2336,0.0000,73.0334
2022-11-05 20:30:00,101681.2031,0.0000,311.3492,18.6922,-0.6381,8.0211,0.0000,71.6001
2022-11-05 21:00:00,101595.7734,0.0000,310.2192,18.7328,-1.1685,8.0847,0.0000,68.3776
2022-11-05 21:30:00,101549.9062,0.0000,308.9142,18.8376,-2.0169,7.7152,0.0000,64.0119
2022-11-05 22:00:00,101536.8672,0.0000,307.4678,18.9704,-3.0783,6.7529,0.0000,59.3219
2022-11-05 22:30:00,101485.2188,0.0000,306.3818,18.9806,-4.8875,6.3875,0.0000,54.9326
2022-11-05 23:00:00,101443.2109,0.0000,304.5766,18.5220,-5.5846,5.6151,0.0000,54.5612
2022-11-05 23:30:00,101448.0703,0.0000,301.5645,17.9704,-5.7482,4.3005,0.0000,56.4834
2022-11-06 00:00:00,101452.1016,0.0000,300.3137,17.5066,-6.0630,3.7484,0.0000,58.6501
2022-11-06 00:30:00,101438.1641,0.0000,299.8918,17.1643,-6.0389,3.0526,0.0000,60.1686
2022-11-06 01:00:00,101436.8594,0.0000,299.7461,16.8916,-6.1840,2.8886,0.0000,60.9590
2022-11-06 01:30:00,101422.9609,0.0000,300.4034,16.6760,-6.1858,3.3575,0.0000,61.0581
2022-11-06 02:00:00,101443.9766,0.0000,300.7747,16.5592,-6.9307,1.7694,0.0000,60.5513
2022-11-06 02:30:00,101399.9531,0.0000,300.9984,16.1779,-6.8498,3.0053,0.0000,62.0356
2022-11-06 03:00:00,101419.4062,0.0000,300.7549,15.9107,-5.7131,2.4323,0.0000,63.4153
2022-11-06 03:30:00,101428.3359,0.0000,301.5872,15.8437,-5.5042,2.3232,0.0000,64.5132
2022-11-06 04:00:00,101459.3359,0.0000,302.9466,15.6621,-5.6445,0.1849,0.0000,66.1349
2022-11-06 04:30:00,101440.5938,0.0000,303.2710,15.4207,-5.0598,2.2456,0.0000,67.4592
2022-11-06 05:00:00,101444.5000,0.0000,303.0487,15.2245,-4.6425,2.3645,0.0000,68.6551
2022-11-06 05:30:00,101397.8438,17.6899,304.9355,15.1605,-4.5694,2.9430,0.0000,69.2240
2022-11-06 06:00:00,101371.0000,110.6173,305.1845,15.3277,-4.2614,3.1106,0.0000,69.0313
2022-11-06 06:30:00,101345.9141,221.2995,308.3927,16.0161,-4.6276,2.9614,0.0000,66.8948
2022-11-06 07:00:00,101349.3594,336.6970,310.7360,16.3241,-5.1205,2.3549,0.0000,65.7955
2022-11-06 07:30:00,101332.5156,266.4614,350.0910,16.8854,-4.5641,1.3566,0.0000,63.8664
2022-11-06 08:00:00,101315.5078,220.9143,364.4172,17.2914,-4.3300,1.9361,0.0003,62.8259
2022-11-06 08:30:00,101298.9922,269.1208,369.0959,17.6445,-4.1587,0.9943,0.0001,62.5132
2022-11-06 09:00:00,101214.5625,450.2535,370.4703,18.5674,-2.9497,2.3522,0.0000,63.0564
2022-11-06 09:30:00,101188.1875,687.4770,366.5706,18.8560,-1.9208,1.0862,0.0000,73.5491
2022-11-06 10:00:00,101153.9531,804.0710,362.8910,19.1959,-1.3989,0.8259,0.0000,72.6639
2022-11-06 10:30:00,101115.9688,967.3034,334.4497,19.7425,-0.5415,0.5502,0.0000,66.3545
2022-11-06 11:00:00,101046.6719,1021.7704,331.1900,19.2634,1.1668,1.7961,0.0000,73.0200
2022-11-06 11:30:00,100991.9844,1029.9670,340.1092,19.5492,2.7314,3.1602,0.0000,71.3649
2022-11-06 12:00:00,100941.1484,1059.3179,331.2007,19.4913,4.4758,6.2627,0.0000,68.9032
2022-11-06 12:30:00,100903.0234,1052.3457,331.5651,19.4383,4.1203,7.0233,0.0000,70.4646
2022-11-06 13:00:00,100874.6484,1028.3712,330.3875,18.9411,4.6661,7.8443,0.0000,73.9223
2022-11-06 13:30:00,100843.0625,987.8495,329.7521,18.5744,5.0668,8.8525,0.0000,77.0491
2022-11-06 14:00:00,100808.3984,932.6478,330.7308,18.7013,5.6804,9.8063,0.0000,74.5977
