Date,salinity,temperature,current velocity,bottom stress,PAR,PAR fraction,extinction coefficient,significant wave height,wave direction,wave period,
Units:,PSU,degree C,m/s,N/m2,W/m2,%,/m,m,degrees,s,
2023-01-01 00:00:00,36.2230,22.0364,0.1634,0.0056,155.9019,70.9322,0.1008,0.0833,44.3797,2.2688
2023-01-01 04:00:00,36.2273,22.3129,0.1950,0.0172,347.4544,68.9501,0.1062,0.5498,256.7666,13.8532
2023-01-01 08:00:00,36.2437,22.5380,0.2452,1.0000,235.3562,68.0630,0.1062,0.6331,246.9537,13.9508
2023-01-01 12:00:00,36.2437,22.2911,0.2692,0.0129,0.0000,67.7383,0.1072,0.7256,238.0413,13.9666
2023-01-01 16:00:00,36.2850,22.2335,0.3291,0.0319,0.0000,70.1173,0.1046,0.6557,252.9054,13.8495
2023-01-01 20:00:00,36.2699,22.0866,0.2238,0.9252,0.0000,71.0748,0.1064,0.5809,268.3134,13.8392
2023-01-02 00:00:00,36.2426,21.9962,0.2427,0.4482,161.5193,70.6293,0.1085,0.5179,272.8913,13.8458
2023-01-02 04:00:00,36.2248,22.1366,0.2065,0.4853,350.8720,69.2977,0.1081,0.4630,274.8893,13.8502
2023-01-02 08:00:00,36.2136,22.2059,0.2339,0.3168,238.7868,68.8307,0.1050,0.5763,247.0491,13.7953
2023-01-02 12:00:00,36.2084,22.1708,0.2326,0.6000,0.0000,69.3691,0.1015,0.5952,251.3856,13.7842
2023-01-02 16:00:00,36.2201,22.1366,0.2751,0.3840,0.0000,72.6419,0.0958,0.5761,263.9659,13.4459
2023-01-02 20:00:00,36.1905,21.9874,0.2709,0.0498,0.0000,74.4979,0.0953,0.5109,270.7367,13.5321
2023-01-03 00:00:00,36.1821,21.9352,0.3275,0.3035,165.2312,73.7400,0.0997,0.4676,272.6866,13.5235
2023-01-03 04:00:00,36.1823,22.0404,0.2558,0.2415,359.9190,72.2337,0.0991,0.4023,275.8427,13.2477
2023-01-03 08:00:00,36.0930,21.6662,0.2231,0.3728,271.7633,78.7324,0.0681,0.3965,270.3098,12.9408
2023-01-03 12:00:00,36.0193,21.8918,0.2236,0.0155,0.0000,79.9838,0.0622,0.4120,265.3019,12.6505
2023-01-03 16:00:00,35.9876,21.6741,0.2849,0.7998,0.0000,84.5601,0.0506,0.4541,263.0220,12.1093
2023-01-03 20:00:00,36.0699,21.5939,0.2384,0.0019,0.0000,82.4333,0.0638,0.4502,263.9034,11.6796
2023-01-04 00:00:00,36.0837,21.5628,0.2055,0.3952,184.6532,82.3285,0.0654,0.3418,297.6871,12.1036
2023-01-04 04:00:00,35.9952,21.7313,0.0824,0.1284,427.7930,85.5993,0.0478,0.2465,280.1620,11.9881
2023-01-04 08:00:00,35.9206,21.5804,0.0563,0.2298,301.6678,86.7527,0.0403,0.2872,237.3846,11.5808
2023-01-04 12:00:00,35.9446,21.9496,0.0891,0.1463,0.0000,86.3773,0.0398,0.3135,231.7836,11.4374
2023-01-04 16:00:00,36.0480,22.0056,0.1174,0.1595,0.0000,81.9646,0.0579,0.2997,232.8057,11.3960
2023-01-04 20:00:00,36.2267,22.1418,0.1003,0.1646,0.0000,77.0707,0.0830,0.3434,57.6639,10.8675
2023-01-05 00:00:00,36.3029,22.0848,0.1006,0.0024,173.9322,77.2259,0.0838,0.2117,48.8093,10.9522
2023-01-05 04:00:00,36.0210,21.9789,0.1605,0.0891,424.9337,84.4746,0.0503,0.1542,275.2435,11.4237
2023-01-05 08:00:00,35.9816,22.2631,0.1761,0.0982,297.6133,84.9276,0.0448,0.1628,281.5788,11.4323
2023-01-05 12:00:00,36.0363,22.4177,0.1417,0.0102,0.0000,82.1974,0.0514,0.1895,222.6457,11.3839
2023-01-05 16:00:00,36.0753,22.3804,0.0739,0.0500,0.0000,81.8444,0.0554,0.1440,262.8472,11.3191
2023-01-05 20:00:00,36.1216,22.6752,0.0642,0.0002,0.0000,82.1193,0.0596,0.1181,275.4147,11.0483
