Date,salinity,temperature,current velocity,bottom stress,PAR,PAR fraction,extinction coefficient,significant wave height,wave direction,wave period,
Units:,PSU,degree C,m/s,N/m2,W/m2,%,/m,m,degrees,s,
2023-01-01 00:00:00,36.2135,22.0066,0.0480,0.0205,106.9563,47.6944,0.1075,0.0442,47.6489,2.2614
2023-01-01 04:00:00,36.2126,22.0416,0.0317,0.2350,237.2639,47.0800,0.1079,0.3662,242.6399,13.8109
2023-01-01 08:00:00,36.2151,22.2967,0.0856,0.4312,161.3911,46.6887,0.1073,0.4368,229.7206,13.8325
2023-01-01 12:00:00,36.1945,22.1444,0.0882,0.7528,0.0000,47.4925,0.1047,0.4937,224.4851,13.8200
2023-01-01 16:00:00,36.1911,21.9937,0.0812,0.5257,0.0000,48.8489,0.1043,0.3782,256.4071,13.8041
2023-01-01 20:00:00,36.1964,21.8728,0.0577,0.3697,0.0000,49.3418,0.1055,0.3061,290.7126,13.7810
2023-01-02 00:00:00,36.1961,21.8245,0.0491,0.2848,112.6243,49.1846,0.1062,0.2684,296.4746,13.7927
2023-01-02 04:00:00,36.1914,21.9200,0.0178,0.2271,245.9991,48.6152,0.1049,0.2364,296.8054,13.8068
2023-01-02 08:00:00,36.1748,22.3321,0.0669,0.3755,172.1675,49.6036,0.0997,0.3950,230.8013,13.7332
2023-01-02 12:00:00,36.1701,22.1462,0.0596,0.0617,0.0000,49.2064,0.1001,0.3509,250.7131,13.7539
2023-01-02 16:00:00,36.1735,22.0312,0.0583,0.2844,0.0000,50.2591,0.1009,0.3326,292.9014,13.3810
2023-01-02 20:00:00,36.1777,21.9073,0.0532,0.5743,0.0000,51.5079,0.1009,0.2699,296.5181,13.4703
2023-01-03 00:00:00,36.1912,21.8854,0.0372,0.2900,118.1941,52.6533,0.0982,0.2909,319.6789,13.4770
2023-01-03 04:00:00,36.1524,21.8588,0.0463,0.0055,257.8203,51.8242,0.0972,0.2104,298.7107,13.1942
2023-01-03 08:00:00,36.1373,21.8660,0.0432,0.0010,178.3714,51.5851,0.0947,0.1939,291.0641,12.9169
2023-01-03 12:00:00,36.1233,21.8088,0.0314,0.1934,0.0000,51.6383,0.0934,0.2129,280.9253,12.6348
2023-01-03 16:00:00,36.1301,21.8760,0.0439,0.0017,0.0000,52.4310,0.0950,0.2778,106.2646,12.0899
2023-01-03 20:00:00,36.2349,22.2180,0.0303,0.4444,0.0000,54.4481,0.0934,0.3256,76.7532,11.6415
2023-01-04 00:00:00,36.1977,21.8727,0.0485,0.0349,122.2421,54.4506,0.0943,0.2290,54.0771,12.0716
2023-01-04 04:00:00,36.2549,22.0874,0.0390,0.1492,255.3492,51.1212,0.0997,0.1290,308.3643,11.9644
2023-01-04 08:00:00,36.2891,22.2126,0.0405,0.3182,170.2385,49.1290,0.1016,0.2258,214.7141,11.2534
2023-01-04 12:00:00,36.3333,22.2053,0.0383,0.1182,0.0000,49.5351,0.0982,0.2017,219.9711,11.4107
2023-01-04 16:00:00,36.3574,22.3453,0.0195,0.0852,0.0000,52.1850,0.0941,0.2084,68.7542,11.3834
2023-01-04 20:00:00,36.2121,22.4396,0.0718,0.3931,0.0000,56.2807,0.0868,0.2639,76.9042,10.7805
2023-01-05 00:00:00,36.2363,22.2724,0.0767,0.0607,126.8791,56.2784,0.0877,0.1795,55.6875,9.9206
2023-01-05 04:00:00,36.3356,22.2594,0.0335,0.0485,257.4419,51.1709,0.0981,0.1136,15.1744,11.2636
2023-01-05 08:00:00,36.3597,22.1863,0.0467,0.0596,177.7276,50.7477,0.0952,0.0835,303.7903,11.4195
2023-01-05 12:00:00,36.3688,22.2064,0.0435,0.0258,0.0000,49.6689,0.0960,0.1179,212.5040,11.3746
2023-01-05 16:00:00,36.2933,22.2474,0.0123,0.0377,0.0000,50.2077,0.0971,0.0693,282.8613,11.3026
2023-01-05 20:00:00,36.3071,22.6600,0.0052,0.0765,0.0000,52.1733,0.0959,0.0561,295.4481,11.0221
2023-01-06 00:00:00,36.2689,22.5127,0.0098,0.0331,125.2973,57.4320,0.0831,0.0597,296.8058,11.0948
