Date,Q,Salt,Temp,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,GRN,BGA,CRYPT,MDIAT,DINO,ZEROS,ONES
31/01/2015,20.8218,35,20,10.0000,220,78.5714,589.2857,40.3226,4.0323,2.266978,22.669784,78.5714,39.2857,36.2903,80.6452,0,0,0,0,0,0,1
28/02/2015,20.1157,35,20,17.3200,220,100.0000,750.0000,79.0323,7.9032,2.266978,22.669784,100.0000,50.0000,71.1290,158.0645,0,0,0,0,0,0,1
31/03/2015,20.7176,35,20,12.9400,220,92.8571,696.4286,71.7742,7.1774,2.266978,22.669784,92.8571,46.4286,64.5968,143.5484,0,0,0,0,0,0,1
30/04/2015,20.5440,35,20,71.3300,220,92.8571,696.4286,52.4194,5.2419,2.266978,22.669784,92.8571,46.4286,47.1774,104.8387,0,0,0,0,0,0,1
31/05/2015,21.8171,35,20,16.0300,220,85.7143,642.8571,46.7742,4.6774,2.266978,22.669784,85.7143,42.8571,42.0968,93.5484,0,0,0,0,0,0,1
30/06/2015,19.7106,35,20,17.3900,220,78.5714,589.2857,68.5484,6.8548,2.266978,22.669784,78.5714,39.2857,61.6935,137.0968,0,0,0,0,0,0,1
31/07/2015,20.3508,35,20,15.0000,220,92.8571,696.4286,59.6774,5.9677,2.266978,22.669784,92.8571,46.4286,53.7097,119.3548,0,0,0,0,0,0,1
31/08/2015,21.5735,35,20,23.0300,220,92.8571,696.4286,42.7419,4.2742,2.266978,22.669784,92.8571,46.4286,38.4677,85.4839,0,0,0,0,0,0,1
30/09/2015,20.2931,35,20,20.3300,220,78.5714,589.2857,45.9677,4.5968,2.266978,22.669784,78.5714,39.2857,41.3710,91.9355,0,0,0,0,0,0,1
31/10/2015,20.5616,35,20,98.7600,220,78.5714,589.2857,41.9355,4.1935,2.266978,22.669784,78.5714,39.2857,37.7419,83.8710,0,0,0,0,0,0,1
30/11/2015,19.2381,35,20,22.5300,220,85.7143,642.8571,56.4516,5.6452,2.266978,22.669784,85.7143,42.8571,50.8065,112.9032,0,0,0,0,0,0,1
31/12/2015,17.7190,35,20,21.5800,220,100.0000,750.0000,25.0000,2.5000,2.266978,22.669784,100.0000,50.0000,22.5000,50.0000,0,0,0,0,0,0,1
31/01/2016,25.4969,35,20,10.0000,220,92.8571,696.4286,53.2258,5.3226,2.266978,22.669784,92.8571,46.4286,47.9032,106.4516,0,0,0,0,0,0,1
29/02/2016,18.9013,35,20,35.0000,220,114.2857,857.1429,96.7742,9.6774,2.266978,22.669784,114.2857,57.1429,87.0968,193.5484,0,0,0,0,0,0,1
31/03/2016,17.9551,35,20,18.0000,220,85.7143,642.8571,49.1935,4.9194,2.266978,22.669784,85.7143,42.8571,44.2742,98.3871,0,0,0,0,0,0,1
30/04/2016,20.2726,35,20,36.0000,220,107.1429,803.5714,68.5484,6.8548,2.266978,22.669784,107.1429,53.5714,61.6935,137.0968,0,0,0,0,0,0,1
31/05/2016,18.2056,35,20,17.0000,220,92.8571,696.4286,50.8065,5.0806,2.266978,22.669784,92.8571,46.4286,45.7258,101.6129,0,0,0,0,0,0,1
30/06/2016,19.4302,35,20,27.0000,220,62.1429,466.0714,25.8065,2.5806,2.266978,22.669784,62.1429,31.0714,23.2258,51.6129,0,0,0,0,0,0,1
31/07/2016,17.8391,35,20,15.0000,220,92.8571,696.4286,54.8387,5.4839,2.266978,22.669784,92.8571,46.4286,49.3548,109.6774,0,0,0,0,0,0,1
31/08/2016,18.5397,35,20,23.0000,220,85.7143,642.8571,44.3548,4.4355,2.266978,22.669784,85.7143,42.8571,39.9194,88.7097,0,0,0,0,0,0,1
30/09/2016,17.9939,35,20,18.0000,220,142.8571,1071.4286,37.0968,3.7097,2.266978,22.669784,142.8571,71.4286,33.3871,74.1935,0,0,0,0,0,0,1
31/10/2016,17.9125,35,20,54.0000,220,92.8571,696.4286,52.4194,5.2419,2.266978,22.669784,92.8571,46.4286,47.1774,104.8387,0,0,0,0,0,0,1
30/11/2016,17.0345,35,20,50.0000,220,92.8571,696.4286,66.1290,6.6129,2.266978,22.669784,92.8571,46.4286,59.5161,132.2581,0,0,0,0,0,0,1
31/12/2016,16.6512,35,20,47.0000,220,128.5714,964.2857,88.7097,8.8710,2.266978,22.669784,128.5714,64.2857,79.8387,177.4194,0,0,0,0,0,0,1
31/01/2017,15.9123,35,20,10.0000,220,64.2857,482.1429,50.0000,5.0000,2.266978,22.669784,64.2857,32.1429,45.0000,100.0000,0,0,0,0,0,0,1
28/02/2017,16.6465,35,20, NaN,220,92.8571,696.4286,52.4194,5.2419,2.266978,22.669784,92.8571,46.4286,47.1774,104.8387,0,0,0,0,0,0,1
31/03/2017,17.9108,35,20, NaN,220,78.5714,589.2857,50.8065,5.0806,2.266978,22.669784,78.5714,39.2857,45.7258,101.6129,0,0,0,0,0,0,1
30/04/2017,17.1374,35,20, NaN,220,121.4286,910.7143,78.2258,7.8226,2.266978,22.669784,121.4286,60.7143,70.4032,156.4516,0,0,0,0,0,0,1
31/05/2017,18.3646,35,20, NaN,220,135.7143,1017.8571,61.2903,6.1290,2.266978,22.669784,135.7143,67.8571,55.1613,122.5806,0,0,0,0,0,0,1
30/06/2017,16.9745,35,20, NaN,220,61.4286,460.7143,44.3548,4.4355,2.266978,22.669784,61.4286,30.7143,39.9194,88.7097,0,0,0,0,0,0,1
31/07/2017,23.1692,35,20,20.0000,220,85.7143,642.8571,44.3548,4.4355,2.266978,22.669784,85.7143,42.8571,39.9194,88.7097,0,0,0,0,0,0,1
31/08/2017,19.1931,35,20, NaN,220,114.2857,857.1429,63.7097,6.3710,2.266978,22.669784,114.2857,57.1429,57.3387,127.4194,0,0,0,0,0,0,1
30/09/2017,17.6557,35,20,148.0000,220,150.0000,1125.0000,80.6452,8.0645,2.266978,22.669784,150.0000,75.0000,72.5806,161.2903,0,0,0,0,0,0,1
31/10/2017,18.8494,35,20,51.0000,220,78.5714,589.2857,46.7742,4.6774,2.266978,22.669784,78.5714,39.2857,42.0968,93.5484,0,0,0,0,0,0,1
30/11/2017,17.2544,35,20,131.0000,220,92.8571,696.4286,44.3548,4.4355,2.266978,22.669784,92.8571,46.4286,39.9194,88.7097,0,0,0,0,0,0,1
31/12/2017,14.1500,35,20, NaN,220,78.5714,589.2857,14.5161,1.4516,2.266978,22.669784,78.5714,39.2857,13.0645,29.0323,0,0,0,0,0,0,1
