Date,Q,Salt,Temp,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,GRN,BGA,CRYPT,MDIAT,DINO,ZEROS,ONES
31/01/2018,0.9661,35,20,10.0000,220,13.5714,101.7857,79.8387,7.9839,2.266978,22.669784,13.5714,6.7857,71.8548,159.6774,0,0,0,0,0,0,1
28/02/2018,0.8359,35,20,10.0000,220,107.1429,803.5714,88.7097,8.8710,2.266978,22.669784,107.1429,53.5714,79.8387,177.4194,0,0,0,0,0,0,1
31/03/2018,1.0154,35,20,0.0000,220,49.2857,369.6429,52.4194,5.2419,2.266978,22.669784,49.2857,24.6429,47.1774,104.8387,0,0,0,0,0,0,1
30/04/2018,0.9720,35,20,5.0000,220,25.0000,187.5000,51.6129,5.1613,2.266978,22.669784,25.0000,12.5000,46.4516,103.2258,0,0,0,0,0,0,1
31/05/2018,1.0554,35,20,0.0000,220,47.1429,353.5714,61.2903,6.1290,2.266978,22.669784,47.1429,23.5714,55.1613,122.5806,0,0,0,0,0,0,1
30/06/2018,0.9027,35,20,0.0000,220,11.4286,85.7143,51.6129,5.1613,2.266978,22.669784,11.4286,5.7143,46.4516,103.2258,0,0,0,0,0,0,1
31/07/2018,1.1236,35,20,5.0000,220,20.7143,155.3571,13.7097,1.3710,2.266978,22.669784,20.7143,10.3571,12.3387,27.4194,0,0,0,0,0,0,1
31/08/2018,1.0480,35,20,5.0000,220,10.7143,80.3571,4.2742,0.4274,2.266978,22.669784,10.7143,5.3571,3.8468,8.5484,0,0,0,0,0,0,1
30/09/2018,1.0832,35,20,5.0000,220,16.4286,123.2143,53.2258,5.3226,2.266978,22.669784,16.4286,8.2143,47.9032,106.4516,0,0,0,0,0,0,1
31/10/2018,1.0833,35,20,5.0000,220,14.2857,107.1429,48.3871,4.8387,2.266978,22.669784,14.2857,7.1429,43.5484,96.7742,0,0,0,0,0,0,1
30/11/2018,1.0469,35,20,5.0000,220,14.2857,107.1429,18.5484,1.8548,2.266978,22.669784,14.2857,7.1429,16.6935,37.0968,0,0,0,0,0,0,1
31/12/2018,1.0423,35,20,5.0000,220,31.4286,235.7143,15.3226,1.5323,2.266978,22.669784,31.4286,15.7143,13.7903,30.6452,0,0,0,0,0,0,1
31/01/2019,1.0262,35,20,5.0000,220,20.0000,150.0000,54.0323,5.4032,2.266978,22.669784,20.0000,10.0000,48.6290,108.0645,0,0,0,0,0,0,1
28/02/2019,0.9525,35,20,5.0000,220,20.7143,155.3571,34.6774,3.4677,2.266978,22.669784,20.7143,10.3571,31.2097,69.3548,0,0,0,0,0,0,1
31/03/2019,1.0592,35,20,5.0000,220,35.0000,262.5000,75.0000,7.5000,2.266978,22.669784,35.0000,17.5000,67.5000,150.0000,0,0,0,0,0,0,1
30/04/2019,1.0365,35,20,5.0000,220,27.1429,203.5714,56.4516,5.6452,2.266978,22.669784,27.1429,13.5714,50.8065,112.9032,0,0,0,0,0,0,1
31/05/2019,1.1180,35,20,5.0000,220,50.0000,375.0000,63.7097,6.3710,2.266978,22.669784,50.0000,25.0000,57.3387,127.4194,0,0,0,0,0,0,1
30/06/2019,1.0977,35,20,5.0000,220,24.2857,182.1429,39.5161,3.9516,2.266978,22.669784,24.2857,12.1429,35.5645,79.0323,0,0,0,0,0,0,1
31/07/2019,1.1589,35,20,0.0000,220,37.1429,278.5714,46.7742,4.6774,2.266978,22.669784,37.1429,18.5714,42.0968,93.5484,0,0,0,0,0,0,1
31/08/2019,1.0308,35,20,0.0000,220,28.5714,214.2857,42.7419,4.2742,2.266978,22.669784,28.5714,14.2857,38.4677,85.4839,0,0,0,0,0,0,1
30/09/2019,1.0513,35,20,0.0000,220,20.0000,150.0000,41.1290,4.1129,2.266978,22.669784,20.0000,10.0000,37.0161,82.2581,0,0,0,0,0,0,1
31/10/2019,1.0397,35,20,5.0000,220,19.2857,144.6429,29.8387,2.9839,2.266978,22.669784,19.2857,9.6429,26.8548,59.6774,0,0,0,0,0,0,1
30/11/2019,0.9675,35,20,5.0000,220,50.7143,380.3571,56.4516,5.6452,2.266978,22.669784,50.7143,25.3571,50.8065,112.9032,0,0,0,0,0,0,1
31/12/2019,1.1175,35,20,0.0000,220,43.5714,326.7857,38.7097,3.8710,2.266978,22.669784,43.5714,21.7857,34.8387,77.4194,0,0,0,0,0,0,1
31/01/2020,1.0947,35,20,0.0000,220,65.0000,487.5000,68.5484,6.8548,2.266978,22.669784,65.0000,32.5000,61.6935,137.0968,0,0,0,0,0,0,1
29/02/2020,0.9543,35,20,0.0000,220,37.1429,278.5714,63.7097,6.3710,2.266978,22.669784,37.1429,18.5714,57.3387,127.4194,0,0,0,0,0,0,1
31/03/2020,1.0845,35,20,0.0000,220,32.1429,241.0714,38.7097,3.8710,2.266978,22.669784,32.1429,16.0714,34.8387,77.4194,0,0,0,0,0,0,1
30/04/2020,1.2624,35,20,0.0000,220,57.1429,428.5714,104.8387,10.4839,2.266978,22.669784,57.1429,28.5714,94.3548,209.6774,0,0,0,0,0,0,1
31/05/2020,1.1578,35,20,0.0000,220,30.0000,225.0000,45.9677,4.5968,2.266978,22.669784,30.0000,15.0000,41.3710,91.9355,0,0,0,0,0,0,1
30/06/2020,1.1616,35,20,0.0000,220,57.1429,428.5714,42.7419,4.2742,2.266978,22.669784,57.1429,28.5714,38.4677,85.4839,0,0,0,0,0,0,1
31/07/2020,1.4031,35,20,5.0000,220,45.7143,342.8571,39.5161,3.9516,2.266978,22.669784,45.7143,22.8571,35.5645,79.0323,0,0,0,0,0,0,1
31/08/2020,1.4355,35,20,5.0000,220,37.8571,283.9286,64.5161,6.4516,2.266978,22.669784,37.8571,18.9286,58.0645,129.0323,0,0,0,0,0,0,1
30/09/2020,1.3448,35,20,5.0000,220,19.2857,144.6429,51.6129,5.1613,2.266978,22.669784,19.2857,9.6429,46.4516,103.2258,0,0,0,0,0,0,1
31/10/2020,1.4041,35,20,5.0000,220,15.7143,117.8571,25.0000,2.5000,2.266978,22.669784,15.7143,7.8571,22.5000,50.0000,0,0,0,0,0,0,1
30/11/2020,1.3317,35,20,5.0000,220,18.5714,139.2857,44.3548,4.4355,2.266978,22.669784,18.5714,9.2857,39.9194,88.7097,0,0,0,0,0,0,1
31/12/2020,1.3839,35,20,5.0000,220,44.2857,332.1429,49.1935,4.9194,2.266978,22.669784,44.2857,22.1429,44.2742,98.3871,0,0,0,0,0,0,1
31/01/2021,1.3303,35,20,5.0000,220,30.7143,230.3571,62.0968,6.2097,2.266978,22.669784,30.7143,15.3571,55.8871,124.1935,0,0,0,0,0,0,1
28/02/2021,1.2594,35,20,5.0000,220,71.4286,535.7143,88.7097,8.8710,2.266978,22.669784,71.4286,35.7143,79.8387,177.4194,0,0,0,0,0,0,1
31/03/2021,1.3037,35,20,5.0000,220,67.8571,508.9286,58.0645,5.8065,2.266978,22.669784,67.8571,33.9286,52.2581,116.1290,0,0,0,0,0,0,1
30/04/2021,1.3645,35,20,5.0000,220,34.2857,257.1429,62.9032,6.2903,2.266978,22.669784,34.2857,17.1429,56.6129,125.8065,0,0,0,0,0,0,1
31/05/2021,1.3366,35,20,5.0000,220,34.2857,257.1429,54.8387,5.4839,2.266978,22.669784,34.2857,17.1429,49.3548,109.6774,0,0,0,0,0,0,1
30/06/2021,1.3507,35,20,5.0000,220,30.0000,225.0000,58.8710,5.8871,2.266978,22.669784,30.0000,15.0000,52.9839,117.7419,0,0,0,0,0,0,1
